elapsed,errors
2057.633033016,1
2151.390907917,2
2296.949434078,3
2396.7055599719997,4
2521.036594057,5
2662.173503833,6
2788.7628423670003,7
2936.7159800950003,8
3039.720824313,9
3163.8935994119993,10
3281.370251593001,11
3404.6973584960006,12
3499.565329188,13
3619.965496280999,14
