elapsed,nb_requests
1.9956141279999429,1
4.5857883299999,2
6.653558857999997,3
9.00500934799993,4
11.364324100999966,5
13.270403457999919,6
15.406521889999908,7
17.180820163999897,8
18.823735539999916,9
21.064865298999962,10
23.351501516999974,11
25.877101832999983,12
28.064170644,13
30.326906945999895,14
32.43178990699994,15
33.97218117299997,16
36.6628970029999,17
38.367058713000006,18
40.990672943999925,19
42.587122886999964,20
44.911208770999906,21
46.8951796639999,22
49.56597508799996,23
51.11181205599996,24
52.70005683199997,25
54.65336908099994,26
56.70867162899992,27
59.31144716999995,28
60.98772476900001,29
63.48839834399985,30
65.95352237400004,31
68.27838648,32
70.30398608600001,33
72.84809244999985,34
76.011791969,35
78.01464942999985,36
80.37536184399994,37
81.81231209700002,38
84.59010179699987,39
86.3195770609999,40
89.116498944,41
90.71947179400001,42
92.73888068600002,43
94.70277975400006,44
96.97840711499987,45
98.57587046299989,46
100.82933159099991,47
103.230401401,48
105.46187895499986,49
107.75554939899996,50
109.80451886000003,51
111.59454012799995,52
113.24022053700003,53
115.40820525499987,54
117.44728914899986,55
119.55869187099995,56
122.06635809600004,57
123.89861573099995,58
125.94555127899991,59
128.1928963659999,60
129.71086609999986,61
132.12410004399987,62
134.559316599,63
136.13178897699993,64
138.16094161900003,65
140.27983339800005,66
142.39738034999993,67
144.87470201400004,68
147.14271040799997,69
149.09995461300002,70
150.75100996699996,71
153.01719172499986,72
155.20887218399992,73
156.541141347,74
158.816271754,75
160.84081974100002,76
162.65999591000002,77
164.54463972399992,78
166.28591627799995,79
168.64711491800006,80
170.48529351499985,81
172.75289957200005,82
175.3165728099999,83
177.40975838999987,84
178.99567633699996,85
180.52826348399992,86
182.537412562,87
185.0382950689999,88
187.19526047199986,89
188.83395254599998,90
190.46955950599988,91
192.38771543999985,92
194.97774183600006,93
196.579202904,94
198.861613316,95
200.71895577199996,96
202.43598404500005,97
204.3981029969999,98
207.16195520899998,99
210.00212610200003,100
211.97234959499986,101
213.99577110100006,102
216.25898763499993,103
218.68459233299984,104
220.34362614600002,105
222.2822057049999,106
224.16243247599994,107
226.54314781899996,108
228.77256146000002,109
230.88769083599993,110
232.86388578699996,111
234.99764633300003,112
236.84015954999984,113
238.63701605099993,114
240.64826924700003,115
243.10488123599987,116
245.01242510600002,117
