elapsed,nb_requests
1.1579074509991187,1
135.59470824299933,1
136.59328601599918,2
239.96369742999923,2
240.69712956900003,3
358.3111784550001,3
359.86419296299937,4
473.18685801299944,4
475.22479455399844,5
602.2525785019989,5
603.0443369219993,6
733.718303579999,6
735.0389673969985,7
871.7788728129999,7
872.9500826159983,8
967.7621192429997,8
969.1462200850001,9
1106.30286145,9
1107.798520643999,10
1206.654105992,10
1208.2555645019984,11
1322.0516477699985,11
1323.224125789,12
1460.4811607189986,12
1461.4751759039991,13
1601.604622339999,13
1602.7758268909984,14
1750.1153611559985,14
1751.8071107039996,15
1881.260424021999,15
1882.1261243619992,16
1989.414251762999,16
1990.681570417999,17
2087.182294307,17
2088.4658865349993,18
2208.854031957999,18
2209.4969865309995,19
2318.9540533319996,19
2320.532372858999,20
2465.7315288009995,20
2466.8677854419984,21
2564.8714033039996,21
2566.599196035999,22
2660.8322358179994,22
2661.630069769999,23
2761.9227868729995,23
2762.7759377189996,24
2899.9450310539996,24
2900.906959963999,25
3001.996615406999,25
3003.143145967999,26
3121.5473238759987,26
3122.8439598179993,27
3260.0144071629984,27
3261.371965995999,28
3370.2273452889985,28
3371.1654267719987,29
3519.8512384629994,29
3521.8011665219983,30
3634.759534789,30
3635.566003242,31
3741.5473815979985,31
3742.435243251999,32
3869.731354693,32
3870.8886915899984,33
3970.6368500549997,33
3972.1458110189997,34
4079.8161043969994,34
4080.7640838609987,35
4187.975505275999,35
4189.634336278999,36
4334.040583316999,36
4335.061868461,37
4468.618386890999,37
4470.408758494001,38
4591.155999993998,38
4592.495857263,39
4707.480887513999,39
4708.801277681998,40
4799.831508236,40
4800.867206397999,41
4919.702054646999,41
4921.479568387998,42
5052.771300850998,42
5053.992684208,43
5160.720858617,43
5161.712858796998,44
5268.05756789,44
5268.8594008029995,45
5388.438516218999,45
5389.482723268999,46
5514.867535525,46
5515.823884953998,47
5653.396115597001,47
5654.568016520998,48
5788.313707776999,48
5789.236799217999,49
5886.434716842998,49
5888.184963742,50
6032.439136700001,50
6033.3865432779985,51
6147.956694158,51
6149.685293995999,52
6295.1915085109995,52
6296.737825801998,53
6439.890743285998,53
6441.017872082999,54
6539.877937388001,54
6541.054867272998,55
6657.885120261,55
6659.145838087001,56
6778.685661425001,56
6780.500932129,57
6909.330647579,57
6910.103146225998,58
7037.311473111999,58
7038.241922503001,59
7141.247546420998,59
7141.952411341999,60
7270.544777372999,60
7271.617365591997,61
7390.837660927,61
7391.492578512998,62
7533.043657385,62
7534.082476425998,63
7678.774533162998,63
7680.296690008001,64
7829.605019549001,64
7831.032768978001,65
7948.345894238,65
7949.200121160999,66
8060.538745426,66
8061.916429654999,67
8181.967859086,67
8183.5616044869985,68
8320.275507523,68
8321.731604094,69
8460.404586281,69
8461.715375014,70
8592.676665193,70
8594.087167927,71
8713.95985357,71
8715.062507074997,72
8807.640915688999,72
8808.860238554998,73
8911.507234802999,73
8912.360931341,74
9030.898320789,74
9032.301204264999,75
9174.495253890998,75
9176.043297667,76
9291.440674352,76
9292.439227516998,77
9407.093712696,77
9408.286429225,78
9511.344258930998,78
9512.556315533,79
9656.148332447001,79
9657.559263922,80
9803.964765185001,80
9805.177102837,81
9924.609675351998,81
9925.724635775,82
10015.908329369,82
10017.188922601998,83
10114.243356455,83
10115.38412198,84
10249.16470104,84
10250.725871287,85
10361.881605768,85
10363.369045400997,86
10484.946553617001,86
10485.850879564,87
10592.067365229,87
10593.495716224998,88
10720.667506060998,88
10721.988974118,89
10854.689979647,89
