elapsed,nb_requests
1.9512886970042018,1
3.982819576995098,2
5.962500298992381,3
7.887289210993913,4
10.8570472279971,5
12.845184732999769,6
14.44349027100543,7
16.16097134699521,8
18.61453447700478,9
20.422569818998454,10
22.714418536997982,11
24.76836968099815,12
26.833095373993274,13
28.77672682100092,14
30.72323551599402,15
32.53979025500303,16
35.131098616999225,17
36.5227392490051,18
38.59714730999258,19
40.542834776002564,20
41.75073034600064,21
43.37605385000643,22
45.12130128100398,23
46.80553571500059,24
49.28206249700452,25
51.18356493099418,26
53.243016456995974,27
55.2204630329943,28
56.794215478003025,29
58.551875978999306,30
60.18580767599633,31
61.978070996003225,32
64.19401391000429,33
65.52582957400591,34
67.03253908299666,35
68.66841070300143,36
71.07191400400188,37
72.52506246899429,38
73.67098166499636,39
75.93651452599443,40
77.98899051699846,41
79.21901221500593,42
81.29231175899622,43
83.12459917800152,44
85.03719447299954,45
87.13151994500367,46
88.65040010299708,47
90.52764587299316,48
92.75910032399406,49
93.98179112499929,50
95.38324664600077,51
98.23592352999549,52
100.8672513700003,53
102.34313913799997,54
103.67858301100205,55
105.74407076599891,56
107.96698186799767,57
110.6221075499925,58
112.51699540599657,59
115.00411808700301,60
117.34996658199816,61
118.64471264800522,62
120.34196361199429,63
122.30126478300372,64
124.62713542800338,65
126.61209950099874,66
128.69205241800228,67
130.7618955460057,68
132.18443818300148,69
134.4211632689985,70
136.68296864700096,71
138.65723616500327,72
141.448139361004,73
144.45344716099498,74
146.44699760600633,75
147.74844491599652,76
149.6934553290048,77
152.33308523400046,78
153.44873501099937,79
155.42926066399377,80
156.88499942400085,81
158.2830096599937,82
159.75202447900665,83
161.2998641400045,84
162.79899255000055,85
165.04896055799327,86
166.66087123499892,87
167.79365808100556,88
169.35186121800507,89
170.99771872999554,90
173.250664074003,91
175.16931686700264,92
177.21387257600145,93
178.68750608499977,94
179.97016154500307,95
182.11574435599323,96
183.4600687439961,97
184.79325217900623,98
186.85313846000645,99
188.30601006900542,100
190.1192386939947,101
192.25121905900596,102
194.2262454229931,103
196.2240039169992,104
198.19552198500605,105
200.6875055499986,106
202.56573261099402,107
204.75663262800663,108
206.2237720330013,109
208.36166044400306,110
210.04281134100165,111
212.19481131600332,112
214.00621928100009,113
215.77804869000101,114
217.49030596599914,115
219.8346857419965,116
221.45386674799374,117
224.03913490500418,118
226.0208724270051,119
227.36680758799776,120
229.6958158740017,121
231.44241714400414,122
232.99234459799482,123
234.96382554499723,124
236.47363820800092,125
238.64488870999776,126
241.1556898120034,127
242.64934904400434,128
244.15066178199777,129
245.850348174994,130
247.977857424994,131
249.41455497199786,132
250.8693547300063,133
253.09486447100062,134
255.51190314200358,135
257.3317402419925,136
259.1367202190013,137
260.8653905109968,138
262.3387268130027,139
264.57286616400233,140
266.19234068300284,141
268.1709576580033,142
270.43015807699703,143
272.19725398899755,144
273.6123445400008,145
274.8146927170019,146
277.0052286010032,147
279.02658829999564,148
280.9067503270053,149
282.79394786000194,150
284.8668053589936,151
287.1927326860023,152
289.2437868669949,153
291.42128312500427,154
293.26113543700194,155
294.87727437399735,156
296.0167097329977,157
297.2287315709982,158
299.4131322900066,159
301.02240277999954,160
303.1709638169996,161
304.9122813819995,162
307.29336403199704,163
308.95047898500343,164
311.4977689770021,165
313.70567473600386,166
315.89379198300594,167
317.8380398790032,168
319.38290557599976,169
321.5163061689964,170
323.6802828429936,171
326.09660198500205,172
327.8765195129963,173
329.82034258499334,174
331.66772587099695,175
333.37004685300053,176
335.0657926900021,177
336.47851013699255,178
338.01526820899744,179
340.4713119609951,180
342.1696120650013,181
374.8757846340013,181
449.85181193500466,181
452.7995151409996,182
456.53785425800015,183
460.0419288779958,184
464.23633040899585,185
468.15224280000257,186
471.8827101240022,187
475.19616006799333,188
478.49527354800375,189
481.77934481200646,190
484.649127769997,191
487.9679130470031,192
491.4823468770046,193
495.1228292519954,194
498.3152953520039,195
