elapsed,nb_requests
0.680785710006603,1
2.024757788007264,2
3.4184177970018936,3
3.910359134999453,4
5.257203828005004,5
6.220095466997009,6
6.916246570006479,7
7.520123182999669,8
8.104123266995884,9
8.723286248001386,10
10.023102578998078,11
11.814336748007918,12
13.178209582998534,13
13.81146284499846,14
14.769801386006293,15
16.16152632399462,16
17.496811321994755,17
18.231969678003225,18
19.093248493998544,19
20.385304076000466,20
21.887641595007153,21
23.555164963996504,22
24.51397778399405,23
25.573364102994674,24
26.40546385900234,25
27.429227365006227,26
28.606878589998814,27
29.50325807199988,28
30.904718641002546,29
32.02718724800798,30
33.51823084100033,31
34.73001226800261,32
35.48863105899363,33
36.641244405007455,34
37.90088218200253,35
38.70729818500695,36
39.74135927800671,37
40.85279884899501,38
42.04380439600209,39
43.026654745001,40
43.52772810199531,41
44.21027306000178,42
45.47019774699584,43
46.318210192999686,44
47.52788667300774,45
48.569883674994344,46
49.24551763299678,47
50.23093511299521,48
51.29232914700697,49
52.11659721400065,50
53.379025870002806,51
54.6526466159994,52
56.05429912400723,53
57.29682732500078,54
57.86847248500271,55
58.76189834300021,56
59.79763216599531,57
60.6359095289954,58
61.12065246299608,59
62.50747755100019,60
63.078079362996505,61
63.9861752029974,62
64.4889728929993,63
65.5058976559958,64
66.99413265900512,65
68.31114006999996,66
68.90125070299837,67
70.17163159399934,68
71.3150409660011,69
72.58547294299933,70
74.32289163500536,71
75.51068952199421,72
76.86032340599922,73
77.45394476600632,74
78.9454978290014,75
80.37437416899775,76
80.96437629399588,77
82.2242765770061,78
82.71905358499498,79
83.75287901199772,80
85.00765009199677,81
86.08876285700535,82
86.8780140960007,83
87.92798350000521,84
89.56626306399994,85
90.62210602700361,86
91.42465017500217,87
92.80643373599742,88
94.00322285099537,89
95.68064759399567,90
97.26867215300445,91
97.83991218400479,92
98.65904813600355,93
99.69061589699413,94
101.42687721199763,95
102.78791824899963,96
103.58161284199741,97
104.17224366300798,98
105.85695222200593,99
107.83515960299701,100
109.01565264699457,101
109.96442134100653,102
110.83022904100653,103
111.7149415199965,104
113.25826614200196,105
114.4663678240031,106
115.64047238399507,107
116.51179107899952,108
118.37612212600652,109
119.32123790599871,110
120.23129810400133,111
121.48728710699652,112
122.26247102400521,113
122.93361239599471,114
124.37747243400372,115
125.11710792500526,116
126.21346429899859,117
127.13749074299994,118
128.5683376149973,119
129.41178021300584,120
130.18361493099655,121
131.30918746899988,122
133.24670898199838,123
133.89537923199532,124
135.4085934850009,125
136.28957711800467,126
137.12141696500476,127
138.44256165099796,128
139.99987029199838,129
140.92484205499932,130
142.12026179399982,131
143.4334721030027,132
144.91675035799562,133
146.13023844899726,134
147.79973835800774,135
149.43453835400578,136
150.60069613199448,137
152.39804440300213,138
152.90773130999878,139
154.13887468799658,140
155.77742147899698,141
157.20021030800126,142
158.54414633200213,143
159.69810291400063,144
160.70300608800608,145
162.09473677599453,146
162.70056940699578,147
163.60459096200066,148
164.33163507599966,149
166.1917681460036,150
167.81096839500242,151
169.24188475799747,152
170.6599413119984,153
171.60322475600697,154
172.79515411499597,155
174.39523134099727,156
176.28075789699506,157
177.88082146900706,158
178.76427195400174,159
180.0366390630079,160
181.0352980549942,161
182.46870921000664,162
183.09296114799508,163
183.9464012380049,164
185.595124776999,165
186.39935709199926,166
187.52838488999987,167
188.96140553499572,168
189.6696807529952,169
190.7963187980058,170
192.77500037099526,171
194.1488768499985,172
194.9523317639978,173
196.2111325750011,174
197.14580793399364,175
198.43450132200087,176
199.40936661799788,177
199.9365129479993,178
201.23828050099837,179
202.10669243099983,180
203.10005485199508,181
204.4678527250071,182
205.38919266899757,183
207.1389849200059,184
207.8525950339972,185
208.96528949899948,186
210.01708083999984,187
210.67951475399605,188
212.4156670759985,189
213.7818282119988,190
215.15445226899465,191
216.31321989900607,192
217.1019938840036,193
219.0423806280014,194
220.62470921200293,195
221.19900878399494,196
222.17828651699529,197
224.3585221240064,198
226.00170003200765,199
226.80966150200402,200
228.48971884400817,201
229.29346736600564,202
230.95908483999665,203
232.36922063499514,204
233.82090823199542,205
234.5394231560058,206
235.23573647000012,207
236.22132663300727,208
237.1524601669953,209
