elapsed,errors
38.02567669098789,1
127.41464385199652,2
195.61810392099142,3
261.23378554100054,4
336.0418695749977,5
411.88583929499146,6
491.4538369429938,7
523.2417515470006,8
578.3893857270014,9
624.32482041599,10
