elapsed,nb_requests
3.1337154860000282,1
6.285205315999974,2
9.891777091999984,3
12.725281400999961,4
16.304831692999983,5
19.183188409999957,6
24.114510044999975,7
26.955804048999994,8
29.712467969000045,9
32.787359433000006,10
35.66833494100001,11
38.334811479999985,12
40.96254238200004,13
43.897791799999936,14
47.24503039000001,15
50.108078535000004,16
53.14517502000001,17
57.30325032500002,18
60.64060130600001,19
62.94488819000003,20
65.65422420799996,21
68.23018224099997,22
71.66083096299997,23
75.38400634000004,24
77.71751975500001,25
80.20708106500001,26
83.57757638299995,27
86.66373451599998,28
89.63605403400004,29
92.36528200800001,30
95.879534412,31
98.16989934599997,32
101.58919340399996,33
104.71601547800003,34
108.61947888400005,35
111.95346526000003,36
114.46694571700004,37
117.47177386299995,38
120.16726377199996,39
122.47979194200002,40
125.28352634299995,41
127.47262621000004,42
129.85919745299998,43
132.22526689799997,44
135.16437173600002,45
138.065713362,46
140.97669950099998,47
144.463754054,48
147.47319056899994,49
150.25186256200004,50
152.727014499,51
155.60417476700002,52
158.05624116299998,53
161.08604831799994,54
163.41116967300002,55
166.125381802,56
168.78139984300003,57
171.644104512,58
175.64912682499994,59
178.50610519500003,60
180.92581742999994,61
183.42298311499997,62
185.78331799499995,63
189.034179764,64
191.519029446,65
194.30531919999999,66
196.77006893199996,67
199.469468484,68
202.77872970600004,69
206.18791458500004,70
208.71119594100003,71
212.09961832600004,72
215.270189673,73
218.13594074600007,74
222.2629861260001,75
224.9235719730001,76
227.8630993160001,77
230.24056459399992,78
232.57351899599996,79
234.71729451499994,80
237.8242549580001,81
240.26635950899993,82
242.39960236900004,83
244.66838000099995,84
247.83079288600004,85
250.4730591209999,86
253.36227851599995,87
257.1612924049999,88
259.911745707,89
262.5847909170001,90
265.43292137700007,91
268.736732167,92
271.3807704300001,93
274.3343330019999,94
276.9295496589999,95
279.566969675,96
282.77156317900005,97
285.99963865300003,98
289.4706059859999,99
292.75989319100006,100
295.734726519,101
299.058631019,102
301.75621279099994,103
304.3543861689999,104
306.65121078000004,105
309.19728142199995,106
312.0314555829999,107
314.8363531189999,108
318.61990750999996,109
321.67653422399997,110
324.5541429860001,111
326.7641728330001,112
330.372181804,113
333.61256415900004,114
336.0086843339999,115
338.37011933199994,116
340.604801202,117
343.33319141799996,118
345.91838224700007,119
348.4711308059999,120
351.78765683099994,121
355.0743936979999,122
357.15704801899994,123
359.62896665899996,124
362.41226126699996,125
365.7039757040001,126
368.44368848600004,127
371.755721159,128
374.594213533,129
377.75120824499993,130
381.1166524409999,131
384.2392180620001,132
387.7185250399999,133
391.2055652759999,134
393.6588776960001,135
396.12745761200006,136
398.91948317599997,137
401.76253680599996,138
404.249541198,139
407.0374291490001,140
409.90890267199995,141
413.18860759100005,142
415.868123482,143
418.02538389099993,144
421.277710793,145
424.0437381559999,146
428.06844867100006,147
431.9310946869999,148
435.98822011699997,149
438.71084796699995,150
442.20841866500007,151
445.2391541610001,152
447.772713316,153
450.48717036899995,154
453.457467068,155
455.4085264710001,156
457.13220147699997,157
459.19171348,158
460.9220745670001,159
462.14592599800005,160
464.309748042,161
466.39478835500006,162
469.01596879500005,163
470.8403043699999,164
473.92894455399994,165
475.4619667169999,166
477.316325314,167
479.1524951759999,168
481.29967,169
483.1842125459999,170
484.8640911419999,171
487.374160105,172
489.38719862999994,173
490.647007875,174
492.224685198,175
493.79621151899994,176
495.644758132,177
497.68738735499994,178
499.93336050100004,179
501.99354634100007,180
504.8588585839999,181
506.7818050929999,182
509.70105268300006,183
512.3373982669999,184
514.9172190160001,185
517.6656393740001,186
519.4730797200001,187
521.142490693,188
523.705398593,189
525.0294054939999,190
526.874941101,191
528.411369887,192
530.846790191,193
533.0205367780001,194
535.7837079320001,195
537.928723827,196
539.942382309,197
541.8331219830001,198
544.394816977,199
546.4969817150001,200
548.478678259,201
550.9862637570001,202
553.2004187409999,203
556.234467228,204
558.4952831940001,205
560.565522384,206
563.3077474810001,207
565.1690033849999,208
566.810759935,209
569.1668599650001,210
