round_epochs,loss,mae,mse,val_loss,val_mae,val_mse,activation,epochs,losses,n_layers_after,n_lstm_node_first,n_lstm_node_second,n_node_hidden_layers,optimizer,reg,regw
300,0.011563610285520554,0.052519820630550385,0.005365816876292229,0.017231980338692665,0.06385412067174911,0.01103514526039362,elu,300,mse,1,30,0,10,Adam,<function <lambda> at 0x152320b00>,0.001
300,0.10438162088394165,0.10438162088394165,0.03048715740442276,0.08628766238689423,0.08628766238689423,0.024579951539635658,elu,300,mae,0,30,20,30,sgd,<function <lambda> at 0x152320e60>,0.001
500,0.020201247185468674,0.07352641224861145,0.01072743535041809,0.02223827876150608,0.07986027747392654,0.0127644008025527,relu,500,mse,1,30,30,10,sgd,<function <lambda> at 0x152320ef0>,0.0001
300,0.009447961114346981,0.05411906912922859,0.005488179158419371,0.014983659610152245,0.06571482867002487,0.011025053448975086,sigmoid,300,mse,0,30,0,30,Adam,<function <lambda> at 0x152320b00>,0.0005
500,0.01048275362700224,0.051878590136766434,0.0052637443877756596,0.016138572245836258,0.06343632191419601,0.010908372700214386,elu,500,mse,2,30,30,50,Adam,<function <lambda> at 0x152320ef0>,0.001
500,0.06661475449800491,0.06661475449800491,0.009555567055940628,0.07134471833705902,0.07134471833705902,0.01147169154137373,relu,500,mae,0,30,30,30,sgd,<function <lambda> at 0x152320e60>,0.0005
500,0.04021107032895088,0.13936422765254974,0.03594834357500076,0.0375421866774559,0.13840103149414062,0.03327912464737892,relu,500,mse,0,10,20,50,sgd,<function <lambda> at 0x152320ef0>,0.0001
500,0.028611602261662483,0.028611600399017334,0.0026301296893507242,0.051550403237342834,0.051550403237342834,0.010906144045293331,relu,500,mae,1,30,20,50,Adam,<function <lambda> at 0x152320e60>,0.001
500,0.05304061621427536,0.03748970851302147,0.003694589715451002,0.06650983542203903,0.050963807851076126,0.01029695849865675,elu,500,mae,2,20,0,30,Adam,<function <lambda> at 0x152320b00>,0.0001
500,0.35189077258110046,0.12105241417884827,0.026372350752353668,0.3500500023365021,0.11932133138179779,0.024626191705465317,relu,500,mse,2,20,20,10,sgd,<function <lambda> at 0x152320b00>,0.001
500,0.1024424135684967,0.053618691861629486,0.00646481616422534,0.11354444175958633,0.06472228467464447,0.011379306204617023,elu,500,mae,2,10,0,50,sgd,<function <lambda> at 0x152320b00>,0.0001
500,0.0405331514775753,0.03741104528307915,0.003733476623892784,0.05417150259017944,0.05104928836226463,0.010352792218327522,sigmoid,500,mae,0,30,0,10,Adam,<function <lambda> at 0x152320ef0>,0.0001
300,0.0891927108168602,0.055947113782167435,0.00618388457223773,0.09467270970344543,0.06965959817171097,0.01167670264840126,elu,300,mse,2,10,0,50,sgd,<function <lambda> at 0x152320ef0>,0.001
300,0.047663915902376175,0.14838752150535583,0.04130293428897858,0.044827986508607864,0.14770877361297607,0.03846675902605057,elu,300,mse,0,30,10,30,sgd,<function <lambda> at 0x152320ef0>,0.0001
300,0.13863228261470795,0.10164148360490799,0.027804119512438774,0.12361215054988861,0.08661987632513046,0.023201052099466324,elu,300,mae,0,30,30,50,sgd,<function <lambda> at 0x152320ef0>,0.0005
300,0.17605482041835785,0.08185119181871414,0.013980282470583916,0.17103298008441925,0.07683201134204865,0.013553237542510033,elu,300,mae,1,20,30,50,sgd,<function <lambda> at 0x152320ef0>,0.001
300,0.0372895747423172,0.0372895747423172,0.003665463998913765,0.051504068076610565,0.051504068076610565,0.010334367863833904,elu,300,mae,0,30,30,50,Adam,<function <lambda> at 0x152320e60>,0.0001
300,0.042528778314590454,0.04252878203988075,0.004374300595372915,0.05281757190823555,0.05281757190823555,0.010401775129139423,sigmoid,300,mae,2,10,30,30,Adam,<function <lambda> at 0x152320e60>,0.0005
300,0.12752272188663483,0.10147982835769653,0.025573046877980232,0.11214956641197205,0.08610557019710541,0.02094603143632412,elu,300,mae,1,10,10,50,sgd,<function <lambda> at 0x152320b00>,0.0001
300,0.024577345699071884,0.056121744215488434,0.005941351410001516,0.029705816879868507,0.06636174023151398,0.011077627539634705,sigmoid,300,mse,1,20,0,30,Adam,<function <lambda> at 0x152320b00>,0.001
300,0.010656860657036304,0.05098246410489082,0.005226888228207827,0.01647190749645233,0.06243445724248886,0.0110485153272748,sigmoid,300,mse,1,30,30,50,Adam,<function <lambda> at 0x152320b00>,0.0001
300,0.0037297357339411974,0.042708784341812134,0.0037297357339411974,0.01116357184946537,0.05815093219280243,0.01116357184946537,sigmoid,300,mse,2,20,10,10,Adam,<function <lambda> at 0x152320e60>,0.0001
300,0.04865925386548042,0.04190205782651901,0.004512378014624119,0.059744980186223984,0.05298536270856857,0.010664655826985836,elu,300,mae,0,10,20,10,Adam,<function <lambda> at 0x152320b00>,0.0001
500,0.04937122017145157,0.04937122017145157,0.00616636173799634,0.05614738166332245,0.05614738166332245,0.01082929503172636,relu,500,mae,2,30,10,50,sgd,<function <lambda> at 0x152320e60>,0.0001
500,0.0032120351679623127,0.03817294165492058,0.0032120351679623127,0.010933851823210716,0.05637966841459274,0.010933851823210716,elu,500,mse,1,30,0,10,Adam,<function <lambda> at 0x152320e60>,0.001
300,0.1874929666519165,0.08168790489435196,0.015137926675379276,0.17929889261722565,0.07349435240030289,0.013410763815045357,relu,300,mae,2,30,30,50,sgd,<function <lambda> at 0x152320b00>,0.0001
500,0.180029034614563,0.14477717876434326,0.06849922239780426,0.15992477536201477,0.12467539310455322,0.05763104557991028,sigmoid,500,mae,1,20,30,10,sgd,<function <lambda> at 0x152320ef0>,0.0005
500,0.003111820202320814,0.037369389086961746,0.003111820202320814,0.011261715553700924,0.057031262665987015,0.011261715553700924,elu,500,mse,1,30,20,10,Adam,<function <lambda> at 0x152320e60>,0.0005
500,0.1484954059123993,0.1484954059123993,0.071381114423275,0.1395161747932434,0.1395161747932434,0.0552653931081295,sigmoid,500,mae,2,10,30,50,sgd,<function <lambda> at 0x152320e60>,0.0001
500,0.011567967012524605,0.05191155895590782,0.005347244907170534,0.017201177775859833,0.06270839273929596,0.010988476686179638,sigmoid,500,mse,0,10,20,10,Adam,<function <lambda> at 0x152320b00>,0.001
500,0.006438137497752905,0.057615239173173904,0.006438137497752905,0.011860494501888752,0.0690046176314354,0.011860494501888752,elu,500,mse,0,30,0,50,sgd,<function <lambda> at 0x152320e60>,0.0001
300,0.05530751124024391,0.17150463163852692,0.05530751124024391,0.051070474088191986,0.1714649498462677,0.051070474088191986,sigmoid,300,mse,0,10,30,10,sgd,<function <lambda> at 0x152320e60>,0.0005
500,0.1255037486553192,0.07084770500659943,0.010569356381893158,0.12533092498779297,0.0706748440861702,0.011434507556259632,elu,500,mae,0,30,30,50,sgd,<function <lambda> at 0x152320b00>,0.0001
500,0.011500229127705097,0.0500439815223217,0.005189165472984314,0.017059100791811943,0.062204066663980484,0.01076159905642271,relu,500,mse,2,30,0,50,Adam,<function <lambda> at 0x152320b00>,0.001
500,0.012965819798409939,0.05263925716280937,0.005446045659482479,0.01852109469473362,0.06344377249479294,0.011005589738488197,elu,500,mse,2,10,30,30,Adam,<function <lambda> at 0x152320b00>,0.0005
300,0.0083229448646307,0.0484398677945137,0.004889769945293665,0.014307936653494835,0.06111853942275047,0.01087212935090065,relu,300,mse,2,10,20,10,Adam,<function <lambda> at 0x152320ef0>,0.0005
300,0.27212589979171753,0.14937134087085724,0.07181292027235031,0.25249364972114563,0.12975868582725525,0.058556441217660904,sigmoid,300,mae,2,30,30,30,sgd,<function <lambda> at 0x152320ef0>,0.001
500,0.05451502278447151,0.05451502278447151,0.006368100643157959,0.061939217150211334,0.061939217150211334,0.010408904403448105,sigmoid,500,mae,0,30,10,50,sgd,<function <lambda> at 0x152320e60>,0.001
300,0.03888619691133499,0.03888619691133499,0.003947419114410877,0.05161081999540329,0.05161081999540329,0.010568675585091114,elu,300,mae,0,30,0,30,Adam,<function <lambda> at 0x152320e60>,0.0001
300,0.6258649230003357,0.09238827228546143,0.020155105739831924,0.6139676570892334,0.08065654337406158,0.017394617199897766,elu,300,mae,1,30,20,50,sgd,<function <lambda> at 0x152320b00>,0.001
500,0.0033520807046443224,0.03903605788946152,0.0033520807046443224,0.011151596903800964,0.05737575888633728,0.011151596903800964,sigmoid,500,mse,0,30,0,30,Adam,<function <lambda> at 0x152320e60>,0.001
500,0.2548276484012604,0.09977174550294876,0.025462670251727104,0.23771044611930847,0.08266551792621613,0.020886041224002838,elu,500,mae,1,20,10,30,sgd,<function <lambda> at 0x152320b00>,0.0005
300,0.056063611060380936,0.1247449740767479,0.027901234105229378,0.054273348301649094,0.1231762170791626,0.026111090555787086,relu,300,mse,0,20,10,10,sgd,<function <lambda> at 0x152320b00>,0.0001
300,0.07629816979169846,0.046214759349823,0.005169341806322336,0.08636297285556793,0.05632084235548973,0.010674242861568928,elu,300,mae,2,10,0,10,Adam,<function <lambda> at 0x152320b00>,0.001
300,0.1489056795835495,0.1489056795835495,0.07152333110570908,0.12937243282794952,0.12937243282794952,0.058524537831544876,sigmoid,300,mae,2,20,20,30,sgd,<function <lambda> at 0x152320e60>,0.0001
500,0.29952049255371094,0.07674937695264816,0.01259925588965416,0.29514431953430176,0.07242336869239807,0.012544488534331322,sigmoid,500,mae,0,20,10,50,sgd,<function <lambda> at 0x152320b00>,0.001
300,0.0077588618732988834,0.04849829152226448,0.004934948403388262,0.013672062195837498,0.061342354863882065,0.01084988284856081,relu,300,mse,1,20,30,50,Adam,<function <lambda> at 0x152320ef0>,0.0005
300,0.06667578965425491,0.047868188470602036,0.005419943481683731,0.07505693286657333,0.05626465380191803,0.010524173267185688,elu,300,mae,2,20,10,10,Adam,<function <lambda> at 0x152320b00>,0.0005
300,0.21070480346679688,0.10608462244272232,0.03042519837617874,0.19873759150505066,0.09412141144275665,0.024835040792822838,elu,300,mae,2,10,10,10,sgd,<function <lambda> at 0x152320b00>,0.0005
300,0.34959280490875244,0.09883975237607956,0.025815729051828384,0.3342421352863312,0.08352692425251007,0.02170068584382534,elu,300,mae,0,30,30,10,sgd,<function <lambda> at 0x152320b00>,0.0005
500,0.036046113818883896,0.036046113818883896,0.0033920432906597853,0.05125913396477699,0.05125913396477699,0.010309378616511822,sigmoid,500,mae,2,30,0,10,Adam,<function <lambda> at 0x152320e60>,0.0005
300,0.003895597765222192,0.04310658946633339,0.003895597765222192,0.01109850313514471,0.05844830721616745,0.01109850313514471,sigmoid,300,mse,1,10,30,50,Adam,<function <lambda> at 0x152320e60>,0.0005
300,0.1477428823709488,0.1471143215894699,0.07195057719945908,0.12715013325214386,0.12652136385440826,0.06053362414240837,relu,300,mae,2,10,20,10,Adam,<function <lambda> at 0x152320b00>,0.001
300,0.034655313938856125,0.034655313938856125,0.0033776473719626665,0.05003390461206436,0.05003390461206436,0.01053463201969862,relu,300,mae,1,30,0,10,Adam,<function <lambda> at 0x152320e60>,0.0001
300,0.041944973170757294,0.1502435803413391,0.041944973170757294,0.03890986368060112,0.14923283457756042,0.03890986368060112,elu,300,mse,0,20,30,10,sgd,<function <lambda> at 0x152320e60>,0.0005
300,0.020634301006793976,0.052431896328926086,0.005366378929466009,0.0264423880726099,0.062426116317510605,0.011186664924025536,sigmoid,300,mse,2,20,30,30,Adam,<function <lambda> at 0x152320b00>,0.0001
500,0.06494005024433136,0.17380258440971375,0.05601229891180992,0.0608019083738327,0.1755751371383667,0.05187416449189186,sigmoid,500,mse,1,20,30,30,sgd,<function <lambda> at 0x152320ef0>,0.0001
500,0.06293727457523346,0.06293727457523346,0.008104146458208561,0.06833101809024811,0.06833101809024811,0.010590629652142525,sigmoid,500,mae,0,20,30,50,sgd,<function <lambda> at 0x152320e60>,0.0005
500,0.31256023049354553,0.05346492677927017,0.005637471564114094,0.31810304522514343,0.06751247495412827,0.011234254576265812,elu,500,mse,2,30,0,50,sgd,<function <lambda> at 0x152320b00>,0.0005
300,0.23910146951675415,0.07421659678220749,0.011480933055281639,0.23921877145767212,0.07434502243995667,0.012253786437213421,elu,300,mae,1,20,10,30,sgd,<function <lambda> at 0x152320b00>,0.0005
300,0.0038858791813254356,0.043482135981321335,0.0038858791813254356,0.011065520346164703,0.059015657752752304,0.011065520346164703,elu,300,mse,0,20,10,30,Adam,<function <lambda> at 0x152320e60>,0.001
300,0.0398126021027565,0.0398126021027565,0.004078714642673731,0.052002567797899246,0.052002567797899246,0.010650469921529293,relu,300,mae,0,10,20,30,Adam,<function <lambda> at 0x152320e60>,0.0005
300,0.15281523764133453,0.14708122611045837,0.07111511379480362,0.13274455070495605,0.12701061367988586,0.05967622995376587,sigmoid,300,mae,1,10,30,10,sgd,<function <lambda> at 0x152320ef0>,0.0001
300,0.2105053812265396,0.14704084396362305,0.07080096751451492,0.19720731675624847,0.1337522268295288,0.055854812264442444,sigmoid,300,mae,1,20,10,50,sgd,<function <lambda> at 0x152320ef0>,0.001
300,0.003723693313077092,0.04167282581329346,0.003723693313077092,0.01104686874896288,0.05794895440340042,0.01104686874896288,elu,300,mse,0,20,20,10,Adam,<function <lambda> at 0x152320e60>,0.0005
500,0.0586162693798542,0.0532357320189476,0.006321885157376528,0.06546888500452042,0.06008829548954964,0.011531190946698189,elu,500,mae,1,10,10,10,sgd,<function <lambda> at 0x152320ef0>,0.0001
300,0.1624104231595993,0.10282626003026962,0.028826098889112473,0.14467072486877441,0.08508723229169846,0.02369474060833454,elu,300,mae,0,20,30,50,sgd,<function <lambda> at 0x152320ef0>,0.001
300,0.010589681565761566,0.0525578148663044,0.005294038448482752,0.016249503940343857,0.06428740918636322,0.010952751152217388,sigmoid,300,mse,1,20,10,30,Adam,<function <lambda> at 0x152320ef0>,0.0005
500,0.006327766925096512,0.05627351999282837,0.006327766925096512,0.011311951093375683,0.07114893943071365,0.011311951093375683,elu,500,mse,2,30,10,30,sgd,<function <lambda> at 0x152320e60>,0.001
300,0.06301318109035492,0.04645981267094612,0.005246063228696585,0.07265221327543259,0.05609699338674545,0.010710371658205986,sigmoid,300,mae,0,30,10,10,Adam,<function <lambda> at 0x152320b00>,0.001
500,0.10685274004936218,0.06913328915834427,0.009963552467525005,0.10980722308158875,0.07685698568820953,0.012932134792208672,elu,500,mse,2,10,10,50,sgd,<function <lambda> at 0x152320ef0>,0.001
500,0.30846789479255676,0.1284695714712143,0.029890242964029312,0.30638638138771057,0.12732912600040436,0.027900684624910355,relu,500,mse,0,30,10,50,sgd,<function <lambda> at 0x152320b00>,0.001
300,0.0798233151435852,0.052258968353271484,0.0061438437551259995,0.09041352570056915,0.06285268813371658,0.011324173770844936,sigmoid,300,mae,0,30,0,30,sgd,<function <lambda> at 0x152320ef0>,0.001
500,0.19398632645606995,0.14727044105529785,0.07105173170566559,0.17302384972572327,0.12631171941757202,0.059946756809949875,sigmoid,500,mae,2,30,20,10,sgd,<function <lambda> at 0x152320ef0>,0.0005
500,0.002558070467785001,0.03176292032003403,0.002558070467785001,0.011386776342988014,0.05450290068984032,0.011386776342988014,relu,500,mse,2,30,20,30,Adam,<function <lambda> at 0x152320e60>,0.001
500,0.040207356214523315,0.06606190651655197,0.00883755087852478,0.04330406337976456,0.07519020140171051,0.01193596888333559,relu,500,mse,1,20,10,10,sgd,<function <lambda> at 0x152320ef0>,0.0005
300,0.06734976172447205,0.0467568077147007,0.00521598057821393,0.07594937086105347,0.05537043511867523,0.010734417475759983,sigmoid,300,mae,1,30,0,50,Adam,<function <lambda> at 0x152320b00>,0.0005
500,0.1215975433588028,0.17765288054943085,0.0592685304582119,0.1174507588148117,0.1779169887304306,0.05513192340731621,sigmoid,500,mse,2,20,10,10,sgd,<function <lambda> at 0x152320ef0>,0.001
500,0.012061365880072117,0.052438609302043915,0.005409867037087679,0.01757385954260826,0.06280647218227386,0.010927313938736916,elu,500,mse,1,20,0,50,Adam,<function <lambda> at 0x152320b00>,0.001
500,0.006951959803700447,0.058648429811000824,0.006951959803700447,0.01165758352726698,0.07021196186542511,0.01165758352726698,elu,500,mse,2,10,10,50,sgd,<function <lambda> at 0x152320e60>,0.0005
500,0.045132722705602646,0.038681142032146454,0.004338904283940792,0.059478167444467545,0.05301918461918831,0.01077282428741455,relu,500,mae,1,10,30,30,Adam,<function <lambda> at 0x152320ef0>,0.0005
500,0.2169255167245865,0.1503731906414032,0.041388921439647675,0.21384304761886597,0.14881138503551483,0.038360729813575745,relu,500,mse,0,10,30,30,sgd,<function <lambda> at 0x152320b00>,0.001
500,0.04239288344979286,0.05329180881381035,0.005626616068184376,0.048363279551267624,0.06684906780719757,0.011602472513914108,relu,500,mse,2,10,0,10,sgd,<function <lambda> at 0x152320ef0>,0.001
500,0.4685233533382416,0.1488979607820511,0.07202105969190598,0.4491974115371704,0.1296258270740509,0.05869312211871147,sigmoid,500,mae,2,30,20,30,sgd,<function <lambda> at 0x152320b00>,0.0005
300,0.0036620134487748146,0.04119360074400902,0.0036620134487748146,0.011109377257525921,0.05861837416887283,0.011109377257525921,elu,300,mse,0,20,0,10,Adam,<function <lambda> at 0x152320e60>,0.0001
500,0.014484216459095478,0.05222926288843155,0.005350606050342321,0.020013028755784035,0.06287539005279541,0.010885571129620075,elu,500,mse,2,20,10,30,Adam,<function <lambda> at 0x152320b00>,0.001
500,0.007023684214800596,0.05018850788474083,0.00496660266071558,0.012997535057365894,0.06312110275030136,0.010941360145807266,elu,500,mse,2,30,0,10,Adam,<function <lambda> at 0x152320ef0>,0.0005
300,0.7870442271232605,0.14958250522613525,0.07038935273885727,0.7812798023223877,0.14403130114078522,0.054757386445999146,sigmoid,300,mae,2,30,10,50,sgd,<function <lambda> at 0x152320b00>,0.001
500,0.03699670359492302,0.03699670359492302,0.0035385906230658293,0.050694432109594345,0.050694432109594345,0.01020060759037733,elu,500,mae,2,20,30,50,Adam,<function <lambda> at 0x152320e60>,0.001
500,0.11218801885843277,0.07132330536842346,0.01066898088902235,0.11044935137033463,0.06958390027284622,0.011315936222672462,sigmoid,500,mae,0,20,30,10,sgd,<function <lambda> at 0x152320b00>,0.0001
500,0.007405721116811037,0.04710398241877556,0.0047504291869699955,0.013629501685500145,0.06089991331100464,0.010976244695484638,relu,500,mse,2,20,20,50,Adam,<function <lambda> at 0x152320b00>,0.0001
500,0.0615110881626606,0.0471259243786335,0.005348520819097757,0.06936535984277725,0.054975565522909164,0.010726597160100937,sigmoid,500,mae,2,20,10,10,Adam,<function <lambda> at 0x152320ef0>,0.0005
500,0.05281863361597061,0.045367658138275146,0.00487761665135622,0.06172109767794609,0.054267313331365585,0.010546383447945118,sigmoid,500,mae,2,30,0,50,Adam,<function <lambda> at 0x152320ef0>,0.0001
300,0.05712088197469711,0.04552604258060455,0.00502753397449851,0.066896952688694,0.0553034283220768,0.010594499297440052,sigmoid,300,mae,2,20,0,10,Adam,<function <lambda> at 0x152320b00>,0.0001
