round_epochs,loss,mae,mse,val_loss,val_mae,val_mse,activation,epochs,losses,n_layers_after,n_lstm_node_first,n_lstm_node_second,n_node_hidden_layers,optimizer,reg,regw
300,0.29960712790489197,0.23921023309230804,0.10867998749017715,0.28735730051994324,0.2269706428050995,0.09667084366083145,sigmoid,300,mae,2,10,20,10,sgd,<function <lambda> at 0x14d1215f0>,0.001
500,0.002475425601005554,0.036194946616888046,0.002475425601005554,0.022796252742409706,0.09424235671758652,0.022796252742409706,elu,500,mse,0,30,30,50,Adam,<function <lambda> at 0x14d184ef0>,0.0005
500,0.038383446633815765,0.03481811285018921,0.002775449538603425,0.09486246854066849,0.09129839390516281,0.02189580909907818,relu,500,mae,0,30,30,50,Adam,<function <lambda> at 0x14d1215f0>,0.0001
300,0.043743208050727844,0.03206070512533188,0.00255432166159153,0.0984644815325737,0.086794912815094,0.02192528359591961,relu,300,mae,2,30,0,10,Adam,<function <lambda> at 0x14d1215f0>,0.0005
500,0.013803577981889248,0.05837991461157799,0.005958919413387775,0.03162778541445732,0.10630840808153152,0.023783769458532333,sigmoid,500,mse,1,20,0,10,Adam,<function <lambda> at 0x14d1215f0>,0.001
300,0.0633956789970398,0.15391689538955688,0.03168097510933876,0.06824266910552979,0.16710633039474487,0.03652626648545265,elu,300,mse,0,30,10,10,sgd,<function <lambda> at 0x14d1215f0>,0.0005
300,0.0029332763515412807,0.04005669057369232,0.0029332763515412807,0.022672409191727638,0.09346237778663635,0.022672409191727638,sigmoid,300,mse,2,30,10,50,Adam,<function <lambda> at 0x14d184ef0>,0.001
300,0.01748054288327694,0.056871846318244934,0.005738259293138981,0.03609773516654968,0.10705606639385223,0.02436826005578041,elu,300,mse,1,20,30,30,Adam,<function <lambda> at 0x14d121710>,0.001
300,0.024368230253458023,0.13341297209262848,0.024368230253458023,0.03088187240064144,0.1524743288755417,0.03088187240064144,elu,300,mse,0,30,30,10,sgd,<function <lambda> at 0x14d184ef0>,0.0001
300,0.002816354390233755,0.039307910948991776,0.002816354390233755,0.02340175397694111,0.09532073140144348,0.02340175397694111,sigmoid,300,mse,0,30,20,10,Adam,<function <lambda> at 0x14d184ef0>,0.001
300,0.03509659320116043,0.12985846400260925,0.0240571741014719,0.04180971905589104,0.15328186750411987,0.030769668519496918,elu,300,mse,1,30,30,30,sgd,<function <lambda> at 0x14d1215f0>,0.0001
300,0.053295183926820755,0.0383014939725399,0.003165460890159011,0.10896320641040802,0.09397590905427933,0.022072726860642433,elu,300,mae,2,30,30,10,Adam,<function <lambda> at 0x14d121710>,0.0001
300,0.6534150838851929,0.16153067350387573,0.03591940924525261,0.656394362449646,0.173171266913414,0.039074067026376724,elu,300,mse,2,30,20,30,sgd,<function <lambda> at 0x14d121710>,0.001
300,0.24538640677928925,0.24538640677928925,0.11445510387420654,0.23126068711280823,0.23126068711280823,0.0942625105381012,sigmoid,300,mae,2,30,10,30,sgd,<function <lambda> at 0x14d184ef0>,0.0001
300,0.035367682576179504,0.035367682576179504,0.0027824873104691505,0.09198316186666489,0.09198316186666489,0.022695405408740044,sigmoid,300,mae,0,20,10,30,Adam,<function <lambda> at 0x14d184ef0>,0.001
500,0.03552347794175148,0.03552347794175148,0.0027492353692650795,0.09318005293607712,0.09318005293607712,0.022218016907572746,elu,500,mae,1,10,0,50,Adam,<function <lambda> at 0x14d184ef0>,0.0001
500,0.01381791103631258,0.09435520321130753,0.01381791103631258,0.02550593391060829,0.13299304246902466,0.02550593391060829,relu,500,mse,0,30,20,30,sgd,<function <lambda> at 0x14d184ef0>,0.001
500,0.006363706197589636,0.044928669929504395,0.0036458130925893784,0.02606196142733097,0.09769976884126663,0.02334502711892128,relu,500,mse,0,10,0,50,Adam,<function <lambda> at 0x14d1215f0>,0.0005
300,0.06481542438268661,0.06244286894798279,0.00901717972010374,0.10797296464443207,0.10560040920972824,0.025117339566349983,sigmoid,300,mae,0,10,0,50,sgd,<function <lambda> at 0x14d1215f0>,0.0001
500,0.3558865785598755,0.2424994707107544,0.11405272781848907,0.3440468907356262,0.23067833483219147,0.09413988143205643,sigmoid,500,mae,2,10,30,50,sgd,<function <lambda> at 0x14d1215f0>,0.001
500,0.03850043937563896,0.03850043937563896,0.0035298489965498447,0.09108023345470428,0.09108023345470428,0.02273464947938919,relu,500,mae,2,10,0,30,sgd,<function <lambda> at 0x14d184ef0>,0.001
500,0.03406742960214615,0.03406742960214615,0.00262927683070302,0.0899476706981659,0.0899476632475853,0.022123951464891434,relu,500,mae,0,10,10,50,Adam,<function <lambda> at 0x14d184ef0>,0.0001
300,0.40358608961105347,0.2627240717411041,0.09553590416908264,0.40104940533638,0.27091291546821594,0.09304602444171906,sigmoid,300,mse,2,20,10,50,sgd,<function <lambda> at 0x14d121710>,0.0005
300,0.03343775495886803,0.11787687987089157,0.01944790966808796,0.04258399456739426,0.1478564739227295,0.02859347313642502,relu,300,mse,2,30,30,30,sgd,<function <lambda> at 0x14d1215f0>,0.0001
300,0.14279040694236755,0.1098218709230423,0.018810918554663658,0.15239085257053375,0.14585749804973602,0.028427254408597946,elu,300,mse,2,10,30,50,sgd,<function <lambda> at 0x14d1215f0>,0.001
