round_epochs,loss,mae,mse,val_loss,val_mae,val_mse,activation,epochs,losses,n_layers_after,n_lstm_node_first,n_lstm_node_second,n_node_hidden_layers,optimizer,reg,regw
300,0.11809632182121277,0.0618777871131897,0.007277286611497402,0.18897350132465363,0.1327606439590454,0.03427639231085777,elu,300,mae,2,20,20,30,sgd,<function <lambda> at 0x154614440>,0.0005
300,0.003596639959141612,0.04285050928592682,0.003596639959141612,0.02280361019074917,0.09328553080558777,0.02280361019074917,sigmoid,300,mse,1,30,10,50,Adam,<function <lambda> at 0x154614950>,0.001
300,0.2471085488796234,0.2471085488796234,0.11389310657978058,0.233577698469162,0.233577698469162,0.09280787408351898,sigmoid,300,mae,2,30,20,50,sgd,<function <lambda> at 0x154614950>,0.0005
500,0.08500160276889801,0.05671663209795952,0.006471254397183657,0.1343599408864975,0.10607583075761795,0.02763151004910469,sigmoid,500,mae,0,20,10,30,sgd,<function <lambda> at 0x154614440>,0.0005
500,0.9218833446502686,0.2433481365442276,0.11076012998819351,0.905301034450531,0.22702941298484802,0.09781360626220703,sigmoid,500,mae,2,30,20,50,sgd,<function <lambda> at 0x154614c20>,0.001
300,0.08697972446680069,0.171953484416008,0.04084436222910881,0.08944319188594818,0.18067297339439392,0.04330470412969589,relu,300,mse,1,10,10,10,sgd,<function <lambda> at 0x154614440>,0.001
500,0.24396160244941711,0.24396160244941711,0.11211454123258591,0.22803537547588348,0.22803537547588348,0.09591726213693619,sigmoid,500,mae,2,10,30,30,sgd,<function <lambda> at 0x154614950>,0.001
500,0.009318232536315918,0.053212665021419525,0.0051082889549434185,0.02947254478931427,0.10466482490301132,0.025262687355279922,sigmoid,500,mse,0,30,10,30,Adam,<function <lambda> at 0x154614440>,0.001
300,0.23975645005702972,0.05850311368703842,0.00668891379609704,0.26023298501968384,0.10921496152877808,0.02719965949654579,relu,300,mse,2,10,0,50,sgd,<function <lambda> at 0x154614c20>,0.0005
500,0.025907598435878754,0.058895863592624664,0.006470370106399059,0.04783719405531883,0.11166160553693771,0.02840058133006096,elu,500,mse,0,30,0,50,sgd,<function <lambda> at 0x154614c20>,0.0001
300,0.0037284186109900475,0.04423265904188156,0.0037284186109900475,0.02416449598968029,0.09908498823642731,0.02416449598968029,sigmoid,300,mse,0,10,20,10,Adam,<function <lambda> at 0x154614950>,0.001
300,0.06351511925458908,0.06351511925458908,0.007673967629671097,0.10892640799283981,0.10892640799283981,0.027282658964395523,elu,300,mae,1,30,20,10,sgd,<function <lambda> at 0x154614950>,0.001
500,0.05214953050017357,0.04403679072856903,0.004108734894543886,0.1060248538851738,0.0979127585887909,0.024484340101480484,relu,500,mae,0,30,30,30,Adam,<function <lambda> at 0x154614440>,0.0005
500,0.006334871985018253,0.058178458362817764,0.006334871985018253,0.02784271538257599,0.10903827100992203,0.02784271538257599,relu,500,mse,1,20,0,30,sgd,<function <lambda> at 0x154614950>,0.0005
300,0.08888982236385345,0.1430395394563675,0.029068278148770332,0.09435037523508072,0.15945111215114594,0.03453008085489273,relu,300,mse,0,30,10,10,sgd,<function <lambda> at 0x154614440>,0.001
500,0.005694359540939331,0.04428074136376381,0.0036396936047822237,0.02531672641634941,0.09475606679916382,0.02326272800564766,elu,500,mse,2,20,10,10,Adam,<function <lambda> at 0x154614440>,0.0001
300,0.24479307234287262,0.05842237174510956,0.00673397071659565,0.29465624690055847,0.1083148792386055,0.02712741680443287,elu,300,mae,1,30,10,10,sgd,<function <lambda> at 0x154614c20>,0.0005
300,0.06043633073568344,0.043005093932151794,0.0039865393191576,0.11305880546569824,0.09563707560300827,0.023620877414941788,elu,300,mae,2,20,0,10,Adam,<function <lambda> at 0x154614440>,0.001
500,0.0034484495408833027,0.04239407926797867,0.00344845000654459,0.023263510316610336,0.09372459352016449,0.023263510316610336,elu,500,mse,0,10,30,50,Adam,<function <lambda> at 0x154614950>,0.001
300,0.44295230507850647,0.18740232288837433,0.049498386681079865,0.44472450017929077,0.19776462018489838,0.0513734295964241,elu,300,mse,1,30,10,50,sgd,<function <lambda> at 0x154614c20>,0.001
300,0.03828153759241104,0.03828153759241104,0.0033511335495859385,0.08924879878759384,0.08924879878759384,0.021193329244852066,elu,300,mae,1,30,0,50,Adam,<function <lambda> at 0x154614950>,0.0001
500,0.060422517359256744,0.060422517359256744,0.007219699677079916,0.1149597018957138,0.1149597018957138,0.028990382328629494,elu,500,mae,2,20,10,30,sgd,<function <lambda> at 0x154614950>,0.001
500,0.0029293487314134836,0.037767019122838974,0.0029293487314134836,0.020572001114487648,0.08605268597602844,0.020572001114487648,elu,500,mse,1,20,20,50,Adam,<function <lambda> at 0x154614950>,0.0005
500,0.0031377780251204967,0.039543427526950836,0.0031377780251204967,0.021435175091028214,0.08818572014570236,0.021435175091028214,elu,500,mse,0,30,20,30,Adam,<function <lambda> at 0x154614950>,0.001
300,0.051911354064941406,0.0455130860209465,0.004263655282557011,0.10707268118858337,0.1006733775138855,0.024631328880786896,relu,300,mae,0,30,0,30,Adam,<function <lambda> at 0x154614440>,0.0005
500,0.03371169790625572,0.1100253164768219,0.017434047535061836,0.04557083547115326,0.14710402488708496,0.029292616993188858,sigmoid,500,mse,1,10,0,30,sgd,<function <lambda> at 0x154614c20>,0.0001
500,0.038221750408411026,0.038221750408411026,0.0031818526331335306,0.08770162612199783,0.08770162612199783,0.021399464458227158,elu,500,mae,2,30,0,50,Adam,<function <lambda> at 0x154614950>,0.001
300,0.03964060917496681,0.03964060917496681,0.0036011880729347467,0.09416130185127258,0.09416129440069199,0.023642756044864655,sigmoid,300,mae,0,20,0,30,Adam,<function <lambda> at 0x154614950>,0.0001
500,0.05628206580877304,0.05628206580877304,0.006015154533088207,0.10403671860694885,0.10403671860694885,0.024579329416155815,elu,500,mae,2,30,0,30,sgd,<function <lambda> at 0x154614950>,0.0001
300,0.003660015994682908,0.04423854500055313,0.003660015994682908,0.023970497772097588,0.09751314669847488,0.023970497772097588,sigmoid,300,mse,1,20,30,30,Adam,<function <lambda> at 0x154614950>,0.0001
500,0.306486576795578,0.05890250951051712,0.006521627306938171,0.3564400374889374,0.10890278220176697,0.027487603947520256,relu,500,mae,0,30,30,10,sgd,<function <lambda> at 0x154614c20>,0.0005
300,0.05446642264723778,0.046037737280130386,0.0044363089837133884,0.11004660278558731,0.1016177088022232,0.025185633450746536,relu,300,mae,0,20,10,50,Adam,<function <lambda> at 0x154614440>,0.0005
500,0.08266977965831757,0.06160345301032066,0.007044874597340822,0.1309351623058319,0.10986915230751038,0.027254663407802582,sigmoid,500,mae,0,10,20,30,sgd,<function <lambda> at 0x154614c20>,0.0001
500,0.04917498677968979,0.0385965071618557,0.0033650845289230347,0.10086856782436371,0.09027639031410217,0.02170966938138008,elu,500,mae,2,10,30,50,Adam,<function <lambda> at 0x154614440>,0.0005
500,0.36945468187332153,0.06097911298274994,0.007429530844092369,0.41597482562065125,0.10760493576526642,0.027432795614004135,relu,500,mae,1,30,10,10,sgd,<function <lambda> at 0x154614c20>,0.001
300,0.012579919770359993,0.054821282625198364,0.005510422866791487,0.030958514660596848,0.0978962779045105,0.02390258200466633,sigmoid,300,mse,0,20,30,50,Adam,<function <lambda> at 0x154614c20>,0.0005
300,0.5239348411560059,0.13859952986240387,0.02736005187034607,0.5299474000930786,0.15847694873809814,0.03352285549044609,elu,300,mse,1,30,20,30,sgd,<function <lambda> at 0x154614c20>,0.001
500,0.0035505404230207205,0.04267653450369835,0.0035505404230207205,0.023446401581168175,0.09401393681764603,0.023446401581168175,sigmoid,500,mse,1,30,0,10,Adam,<function <lambda> at 0x154614950>,0.001
500,0.08700910955667496,0.2500772774219513,0.08700910955667496,0.08577904105186462,0.2608191668987274,0.08577904105186462,sigmoid,500,mse,1,10,30,10,sgd,<function <lambda> at 0x154614950>,0.001
