round_epochs,loss,mae,mse,val_loss,val_mae,val_mse,activation,epochs,losses,n_layers_after,n_lstm_node_first,n_lstm_node_second,n_node_hidden_layers,optimizer,reg,regw
500,0.006861793342977762,0.048637229949235916,0.0048139519058167934,0.013042974285781384,0.061886295676231384,0.010995833203196526,relu,500,mse,0,20,30,10,Adam,<function <lambda> at 0x155199a70>,0.0001
300,0.1571863442659378,0.11115410923957825,0.03511631116271019,0.1397714763879776,0.0937379002571106,0.029161645099520683,elu,300,mae,1,30,20,30,sgd,<function <lambda> at 0x155199950>,0.0005
500,0.046349283307790756,0.046349283307790756,0.005096152890473604,0.05886801704764366,0.05886801704764366,0.010943341068923473,relu,500,mae,2,20,0,30,sgd,<function <lambda> at 0x155199b00>,0.0001
300,0.14444363117218018,0.1051635667681694,0.02974441647529602,0.12696070969104767,0.08767916262149811,0.02411842532455921,sigmoid,300,mae,1,20,0,10,sgd,<function <lambda> at 0x155199950>,0.001
500,0.2408011257648468,0.05134947597980499,0.006419639103114605,0.24921073019504547,0.059788502752780914,0.011156654916703701,relu,500,mae,2,30,10,10,sgd,<function <lambda> at 0x155199a70>,0.0005
300,0.03335946425795555,0.05586809664964676,0.005778094287961721,0.03948254883289337,0.0704255998134613,0.011902068741619587,elu,300,mse,2,30,0,10,sgd,<function <lambda> at 0x155199a70>,0.0001
500,0.04504750296473503,0.036110881716012955,0.003918553236871958,0.060003407299518585,0.05106953904032707,0.010538097470998764,relu,500,mae,2,20,30,50,Adam,<function <lambda> at 0x155199a70>,0.0001
500,0.06596982479095459,0.04537581279873848,0.005269347690045834,0.07546322792768478,0.05486954003572464,0.010515512898564339,relu,500,mae,1,30,0,10,sgd,<function <lambda> at 0x155199950>,0.0005
300,0.43140098452568054,0.1758699119091034,0.058557312935590744,0.42729994654655457,0.17775675654411316,0.05457742139697075,sigmoid,300,mse,1,30,10,30,sgd,<function <lambda> at 0x155199a70>,0.001
300,0.010227309539914131,0.06439092010259628,0.007804162800312042,0.01427571289241314,0.0751100704073906,0.011852553114295006,relu,300,mse,0,10,0,10,sgd,<function <lambda> at 0x155199950>,0.0001
500,0.027155565097928047,0.05412382632493973,0.005736813880503178,0.033657390624284744,0.06989655643701553,0.012240232899785042,elu,500,mse,2,10,0,10,sgd,<function <lambda> at 0x155199950>,0.0005
300,0.11369733512401581,0.11369733512401581,0.036856260150671005,0.09441205859184265,0.09441205859184265,0.030136648565530777,elu,300,mae,0,10,20,50,sgd,<function <lambda> at 0x155199b00>,0.001
300,0.05207141116261482,0.04541582986712456,0.005007241852581501,0.06223958730697632,0.05558421462774277,0.010464810766279697,relu,300,mae,0,30,0,10,Adam,<function <lambda> at 0x155199950>,0.001
300,0.30941706895828247,0.14766959846019745,0.07114788144826889,0.2926495671272278,0.13092553615570068,0.05813717842102051,sigmoid,300,mae,1,20,10,30,sgd,<function <lambda> at 0x155199a70>,0.0005
500,0.2365056276321411,0.10861677676439285,0.021296339109539986,0.23555873334407806,0.10767824947834015,0.020411871373653412,sigmoid,500,mse,0,20,10,10,sgd,<function <lambda> at 0x155199a70>,0.001
300,0.042813416570425034,0.03283924609422684,0.0031860938761383295,0.06101173162460327,0.05104253441095352,0.010388214141130447,relu,300,mae,2,10,0,30,Adam,<function <lambda> at 0x155199950>,0.0005
500,0.023259475827217102,0.09227100759744644,0.0153969069942832,0.023574892431497574,0.09225885570049286,0.015712041407823563,elu,500,mse,0,30,30,50,sgd,<function <lambda> at 0x155199950>,0.0001
500,0.21813364326953888,0.0572485476732254,0.0070844851434230804,0.22402021288871765,0.06315711885690689,0.010296613909304142,relu,500,mae,0,30,10,30,sgd,<function <lambda> at 0x155199a70>,0.0005
500,0.373323529958725,0.06537601351737976,0.008325747214257717,0.3767715394496918,0.0768473744392395,0.011838346719741821,elu,500,mse,2,30,30,30,sgd,<function <lambda> at 0x155199a70>,0.0005
300,0.09066622704267502,0.09508135914802551,0.01737484335899353,0.0906701534986496,0.09620565176010132,0.017381254583597183,elu,300,mse,2,30,20,50,sgd,<function <lambda> at 0x155199950>,0.0005
500,0.00972633995115757,0.0493415892124176,0.0050649819895625114,0.015494619496166706,0.06253191083669662,0.010835274122655392,relu,500,mse,2,20,30,10,Adam,<function <lambda> at 0x155199950>,0.001
300,0.029668571427464485,0.12520387768745422,0.029668571427464485,0.02746042236685753,0.1234314888715744,0.02746042236685753,elu,300,mse,1,10,30,10,sgd,<function <lambda> at 0x155199b00>,0.0001
300,0.010933905839920044,0.08005337417125702,0.010933905839920044,0.01277878973633051,0.08290939778089523,0.01277878973633051,relu,300,mse,2,10,10,30,sgd,<function <lambda> at 0x155199b00>,0.0001
500,0.003099219175055623,0.03718877583742142,0.003099219175055623,0.01118551380932331,0.056369904428720474,0.01118551380932331,elu,500,mse,0,30,10,10,Adam,<function <lambda> at 0x155199b00>,0.0005
300,0.12543630599975586,0.05187958478927612,0.006072399206459522,0.1328197568655014,0.0592741034924984,0.010839227586984634,elu,300,mae,0,20,0,30,sgd,<function <lambda> at 0x155199a70>,0.0005
300,0.002860862063243985,0.03478360176086426,0.002860862063243985,0.01133466325700283,0.05570841580629349,0.01133466325700283,relu,300,mse,1,30,30,30,Adam,<function <lambda> at 0x155199b00>,0.0005
500,0.03242901712656021,0.05574320629239082,0.006027953699231148,0.03831354156136513,0.0689450278878212,0.011914702132344246,elu,500,mse,1,20,0,50,sgd,<function <lambda> at 0x155199950>,0.0005
300,0.04803522676229477,0.03999484330415726,0.00410385662689805,0.06033312901854515,0.05229182168841362,0.0105515755712986,relu,300,mae,0,20,20,50,Adam,<function <lambda> at 0x155199a70>,0.0001
300,0.03731441870331764,0.12787161767482758,0.029768411070108414,0.03555968776345253,0.1262286901473999,0.0280133243650198,relu,300,mse,0,30,20,50,sgd,<function <lambda> at 0x155199950>,0.0001
500,0.006781014613807201,0.05953267589211464,0.006781014148145914,0.012432185932993889,0.07124627381563187,0.012432185932993889,relu,500,mse,0,10,0,10,sgd,<function <lambda> at 0x155199b00>,0.0001
300,0.4351995587348938,0.14909829199314117,0.040422677993774414,0.43244412541389465,0.14726173877716064,0.03781118616461754,relu,300,mse,0,30,20,30,sgd,<function <lambda> at 0x155199a70>,0.001
500,0.050255462527275085,0.04194708168506622,0.004385347478091717,0.06204666569828987,0.05373772978782654,0.010462970472872257,elu,500,mae,1,10,0,30,Adam,<function <lambda> at 0x155199950>,0.001
300,0.1373913288116455,0.06036825850605965,0.006940279621630907,0.14215335249900818,0.07224002480506897,0.011745798401534557,elu,300,mse,0,20,0,10,sgd,<function <lambda> at 0x155199a70>,0.001
300,0.04300961270928383,0.15198375284671783,0.04300961270928383,0.04001926630735397,0.1517648547887802,0.04001926630735397,relu,300,mse,1,10,10,50,sgd,<function <lambda> at 0x155199b00>,0.0005
500,0.11049031466245651,0.05268564820289612,0.0058670490980148315,0.12313777208328247,0.0653349980711937,0.011320400983095169,elu,500,mae,2,30,10,30,sgd,<function <lambda> at 0x155199a70>,0.0001
300,0.023857705295085907,0.11639223992824554,0.023857705295085907,0.0231845173984766,0.12034144997596741,0.0231845173984766,sigmoid,300,mse,1,20,0,50,sgd,<function <lambda> at 0x155199b00>,0.0001
500,0.12927491962909698,0.06228383630514145,0.007853253744542599,0.1349877417087555,0.06800372898578644,0.010500027798116207,relu,500,mae,1,30,10,10,sgd,<function <lambda> at 0x155199950>,0.001
500,0.011287344619631767,0.05076991021633148,0.005225293803960085,0.016894765198230743,0.062147196382284164,0.010832523927092552,relu,500,mse,1,10,0,50,Adam,<function <lambda> at 0x155199a70>,0.001
500,0.05318334698677063,0.045655980706214905,0.005135266575962305,0.062183842062950134,0.05465324595570564,0.010607205331325531,elu,500,mae,0,10,20,10,Adam,<function <lambda> at 0x155199950>,0.001
500,0.036842040717601776,0.036842040717601776,0.0035266985651105642,0.0514160692691803,0.0514160692691803,0.010512237437069416,sigmoid,500,mae,1,20,10,10,Adam,<function <lambda> at 0x155199b00>,0.0001
300,0.007236577104777098,0.047186676412820816,0.004732855595648289,0.01349855586886406,0.061040498316287994,0.010997951962053776,relu,300,mse,1,10,0,50,Adam,<function <lambda> at 0x155199a70>,0.0001
300,0.003963395953178406,0.04357136785984039,0.003963395953178406,0.010956879705190659,0.059384144842624664,0.010956879705190659,sigmoid,300,mse,1,10,20,10,Adam,<function <lambda> at 0x155199b00>,0.0005
500,0.03229711577296257,0.03229711577296257,0.0029856194742023945,0.05056052282452583,0.05056052282452583,0.010573026724159718,relu,500,mae,1,20,0,10,Adam,<function <lambda> at 0x155199b00>,0.0005
300,0.006788581144064665,0.04811488464474678,0.004702665377408266,0.013064512982964516,0.06106135621666908,0.01097851898521185,sigmoid,300,mse,1,10,10,30,Adam,<function <lambda> at 0x155199950>,0.0001
300,0.30404600501060486,0.09281893819570541,0.021226821467280388,0.29019540548324585,0.07898763567209244,0.018154101446270943,relu,300,mae,1,30,10,50,sgd,<function <lambda> at 0x155199a70>,0.0005
300,0.18309365212917328,0.11693091690540314,0.03952625393867493,0.1653352677822113,0.0991746187210083,0.03243124857544899,elu,300,mae,1,20,10,50,sgd,<function <lambda> at 0x155199950>,0.001
300,0.336275577545166,0.14700552821159363,0.07039736211299896,0.3151318430900574,0.12591780722141266,0.05944916233420372,sigmoid,300,mae,2,20,0,10,sgd,<function <lambda> at 0x155199a70>,0.001
300,0.010182321071624756,0.052888642996549606,0.005386204458773136,0.015716206282377243,0.06402123719453812,0.010919313877820969,sigmoid,300,mse,1,30,10,10,Adam,<function <lambda> at 0x155199950>,0.0005
300,0.042862147092819214,0.03408630192279816,0.0033284109085798264,0.059185221791267395,0.05041073262691498,0.010323873721063137,relu,300,mae,1,30,0,30,Adam,<function <lambda> at 0x155199950>,0.0005
500,0.006336349528282881,0.05167035385966301,0.005170868709683418,0.012249847874045372,0.06483645737171173,0.011084912344813347,sigmoid,500,mse,0,20,0,30,Adam,<function <lambda> at 0x155199950>,0.0005
300,0.03868549317121506,0.03868549317121506,0.003927826415747404,0.05247247591614723,0.05247247591614723,0.010354351252317429,elu,300,mae,0,10,0,30,Adam,<function <lambda> at 0x155199b00>,0.0005
500,0.13054682314395905,0.11193365603685379,0.03463825210928917,0.11186113208532333,0.09324582666158676,0.028428032994270325,elu,500,mae,0,10,10,30,sgd,<function <lambda> at 0x155199950>,0.0005
300,0.028901899233460426,0.028901899233460426,0.0026383076328784227,0.0514976866543293,0.0514976866543293,0.010888021439313889,relu,300,mae,2,30,20,50,Adam,<function <lambda> at 0x155199b00>,0.0001
300,0.0033851685002446175,0.03968347609043121,0.0033851685002446175,0.010994737967848778,0.05775025486946106,0.010994737967848778,relu,300,mse,1,10,10,50,Adam,<function <lambda> at 0x155199b00>,0.0001
300,0.13492345809936523,0.10577215254306793,0.03043818287551403,0.12216216325759888,0.09301015734672546,0.025568030774593353,relu,300,mae,2,10,20,10,sgd,<function <lambda> at 0x155199a70>,0.0001
500,0.16929715871810913,0.15569987893104553,0.04526969790458679,0.1660313904285431,0.1550988256931305,0.0420200377702713,relu,500,mse,0,20,10,30,sgd,<function <lambda> at 0x155199a70>,0.0005
500,0.0534743070602417,0.09704365581274033,0.017019273713231087,0.053690966218709946,0.09733213484287262,0.017236651852726936,relu,500,mse,0,30,30,50,sgd,<function <lambda> at 0x155199950>,0.0005
500,0.023898066952824593,0.11701708287000656,0.023898066952824593,0.02235867641866207,0.11450684070587158,0.02235867641866207,sigmoid,500,mse,0,10,20,30,sgd,<function <lambda> at 0x155199b00>,0.0005
300,0.003960008732974529,0.04308485984802246,0.003960008732974529,0.010965585708618164,0.05834212526679039,0.010965585708618164,sigmoid,300,mse,0,20,0,10,Adam,<function <lambda> at 0x155199b00>,0.001
500,0.383914053440094,0.05809216573834419,0.006746539380401373,0.39544370770454407,0.06973370909690857,0.01199011318385601,elu,500,mae,2,30,10,10,sgd,<function <lambda> at 0x155199a70>,0.001
500,0.06077054888010025,0.046021804213523865,0.00519618159160018,0.06971058994531631,0.05495268851518631,0.01073882170021534,sigmoid,500,mae,2,20,30,10,Adam,<function <lambda> at 0x155199950>,0.0005
500,0.007169442251324654,0.05132909491658211,0.005119305104017258,0.013004975393414497,0.06354963034391403,0.010953428223729134,elu,500,mse,0,20,30,50,Adam,<function <lambda> at 0x155199950>,0.0005
500,0.008159315213561058,0.05010594427585602,0.00503555778414011,0.014104977250099182,0.06275652348995209,0.010982051491737366,elu,500,mse,2,30,30,30,Adam,<function <lambda> at 0x155199a70>,0.0001
500,0.13112767040729523,0.13112767040729523,0.052786193788051605,0.11423797905445099,0.11423797160387039,0.042862147092819214,sigmoid,500,mae,2,30,0,30,sgd,<function <lambda> at 0x155199b00>,0.0005
300,0.03819090500473976,0.03819090500473976,0.0037777454126626253,0.05160452052950859,0.05160452052950859,0.010615617036819458,sigmoid,300,mae,0,30,20,30,Adam,<function <lambda> at 0x155199b00>,0.0001
300,0.14742906391620636,0.14742906391620636,0.07085185497999191,0.13319021463394165,0.13319021463394165,0.05512915551662445,sigmoid,300,mae,1,30,20,50,sgd,<function <lambda> at 0x155199b00>,0.001
500,0.38799944519996643,0.049667540937662125,0.006201036740094423,0.3950454890727997,0.05676703900098801,0.010608154349029064,relu,500,mae,2,30,10,50,sgd,<function <lambda> at 0x155199a70>,0.0005
500,0.02870296873152256,0.02870296873152256,0.002618274185806513,0.05145356431603432,0.05145356431603432,0.010923118330538273,relu,500,mae,2,20,10,30,Adam,<function <lambda> at 0x155199b00>,0.0001
500,0.03567574918270111,0.03567574918270111,0.0033298777416348457,0.05253461003303528,0.05253461003303528,0.010607696138322353,elu,500,mae,2,30,20,30,Adam,<function <lambda> at 0x155199b00>,0.001
500,0.05444326624274254,0.04603242129087448,0.005204490385949612,0.06374969333410263,0.05533463880419731,0.01072131097316742,elu,500,mae,0,30,0,10,Adam,<function <lambda> at 0x155199a70>,0.001
300,0.08965938538312912,0.10919057577848434,0.021470818668603897,0.08886098861694336,0.10888814926147461,0.020676711574196815,elu,300,mse,1,30,10,10,sgd,<function <lambda> at 0x155199950>,0.001
300,0.003989877179265022,0.043923269957304,0.003989877179265022,0.011196461506187916,0.05887001380324364,0.011196461506187916,sigmoid,300,mse,2,10,20,10,Adam,<function <lambda> at 0x155199b00>,0.0001
500,0.10742871463298798,0.07033292204141617,0.010687909089028835,0.10526969283819199,0.06817027926445007,0.011402546428143978,relu,500,mae,1,20,30,10,sgd,<function <lambda> at 0x155199950>,0.0005
500,0.05950912460684776,0.1769161820411682,0.05950912460684776,0.05475376546382904,0.17771612107753754,0.05475376546382904,sigmoid,500,mse,1,10,30,10,sgd,<function <lambda> at 0x155199b00>,0.001
500,0.041173554956912994,0.031930629163980484,0.003036875743418932,0.06066442281007767,0.05141593515872955,0.010597496293485165,relu,500,mae,1,30,0,50,Adam,<function <lambda> at 0x155199a70>,0.0001
300,0.04825200140476227,0.04137340560555458,0.004703284706920385,0.060123320668935776,0.05324290692806244,0.010717757977545261,relu,300,mae,1,20,10,50,Adam,<function <lambda> at 0x155199950>,0.0005
300,0.10735279321670532,0.07902291417121887,0.013398293405771255,0.1039469763636589,0.0756130963563919,0.013114990666508675,sigmoid,300,mae,1,20,0,50,sgd,<function <lambda> at 0x155199950>,0.0005
500,0.08429685980081558,0.046111833304166794,0.005320608150213957,0.09217794239521027,0.05399703606963158,0.01052459329366684,relu,500,mae,1,10,0,50,sgd,<function <lambda> at 0x155199950>,0.001
500,0.003110368037596345,0.037585753947496414,0.003110368037596345,0.011258176527917385,0.05642670765519142,0.011258176527917385,sigmoid,500,mse,2,30,30,10,Adam,<function <lambda> at 0x155199b00>,0.0001
300,0.13341611623764038,0.08838505297899246,0.018863527104258537,0.12286586314439774,0.07783252745866776,0.016266198828816414,relu,300,mae,2,10,20,30,sgd,<function <lambda> at 0x155199a70>,0.0001
