DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT,PROVINCE_NAME
2021-02-03,VAN,Flanders,14,262,37,16,2,19,26,Antwerpen
2021-02-03,BRU,Brussels,15,224,40,23,5,17,14,Brussels
2021-02-03,WHT,Wallonia,14,310,48,32,4,16,21,Hainaut
2021-02-03,VLI,Flanders,7,136,32,14,1,10,12,Limburg
2021-02-03,WLG,Wallonia,12,139,32,19,1,11,14,Liège
2021-02-03,WLX,Wallonia,3,26,5,4,0,2,2,Luxembourg
2021-02-03,WNA,Wallonia,6,42,7,4,0,4,3,Namur
2021-02-03,VOV,Flanders,14,274,46,22,3,28,17,OostVlaanderen
2021-02-03,VBR,Flanders,6,85,13,5,1,7,4,VlaamsBrabant
2021-02-03,WBR,Wallonia,2,31,4,3,0,7,4,BrabantWallon
2021-02-03,VWV,Flanders,11,256,46,25,2,21,26,WestVlaanderen
2021-02-04,VAN,Flanders,14,233,37,16,2,19,28,Antwerpen
2021-02-04,BRU,Brussels,15,227,42,23,5,21,19,Brussels
2021-02-04,WHT,Wallonia,14,312,46,30,2,19,22,Hainaut
2021-02-04,VLI,Flanders,7,140,30,14,1,15,10,Limburg
2021-02-04,WLG,Wallonia,12,132,30,17,1,10,11,Liège
2021-02-04,WLX,Wallonia,3,27,6,4,0,4,2,Luxembourg
2021-02-04,WNA,Wallonia,6,44,9,6,0,3,1,Namur
2021-02-04,VOV,Flanders,14,283,46,21,3,27,18,OostVlaanderen
2021-02-04,VBR,Flanders,6,87,13,6,1,7,6,VlaamsBrabant
2021-02-04,WBR,Wallonia,2,24,4,3,0,1,7,BrabantWallon
2021-02-04,VWV,Flanders,11,242,43,26,1,15,25,WestVlaanderen
2021-02-05,VAN,Flanders,14,245,39,16,2,30,30,Antwerpen
2021-02-05,BRU,Brussels,15,229,41,24,5,19,21,Brussels
2021-02-05,WHT,Wallonia,14,300,46,31,2,10,26,Hainaut
2021-02-05,VLI,Flanders,7,143,31,15,1,18,13,Limburg
2021-02-05,WLG,Wallonia,12,139,29,17,1,11,11,Liège
2021-02-05,WLX,Wallonia,3,26,5,4,0,1,1,Luxembourg
2021-02-05,WNA,Wallonia,6,53,10,5,0,10,3,Namur
2021-02-05,VOV,Flanders,14,269,46,22,4,19,21,OostVlaanderen
2021-02-05,VBR,Flanders,6,82,13,4,1,6,7,VlaamsBrabant
2021-02-05,WBR,Wallonia,2,23,4,3,0,1,1,BrabantWallon
2021-02-05,VWV,Flanders,11,228,40,26,1,19,27,WestVlaanderen
2021-02-06,VAN,Flanders,14,250,37,14,2,18,23,Antwerpen
2021-02-06,BRU,Brussels,15,205,39,23,4,13,30,Brussels
2021-02-06,WHT,Wallonia,14,303,46,28,2,16,9,Hainaut
2021-02-06,VLI,Flanders,7,127,26,13,2,11,16,Limburg
2021-02-06,WLG,Wallonia,12,136,30,16,2,5,6,Liège
2021-02-06,WLX,Wallonia,3,19,6,4,0,1,6,Luxembourg
2021-02-06,WNA,Wallonia,6,52,10,4,0,4,3,Namur
2021-02-06,VOV,Flanders,14,230,42,17,4,16,50,OostVlaanderen
2021-02-06,VBR,Flanders,6,77,13,5,1,5,7,VlaamsBrabant
2021-02-06,WBR,Wallonia,2,26,3,1,0,8,4,BrabantWallon
2021-02-06,VWV,Flanders,11,225,40,25,1,26,25,WestVlaanderen
2021-02-07,VAN,Flanders,14,261,41,18,2,21,18,Antwerpen
2021-02-07,BRU,Brussels,15,207,36,21,6,7,9,Brussels
2021-02-07,WHT,Wallonia,14,309,48,31,2,20,10,Hainaut
2021-02-07,VLI,Flanders,7,127,27,13,2,8,7,Limburg
2021-02-07,WLG,Wallonia,12,138,32,17,2,7,3,Liège
2021-02-07,WLX,Wallonia,3,19,6,5,0,0,0,Luxembourg
2021-02-07,WNA,Wallonia,6,57,10,6,3,5,1,Namur
2021-02-07,VOV,Flanders,14,235,43,20,4,19,11,OostVlaanderen
2021-02-07,VBR,Flanders,6,78,15,4,1,1,3,VlaamsBrabant
2021-02-07,WBR,Wallonia,2,25,2,0,0,2,1,BrabantWallon
2021-02-07,VWV,Flanders,11,222,40,27,1,18,17,WestVlaanderen
2021-02-08,VAN,Flanders,14,259,39,18,2,15,9,Antwerpen
2021-02-08,BRU,Brussels,15,213,40,25,4,9,12,Brussels
2021-02-08,WHT,Wallonia,14,316,47,28,2,10,4,Hainaut
2021-02-08,VLI,Flanders,7,130,27,12,2,4,1,Limburg
2021-02-08,WLG,Wallonia,12,135,31,18,2,6,5,Liège
2021-02-08,WLX,Wallonia,3,18,4,4,0,0,0,Luxembourg
2021-02-08,WNA,Wallonia,6,60,12,4,0,4,0,Namur
2021-02-08,VOV,Flanders,14,237,43,19,4,7,5,OostVlaanderen
2021-02-08,VBR,Flanders,6,79,14,6,1,4,1,VlaamsBrabant
2021-02-08,WBR,Wallonia,2,20,2,1,0,0,4,BrabantWallon
2021-02-08,VWV,Flanders,11,231,43,26,1,13,3,WestVlaanderen
2021-02-09,VAN,Flanders,14,239,40,20,2,14,34,Antwerpen
2021-02-09,BRU,Brussels,15,207,44,26,2,18,23,Brussels
2021-02-09,WHT,Wallonia,14,322,44,29,2,26,21,Hainaut
2021-02-09,VLI,Flanders,7,121,26,13,2,8,16,Limburg
2021-02-09,WLG,Wallonia,12,129,33,14,2,7,10,Liège
2021-02-09,WLX,Wallonia,3,18,4,4,0,2,2,Luxembourg
2021-02-09,WNA,Wallonia,6,60,14,5,0,5,4,Namur
2021-02-09,VOV,Flanders,14,253,47,23,4,43,29,OostVlaanderen
2021-02-09,VBR,Flanders,6,77,13,5,1,8,7,VlaamsBrabant
2021-02-09,WBR,Wallonia,2,23,2,1,0,5,2,BrabantWallon
2021-02-09,VWV,Flanders,11,225,41,28,1,27,31,WestVlaanderen
2021-02-10,VAN,Flanders,14,244,39,19,2,20,26,Antwerpen
2021-02-10,BRU,Brussels,15,202,43,24,2,17,22,Brussels
2021-02-10,WHT,Wallonia,14,320,44,28,2,25,21,Hainaut
2021-02-10,VLI,Flanders,7,117,24,13,2,8,11,Limburg
2021-02-10,WLG,Wallonia,12,128,33,22,2,8,9,Liège
2021-02-10,WLX,Wallonia,3,16,4,3,0,0,2,Luxembourg
2021-02-10,WNA,Wallonia,6,58,12,3,1,4,6,Namur
2021-02-10,VOV,Flanders,14,249,47,22,4,18,30,OostVlaanderen
2021-02-10,VBR,Flanders,6,72,14,6,1,2,5,VlaamsBrabant
2021-02-10,WBR,Wallonia,2,22,2,1,0,3,4,BrabantWallon
2021-02-10,VWV,Flanders,11,224,41,25,1,27,25,WestVlaanderen
2021-02-11,VAN,Flanders,14,235,37,19,2,21,40,Antwerpen
2021-02-11,BRU,Brussels,15,188,37,24,2,12,21,Brussels
2021-02-11,WHT,Wallonia,14,318,43,23,2,25,23,Hainaut
2021-02-11,VLI,Flanders,7,119,22,12,3,13,11,Limburg
2021-02-11,WLG,Wallonia,12,128,33,23,2,14,13,Liège
2021-02-11,WLX,Wallonia,3,20,4,3,0,2,0,Luxembourg
2021-02-11,WNA,Wallonia,6,56,13,3,1,1,4,Namur
2021-02-11,VOV,Flanders,14,254,49,23,4,18,22,OostVlaanderen
2021-02-11,VBR,Flanders,6,75,14,7,1,5,3,VlaamsBrabant
2021-02-11,WBR,Wallonia,2,32,2,1,0,10,1,BrabantWallon
2021-02-11,VWV,Flanders,11,217,40,24,1,16,20,WestVlaanderen
2021-02-12,VAN,Flanders,14,221,36,21,2,8,26,Antwerpen
2021-02-12,BRU,Brussels,15,199,36,25,2,18,13,Brussels
2021-02-12,WHT,Wallonia,14,311,47,29,2,17,27,Hainaut
2021-02-12,VLI,Flanders,7,111,22,13,3,14,20,Limburg
2021-02-12,WLG,Wallonia,12,121,32,21,2,4,12,Liège
2021-02-12,WLX,Wallonia,3,20,3,3,0,1,2,Luxembourg
2021-02-12,WNA,Wallonia,6,55,12,3,1,3,2,Namur
2021-02-12,VOV,Flanders,14,262,55,21,3,21,16,OostVlaanderen
2021-02-12,VBR,Flanders,6,76,13,6,1,5,2,VlaamsBrabant
2021-02-12,WBR,Wallonia,2,33,2,0,0,8,7,BrabantWallon
2021-02-12,VWV,Flanders,11,225,37,25,1,33,24,WestVlaanderen
2021-02-13,VAN,Flanders,14,203,33,21,2,6,27,Antwerpen
2021-02-13,BRU,Brussels,15,170,39,28,3,7,29,Brussels
2021-02-13,WHT,Wallonia,14,312,47,29,1,10,20,Hainaut
2021-02-13,VLI,Flanders,7,103,21,13,3,13,15,Limburg
2021-02-13,WLG,Wallonia,12,126,30,20,2,13,9,Liège
2021-02-13,WLX,Wallonia,3,19,3,3,0,3,3,Luxembourg
2021-02-13,WNA,Wallonia,6,47,12,6,1,2,8,Namur
2021-02-13,VOV,Flanders,14,261,54,25,3,25,36,OostVlaanderen
2021-02-13,VBR,Flanders,6,72,13,6,1,0,3,VlaamsBrabant
2021-02-13,WBR,Wallonia,2,27,1,0,0,1,6,BrabantWallon
2021-02-13,VWV,Flanders,11,227,45,24,1,27,20,WestVlaanderen
2021-02-14,VAN,Flanders,14,206,34,21,2,14,12,Antwerpen
2021-02-14,BRU,Brussels,15,178,41,28,2,14,4,Brussels
2021-02-14,WHT,Wallonia,14,315,45,28,1,17,8,Hainaut
2021-02-14,VLI,Flanders,7,107,25,14,4,4,0,Limburg
2021-02-14,WLG,Wallonia,12,124,30,20,2,7,8,Liège
2021-02-14,WLX,Wallonia,3,20,3,3,0,2,0,Luxembourg
2021-02-14,WNA,Wallonia,6,48,13,7,1,1,0,Namur
2021-02-14,VOV,Flanders,14,269,58,28,3,11,8,OostVlaanderen
2021-02-14,VBR,Flanders,6,72,14,7,1,2,2,VlaamsBrabant
2021-02-14,WBR,Wallonia,2,28,1,0,0,3,1,BrabantWallon
2021-02-14,VWV,Flanders,11,231,43,22,1,16,7,WestVlaanderen
2021-02-15,VAN,Flanders,14,216,38,20,1,13,4,Antwerpen
2021-02-15,BRU,Brussels,15,182,37,24,5,10,13,Brussels
2021-02-15,WHT,Wallonia,14,304,43,25,1,9,1,Hainaut
2021-02-15,VLI,Flanders,7,105,25,15,4,3,2,Limburg
2021-02-15,WLG,Wallonia,12,136,34,20,3,9,1,Liège
2021-02-15,WLX,Wallonia,3,21,3,3,0,0,0,Luxembourg
2021-02-15,WNA,Wallonia,6,50,13,5,1,1,0,Namur
2021-02-15,VOV,Flanders,14,296,63,31,3,24,3,OostVlaanderen
2021-02-15,VBR,Flanders,6,72,14,8,2,3,1,VlaamsBrabant
2021-02-15,WBR,Wallonia,2,27,4,0,0,1,1,BrabantWallon
2021-02-15,VWV,Flanders,11,230,45,25,1,11,7,WestVlaanderen
2021-02-16,VAN,Flanders,14,220,37,21,1,17,26,Antwerpen
2021-02-16,BRU,Brussels,15,174,36,20,2,18,22,Brussels
2021-02-16,WHT,Wallonia,14,284,45,23,1,26,34,Hainaut
2021-02-16,VLI,Flanders,7,103,22,15,4,12,10,Limburg
2021-02-16,WLG,Wallonia,12,128,33,17,2,7,10,Liège
2021-02-16,WLX,Wallonia,3,20,4,2,0,3,2,Luxembourg
2021-02-16,WNA,Wallonia,6,45,11,7,1,3,10,Namur
2021-02-16,VOV,Flanders,14,293,63,31,3,24,29,OostVlaanderen
2021-02-16,VBR,Flanders,6,66,13,7,2,1,4,VlaamsBrabant
2021-02-16,WBR,Wallonia,2,31,3,1,0,6,3,BrabantWallon
2021-02-16,VWV,Flanders,11,236,44,25,1,28,27,WestVlaanderen
2021-02-17,VAN,Flanders,14,242,41,21,2,22,13,Antwerpen
2021-02-17,BRU,Brussels,15,179,38,20,2,21,17,Brussels
2021-02-17,WHT,Wallonia,14,286,48,26,1,25,17,Hainaut
2021-02-17,VLI,Flanders,7,100,21,14,4,7,8,Limburg
2021-02-17,WLG,Wallonia,12,112,33,17,2,12,13,Liège
2021-02-17,WLX,Wallonia,3,19,4,3,0,0,4,Luxembourg
2021-02-17,WNA,Wallonia,6,41,10,6,1,2,2,Namur
2021-02-17,VOV,Flanders,14,294,61,30,3,20,28,OostVlaanderen
2021-02-17,VBR,Flanders,6,59,12,4,2,3,8,VlaamsBrabant
2021-02-17,WBR,Wallonia,2,38,3,1,0,8,1,BrabantWallon
2021-02-17,VWV,Flanders,11,240,44,24,2,21,14,WestVlaanderen
2021-02-18,VAN,Flanders,14,226,38,22,1,13,22,Antwerpen
2021-02-18,BRU,Brussels,15,185,38,18,2,17,12,Brussels
2021-02-18,WHT,Wallonia,14,280,52,31,1,20,21,Hainaut
2021-02-18,VLI,Flanders,7,96,21,15,4,17,20,Limburg
2021-02-18,WLG,Wallonia,12,124,33,19,2,10,13,Liège
2021-02-18,WLX,Wallonia,3,25,6,3,0,5,0,Luxembourg
2021-02-18,WNA,Wallonia,6,37,9,6,1,5,7,Namur
2021-02-18,VOV,Flanders,14,295,59,31,2,25,28,OostVlaanderen
2021-02-18,VBR,Flanders,6,61,11,5,2,9,7,VlaamsBrabant
2021-02-18,WBR,Wallonia,2,29,3,1,0,0,8,BrabantWallon
2021-02-18,VWV,Flanders,11,230,44,24,3,21,25,WestVlaanderen
2021-02-19,VAN,Flanders,14,235,39,23,2,15,19,Antwerpen
2021-02-19,BRU,Brussels,15,187,41,18,2,19,19,Brussels
2021-02-19,WHT,Wallonia,14,272,49,30,1,12,22,Hainaut
2021-02-19,VLI,Flanders,7,94,24,14,4,8,10,Limburg
2021-02-19,WLG,Wallonia,12,120,32,15,2,7,5,Liège
2021-02-19,WLX,Wallonia,3,25,6,3,0,4,1,Luxembourg
2021-02-19,WNA,Wallonia,6,38,9,5,1,7,8,Namur
2021-02-19,VOV,Flanders,14,305,57,26,2,24,20,OostVlaanderen
2021-02-19,VBR,Flanders,6,57,8,3,2,2,4,VlaamsBrabant
2021-02-19,WBR,Wallonia,2,34,5,2,0,7,1,BrabantWallon
2021-02-19,VWV,Flanders,11,240,44,23,3,20,12,WestVlaanderen
2021-02-20,VAN,Flanders,14,227,39,23,3,11,26,Antwerpen
2021-02-20,BRU,Brussels,15,193,41,18,2,18,22,Brussels
2021-02-20,WHT,Wallonia,14,252,50,30,1,15,30,Hainaut
2021-02-20,VLI,Flanders,7,109,25,14,4,19,7,Limburg
2021-02-20,WLG,Wallonia,12,118,33,17,2,9,14,Liège
2021-02-20,WLX,Wallonia,3,22,8,3,0,0,4,Luxembourg
2021-02-20,WNA,Wallonia,6,36,9,4,1,4,4,Namur
2021-02-20,VOV,Flanders,14,291,56,27,2,15,32,OostVlaanderen
2021-02-20,VBR,Flanders,6,51,7,3,2,0,3,VlaamsBrabant
2021-02-20,WBR,Wallonia,2,35,5,2,0,5,2,BrabantWallon
2021-02-20,VWV,Flanders,11,233,42,23,3,15,18,WestVlaanderen
2021-02-21,VAN,Flanders,14,224,37,22,3,8,10,Antwerpen
2021-02-21,BRU,Brussels,15,204,46,21,2,18,9,Brussels
2021-02-21,WHT,Wallonia,14,265,54,29,2,13,3,Hainaut
2021-02-21,VLI,Flanders,7,114,21,14,4,7,3,Limburg
2021-02-21,WLG,Wallonia,12,117,32,18,2,4,5,Liège
2021-02-21,WLX,Wallonia,3,26,9,3,0,1,0,Luxembourg
2021-02-21,WNA,Wallonia,6,37,8,4,1,2,1,Namur
2021-02-21,VOV,Flanders,14,306,63,27,2,17,9,OostVlaanderen
2021-02-21,VBR,Flanders,6,51,7,3,2,2,1,VlaamsBrabant
2021-02-21,WBR,Wallonia,2,40,6,2,0,5,1,BrabantWallon
2021-02-21,VWV,Flanders,11,235,46,22,3,11,10,WestVlaanderen
2021-02-22,VAN,Flanders,14,234,36,23,3,28,9,Antwerpen
2021-02-22,BRU,Brussels,15,226,49,21,2,19,5,Brussels
2021-02-22,WHT,Wallonia,14,282,58,34,2,10,7,Hainaut
2021-02-22,VLI,Flanders,7,115,23,12,4,5,2,Limburg
2021-02-22,WLG,Wallonia,12,128,33,17,2,10,1,Liège
2021-02-22,WLX,Wallonia,3,28,10,4,0,2,0,Luxembourg
2021-02-22,WNA,Wallonia,6,42,9,5,1,4,0,Namur
2021-02-22,VOV,Flanders,14,332,67,33,2,19,2,OostVlaanderen
2021-02-22,VBR,Flanders,6,54,10,3,2,8,4,VlaamsBrabant
2021-02-22,WBR,Wallonia,2,45,6,3,0,4,1,BrabantWallon
2021-02-22,VWV,Flanders,11,235,47,20,3,6,6,WestVlaanderen
2021-02-23,VAN,Flanders,14,247,38,26,4,23,19,Antwerpen
2021-02-23,BRU,Brussels,15,227,50,23,3,22,29,Brussels
2021-02-23,WHT,Wallonia,14,267,57,35,3,21,33,Hainaut
2021-02-23,VLI,Flanders,7,112,26,12,4,12,13,Limburg
2021-02-23,WLG,Wallonia,12,117,29,16,2,4,12,Liège
2021-02-23,WLX,Wallonia,3,29,9,3,0,2,0,Luxembourg
2021-02-23,WNA,Wallonia,6,52,8,4,1,7,2,Namur
2021-02-23,VOV,Flanders,14,334,71,30,1,26,28,OostVlaanderen
2021-02-23,VBR,Flanders,6,56,11,3,2,8,4,VlaamsBrabant
2021-02-23,WBR,Wallonia,2,41,9,5,0,4,10,BrabantWallon
2021-02-23,VWV,Flanders,11,229,45,19,3,26,29,WestVlaanderen
2021-02-24,VAN,Flanders,14,241,42,28,5,15,22,Antwerpen
2021-02-24,BRU,Brussels,15,257,56,26,3,28,18,Brussels
2021-02-24,WHT,Wallonia,14,281,56,36,3,23,17,Hainaut
2021-02-24,VLI,Flanders,7,106,27,11,4,12,14,Limburg
2021-02-24,WLG,Wallonia,12,119,31,14,2,12,13,Liège
2021-02-24,WLX,Wallonia,3,32,8,1,0,2,2,Luxembourg
2021-02-24,WNA,Wallonia,6,57,8,5,0,7,2,Namur
2021-02-24,VOV,Flanders,14,330,71,30,1,26,34,OostVlaanderen
2021-02-24,VBR,Flanders,6,53,11,2,1,3,3,VlaamsBrabant
2021-02-24,WBR,Wallonia,2,41,9,6,0,6,7,BrabantWallon
2021-02-24,VWV,Flanders,11,232,43,19,3,16,13,WestVlaanderen
2021-02-25,VAN,Flanders,14,240,47,29,5,17,22,Antwerpen
2021-02-25,BRU,Brussels,15,260,57,29,3,22,30,Brussels
2021-02-25,WHT,Wallonia,14,266,53,30,3,14,27,Hainaut
2021-02-25,VLI,Flanders,7,107,27,11,4,8,7,Limburg
2021-02-25,WLG,Wallonia,12,120,34,16,2,7,4,Liège
2021-02-25,WLX,Wallonia,3,29,8,3,0,1,2,Luxembourg
2021-02-25,WNA,Wallonia,6,57,13,7,0,9,6,Namur
2021-02-25,VOV,Flanders,14,354,70,32,2,37,19,OostVlaanderen
2021-02-25,VBR,Flanders,6,54,10,2,1,4,2,VlaamsBrabant
2021-02-25,WBR,Wallonia,2,36,8,5,0,3,8,BrabantWallon
2021-02-25,VWV,Flanders,11,236,42,17,3,20,15,WestVlaanderen
2021-02-26,VAN,Flanders,14,251,53,27,5,27,21,Antwerpen
2021-02-26,BRU,Brussels,15,280,61,31,4,36,18,Brussels
2021-02-26,WHT,Wallonia,14,281,60,40,3,30,13,Hainaut
2021-02-26,VLI,Flanders,7,119,28,12,3,17,5,Limburg
2021-02-26,WLG,Wallonia,12,124,39,18,2,15,10,Liège
2021-02-26,WLX,Wallonia,3,34,7,4,0,7,3,Luxembourg
2021-02-26,WNA,Wallonia,6,61,12,5,0,9,3,Namur
2021-02-26,VOV,Flanders,14,356,73,31,2,29,29,OostVlaanderen
2021-02-26,VBR,Flanders,6,55,9,2,1,2,1,VlaamsBrabant
2021-02-26,WBR,Wallonia,2,33,9,5,0,3,5,BrabantWallon
2021-02-26,VWV,Flanders,11,244,42,20,3,29,18,WestVlaanderen
2021-02-27,VAN,Flanders,14,255,56,26,6,27,27,Antwerpen
2021-02-27,BRU,Brussels,15,284,64,34,3,14,19,Brussels
2021-02-27,WHT,Wallonia,14,278,60,38,3,25,29,Hainaut
2021-02-27,VLI,Flanders,7,111,26,11,3,10,9,Limburg
2021-02-27,WLG,Wallonia,12,122,35,17,2,7,8,Liège
2021-02-27,WLX,Wallonia,3,32,9,4,0,7,6,Luxembourg
2021-02-27,WNA,Wallonia,6,61,14,6,0,5,7,Namur
2021-02-27,VOV,Flanders,14,353,73,30,3,19,28,OostVlaanderen
2021-02-27,VBR,Flanders,6,59,9,2,1,9,5,VlaamsBrabant
2021-02-27,WBR,Wallonia,2,34,9,5,0,4,3,BrabantWallon
2021-02-27,VWV,Flanders,11,246,42,21,3,29,24,WestVlaanderen
2021-02-28,VAN,Flanders,14,263,57,23,6,20,9,Antwerpen
2021-02-28,BRU,Brussels,15,292,64,33,5,21,10,Brussels
2021-02-28,WHT,Wallonia,14,285,63,41,3,17,7,Hainaut
2021-02-28,VLI,Flanders,7,115,30,11,3,7,3,Limburg
2021-02-28,WLG,Wallonia,12,122,34,16,2,2,3,Liège
2021-02-28,WLX,Wallonia,3,34,8,4,0,3,2,Luxembourg
2021-02-28,WNA,Wallonia,6,70,14,8,0,6,1,Namur
2021-02-28,VOV,Flanders,14,362,75,31,3,20,9,OostVlaanderen
2021-02-28,VBR,Flanders,6,61,10,5,2,3,1,VlaamsBrabant
2021-02-28,WBR,Wallonia,2,35,10,7,0,2,2,BrabantWallon
2021-02-28,VWV,Flanders,11,257,42,22,3,26,15,WestVlaanderen
2021-03-01,VAN,Flanders,14,265,63,27,6,26,9,Antwerpen
2021-03-01,BRU,Brussels,15,308,66,36,5,21,15,Brussels
2021-03-01,WHT,Wallonia,14,290,63,44,3,15,6,Hainaut
2021-03-01,VLI,Flanders,7,113,28,12,3,4,5,Limburg
2021-03-01,WLG,Wallonia,12,125,34,17,2,9,3,Liège
2021-03-01,WLX,Wallonia,3,35,8,4,0,0,0,Luxembourg
2021-03-01,WNA,Wallonia,6,72,12,7,1,5,0,Namur
2021-03-01,VOV,Flanders,14,376,78,31,2,12,3,OostVlaanderen
2021-03-01,VBR,Flanders,6,59,9,5,2,2,2,VlaamsBrabant
2021-03-01,WBR,Wallonia,2,38,10,7,0,2,0,BrabantWallon
2021-03-01,VWV,Flanders,11,256,42,22,1,11,9,WestVlaanderen
2021-03-02,VAN,Flanders,14,273,67,33,6,22,32,Antwerpen
2021-03-02,BRU,Brussels,15,306,62,39,6,22,29,Brussels
2021-03-02,WHT,Wallonia,14,280,59,41,3,33,37,Hainaut
2021-03-02,VLI,Flanders,7,97,28,12,3,6,18,Limburg
2021-03-02,WLG,Wallonia,12,127,32,18,2,12,10,Liège
2021-03-02,WLX,Wallonia,3,35,11,5,0,2,2,Luxembourg
2021-03-02,WNA,Wallonia,6,64,15,8,1,8,12,Namur
2021-03-02,VOV,Flanders,14,373,80,27,3,35,44,OostVlaanderen
2021-03-02,VBR,Flanders,6,53,10,5,2,5,10,VlaamsBrabant
2021-03-02,WBR,Wallonia,2,34,11,8,0,2,7,BrabantWallon
2021-03-02,VWV,Flanders,11,260,51,27,3,29,25,WestVlaanderen
2021-03-03,VAN,Flanders,14,275,62,27,6,19,22,Antwerpen
2021-03-03,BRU,Brussels,15,310,68,39,6,27,27,Brussels
2021-03-03,WHT,Wallonia,14,281,62,43,4,22,18,Hainaut
2021-03-03,VLI,Flanders,7,106,30,14,3,11,2,Limburg
2021-03-03,WLG,Wallonia,12,122,29,17,2,10,14,Liège
2021-03-03,WLX,Wallonia,3,37,11,5,0,5,4,Luxembourg
2021-03-03,WNA,Wallonia,6,73,16,8,1,11,4,Namur
2021-03-03,VOV,Flanders,14,360,80,26,3,23,37,OostVlaanderen
2021-03-03,VBR,Flanders,6,55,10,4,1,4,3,VlaamsBrabant
2021-03-03,WBR,Wallonia,2,33,10,8,0,3,2,BrabantWallon
2021-03-03,VWV,Flanders,11,248,56,30,2,17,31,WestVlaanderen
2021-03-04,VAN,Flanders,14,287,58,30,7,29,25,Antwerpen
2021-03-04,BRU,Brussels,15,319,69,41,7,35,27,Brussels
2021-03-04,WHT,Wallonia,14,271,65,45,4,21,27,Hainaut
2021-03-04,VLI,Flanders,7,103,26,15,3,11,9,Limburg
2021-03-04,WLG,Wallonia,12,118,31,17,2,11,10,Liège
2021-03-04,WLX,Wallonia,3,45,11,6,0,9,1,Luxembourg
2021-03-04,WNA,Wallonia,6,78,20,8,1,10,5,Namur
2021-03-04,VOV,Flanders,14,356,75,29,4,23,26,OostVlaanderen
2021-03-04,VBR,Flanders,6,51,10,2,1,5,6,VlaamsBrabant
2021-03-04,WBR,Wallonia,2,30,10,7,0,1,3,BrabantWallon
2021-03-04,VWV,Flanders,11,247,51,24,2,16,15,WestVlaanderen
2021-03-05,VAN,Flanders,14,301,64,32,8,30,26,Antwerpen
2021-03-05,BRU,Brussels,15,314,73,42,7,16,27,Brussels
2021-03-05,WHT,Wallonia,14,289,68,48,3,32,19,Hainaut
2021-03-05,VLI,Flanders,7,100,25,15,3,6,8,Limburg
2021-03-05,WLG,Wallonia,12,121,34,16,2,8,8,Liège
2021-03-05,WLX,Wallonia,3,47,12,7,1,3,3,Luxembourg
2021-03-05,WNA,Wallonia,6,72,21,7,1,8,12,Namur
2021-03-05,VOV,Flanders,14,350,72,28,4,21,26,OostVlaanderen
2021-03-05,VBR,Flanders,6,56,8,4,2,7,2,VlaamsBrabant
2021-03-05,WBR,Wallonia,2,29,8,6,0,1,1,BrabantWallon
2021-03-05,VWV,Flanders,11,236,48,27,2,20,31,WestVlaanderen
2021-03-06,VAN,Flanders,14,293,61,31,8,26,28,Antwerpen
2021-03-06,BRU,Brussels,15,312,69,42,6,19,22,Brussels
2021-03-06,WHT,Wallonia,14,295,68,48,3,24,20,Hainaut
2021-03-06,VLI,Flanders,7,101,26,15,3,11,8,Limburg
2021-03-06,WLG,Wallonia,12,126,29,14,2,7,5,Liège
2021-03-06,WLX,Wallonia,3,38,11,6,1,3,8,Luxembourg
2021-03-06,WNA,Wallonia,6,69,20,9,1,4,6,Namur
2021-03-06,VOV,Flanders,14,340,68,24,4,22,32,OostVlaanderen
2021-03-06,VBR,Flanders,6,52,7,5,2,2,5,VlaamsBrabant
2021-03-06,WBR,Wallonia,2,28,7,6,0,2,5,BrabantWallon
2021-03-06,VWV,Flanders,11,226,50,30,2,21,33,WestVlaanderen
2021-03-07,VAN,Flanders,14,313,68,37,8,25,16,Antwerpen
2021-03-07,BRU,Brussels,15,321,68,39,6,24,15,Brussels
2021-03-07,WHT,Wallonia,14,300,69,49,3,16,8,Hainaut
2021-03-07,VLI,Flanders,7,112,27,15,3,13,3,Limburg
2021-03-07,WLG,Wallonia,12,127,29,15,2,6,6,Liège
2021-03-07,WLX,Wallonia,3,40,10,5,1,1,0,Luxembourg
2021-03-07,WNA,Wallonia,6,77,22,11,1,10,2,Namur
2021-03-07,VOV,Flanders,14,337,67,25,3,8,10,OostVlaanderen
2021-03-07,VBR,Flanders,6,53,8,5,2,3,2,VlaamsBrabant
2021-03-07,WBR,Wallonia,2,29,7,6,0,2,0,BrabantWallon
2021-03-07,VWV,Flanders,11,229,50,26,3,14,9,WestVlaanderen
2021-03-08,VAN,Flanders,14,327,70,39,8,24,9,Antwerpen
2021-03-08,BRU,Brussels,15,327,71,47,6,17,22,Brussels
2021-03-08,WHT,Wallonia,14,305,71,49,3,13,7,Hainaut
2021-03-08,VLI,Flanders,7,118,29,15,3,9,2,Limburg
2021-03-08,WLG,Wallonia,12,122,25,14,1,4,9,Liège
2021-03-08,WLX,Wallonia,3,43,10,6,1,4,1,Luxembourg
2021-03-08,WNA,Wallonia,6,79,23,13,1,6,2,Namur
2021-03-08,VOV,Flanders,14,354,72,28,4,20,4,OostVlaanderen
2021-03-08,VBR,Flanders,6,52,7,3,2,1,2,VlaamsBrabant
2021-03-08,WBR,Wallonia,2,30,8,6,0,3,0,BrabantWallon
