date,/m/0405g08_0,/m/0405g08,batch_id
2021-02-01,31.0,31.0,1
2021-02-02,41.0,41.0,1
2021-02-03,10.0,10.0,1
2021-02-04,11.0,11.0,1
2021-02-05,43.0,43.0,1
2021-02-06,45.0,45.0,1
2021-02-07,0.0,0.0,1
2021-02-08,21.0,21.0,1
2021-02-09,21.0,21.0,1
2021-02-10,31.0,31.0,1
2021-02-11,11.0,11.0,1
2021-02-12,43.0,43.0,1
2021-02-13,48.0,48.0,1
2021-02-14,12.0,12.0,1
2021-02-15,21.0,21.0,1
2021-02-16,75.0,75.0,1
2021-02-17,64.0,64.0,1
2021-02-18,21.0,21.0,1
2021-02-19,79.0,79.0,1
2021-02-20,51.0,51.0,1
2021-02-21,26.0,26.0,1
2021-02-22,10.0,10.0,1
2021-02-23,11.0,11.0,1
2021-02-24,65.0,65.0,1
2021-02-25,22.0,22.0,1
2021-02-26,44.0,44.0,1
2021-02-27,48.0,48.0,1
2021-02-28,47.0,47.0,1
2021-03-01,21.0,21.0,1
2021-03-02,32.0,32.0,1
2021-03-03,33.0,33.0,1
2021-03-04,51.0,51.0,1
2021-03-05,11.0,11.0,1
2021-03-06,97.0,97.0,1
2021-03-07,58.0,58.0,1
2021-03-08,21.0,21.0,1
2021-03-09,41.0,41.0,1
2021-03-10,32.0,32.0,1
2021-03-11,0.0,0.0,1
2021-03-12,43.0,43.0,1
2021-03-13,57.0,57.0,1
2021-03-14,100.0,100.0,1
2021-03-15,25.0,25.0,1
2021-03-16,45.0,45.0,1
2021-03-17,21.0,21.0,1
2021-03-18,85.0,85.0,1
2021-03-19,33.0,33.0,1
2021-03-20,37.0,37.0,1
2021-03-21,46.0,46.0,1
2021-03-22,73.0,73.0,1
2021-03-23,31.0,31.0,1
2021-03-24,21.0,21.0,1
2021-03-25,87.0,87.0,1
2021-03-26,33.0,33.0,1
2021-03-27,23.0,23.0,1
2021-03-28,50.0,50.0,1
2021-03-29,44.0,44.0,1
2021-03-30,11.0,11.0,1
2021-03-31,23.0,23.0,1
2021-04-01,45.0,45.0,1
2021-04-02,11.0,11.0,1
2021-04-03,49.0,49.0,1
2021-04-04,37.0,37.0,1
2021-04-05,55.0,55.0,1
2021-04-06,61.0,61.0,1
2021-04-07,0.0,0.0,1
2021-04-08,43.0,43.0,1
2021-04-09,55.0,55.0,1
2021-04-10,11.0,11.0,1
2021-04-11,45.0,45.0,1
2021-04-12,20.0,20.0,1
2021-04-13,33.0,33.0,1
2021-04-14,11.0,11.0,1
2021-04-15,32.0,32.0,1
2021-04-16,34.0,34.0,1
2021-04-17,12.0,12.0,1
2021-04-18,49.0,49.0,1
2021-04-19,21.0,21.0,1
2021-04-20,43.0,43.0,1
2021-04-21,11.0,11.0,1
2021-04-22,22.0,22.0,1
2021-04-23,23.0,23.0,1
2021-04-24,13.0,13.0,1
2021-04-25,61.0,61.0,1
2021-04-26,53.0,53.0,1
2021-04-27,33.0,33.0,1
2021-04-28,22.0,22.0,1
2021-04-29,52.0,52.0,1
2021-04-30,32.0,32.0,1
2021-05-01,47.0,47.0,1
2021-05-02,58.0,58.0,1
2021-05-03,62.0,62.0,1
2021-05-04,10.0,10.0,1
2021-05-05,10.0,10.0,1
2021-05-06,0.0,0.0,1
2021-05-07,43.0,43.0,1
2021-05-08,35.0,35.0,1
2021-05-09,13.0,13.0,1
2021-05-10,31.0,31.0,1
2021-05-11,0.0,0.0,1
2021-05-12,11.0,11.0,1
2021-05-13,45.0,45.0,1
2021-05-14,46.0,46.0,1
