date,/m/0fd23_0,/m/0fd23,batch_id
2021-02-01,22.0,22.0,1
2021-02-02,17.0,17.0,1
2021-02-03,26.0,26.0,1
2021-02-04,27.0,27.0,1
2021-02-05,59.0,59.0,1
2021-02-06,48.0,48.0,1
2021-02-07,34.0,34.0,1
2021-02-08,43.0,43.0,1
2021-02-09,22.0,22.0,1
2021-02-10,26.0,26.0,1
2021-02-11,31.0,31.0,1
2021-02-12,9.0,9.0,1
2021-02-13,56.0,56.0,1
2021-02-14,46.0,46.0,1
2021-02-15,74.0,74.0,1
2021-02-16,68.0,68.0,1
2021-02-17,27.0,27.0,1
2021-02-18,36.0,36.0,1
2021-02-19,24.0,24.0,1
2021-02-20,59.0,59.0,1
2021-02-21,54.0,54.0,1
2021-02-22,30.0,30.0,1
2021-02-23,37.0,37.0,1
2021-02-24,51.0,51.0,1
2021-02-25,32.0,32.0,1
2021-02-26,18.0,18.0,1
2021-02-27,26.0,26.0,1
2021-02-28,44.0,44.0,1
2021-03-01,40.0,40.0,1
2021-03-02,27.0,27.0,1
2021-03-03,55.0,55.0,1
2021-03-04,39.0,39.0,1
2021-03-05,37.0,37.0,1
2021-03-06,72.0,72.0,1
2021-03-07,79.0,79.0,1
2021-03-08,27.0,27.0,1
2021-03-09,70.0,70.0,1
2021-03-10,49.0,49.0,1
2021-03-11,45.0,45.0,1
2021-03-12,64.0,64.0,1
2021-03-13,53.0,53.0,1
2021-03-14,61.0,61.0,1
2021-03-15,45.0,45.0,1
2021-03-16,54.0,54.0,1
2021-03-17,35.0,35.0,1
2021-03-18,40.0,40.0,1
2021-03-19,23.0,23.0,1
2021-03-20,42.0,42.0,1
2021-03-21,44.0,44.0,1
2021-03-22,40.0,40.0,1
2021-03-23,53.0,53.0,1
2021-03-24,31.0,31.0,1
2021-03-25,46.0,46.0,1
2021-03-26,28.0,28.0,1
2021-03-27,34.0,34.0,1
2021-03-28,63.0,63.0,1
2021-03-29,33.0,33.0,1
2021-03-30,77.0,77.0,1
2021-03-31,69.0,69.0,1
2021-04-01,71.0,71.0,1
2021-04-02,77.0,77.0,1
2021-04-03,57.0,57.0,1
2021-04-04,100.0,100.0,1
2021-04-05,46.0,46.0,1
2021-04-06,26.0,26.0,1
2021-04-07,66.0,66.0,1
2021-04-08,54.0,54.0,1
2021-04-09,42.0,42.0,1
2021-04-10,41.0,41.0,1
2021-04-11,53.0,53.0,1
2021-04-12,52.0,52.0,1
2021-04-13,37.0,37.0,1
2021-04-14,36.0,36.0,1
2021-04-15,55.0,55.0,1
2021-04-16,52.0,52.0,1
2021-04-17,88.0,88.0,1
2021-04-18,73.0,73.0,1
2021-04-19,79.0,79.0,1
2021-04-20,45.0,45.0,1
2021-04-21,78.0,78.0,1
2021-04-22,46.0,46.0,1
2021-04-23,44.0,44.0,1
2021-04-24,59.0,59.0,1
2021-04-25,61.0,61.0,1
2021-04-26,31.0,31.0,1
2021-04-27,46.0,46.0,1
2021-04-28,69.0,69.0,1
2021-04-29,35.0,35.0,1
2021-04-30,36.0,36.0,1
2021-05-01,39.0,39.0,1
2021-05-02,34.0,34.0,1
2021-05-03,30.0,30.0,1
2021-05-04,62.0,62.0,1
2021-05-05,51.0,51.0,1
2021-05-06,57.0,57.0,1
2021-05-07,46.0,46.0,1
2021-05-08,30.0,30.0,1
2021-05-09,53.0,53.0,1
2021-05-10,44.0,44.0,1
2021-05-11,43.0,43.0,1
2021-05-12,67.0,67.0,1
2021-05-13,57.0,57.0,1
2021-05-14,53.0,53.0,1
