walk,MAE(t+1),MSE(t+1),MAE(t+2),MSE(t+2),MAE(t+3),MSE(t+3),MAE(t+4),MSE(t+4),MAE(t+5),MSE(t+5),MAE(t+6),MSE(t+6),MAE(t+7),MSE(t+7),MAE(t+8),MSE(t+8),MAE(t+9),MSE(t+9),MAE(t+10),MSE(t+10),MAE(t+11),MSE(t+11),MAE(t+12),MSE(t+12),MAE(t+13),MSE(t+13),MAE(t+14),MSE(t+14),MAE(t+15),MSE(t+15),MAE(t+16),MSE(t+16),MAE(t+17),MSE(t+17),MAE(t+18),MSE(t+18),MAE(t+19),MSE(t+19),MAE(t+20),MSE(t+20),nb_test_datapoints,days_train,days_valid,days_test,epochs
walk 1,435.52377709982045,617524.2232948334,737.0174970581915,1217463.2976571056,288.4499106561173,258041.53677326726,146.38426588939092,68332.87511634965,1511.9598838873153,4853217.16614091,3618.5628142805062,27913284.73903069,1408.7300690865166,4063060.576866727,753.5568816630746,1247490.0842803973,2569.322439392753,14081336.017639387,245.55681636249548,237080.02268925816,160.5218353587402,72051.31904325374,1581.5047579763343,5143059.805315362,386.99711560432957,384948.6896866195,1134.8227422064242,2583403.938444392,773.2460224409779,1276639.1700257978,621.1823052288587,819173.9138034211,228.32384877017333,194060.29036741698,501.4898924817707,500846.59320335457,1579.1123674586213,6447772.2218693085,408.384404357373,551251.2469901947,690.0,250.0,10.0,30.0,10.0
walk 2,802.0465661046917,1210278.1439682522,31.970437014325046,1860.8293261925926,1009.4308961845334,1872997.848961274,273.70693001362116,193196.1806757445,145.20877753626985,54690.398461634955,1342.3382168095732,3336589.6115588867,735.6050297170492,1013744.0978166343,410.41512533428704,451109.4915821304,1803.105640923753,6019745.269556259,1242.802550134648,2862586.697241524,1076.198392349264,2154639.4915897846,1810.5291341094483,6202160.122244703,143.81123058879848,39819.83406931608,314.7493838730807,270247.1309677703,1422.0129218985855,3682881.0234606327,575.3395633377431,606772.4548230681,399.44629996203054,289936.12330457295,229.81425062074916,100752.30699611058,180.5844622440219,60578.08993367387,1364.044437961737,3369278.0565898176,690.0,280.0,10.0,30.0,10.0
walk 3,1521.4271184685313,4205779.499377255,623.2643110334503,709330.60790507,530.1299313626181,538246.0329638949,97.05249496878551,19546.57266515533,379.22321414671114,302428.86632726324,74.02223874046686,10635.283051127366,866.5248917579643,1426107.7676009159,113.16389268950157,31828.965271326128,207.09358765264452,89353.589440558,75.93866134627753,15094.537596671034,185.06979796091716,72124.41448768719,883.6212042624912,1421282.3073877934,186.85259003846537,88854.58377606621,1348.5990592649505,3363463.7491072607,124.10407889466855,41342.46874083529,297.09216043144556,198956.3326294531,127.94381222932238,43895.08641321799,563.5521607896557,657242.601427641,182.7591692914627,88252.0475614336,1423.1022335730725,3808167.9960868377,690.0,310.0,10.0,30.0,10.0
walk 4,3465.1112623495064,22948428.329286817,2005.318589566313,7835825.596483711,90.42271520879201,30609.79005501272,1166.4660358623323,2800461.2317275973,273.9703102090098,265215.50593604275,205.9632833642743,60760.69400290349,1899.4528466013433,7476302.166896165,2824.5343057352056,15853847.127506467,1160.7804361928706,2666644.183464765,476.073480703223,550690.5295703541,467.6380406057854,528222.999429505,1378.5832672304753,4022555.46715469,1358.6681598175642,3901089.1924362867,434.3737244523088,624609.1848694982,2135.438683548131,8020726.15608134,361.81977100979475,540739.658781156,1673.5723445683036,5916809.702919425,3205.8786717306243,20595783.569805343,2440.253050457025,11960147.544184973,219.20540609024067,211621.96797980933,690.0,340.0,10.0,30.0,10.0
walk 5,238.43984167916432,96122.93274872367,1716.282706396921,6754332.7371383505,168.0741722154321,101892.08263230907,1611.9231099667754,5845053.797341777,2033.5576530835647,9347137.036902819,1064.3372356299287,2539721.870545158,207.58227869590613,184426.34965770176,797.3542232868833,1109959.8216069571,214.50327718035774,176031.09359366982,1645.0524544627024,6196233.7361624865,1503.911193122034,5085077.777271633,258.7622031217776,253665.10897686158,2395.724857804197,12974880.42922881,314.6225320211849,459537.0970919028,715.2185827812052,1434166.3498915767,330.65648423662833,471213.7066643609,2238.77095413208,10934258.559077337,487.2254206852882,859775.0508052099,304.2841708971106,288482.0321933286,324.8121576486906,318368.2823618087,92.0,370.0,10.0,4.0,10.0
mean,1292.509713140343,5815626.625735177,1022.7707082138401,3303762.613702086,417.3015251254986,560357.4582771517,659.1065673401811,1785318.1315053247,868.783967772574,2964537.794753734,1261.0447577649497,6772198.439637753,1023.5790231717559,2832728.191767629,979.8048857417904,3738847.0980494553,1190.9610762684758,4606622.030738927,737.0847926018694,1972337.1046520588,678.6678518793482,1582423.2003643727,1182.6001133401055,3408544.5622158824,894.4107907706709,3477918.54583942,709.4334883635897,1460252.2200961648,1034.0040579127137,2891151.033640037,437.21805684889404,527371.213340292,933.6114519323819,3475791.952416394,997.5920792616176,4542880.024447532,937.3986440696484,3769046.3871485433,747.9097279262227,1651737.5100016936,570.4,310.0,10.0,24.8,10.0
