LOC,DATE,TOT_HOSP,NEW_HOSP
BE,2020-05-07,2575.285714285714,-117.42857142857143
BE,2020-05-08,2453.8571428571427,-121.42857142857143
BE,2020-05-09,2342.0,-111.85714285714286
BE,2020-05-10,2237.285714285714,-104.71428571428571
BE,2020-05-11,2138.285714285714,-99.0
BE,2020-05-12,2048.1428571428573,-90.14285714285714
BE,2020-05-13,1962.857142857143,-85.28571428571429
BE,2020-05-14,1876.0,-86.85714285714286
BE,2020-05-15,1790.2857142857142,-85.71428571428571
BE,2020-05-16,1710.5714285714287,-79.71428571428571
BE,2020-05-17,1636.5714285714287,-74.0
BE,2020-05-18,1568.857142857143,-67.71428571428571
BE,2020-05-19,1513.142857142857,-55.714285714285715
BE,2020-05-20,1466.142857142857,-47.0
BE,2020-05-21,1422.142857142857,-44.0
BE,2020-05-22,1375.5714285714287,-46.57142857142857
BE,2020-05-23,1321.7142857142858,-53.857142857142854
BE,2020-05-24,1264.857142857143,-56.857142857142854
BE,2020-05-25,1200.7142857142858,-64.14285714285714
BE,2020-05-26,1133.857142857143,-66.85714285714286
BE,2020-05-27,1066.2857142857142,-67.57142857142857
BE,2020-05-28,996.5714285714286,-69.71428571428571
BE,2020-05-29,927.5714285714286,-69.0
BE,2020-05-30,880.5714285714286,-47.0
BE,2020-05-31,836.1428571428571,-44.42857142857143
BE,2020-06-01,802.2857142857143,-33.857142857142854
BE,2020-06-02,767.2857142857143,-35.0
BE,2020-06-03,731.5714285714286,-35.714285714285715
BE,2020-06-04,697.0,-34.57142857142857
BE,2020-06-05,661.8571428571429,-35.142857142857146
BE,2020-06-06,619.8571428571429,-42.0
BE,2020-06-07,583.4285714285714,-36.42857142857143
BE,2020-06-08,551.5714285714286,-31.857142857142858
BE,2020-06-09,519.8571428571429,-31.714285714285715
BE,2020-06-10,494.42857142857144,-25.428571428571427
BE,2020-06-11,469.2857142857143,-25.142857142857142
BE,2020-06-12,443.2857142857143,-26.0
BE,2020-06-13,421.0,-22.285714285714285
BE,2020-06-14,401.0,-20.0
BE,2020-06-15,381.14285714285717,-19.857142857142858
BE,2020-06-16,364.42857142857144,-16.714285714285715
BE,2020-06-17,349.7142857142857,-14.714285714285714
BE,2020-06-18,334.7142857142857,-15.0
BE,2020-06-19,320.42857142857144,-14.285714285714286
BE,2020-06-20,307.57142857142856,-12.857142857142858
BE,2020-06-21,296.7142857142857,-10.857142857142858
BE,2020-06-22,284.7142857142857,-12.0
BE,2020-06-23,276.0,-8.714285714285714
BE,2020-06-24,268.14285714285717,-7.857142857142857
BE,2020-06-25,259.85714285714283,-8.285714285714286
BE,2020-06-26,252.85714285714286,-7.0
BE,2020-06-27,244.42857142857142,-8.428571428571429
BE,2020-06-28,235.14285714285714,-9.285714285714286
BE,2020-06-29,225.28571428571428,-9.857142857142858
BE,2020-06-30,214.0,-11.285714285714286
BE,2020-07-01,204.42857142857142,-9.571428571428571
BE,2020-07-02,194.85714285714286,-9.571428571428571
BE,2020-07-03,184.14285714285714,-10.714285714285714
BE,2020-07-04,177.85714285714286,-6.285714285714286
BE,2020-07-05,172.42857142857142,-5.428571428571429
BE,2020-07-06,168.57142857142858,-3.857142857142857
BE,2020-07-07,165.0,-3.5714285714285716
BE,2020-07-08,159.57142857142858,-5.428571428571429
BE,2020-07-09,153.85714285714286,-5.714285714285714
BE,2020-07-10,149.42857142857142,-4.428571428571429
BE,2020-07-11,145.0,-4.428571428571429
BE,2020-07-12,142.85714285714286,-2.142857142857143
BE,2020-07-13,141.0,-1.8571428571428572
BE,2020-07-14,141.28571428571428,0.2857142857142857
BE,2020-07-15,145.42857142857142,4.142857142857143
BE,2020-07-16,150.85714285714286,5.428571428571429
BE,2020-07-17,157.0,6.142857142857143
BE,2020-07-18,160.57142857142858,3.5714285714285716
BE,2020-07-19,166.42857142857142,5.857142857142857
BE,2020-07-20,174.42857142857142,8.0
BE,2020-07-21,184.85714285714286,10.428571428571429
BE,2020-07-22,191.85714285714286,7.0
BE,2020-07-23,198.0,6.142857142857143
BE,2020-07-24,203.85714285714286,5.857142857142857
BE,2020-07-25,212.42857142857142,8.571428571428571
BE,2020-07-26,222.71428571428572,10.285714285714286
BE,2020-07-27,231.85714285714286,9.142857142857142
BE,2020-07-28,236.85714285714286,5.0
BE,2020-07-29,243.85714285714286,7.0
BE,2020-07-30,252.42857142857142,8.571428571428571
BE,2020-07-31,262.14285714285717,9.714285714285714
BE,2020-08-01,266.85714285714283,4.714285714285714
BE,2020-08-02,271.14285714285717,4.285714285714286
BE,2020-08-03,272.7142857142857,1.5714285714285714
BE,2020-08-04,277.2857142857143,4.571428571428571
BE,2020-08-05,280.42857142857144,3.142857142857143
BE,2020-08-06,282.42857142857144,2.0
BE,2020-08-07,285.57142857142856,3.142857142857143
BE,2020-08-08,291.57142857142856,6.0
BE,2020-08-09,292.7142857142857,1.1428571428571428
BE,2020-08-10,297.14285714285717,4.428571428571429
BE,2020-08-11,301.0,3.857142857142857
BE,2020-08-12,305.0,4.0
BE,2020-08-13,312.42857142857144,7.428571428571429
BE,2020-08-14,316.57142857142856,4.142857142857143
BE,2020-08-15,320.57142857142856,4.0
BE,2020-08-16,325.2857142857143,4.714285714285714
BE,2020-08-17,324.42857142857144,-0.8571428571428571
BE,2020-08-18,324.7142857142857,0.2857142857142857
BE,2020-08-19,324.85714285714283,0.14285714285714285
BE,2020-08-20,321.2857142857143,-3.5714285714285716
BE,2020-08-21,318.2857142857143,-3.0
BE,2020-08-22,310.7142857142857,-7.571428571428571
BE,2020-08-23,300.14285714285717,-10.571428571428571
BE,2020-08-24,293.57142857142856,-6.571428571428571
BE,2020-08-25,284.7142857142857,-8.857142857142858
BE,2020-08-26,273.2857142857143,-11.428571428571429
BE,2020-08-27,262.0,-11.285714285714286
BE,2020-08-28,251.0,-11.0
BE,2020-08-29,243.0,-8.0
BE,2020-08-30,237.42857142857142,-5.571428571428571
BE,2020-08-31,230.57142857142858,-6.857142857142857
BE,2020-09-01,225.28571428571428,-5.285714285714286
BE,2020-09-02,223.14285714285714,-2.142857142857143
BE,2020-09-03,221.71428571428572,-1.4285714285714286
BE,2020-09-04,220.57142857142858,-1.1428571428571428
BE,2020-09-05,225.42857142857142,4.857142857142857
BE,2020-09-06,229.57142857142858,4.142857142857143
BE,2020-09-07,235.28571428571428,5.714285714285714
BE,2020-09-08,240.85714285714286,5.571428571428571
BE,2020-09-09,247.28571428571428,6.428571428571429
BE,2020-09-10,257.2857142857143,10.0
BE,2020-09-11,269.14285714285717,11.857142857142858
BE,2020-09-12,277.0,7.857142857142857
BE,2020-09-13,291.7142857142857,14.714285714285714
BE,2020-09-14,309.14285714285717,17.428571428571427
BE,2020-09-15,328.85714285714283,19.714285714285715
BE,2020-09-16,351.85714285714283,23.0
BE,2020-09-17,371.7142857142857,19.857142857142858
BE,2020-09-18,396.2857142857143,24.571428571428573
BE,2020-09-19,423.42857142857144,27.142857142857142
BE,2020-09-20,451.57142857142856,28.142857142857142
BE,2020-09-21,484.57142857142856,33.0
BE,2020-09-22,517.1428571428571,32.57142857142857
BE,2020-09-23,546.4285714285714,29.285714285714285
BE,2020-09-24,578.1428571428571,31.714285714285715
BE,2020-09-25,609.2857142857143,31.142857142857142
BE,2020-09-26,639.4285714285714,30.142857142857142
BE,2020-09-27,666.4285714285714,27.0
BE,2020-09-28,690.8571428571429,24.428571428571427
BE,2020-09-29,715.0,24.142857142857142
BE,2020-09-30,742.5714285714286,27.571428571428573
BE,2020-10-01,772.8571428571429,30.285714285714285
BE,2020-10-02,805.5714285714286,32.714285714285715
BE,2020-10-03,839.2857142857143,33.714285714285715
BE,2020-10-04,883.7142857142857,44.42857142857143
BE,2020-10-05,931.8571428571429,48.142857142857146
BE,2020-10-06,989.2857142857143,57.42857142857143
BE,2020-10-07,1052.2857142857142,63.0
BE,2020-10-08,1119.142857142857,66.85714285714286
BE,2020-10-09,1195.7142857142858,76.57142857142857
BE,2020-10-10,1291.4285714285713,95.71428571428571
BE,2020-10-11,1395.4285714285713,104.0
BE,2020-10-12,1515.5714285714287,120.14285714285714
BE,2020-10-13,1645.2857142857142,129.71428571428572
BE,2020-10-14,1789.142857142857,143.85714285714286
BE,2020-10-15,1955.2857142857142,166.14285714285714
BE,2020-10-16,2141.0,185.71428571428572
BE,2020-10-17,2334.714285714286,193.71428571428572
BE,2020-10-18,2548.5714285714284,213.85714285714286
BE,2020-10-19,2791.1428571428573,242.57142857142858
BE,2020-10-20,3070.714285714286,279.57142857142856
BE,2020-10-21,3376.5714285714284,305.85714285714283
BE,2020-10-22,3709.1428571428573,332.57142857142856
BE,2020-10-23,4065.5714285714284,356.42857142857144
BE,2020-10-24,4432.714285714285,367.14285714285717
BE,2020-10-25,4811.142857142857,378.42857142857144
BE,2020-10-26,5173.714285714285,362.57142857142856
BE,2020-10-27,5514.142857142857,340.42857142857144
BE,2020-10-28,5813.285714285715,299.14285714285717
BE,2020-10-29,6098.857142857143,285.57142857142856
BE,2020-10-30,6379.571428571428,280.7142857142857
BE,2020-10-31,6652.857142857143,273.2857142857143
BE,2020-11-01,6865.285714285715,212.42857142857142
BE,2020-11-02,7022.857142857143,157.57142857142858
BE,2020-11-03,7135.0,112.14285714285714
BE,2020-11-04,7191.142857142857,56.142857142857146
BE,2020-11-05,7209.857142857143,18.714285714285715
BE,2020-11-06,7208.142857142857,-1.7142857142857142
BE,2020-11-07,7150.571428571428,-57.57142857142857
BE,2020-11-08,7074.571428571428,-76.0
BE,2020-11-09,7034.571428571428,-40.0
BE,2020-11-10,6968.571428571428,-66.0
BE,2020-11-11,6912.857142857143,-55.714285714285715
BE,2020-11-12,6850.428571428572,-62.42857142857143
BE,2020-11-13,6758.857142857143,-91.57142857142857
BE,2020-11-14,6642.0,-116.85714285714286
BE,2020-11-15,6506.428571428572,-135.57142857142858
BE,2020-11-16,6312.285714285715,-194.14285714285714
BE,2020-11-17,6120.285714285715,-192.0
BE,2020-11-18,5907.714285714285,-212.57142857142858
BE,2020-11-19,5694.428571428572,-213.28571428571428
BE,2020-11-20,5479.571428571428,-214.85714285714286
BE,2020-11-21,5271.428571428572,-208.14285714285714
BE,2020-11-22,5077.142857142857,-194.28571428571428
BE,2020-11-23,4895.0,-182.14285714285714
BE,2020-11-24,4723.142857142857,-171.85714285714286
BE,2020-11-25,4577.0,-146.14285714285714
BE,2020-11-26,4429.0,-148.0
BE,2020-11-27,4277.285714285715,-151.71428571428572
BE,2020-11-28,4123.571428571428,-153.71428571428572
BE,2020-11-29,3983.5714285714284,-140.0
BE,2020-11-30,3846.5714285714284,-137.0
BE,2020-12-01,3722.714285714286,-123.85714285714286
BE,2020-12-02,3604.0,-118.71428571428571
BE,2020-12-03,3492.714285714286,-111.28571428571429
BE,2020-12-04,3386.714285714286,-106.0
BE,2020-12-05,3305.1428571428573,-81.57142857142857
BE,2020-12-06,3225.714285714286,-79.42857142857143
BE,2020-12-07,3160.5714285714284,-65.14285714285714
BE,2020-12-08,3096.0,-64.57142857142857
BE,2020-12-09,3039.8571428571427,-56.142857142857146
BE,2020-12-10,2990.0,-49.857142857142854
BE,2020-12-11,2935.1428571428573,-54.857142857142854
BE,2020-12-12,2883.1428571428573,-52.0
BE,2020-12-13,2836.4285714285716,-46.714285714285715
BE,2020-12-14,2796.714285714286,-39.714285714285715
BE,2020-12-15,2756.714285714286,-40.0
BE,2020-12-16,2721.4285714285716,-35.285714285714285
BE,2020-12-17,2675.285714285714,-46.142857142857146
BE,2020-12-18,2635.5714285714284,-39.714285714285715
BE,2020-12-19,2604.8571428571427,-30.714285714285715
BE,2020-12-20,2571.1428571428573,-33.714285714285715
BE,2020-12-21,2537.4285714285716,-33.714285714285715
BE,2020-12-22,2489.714285714286,-47.714285714285715
BE,2020-12-23,2455.8571428571427,-33.857142857142854
BE,2020-12-24,2430.285714285714,-25.571428571428573
BE,2020-12-25,2406.0,-24.285714285714285
BE,2020-12-26,2386.0,-20.0
BE,2020-12-27,2366.285714285714,-19.714285714285715
BE,2020-12-28,2329.1428571428573,-37.142857142857146
BE,2020-12-29,2300.4285714285716,-28.714285714285715
BE,2020-12-30,2277.0,-23.428571428571427
BE,2020-12-31,2252.1428571428573,-24.857142857142858
BE,2021-01-01,2221.5714285714284,-30.571428571428573
BE,2021-01-02,2180.5714285714284,-41.0
BE,2021-01-03,2143.8571428571427,-36.714285714285715
BE,2021-01-04,2119.714285714286,-24.142857142857142
BE,2021-01-05,2107.5714285714284,-12.142857142857142
BE,2021-01-06,2079.714285714286,-27.857142857142858
BE,2021-01-07,2046.857142857143,-32.857142857142854
BE,2021-01-08,2017.4285714285713,-29.428571428571427
BE,2021-01-09,1994.0,-23.428571428571427
BE,2021-01-10,1975.0,-19.0
BE,2021-01-11,1960.2857142857142,-14.714285714285714
BE,2021-01-12,1944.142857142857,-16.142857142857142
BE,2021-01-13,1930.0,-14.142857142857142
BE,2021-01-14,1921.0,-9.0
BE,2021-01-15,1914.4285714285713,-6.571428571428571
BE,2021-01-16,1913.5714285714287,-0.8571428571428571
BE,2021-01-17,1912.857142857143,-0.7142857142857143
BE,2021-01-18,1916.5714285714287,3.7142857142857144
BE,2021-01-19,1922.2857142857142,5.714285714285714
BE,2021-01-20,1930.857142857143,8.571428571428571
BE,2021-01-21,1935.2857142857142,4.428571428571429
BE,2021-01-22,1932.4285714285713,-2.857142857142857
BE,2021-01-23,1927.857142857143,-4.571428571428571
BE,2021-01-24,1915.2857142857142,-12.571428571428571
BE,2021-01-25,1897.857142857143,-17.428571428571427
BE,2021-01-26,1881.7142857142858,-16.142857142857142
BE,2021-01-27,1863.4285714285713,-18.285714285714285
BE,2021-01-28,1844.142857142857,-19.285714285714285
BE,2021-01-29,1829.5714285714287,-14.571428571428571
BE,2021-01-30,1810.4285714285713,-19.142857142857142
BE,2021-01-31,1801.142857142857,-9.285714285714286
BE,2021-02-01,1791.4285714285713,-9.714285714285714
BE,2021-02-02,1781.0,-10.428571428571429
BE,2021-02-03,1765.2857142857142,-15.714285714285714
BE,2021-02-04,1749.5714285714287,-15.714285714285714
BE,2021-02-05,1727.5714285714287,-22.0
BE,2021-02-06,1710.4285714285713,-17.142857142857142
BE,2021-02-07,1691.4285714285713,-19.0
BE,2021-02-08,1675.857142857143,-15.571428571428571
BE,2021-02-09,1661.142857142857,-14.714285714285714
BE,2021-02-10,1649.2857142857142,-11.857142857142858
BE,2021-02-11,1637.857142857143,-11.428571428571429
BE,2021-02-12,1629.4285714285713,-8.428571428571429
BE,2021-02-13,1618.857142857143,-10.571428571428571
BE,2021-02-14,1612.857142857143,-6.0
BE,2021-02-15,1605.142857142857,-7.714285714285714
BE,2021-02-16,1601.2857142857142,-3.857142857142857
BE,2021-02-17,1601.2857142857142,0.0
BE,2021-02-18,1604.2857142857142,3.0
BE,2021-02-19,1616.0,11.714285714285714
BE,2021-02-20,1631.857142857143,15.857142857142858
BE,2021-02-21,1651.7142857142858,19.857142857142858
BE,2021-02-22,1676.142857142857,24.428571428571427
BE,2021-02-23,1709.142857142857,33.0
BE,2021-02-24,1747.4285714285713,38.285714285714285
BE,2021-02-25,1787.0,39.57142857142857
BE,2021-02-26,1817.857142857143,30.857142857142858
BE,2021-02-27,1845.142857142857,27.285714285714285
BE,2021-02-28,1866.7142857142858,21.571428571428573
BE,2021-03-01,1887.5714285714287,20.857142857142858
BE,2021-03-02,1898.5714285714287,11.0
BE,2021-03-03,1905.0,6.428571428571429
BE,2021-03-04,1911.0,6.0
BE,2021-03-05,1919.142857142857,8.142857142857142
BE,2021-03-06,1927.857142857143,8.714285714285714
BE,2021-03-07,1934.0,6.142857142857143
BE,2021-03-08,1934.5714285714287,0.5714285714285714
BE,2021-03-09,1934.5714285714287,0.0
BE,2021-03-10,1938.142857142857,3.5714285714285716
BE,2021-03-11,1948.857142857143,10.714285714285714
BE,2021-03-12,1965.7142857142858,16.857142857142858
BE,2021-03-13,1983.142857142857,17.428571428571427
BE,2021-03-14,2008.857142857143,25.714285714285715
BE,2021-03-15,2042.142857142857,33.285714285714285
BE,2021-03-16,2076.1428571428573,34.0
BE,2021-03-17,2112.5714285714284,36.42857142857143
BE,2021-03-18,2146.285714285714,33.714285714285715
BE,2021-03-19,2183.4285714285716,37.142857142857146
BE,2021-03-20,2228.714285714286,45.285714285714285
BE,2021-03-21,2275.714285714286,47.0
BE,2021-03-22,2325.8571428571427,50.142857142857146
BE,2021-03-23,2375.8571428571427,50.0
BE,2021-03-24,2434.1428571428573,58.285714285714285
BE,2021-03-25,2497.5714285714284,63.42857142857143
BE,2021-03-26,2561.5714285714284,64.0
BE,2021-03-27,2628.1428571428573,66.57142857142857
BE,2021-03-28,2697.5714285714284,69.42857142857143
BE,2021-03-29,2764.1428571428573,66.57142857142857
BE,2021-03-30,2838.8571428571427,74.71428571428571
BE,2021-03-31,2887.8571428571427,49.0
BE,2021-04-01,2920.714285714286,32.857142857142854
BE,2021-04-02,2954.285714285714,33.57142857142857
BE,2021-04-03,2997.0,42.714285714285715
BE,2021-04-04,3029.285714285714,32.285714285714285
BE,2021-04-05,3053.5714285714284,24.285714285714285
BE,2021-04-06,3066.5714285714284,13.0
BE,2021-04-07,3082.4285714285716,15.857142857142858
BE,2021-04-08,3105.5714285714284,23.142857142857142
BE,2021-04-09,3128.4285714285716,22.857142857142858
BE,2021-04-10,3123.1428571428573,-5.285714285714286
BE,2021-04-11,3106.714285714286,-16.428571428571427
BE,2021-04-12,3092.8571428571427,-13.857142857142858
BE,2021-04-13,3078.285714285714,-14.571428571428571
BE,2021-04-14,3062.285714285714,-16.0
BE,2021-04-15,3050.1428571428573,-12.142857142857142
BE,2021-04-16,3039.4285714285716,-10.714285714285714
BE,2021-04-17,3035.5714285714284,-3.857142857142857
BE,2021-04-18,3039.714285714286,4.142857142857143
BE,2021-04-19,3033.5714285714284,-6.142857142857143
BE,2021-04-20,3023.285714285714,-10.285714285714286
BE,2021-04-21,3014.1428571428573,-9.142857142857142
BE,2021-04-22,2997.4285714285716,-16.714285714285715
BE,2021-04-23,2970.4285714285716,-27.0
BE,2021-04-24,2935.4285714285716,-35.0
BE,2021-04-25,2897.0,-38.42857142857143
BE,2021-04-26,2866.5714285714284,-30.428571428571427
BE,2021-04-27,2832.8571428571427,-33.714285714285715
BE,2021-04-28,2796.714285714286,-36.142857142857146
BE,2021-04-29,2763.1428571428573,-33.57142857142857
BE,2021-04-30,2735.8571428571427,-27.285714285714285
BE,2021-05-01,2699.714285714286,-36.142857142857146
BE,2021-05-02,2652.8571428571427,-46.857142857142854
BE,2021-05-03,2599.4285714285716,-53.42857142857143
BE,2021-05-04,2542.285714285714,-57.142857142857146
BE,2021-05-05,2481.4285714285716,-60.857142857142854
BE,2021-05-06,2413.4285714285716,-68.0
BE,2021-05-07,2341.0,-72.42857142857143
BE,2021-05-08,2270.0,-71.0
BE,2021-05-09,2204.8571428571427,-65.14285714285714
BE,2021-05-10,2134.8571428571427,-70.0
BE,2021-05-11,2079.1428571428573,-55.714285714285715
BE,2021-05-12,2027.2857142857142,-51.857142857142854
BE,2021-05-13,1974.4285714285713,-52.857142857142854
BE,2021-05-14,1917.857142857143,-56.57142857142857
BE,2021-05-15,1867.142857142857,-50.714285714285715
BE,2021-05-16,1821.0,-46.142857142857146
BE,2021-05-17,1782.142857142857,-38.857142857142854
BE,2021-05-18,1736.857142857143,-45.285714285714285
BE,2021-05-19,1692.142857142857,-44.714285714285715
BE,2021-05-20,1649.142857142857,-43.0
BE,2021-05-21,1602.7142857142858,-46.42857142857143
BE,2021-05-22,1573.2857142857142,-29.428571428571427
BE,2021-05-23,1539.142857142857,-34.142857142857146
BE,2021-05-24,1500.0,-39.142857142857146
BE,2021-05-25,1455.7142857142858,-44.285714285714285
BE,2021-05-26,1415.0,-40.714285714285715
BE,2021-05-27,1374.857142857143,-40.142857142857146
BE,2021-05-28,1332.0,-42.857142857142854
BE,2021-05-29,1296.1666666666667,-52.5
BE,2021-05-30,1262.8,-46.2
BE,2021-05-31,1237.0,-33.5
