walk,MAE(t+1),MSE(t+1),MAE(t+2),MSE(t+2),MAE(t+3),MSE(t+3),MAE(t+4),MSE(t+4),MAE(t+5),MSE(t+5),MAE(t+6),MSE(t+6),MAE(t+7),MSE(t+7),MAE(t+8),MSE(t+8),MAE(t+9),MSE(t+9),MAE(t+10),MSE(t+10),MAE(t+11),MSE(t+11),MAE(t+12),MSE(t+12),MAE(t+13),MSE(t+13),MAE(t+14),MSE(t+14),MAE(t+15),MSE(t+15),MAE(t+16),MSE(t+16),MAE(t+17),MSE(t+17),MAE(t+18),MSE(t+18),MAE(t+19),MSE(t+19),MAE(t+20),MSE(t+20),nb_test_datapoints,days_train,days_valid,days_test
walk 1,16.584074483922063,636.8383941908281,18.823315667488387,828.8344770666083,21.065888641913894,1049.190551127554,23.197443265960885,1287.1417069507982,25.188278524161714,1534.790845016438,27.15013995684994,1805.072651437011,28.995434224025544,2089.3850211495956,30.83104461546108,2396.6044881887597,32.56931635724635,2728.159018011288,34.242313976300366,3077.8033549774277,35.88956446006811,3429.260083713852,37.50557678645954,3803.185945526824,39.14441003683172,4196.874825935694,40.78553514626667,4620.890086642198,42.410259911753435,5069.831407136216,44.07379790674086,5541.621413729662,45.75606954565901,6038.699434543524,47.512551706684164,6570.616470312363,49.351904347578724,7139.989904201866,51.25699505123478,7732.546363623751,690,250,10,30
walk 2,6.968780371718904,93.00577403565018,7.910650880396975,119.4898748500846,8.789676313916774,146.86362412851236,9.668736200256244,178.54887080163587,10.620025885674673,216.57309958880285,11.48867810334464,256.19088256320435,12.272884448712656,295.94805959402106,13.150988622432259,338.35882047246685,14.02368622140542,383.49339743155844,14.875184420078746,432.220937159747,15.704005646946108,485.02682567589454,16.472111363673005,540.3817145337503,17.289185898602163,599.6308458544081,18.099843119914702,662.0897781895125,18.951619274847978,730.2315899680297,19.848474503147813,804.5789764672925,20.722771671000128,883.1145595495113,21.503061848492045,959.4482217147349,22.211730970152395,1034.4328245922748,22.906721447264072,1111.7055766242152,690,280,10,30
walk 3,6.6654034887318225,92.8072126310759,7.616864655229987,121.61169237532424,8.609547453615733,153.86722254873658,9.570920254158636,187.7413985372928,10.530260338340819,224.42704513553122,11.496147210572895,265.0512570910073,12.514359348743442,310.03605613588877,13.475103584920298,356.4917875737145,14.462199008022868,407.02690144542765,15.43339417848679,460.2002001668054,16.40475585555915,517.5970687521657,17.385992595100305,578.0306826524044,18.347928186444392,642.5057197809244,19.217015839238634,706.5902950225698,20.04078179036439,771.1808262842528,20.89158319457781,838.3724224521699,21.796424184221245,909.6952047680936,22.74977646353475,983.7406696321674,23.66829657367936,1056.9595505672487,24.6105545998122,1129.1802134057841,690,310,10,30
walk 4,5.104474905404439,61.57773529921256,5.868180978635109,82.37055591944981,6.648589530119736,107.98733793873583,7.487378676253269,139.62764441951586,8.396317632274496,175.25381789252094,9.340449913292204,215.91460267771353,10.267863165191605,258.195304274637,11.2396667564835,304.1651978218905,12.25759737642699,356.3803542482403,13.318665705549682,415.398322990511,14.43793835800991,482.76891291648735,15.586968328431787,557.9575084197746,16.729381023773808,638.3419785250438,17.93450612635312,730.3682716888311,19.0666303407436,821.3992633990056,20.241151743636646,918.2068621867043,21.376927726612863,1025.2475297333124,22.466293412433572,1135.9599761132406,23.63240780531392,1255.4453719481116,24.856756015233564,1381.930735587433,690,340,10,30
walk 5,7.545113157706863,146.32705757137856,9.085654407819131,219.76831729673466,10.512343482636561,295.1427655866127,11.797194950911642,355.275068037773,12.855201661841893,406.16850508702186,13.814367470642562,458.1341097464905,14.530177192509738,495.0256049407601,15.28397149351592,550.5923322268329,16.204634203635507,606.9751071909916,16.854956623070954,644.0084229388887,17.3946857216553,687.6378283057177,17.392711938961394,678.981482710782,17.326455896475725,658.5553571514662,16.92433806138405,636.1683614750186,16.418463003521282,589.4529057601401,16.785096737345615,618.5806866140894,16.928325583751896,659.2407016545816,17.305177480384227,661.1830710815564,18.277777585861443,733.1851031138472,18.73464385318861,795.331004331508,92,370,10,4
