Period,MAE(t+1),MSE(t+1),MAE(t+2),MSE(t+2),MAE(t+3),MSE(t+3),MAE(t+4),MSE(t+4),MAE(t+5),MSE(t+5),MAE(t+6),MSE(t+6),MAE(t+7),MSE(t+7),MAE(t+8),MSE(t+8),MAE(t+9),MSE(t+9),MAE(t+10),MSE(t+10),MAE(t+11),MSE(t+11),MAE(t+12),MSE(t+12),MAE(t+13),MSE(t+13),MAE(t+14),MSE(t+14),MAE(t+15),MSE(t+15),MAE(t+16),MSE(t+16),MAE(t+17),MSE(t+17),MAE(t+18),MSE(t+18),MAE(t+19),MSE(t+19),MAE(t+20),MSE(t+20),nb_test_datapoints,days_train,days_valid,days_test,epochs
Jan 2021,2.7110799007808937,15.898531467579696,3.99719488631506,31.98477108691814,5.074734455525004,49.582332225877586,6.005209376878375,67.87348631105473,6.882789014898159,86.28079129910864,7.642356256550386,107.50885938999083,8.454217599212617,133.62043178015904,8.734522167647734,152.16853414747038,9.155880593609844,175.63772303711835,9.542576700699785,202.74045184544914,9.8873973708608,227.52331878689313,10.240633241908391,254.69465625286804,10.710879707439132,278.4572293907353,11.169905941535557,300.96571741484223,11.60428780377018,317.16487514722803,11.992386381651446,332.1755797833643,12.253055574127965,339.5868899613589,12.458625556584993,343.35830666787325,12.668202814717157,346.807315071506,12.8086555810353,348.2638516088138,713.0,305.0,0.0,31.0,0.0
Feb 2021,2.458961961921487,13.935956092395536,3.663930829267328,32.7677462718678,4.8014640879504125,61.64124096954225,5.786823509563462,91.86490639800756,6.74023963341749,129.1698887109135,7.501774611680408,164.94916945505128,8.231810123845609,201.86306825850943,8.462954737669149,222.82554576793987,8.633318578188103,236.75690620697716,8.729370047699446,239.62415807378136,8.879991172329461,245.57690886742526,9.050133102521404,245.6766362413021,9.139307940221784,245.7795029996655,9.191437441151605,241.80051298837313,9.15128658695383,241.41963626412078,9.244897953128017,243.39884926936313,9.376663721456609,252.90423716455768,9.480257286530682,264.39286100686894,9.569653909200564,277.0491874407084,9.730701049563356,292.2652479818911,644.0,336.0,0.0,28.0,0.0
Mar 2021,2.3886995935154633,12.638004848295507,3.6736124789928577,31.094111247420123,4.775195378237679,52.09110565801225,5.7046683637245765,73.84125551952381,6.57804041717853,99.14723501197938,7.318172703227472,124.77736811349986,7.976557815013414,149.10046550636065,8.234421987971022,161.1859650706583,8.559206580156147,173.35755876520827,8.895411764663606,186.8158406140831,9.276297405624863,208.80012856636088,9.742736907738932,236.4328974723447,10.234622360425282,265.05770961100745,10.765177339587112,297.536627784576,11.36706069530108,334.1589433140209,11.813864923044795,365.3793677490604,12.21338409939873,393.9858315861601,12.608896017806071,418.5903486805922,12.921057881880364,441.15674080252097,13.225005014578425,465.527091225081,713.0,364.0,0.0,31.0,0.0
Apr 2021,2.9111801221349745,18.82522801326607,4.254037352128426,41.86687328059506,5.282194676924315,65.04025277655711,6.3122153120659155,92.30008634308028,7.196273320570865,120.68009443718246,8.201863425584438,158.0787644549908,9.265838580030964,200.50144993941979,9.940165729789888,230.63238927183136,10.620704027587715,265.1918979234824,11.360041499955441,306.87651954958005,12.00476199546154,348.54360268474915,12.57204977437761,384.6745099453991,13.150724720988826,421.1236378323401,13.70703940211059,461.56898045322606,14.288819953209979,506.3140263081207,14.932091190439188,557.4435448369554,15.506625359210773,607.3873200583196,15.992546688063406,657.3994172098068,16.51180136012178,712.1684214884434,17.032505287945746,762.7404706467547,690.0,395.0,0.0,30.0,0.0
May 2021,2.6754657943611555,13.772478011870254,3.9751553237129658,31.048506868478906,4.927018675467244,46.71672668269199,5.664078701140967,62.26508598313633,6.237577651382478,79.65387574580173,6.743788860877103,97.19114413327004,7.026397531848266,109.72471249693866,6.866977245942154,109.30590329796514,6.545031152866146,105.67694741277455,6.1765011099492995,98.71421372519998,5.922877856694145,90.34154286310023,6.078675044773773,91.76737781843204,6.259316851664526,94.22781778390477,6.342650270887782,97.24179422649308,6.587474215073861,95.7559172424824,6.683747471273561,95.04799021243865,6.826604662196973,96.45112639487733,7.032522538073975,96.55564142569824,6.948050491099444,94.44173771802315,7.158281699094466,101.58888266400365,276.0,425.0,0.0,12.0,0.0
mean,2.6290774745427945,15.01403968668141,3.9127861740833274,33.752401751056006,4.972121454820931,55.01433166253624,5.894599052674659,77.62896411096054,6.726984007489504,102.98637704099716,7.48159117158396,130.50106110936056,8.190964329990175,158.96202559627753,8.447808373803989,175.223667511173,8.702828186481591,191.32420666911216,8.940780224593516,206.95423676161872,9.19426516019416,224.15710035370572,9.536845614264022,242.64921554606923,9.89897031614791,260.92917952353065,10.235242079054528,279.8227265735021,10.599785850861787,298.96267965519456,10.933397583907402,318.6890663702364,11.235266683278208,338.0630810330547,11.514569617411826,356.05931499816785,11.723753291403863,374.32468050424046,11.991029726443458,394.07710882530887,607.2,365.0,0.0,26.4,0.0
