Period,MAE(t+1),MSE(t+1),MAE(t+2),MSE(t+2),MAE(t+3),MSE(t+3),MAE(t+4),MSE(t+4),MAE(t+5),MSE(t+5),MAE(t+6),MSE(t+6),MAE(t+7),MSE(t+7),MAE(t+8),MSE(t+8),MAE(t+9),MSE(t+9),MAE(t+10),MSE(t+10),MAE(t+11),MSE(t+11),MAE(t+12),MSE(t+12),MAE(t+13),MSE(t+13),MAE(t+14),MSE(t+14),MAE(t+15),MSE(t+15),MAE(t+16),MSE(t+16),MAE(t+17),MSE(t+17),MAE(t+18),MSE(t+18),MAE(t+19),MSE(t+19),MAE(t+20),MSE(t+20),MAE(t+21),MSE(t+21),MAE(t+22),MSE(t+22),MAE(t+23),MSE(t+23),MAE(t+24),MSE(t+24),MAE(t+25),MSE(t+25),MAE(t+26),MSE(t+26),MAE(t+27),MSE(t+27),MAE(t+28),MSE(t+28),MAE(t+29),MSE(t+29),MAE(t+30),MSE(t+30),nb_test_datapoints,days_train,days_valid,days_test,epochs
Dec 2020,39.65361118417372,5317.285602029822,41.50831006838078,6155.235572560765,43.626146089394815,6569.080667244471,46.452550783435775,7203.2099440394095,50.08517933864618,8220.796770426141,53.16427976850724,9470.033292142467,55.073627728636666,10107.359240138454,55.558393537449575,10301.453931028318,55.16441641306296,10156.25270295491,54.59302901101714,10156.005740705694,55.76665262066421,10320.182889630765,57.296647991204125,10791.146881783421,58.755838646456134,11523.822133172329,61.107810363386726,12597.541977487588,63.95342938132343,14191.150268994596,66.90610094511473,16317.82034396381,71.36022361016937,19047.202698944955,76.23488390151924,22513.756766286657,81.11959164261637,26812.988138719065,85.56601946252643,31193.98422247593,89.59610343500485,35253.73426434262,92.79824374607254,38742.42839299681,96.50684833560828,42211.47085056068,100.06635086401046,45199.84119017293,103.63788064862494,48537.180936276774,106.9072224140067,51991.25254479617,110.80853649846982,56063.498807296564,114.94134583342259,59888.02756419618,118.30873875090141,63216.09621636406,120.1535109984018,65130.686352880526,713.0,274.0,0.0,31.0,3000.0
Jan 2021,81.7019974341237,37773.95852580293,81.45248688774493,36471.18057785681,81.94503180805901,35605.125891004776,84.0390245107185,37783.89888094496,86.23169077581932,39971.83216967907,88.10495115846638,42669.8264052351,89.54250504661736,45240.06207174136,90.65229721931044,47113.49062314617,92.01291948860964,49288.29903599608,94.19771558233224,53388.40932038211,96.6238175747314,57533.12317888375,98.60709625143168,60517.509622401885,100.34207406053827,62263.8651752422,100.79642039527965,62909.57720155945,100.38120469506472,62576.08866718072,100.09659991131636,62811.40004336784,101.40204134351987,64693.95167446169,104.09055260304532,68169.49703346602,106.19370889959194,69808.67781115857,108.23278620959226,71976.59239255256,110.52231271866559,74507.41855624357,113.07805721747492,75198.2190916358,115.40142268114874,74532.31474345365,117.47574777277624,73135.73902987386,118.52739858991814,71479.21349357223,119.36335011916184,70375.01782471195,119.8609579606956,69764.77212178658,120.69783147011462,70088.1726962214,122.34680719114587,71569.0829311863,125.12862317507587,74280.1261168029,713.0,305.0,0.0,31.0,3000.0
Feb 2021,43.99986462156616,6896.687429662164,44.76108581466834,7310.964926241809,46.589238889385044,8229.087999212908,48.4782804051611,9296.701792957407,50.719388724776096,10639.882501995216,52.90738309994665,12129.374081539772,55.05666710681534,13638.508437004588,57.05429157005241,15003.616749016754,58.84348544318213,16129.230404179914,60.211976363053516,17114.95449309642,61.359988514712384,17999.647765397483,62.12796014168709,18625.47256751487,62.81156632174676,19212.88669002663,63.8156769965757,19894.803209318176,64.94394757712047,20598.780262731725,66.94037035642299,21280.14387902202,69.23525542257522,21931.67881273437,72.0749631076933,22620.617759526325,75.32519880263649,23601.15128480479,78.62583725190066,24858.720371783817,81.75837934388338,26300.98404786048,84.95865352944955,27801.57476975865,88.11925979894336,29585.836241454042,91.29276099890974,31561.77060805779,94.04818859487293,33376.72270429468,96.57625592864561,35411.329241691186,99.90280811608177,37892.76334498407,103.2762076186457,40625.04063940436,105.83627121603047,42841.359799800935,107.16017734234532,43409.1174374454,644.0,336.0,0.0,28.0,3000.0
Mar 2021,56.71402360154585,12691.24544889431,54.08534240838105,10914.682076790607,56.04029305031982,11917.04853322599,56.719119943997654,12082.011389811229,57.915677443090026,12504.450592269319,57.8896990573547,12470.891067892822,58.021934672176606,12622.727844152889,58.236422432098074,12809.03821993494,59.47135146533586,13183.804295978627,60.523265043915984,13357.28274652327,61.43139283343872,13390.202445373436,62.67897921281011,13546.88792326766,63.78114281990855,13758.374062425173,64.60988429165636,13809.110641025396,65.21010372058275,13645.00525593984,65.71449527223444,13325.75823474683,65.62812197132823,12947.169275908076,65.27883542336956,12587.333866721365,64.57791266397555,12210.655582196836,63.6233944587164,11790.0798466481,63.09668732115057,11552.372876807502,63.299629200508804,11606.070701888819,63.44965041475899,11747.315691351554,63.485614083939105,11969.483656863973,63.307968292952545,12285.187036832695,63.05520485732654,12575.745434495344,62.539400376025775,12897.598872398561,62.497966009137066,13380.687307747798,62.564008515141374,13994.851214344022,63.357935876865064,14774.963266636316,713.0,364.0,0.0,31.0,3000.0
Apr 2021,42.96763396531581,5446.519998779041,44.72308475021442,6045.234274646675,45.64474633602516,6133.571485165181,45.50794180102633,6048.101113448405,45.36236720929076,5987.200486896177,45.570734128877184,6115.0090862702555,44.9926733603909,6195.527828026485,44.261551834026044,6156.214248670464,43.7695583887193,6023.771792172377,43.30070239856901,5834.912930820752,43.30220349197523,5656.397558732423,43.555443158013645,5730.477631806894,43.73694223499349,5909.512136620917,43.83121013464499,6174.371506954854,44.174136438304714,6581.888083836747,44.933897847805504,7105.81363470423,46.01869682575062,7676.5941676989705,47.6180486174378,8196.852608575718,49.341435975612285,8765.702678745009,51.38346834431327,9364.697893745511,53.50500381479151,10038.220279310031,55.90183564776733,10762.6856180925,58.069338503042275,11531.313434505752,60.75464261551406,12446.123458234973,63.71727727522009,13488.141413538031,66.61034773974679,14519.185001720647,69.35735309618966,15566.716345133555,71.910521649278,16621.63014440046,73.75676329762067,17464.014328262514,74.65551029835044,17981.166185762726,535.0,395.0,0.0,28.0,3000.0
mean,53.00742616134505,13625.139401033655,53.30606198587791,13379.459485619333,54.76909123463677,13690.782915170665,56.23938348886787,14482.78462424028,58.062860698324485,15464.832504253185,59.527409442630436,16571.026786616083,60.53748158292736,17560.837084212755,61.152591318587305,18276.762754359333,61.85234623978198,18956.27164625638,62.56533767977758,19970.31304630565,63.69681100710439,20979.91076760357,64.85322535102934,21842.298925354942,65.88551281672864,22533.69203949745,66.83220043630868,23077.08090726909,67.73256436247922,23518.582507736726,68.91829286657881,24168.187227160943,70.72886783466866,25259.319325949615,73.05945673061305,26817.61160691522,75.31156959688653,28239.835099124855,77.48630114540981,29836.814945441183,79.69569732669918,31530.546004912845,82.00728386825462,32822.19571487451,84.30930394670034,33921.65019226513,86.61502326702991,34862.5915886407,88.64774268031772,35833.28911690288,90.50247621177749,36974.506009483055,92.49381120949252,38437.06989831986,94.66477451611959,40120.71167039404,96.56251779416796,41817.08089799157,98.0911515382077,43115.211871905565,663.6,334.8,0.0,29.8,3000.0
