walk,MAE(t+1),MSE(t+1),MAE(t+2),MSE(t+2),MAE(t+3),MSE(t+3),MAE(t+4),MSE(t+4),MAE(t+5),MSE(t+5),MAE(t+6),MSE(t+6),MAE(t+7),MSE(t+7),MAE(t+8),MSE(t+8),MAE(t+9),MSE(t+9),MAE(t+10),MSE(t+10),MAE(t+11),MSE(t+11),MAE(t+12),MSE(t+12),MAE(t+13),MSE(t+13),MAE(t+14),MSE(t+14),MAE(t+15),MSE(t+15),MAE(t+16),MSE(t+16),MAE(t+17),MSE(t+17),MAE(t+18),MSE(t+18),MAE(t+19),MSE(t+19),MAE(t+20),MSE(t+20),nb_test_datapoints,days_train,days_valid,days_test
walk 1,209.66660851585308,118124.58523118778,230.09083681995116,146155.24533669598,250.91474150749883,177164.78339895816,271.7821218887464,210997.1246571594,292.4827926349294,247512.5537012116,313.0341684673827,286576.42161842034,333.2468986825862,328191.14861410996,353.21701864376166,372167.64459745033,372.6259933933479,418269.9281454623,391.6614226015819,466142.8442764472,410.2069765703385,515517.32512398093,428.305690010676,566366.8583555585,446.14229490668134,618767.7130133868,463.89772844092494,672713.3200162372,481.53372393293716,727932.380570938,499.12150944692297,784213.2871997752,516.7419119133949,841721.5606199824,534.4376991352557,900549.8096727252,552.0966919896815,960590.0587878845,569.8363348181722,1021621.1826401948,690.0,250.0,10.0,30.0
walk 2,47.507326000120436,5643.254991995162,54.56448900316968,7524.744919722696,61.90907290406496,9743.827277520766,69.55700524823376,12348.9850004748,77.54930454642272,15318.654475625553,85.8341683511611,18646.537728205236,94.60847726666127,22350.029915609535,103.65691632139281,26383.568996313716,113.0186302440666,30761.71282205781,122.69593299291138,35581.77244390065,132.6696431141064,40840.480751609495,142.90392612857858,46521.55546281965,153.42002579232962,52655.63276909111,164.14784905664632,59257.37899642413,175.06574560997092,66488.65727813795,186.11897672335832,74368.04405643576,197.28012848471673,82870.79502736367,208.55118455659237,91972.64873108828,219.98958072186227,101835.73199670811,231.60711685631824,112500.80004784501,690.0,280.0,10.0,30.0
walk 3,51.09453336352974,5636.343989957813,59.46261594174678,7650.702503591807,67.98216081892734,9978.25495614548,76.51310417782051,12575.341750667687,85.06712832630433,15423.74181118147,93.72398600968306,18502.576482642802,102.42835688720672,21803.63068087685,111.20109943143167,25309.15289745008,119.89720262227826,29000.007836680856,128.5789585755282,32847.34442238255,137.20802615083738,36839.32416790146,145.81831286794545,40963.50418577187,154.2658058163102,45166.746012512885,162.62246717330254,49393.85362857822,170.69317126072963,53623.034515549036,178.70446580711354,57875.77538846486,186.52701810078588,62177.129195476606,194.21696519725876,66497.5134651651,201.7758681454762,70846.97599498658,209.3164769620026,75278.20200364717,690.0,310.0,10.0,30.0
walk 4,39.466635738397606,4310.671519720172,45.614580210503014,5749.110840295173,52.095499795898725,7505.89027928962,58.93978080358166,9642.461718372973,66.22291244901672,12220.967335616497,73.89247308541118,15278.245104732325,81.95210093870814,18852.1714658242,90.28131445803851,22984.919747064912,98.92121973194374,27718.46359240064,107.82168465179598,33098.88838005079,117.0181623328574,39145.954436689186,126.38621783614242,45900.32978513572,136.02062558894684,53380.894500998365,145.922027105452,61632.89735501876,156.0691677137324,70713.19716867655,166.74637564490348,80720.58679581627,177.93330012431412,91725.83001987971,189.4105391188734,103694.83008240307,201.21069250186505,116569.70156415646,213.28442934061886,130376.11569547304,690.0,340.0,10.0,30.0
walk 5,43.322770868353416,3873.7085356724774,52.87389037646029,6228.734495057324,63.5922831796975,9327.35919382825,75.37862095972285,13282.064747175731,87.70962431018879,18115.654179823032,100.19376203816645,23632.094106437766,112.57924563698745,29871.564062572852,124.8990380030838,36651.03137904866,137.21129715422083,43862.85518510011,149.28614160257098,51171.38195675136,161.11929203617728,58408.09155328684,172.43414505167257,65639.52648399184,184.2213321766107,73287.27618624912,197.07900548702753,81870.15523339133,210.22315572027318,90964.17698281421,223.09246123302205,99958.85819444314,234.50369221160943,108278.72277683014,244.1354200846067,115519.19568248431,252.93484982095796,122173.88353400392,260.17216775606715,127745.5327363086,92.0,370.0,10.0,4.0
mean,78.21157489725087,27517.712853706682,88.52128247036617,34661.70761907259,99.29875164121748,42744.02302114845,110.43412661562104,51769.19557477012,121.8063524533724,61718.314300691636,133.33571159036092,72527.1750080877,144.96301588242994,84213.70894779867,156.6510773715417,96699.26352346555,168.33486862917147,109922.59351634033,180.00882808487768,123768.44629590651,191.6444200408634,138150.2352066936,203.169658379003,153078.3548546555,214.81401685617575,168651.6524964476,226.73381545267065,184973.52104592993,238.71699284752867,201944.28930322317,250.7567577710641,219427.3103269871,262.5972101669642,237354.80752790655,274.1503616185174,255646.79952677322,285.60153663596856,274403.27037554793,296.8433051466358,293504.36662469374,570.4,310.0,10.0,24.8
