name,MAE(t+1),MSE(t+1),MAE(t+2),MSE(t+2),MAE(t+3),MSE(t+3),MAE(t+4),MSE(t+4),MAE(t+5),MSE(t+5),MAE(t+6),MSE(t+6),MAE(t+7),MSE(t+7),MAE(t+8),MSE(t+8),MAE(t+9),MSE(t+9),MAE(t+10),MSE(t+10),MAE(t+11),MSE(t+11),MAE(t+12),MSE(t+12),MAE(t+13),MSE(t+13),MAE(t+14),MSE(t+14),MAE(t+15),MSE(t+15),MAE(t+16),MSE(t+16),MAE(t+17),MSE(t+17),MAE(t+18),MSE(t+18),MAE(t+19),MSE(t+19),MAE(t+20),MSE(t+20),nb_test_datapoints,days_train,days_valid,days_test
walk 1 model 1,3575.513376186992,27826033.678894468,1129.3649136763559,2872802.7035146197,5681.6201113477755,70868117.41782504,1308.3793718355228,3840966.494135533,940.0282528910813,2201058.532020765,3980.219186361876,34172169.71388358,720.8221352024358,1122165.7630842219,715.8801502831977,1041479.955433586,1990.2822601207772,8364880.991605984,2341.313663652866,11602721.24600602,2471.627109999095,12862341.538481198,1588.6061929169703,5210675.385689204,1676.2426527478765,5877831.797215865,3123.5956569363625,20980334.64821242,1288.7415857216336,4599576.528324656,391.1414073067419,545421.0260549223,450.40262007143167,558782.1477742136,585.1671905951963,1000298.3043980681,776.3759798631295,1256935.253977318,581.1704350230243,692758.160459814,690.0,250.0,10.0,30.0
walk 1 model 2,1244.1256485118074,3300932.6205040882,1228.355604944346,3195678.973733251,1213.7670191308696,3099636.531080038,1200.226793221065,3011609.603929743,1187.7069636707713,2931140.5398693494,1176.1583929605117,2857606.283276142,1165.4399369509135,2790050.4359139283,1155.6180486538224,2728465.1554990904,1146.6378001575697,2672412.33248406,1138.4132218889063,2621377.9554643766,1130.9291196496124,2575216.749100349,1124.125598021854,2533460.996374349,1117.956078756506,2495600.993426866,1112.3766400214865,2461329.9286406636,1107.2955419037883,2429927.4674825408,1102.6966449542065,2401191.385468288,1098.5259325695367,2374781.2573255002,1094.7514742924814,2350555.9090737617,1091.2752933986546,2328007.623990724,1088.0560176427048,2306971.4134281497,690.0,250.0,10.0,30.0
walk 1 model assembled,3575.513376186992,27826033.678894468,1129.3649136763559,2872802.7035146197,5681.6201113477755,70868117.41782504,1286.74886227307,3642674.142592327,940.0282528910813,2201058.532020765,3980.219186361876,34172169.71388358,809.7456700914153,1392663.294812728,803.827711129831,1312262.6376181426,1821.5534048882064,6964029.196473625,2100.733620805522,9284141.833188934,2253.0579169717626,10637726.483368522,1588.6061929169703,5210675.385689204,1564.585360861638,5072486.65864662,3123.5956569363625,20980334.64821242,817.8833526026884,2075436.6882299336,391.1414073067419,545421.0260549223,450.40262007143167,558782.1477742136,585.1671905951963,1000298.3043980681,776.3759798631295,1256935.253977318,581.1704350230243,692758.160459814,690.0,250.0,10.0,30.0
walk 2 model 1,991.230688319352,1881539.269182785,301.2885400748402,167030.96428033616,1438.157437238834,3876518.6028292226,2440.4155478009525,11722726.242759373,1491.3467313078368,4288852.096149268,255.63070226337587,116953.45170220123,887.3003331656286,1780880.2870067437,682.4532022346993,931516.252801347,465.85532968740307,397611.8166807653,218.9639189242331,139553.91680192403,887.4017287054235,1507134.5720253643,250.9701987777929,111860.02745253172,798.6397876809591,1150153.4660040392,349.1439848534561,370446.7399170168,1378.950695063116,4353917.968100615,1313.2786580685333,3205398.7105717356,1825.011932008754,6373324.461554258,1225.938103284501,3360572.417954368,1829.2027701657744,6419339.320910346,503.0680478264828,454738.63757881644,690.0,280.0,10.0,30.0
walk 2 model 2,1072.8924442395326,2190614.5385815627,1073.7412036246753,2186683.917905957,1075.8428762971448,2187758.728362116,1078.7431129614524,2192040.0159760495,1082.0714265171937,2198016.304256218,1085.6365617472302,2204867.8262780393,1089.3673144684096,2212378.6685646465,1093.1037549193693,2220031.49339306,1096.8668731676214,2227915.4053604486,1100.6809735949473,2236358.6811051043,1104.525203892862,2245305.4148069224,1108.3545916488856,2254637.159998127,1112.184052849616,2264468.638737779,1116.0015423002799,2274815.6332451114,1119.8640031441846,2286152.1122021438,1123.7097058575355,2298295.440947582,1127.5025718019901,2311001.273574696,1131.2337464222405,2324244.950881921,1134.9923927709724,2338240.0035322336,1138.703619834759,2352621.5542002334,690.0,280.0,10.0,30.0
walk 2 model assembled,991.230688319352,1881539.269182785,301.2885400748402,167030.96428033616,1438.157437238834,3876518.6028292226,2168.0811364438464,9206166.748602206,1491.3467313078368,4288852.096149268,352.83618990264347,224364.79191221457,726.3004855730519,1229751.0529487599,682.4532022346993,931516.252801347,465.85532968740307,397611.8166807653,192.32862405954688,66123.44735705908,930.8264186240933,1639879.4959198309,250.9701987777929,111860.02745253172,798.6397876809591,1150153.4660040392,215.80119974756337,149586.7467725105,1378.950695063116,4353917.968100615,1313.2786580685333,3205398.7105717356,1685.510099249201,5391793.484286843,1225.938103284501,3360572.417954368,1690.3607232940362,5431844.391462983,503.0680478264828,454738.63757881644,690.0,280.0,10.0,30.0
walk 3 model 1,3382.7957774831684,21128115.38822887,793.4193108908142,1253001.869791058,141.2613887834253,40253.54900782283,1285.0306700973829,3031873.0129833333,3306.6699236307118,20022628.92238097,805.1998111835416,1211887.2086870915,79.73226313067762,15369.905084878419,4022.808594038275,29640238.89066669,866.7774141310681,1390923.730451451,221.61525817815783,116246.09750749303,482.61608384963694,448868.09650858777,1608.088409715656,4823584.972528025,171.28914431893804,48414.78020106307,1564.6052318010268,4587124.570480134,562.4848985277102,577538.0194447023,327.85156498271243,218396.7372507073,1376.1958493657237,3569147.60382158,1644.297997393124,5063668.81025944,2529.968862662307,12031299.099532355,1400.1666830202066,3730299.310387317,690.0,310.0,10.0,30.0
walk 3 model 2,1134.1241522214423,2353569.833936019,1128.6620691470102,2332276.210194761,1122.9288143634792,2310843.544002998,1117.2127712484717,2290458.1848588954,1111.6536887069171,2271481.007992666,1106.2593066706168,2254136.2985921823,1101.0600039471742,2238353.533784267,1096.084458631807,2223948.9350660173,1091.3208574285654,2210694.6602992145,1086.6983781599351,2198258.5027608555,1082.1859706121443,2186497.890707473,1077.7656169437219,2175316.081318979,1073.410161189065,2164633.2424691087,1069.0972628984387,2154292.518400278,1064.8252885861916,2144386.016486577,1060.612076776417,2135087.86945903,1056.5158677256127,2126756.3772624778,1052.555963297166,2119373.8976139273,1048.705080765078,2112939.7709887223,1045.0602855593515,2107763.3336438,690.0,310.0,10.0,30.0
walk 3 model assembled,3382.7957774831684,21128115.38822887,414.1763367990527,369000.7922104445,174.82890802940213,71784.51582276472,1285.0306700973829,3031873.0129833333,3306.6699236307118,20022628.92238097,805.1998111835416,1211887.2086870915,79.73226313067762,15369.905084878419,3968.1670310152754,28841003.43054328,866.7774141310681,1390923.730451451,221.61525817815783,116246.09750749303,482.61608384963694,448868.09650858777,1502.023897750332,4210116.295280203,121.38072515689073,37647.66555888776,1564.6052318010268,4587124.570480134,562.4848985277102,577538.0194447023,241.78274975336365,114463.2761065642,1376.1958493657237,3569147.60382158,1644.297997393124,5063668.81025944,2267.331385323819,9672978.984528847,1400.1666830202066,3730299.310387317,690.0,310.0,10.0,30.0
walk 4 model 1,1230.4650751241372,2919179.2020891965,3406.347799256126,22505948.456386507,801.7924919081029,1343015.669295184,1105.4061540492103,2604050.604160391,2136.864617446443,8767036.085219702,97.36184163774759,36126.08712952847,722.5982657296322,884116.291511778,2737.885099579235,14972333.118883133,1384.5906378725917,3934338.8567308625,2854.7534209573237,16307942.701560313,2021.77095680632,8735608.511870094,1013.0233405749742,2361896.125595782,465.5441484668483,557690.2510628175,2528.720468620632,12978832.131380983,669.6511744323478,735856.7219041189,2217.277448376168,10469758.635954382,244.29376690550598,242580.63503557356,2194.0527747018004,10206381.57650087,1777.0111536908605,6624131.866630497,2071.398325664608,9451335.821106765,690.0,340.0,10.0,30.0
