name,MAE(t+1),MSE(t+1),MAE(t+2),MSE(t+2),MAE(t+3),MSE(t+3),MAE(t+4),MSE(t+4),MAE(t+5),MSE(t+5),MAE(t+6),MSE(t+6),MAE(t+7),MSE(t+7),MAE(t+8),MSE(t+8),MAE(t+9),MSE(t+9),MAE(t+10),MSE(t+10),MAE(t+11),MSE(t+11),MAE(t+12),MSE(t+12),MAE(t+13),MSE(t+13),MAE(t+14),MSE(t+14),MAE(t+15),MSE(t+15),MAE(t+16),MSE(t+16),MAE(t+17),MSE(t+17),MAE(t+18),MSE(t+18),MAE(t+19),MSE(t+19),MAE(t+20),MSE(t+20),nb_test_datapoints,days_train,days_valid,days_test
walk 1 model 1,3.677788100083494,36.974915576252535,5.245305910125166,67.52534319364548,6.692295709401314,120.76019980975349,7.936437060652146,191.18804918287367,9.621729132452863,275.29530527740786,10.467751490711255,303.14016903991944,11.796399145442267,388.10636596869455,12.685046425387725,479.1560611810002,12.533323752749938,445.06331882079525,13.358423337121307,530.7725512225061,13.144467727054776,490.30320189599786,13.905412593863005,566.1365903015326,13.986381012182703,562.8765267202829,13.539655858582165,486.06848075141676,14.228731478594911,567.9805540435706,13.597439546462766,487.8053335109846,13.440868685901457,475.2086367634549,14.106512708134018,547.2976170767644,13.98090152750019,540.0732861772852,12.869093775966517,439.27721824587974,690.0,220.0,30.0,30.0
walk 1 model 2,22.50000921766472,2447.429081951887,24.31466147781004,2856.0589581637746,25.704783735720213,3208.0472831407337,26.859876251087073,3573.241273701602,28.012122234349057,3959.5146446315975,29.05934734016842,4309.936544304,29.880415477628745,4589.048553736321,30.258096594741385,4705.808724932072,30.311401982407634,4726.925424997145,30.027886519151675,4625.210589694799,29.533933547483162,4427.676794526988,28.807527032644735,4147.136516154377,27.84567583459151,3815.1280911653635,26.779093283406514,3466.086082791033,25.72452594672984,3117.406929911031,24.67963522047337,2782.459162653027,23.7245432973592,2487.8900982105824,22.804499957271652,2216.392238301985,21.941468021144043,1972.9365652396236,21.09772159224125,1758.6434113698756,690.0,220.0,30.0,30.0
walk 1 model assembled,3.677788100083494,36.974915576252535,5.245305910125166,67.52534319364548,6.692295709401314,120.76019980975349,7.936437060652146,191.18804918287367,9.621729132452863,275.29530527740786,10.467751490711255,303.14016903991944,11.796399145442267,388.10636596869455,12.685046425387725,479.1560611810002,12.533323752749938,445.06331882079525,13.358423337121307,530.7725512225061,13.144467727054776,490.30320189599786,13.905412593863005,566.1365903015326,13.986381012182703,562.8765267202829,13.539655858582165,486.06848075141676,14.228731478594911,567.9805540435706,13.597439546462766,487.8053335109846,13.440868685901457,475.2086367634549,14.106512708134018,547.2976170767644,13.98090152750019,540.0732861772852,12.869093775966517,439.27721824587974,690.0,220.0,30.0,30.0
walk 2 model 1,8.147900240165695,211.32621858634099,9.083600022756288,261.0157338001446,9.340762128945098,257.8898305902005,10.282760879840096,315.9978551249061,10.878464349543991,323.3731878117565,12.02674180984451,409.44796485279477,12.887438357035247,457.61262014803486,13.018238177637263,452.04283409105744,13.862116409700418,531.982187721026,13.810829408837943,513.3292838489562,14.540352195160409,601.5948240011136,14.906633998233556,640.8970654793554,15.232530793656757,678.1232303303804,15.32535639813673,703.8455756158087,15.372482591775762,725.2107489141893,15.0658650819775,691.3140724250857,15.280889910156697,754.7700910390546,14.992693200513848,715.0299883066273,14.87328230023623,714.3957367134673,14.662442721021172,707.9914150680466,690.0,250.0,30.0,30.0
walk 2 model 2,13.034704283232305,486.8233113093183,13.459065566947745,522.1035560050004,13.648103492139928,541.9399080781741,13.655349910386017,537.8253687379761,13.790590543979208,540.5526511808293,13.963879835622555,545.2360356101046,14.204766558881596,552.2418205483187,14.486361037298066,559.2626894461999,14.799666365200547,566.4142673909663,15.046210119122037,571.9244097243248,15.243210254365067,574.8999437677152,15.373959002125504,574.9824309837725,15.539621147740515,572.4589573895953,15.687850454702618,565.622040024421,15.710429703964065,552.6777767788913,15.70975357318858,537.5072601701954,15.631443198773345,519.5833327708866,15.547490047887772,501.5746362422797,15.411824139350271,485.14730384832103,15.336544138707561,473.6298081638798,690.0,250.0,30.0,30.0
walk 2 model assembled,8.147900240165695,211.32621858634099,9.083600022756288,261.0157338001446,9.340762128945098,257.8898305902005,10.282760879840096,315.9978551249061,10.878464349543991,323.3731878117565,12.02674180984451,409.44796485279477,12.887438357035247,457.61262014803486,13.018238177637263,452.04283409105744,13.862116409700418,531.982187721026,13.810829408837943,513.3292838489562,14.540352195160409,601.5948240011136,14.906633998233556,640.8970654793554,15.232530793656757,678.1232303303804,15.32535639813673,703.8455756158087,15.372482591775762,725.2107489141893,15.0658650819775,691.3140724250857,15.280889910156697,754.7700910390546,14.992693200513848,715.0299883066273,14.87328230023623,714.3957367134673,14.662442721021172,707.9914150680466,690.0,250.0,30.0,30.0
walk 3 model 1,3.1312918528442983,19.817964865153957,4.624399800600168,43.46389540075448,6.151322044742415,80.86226293016867,7.309724855963308,117.05113601826143,8.25869124858153,157.2556574567757,9.46271794069218,240.22778291036192,10.097842647332769,270.86460716590625,10.507646519641403,316.2822009201251,11.380112135114917,403.46724400463853,12.031858859308105,463.00941944377735,12.155435492134583,501.4385831633528,12.328906524398096,540.3679170307572,11.985483755916357,520.8370580136303,12.848875572279235,608.181904467459,13.014298422872143,630.2471505170814,12.993276605647475,604.5394474879065,13.461042301055501,669.1223514524683,13.08904545775134,613.6474529373148,13.720647029235451,697.3306905093199,13.532071670360844,659.0929411462172,690.0,280.0,30.0,30.0
walk 3 model 2,16.611938096101603,672.5583698443246,17.217546498442136,769.8076253158279,17.219919837209126,773.6964162617716,17.06794544817054,744.0217016119668,16.951710697822268,718.2094984557723,17.003309043038705,705.598348906414,17.088235135500618,701.8912112959453,17.245228573728113,705.6590179796964,17.391562812405134,713.332569687838,17.484198689218562,722.7608367070931,17.620076258585435,737.8290304634122,17.844793519096193,756.4861610882285,18.116145653179675,775.2209511163475,18.40147650947652,795.7969595233096,18.659500744358848,820.037432821311,18.913621021117663,847.8900271063249,19.15660553212137,878.9621290009408,19.363267422226826,910.0799287460949,19.514115486507674,937.0847699779973,19.61276610713628,958.3342190398253,690.0,280.0,30.0,30.0
walk 3 model assembled,3.1312918528442983,19.817964865153957,4.624399800600168,43.46389540075448,6.151322044742415,80.86226293016867,7.309724855963308,117.05113601826143,8.25869124858153,157.2556574567757,9.470974315037695,226.13433822435482,10.227168085745266,262.16910999997174,10.595831400142533,300.3282029170659,11.156051931193579,361.7972502036791,11.593343078703453,409.05246716303105,11.786466576225724,441.67815205592086,12.005520434823381,475.9055940547754,11.919167460741836,472.529648006889,12.542300508742835,535.1550556041467,12.763291373792411,557.3805183814294,12.837133296582193,550.1394786032234,13.278793311517058,600.0096915984523,13.092858244092096,573.3470626353952,13.630000219441657,636.2528531847158,13.676274567557881,621.4727690633939,690.0,280.0,30.0,30.0
walk 4 model 1,2.7541860644364324,15.38067984717364,3.956595697562458,32.219135920114276,4.931542462339786,49.556848276048605,5.740976112084095,66.02936278384811,6.937113531343401,98.62249209468143,7.533075168491279,125.32447798291976,8.300737263063667,150.5709761316315,8.693426109994718,165.3639136280835,8.847658927504199,182.12759060689092,9.0171283015588,182.92045568200135,9.28707989113633,198.90190823025384,9.385769609606871,205.73722665528513,9.406669042731625,206.0216651172014,9.698532169542585,221.1763483447891,9.712924794300113,230.83465808760224,9.802112211010437,240.3045708683894,9.751769406193155,250.38164180539303,9.82431804403744,262.6701870509493,10.07551574469149,279.6270570470171,10.112907787865339,296.0300220233564,690.0,310.0,30.0,30.0
walk 4 model 2,16.038626533186964,820.8183128845133,16.344570011029692,836.2016977867656,16.456157069822957,852.1307618149615,16.673140938597033,866.6537104885883,17.027270505605472,892.3826597218822,17.39168522806324,918.2131883780636,17.736517765243402,940.6376441578582,18.00914124250439,952.3730128927225,18.195630855131956,952.806134369737,18.389332260857042,948.9145824321316,18.452730456917056,937.0398155652979,18.50337599849031,925.5420039145259,18.564288486843424,913.9303825462679,18.677129875356997,906.7811332069269,18.803385336490482,903.6421462834767,18.852502440859983,897.6220520261498,18.81779985213294,888.307864209818,18.784740273136535,879.4190089621387,18.76950188325968,870.2806319472044,18.75425154105738,861.5122980111914,690.0,310.0,30.0,30.0
walk 4 model assembled,2.7541860644364324,15.38067984717364,3.956595697562458,32.219135920114276,4.931542462339786,49.556848276048605,5.740976112084095,66.02936278384811,6.937113531343401,98.62249209468143,7.533075168491279,125.32447798291976,8.300737263063667,150.5709761316315,8.693426109994718,165.3639136280835,8.847658927504199,182.12759060689092,9.0171283015588,182.92045568200135,9.28707989113633,198.90190823025384,9.385769609606871,205.73722665528513,9.406669042731625,206.0216651172014,9.698532169542585,221.1763483447891,9.712924794300113,230.83465808760224,9.802112211010437,240.3045708683894,9.751769406193155,250.38164180539303,9.82431804403744,262.6701870509493,10.07551574469149,279.6270570470171,10.112907787865339,296.0300220233564,690.0,310.0,30.0,30.0
walk 5 model 1,2.768528777941527,16.189844313880617,3.8494182493787226,31.39318572709961,4.922095791431772,50.18580238697246,6.213113012069962,86.35634895345054,7.080256058575017,114.4017816959083,8.541227318629119,175.86585305465158,9.326336929766173,210.8403459660974,9.508229870185549,211.0736744931615,9.897503201143211,231.3549958017821,10.289871484994023,258.14389883079195,10.617251160081281,271.8280925406438,10.879709287767831,290.1368823483637,11.179682636770691,300.18008755636674,11.734066988095456,317.2710186815573,12.351377082544026,353.1377472047084,12.25299577271159,358.8901430460267,11.527871837046112,326.85638988889,12.085790979270199,358.9741903214645,12.237327984247452,359.3611142380411,12.280002468493254,357.9527716333262,322.0,340.0,30.0,14.0
walk 5 model 2,17.967030557255928,962.2948914463929,18.416196004439847,1051.147367244663,18.61037373814,1059.8680267596467,18.81677113107166,1048.57982193313,19.280668147703658,1056.7535258127227,19.85134625331908,1074.1847099802633,20.48662873971115,1096.10356202035,21.075467864334183,1106.555502105991,21.55000600103657,1109.0880354795884,21.802280396463527,1094.1954479510848,21.91283790267402,1074.7781534876333,21.9621556353257,1054.4304414503035,21.995709258730813,1025.6739642348891,22.054291460189457,1000.3753748390536,21.90929151212544,963.7458661009931,21.663225445255122,913.6173269988356,21.437349661740118,872.920116632274,21.192107007621445,830.9236170727635,20.948227419930298,789.5338076360969,20.65168037680709,754.4105721987911,322.0,340.0,30.0,14.0
walk 5 model assembled,2.768528777941527,16.189844313880617,3.8494182493787226,31.39318572709961,4.922095791431772,50.18580238697246,6.213113012069962,86.35634895345054,7.080256058575017,114.4017816959083,8.541227318629119,175.86585305465158,9.326336929766173,210.8403459660974,9.508229870185549,211.0736744931615,9.897503201143211,231.3549958017821,10.289871484994023,258.14389883079195,10.617251160081281,271.8280925406438,10.879709287767831,290.1368823483637,11.179682636770691,300.18008755636674,11.734066988095456,317.2710186815573,12.351377082544026,353.1377472047084,12.25299577271159,358.8901430460267,11.527871837046112,326.85638988889,12.085790979270199,358.9741903214645,12.237327984247452,359.3611142380411,12.280002468493254,357.9527716333262,322.0,340.0,30.0,14.0
mean model 1,4.095939007094289,59.937924637760354,5.351863936084561,87.12345880835169,6.407603627372078,111.85098879862876,7.496602384121923,155.32455041266797,8.55525086409936,193.78968486730597,9.606302745673668,250.80124956812952,10.481750868528025,295.59898307607295,10.882517420569332,324.7837368626855,11.304142885242536,358.79906739102654,11.701622278364036,389.63512180560656,11.948917293113476,412.8133219662724,12.28128640277387,448.6551363630588,12.358149448251627,453.60771354757236,12.629297397327234,467.30866557220617,12.935962874017392,501.4821717534304,12.742337843561952,476.5707134676786,12.692488428070584,495.26782218985215,12.819672077941368,499.523887138624,12.977534917182163,518.1575769370261,12.691303684741424,492.0688736233652,616.4,280.0,30.0,26.8
