name,MAE(t+1),MSE(t+1),MAE(t+2),MSE(t+2),MAE(t+3),MSE(t+3),MAE(t+4),MSE(t+4),MAE(t+5),MSE(t+5),MAE(t+6),MSE(t+6),MAE(t+7),MSE(t+7),MAE(t+8),MSE(t+8),MAE(t+9),MSE(t+9),MAE(t+10),MSE(t+10),MAE(t+11),MSE(t+11),MAE(t+12),MSE(t+12),MAE(t+13),MSE(t+13),MAE(t+14),MSE(t+14),MAE(t+15),MSE(t+15),MAE(t+16),MSE(t+16),MAE(t+17),MSE(t+17),MAE(t+18),MSE(t+18),MAE(t+19),MSE(t+19),MAE(t+20),MSE(t+20),nb_test_datapoints,days_train,days_valid,days_test
walk 1 model 1,213.70739116313268,154185.6742236864,201.6802047492552,129306.82805701585,204.9905881636876,143046.93158867367,197.11831648650855,121223.9989991835,191.5257528617022,113998.60484964361,187.27307666873335,107666.78784293502,186.00546443299476,116710.64428981162,180.81974221973923,96196.63455671836,181.55156223226024,93681.90138008764,177.59859354520674,96508.79718969417,179.18402565863303,85913.94574020841,177.26026175994537,87560.96145657457,183.22753420883066,87367.17052061342,197.95757570957784,88111.64905254687,204.2760450651433,89113.13192134786,207.65899136703212,91194.27334569549,214.2152104008519,93023.21938254518,225.49767555173636,99591.27352188875,256.2346452997338,127371.79574338466,249.66021279637124,119423.5539667424,690.0,220.0,30.0,30.0
walk 1 model 2,662.036329189542,880062.2379309634,656.6681264972347,858444.9988177047,648.0755428532394,832263.1465126098,640.0483137460483,807451.8335792139,632.0728030530568,782697.9379820549,623.3516814271368,755922.7225771892,614.1274271755735,727703.3169752957,604.7602124379046,698947.7738743097,595.3609830846457,670653.6417873556,586.1430870544842,643123.8715205612,577.4656411583629,616971.277846496,568.9184384820875,592450.7775873081,560.6367544895871,569903.3077392974,552.9813974319288,549338.8686911073,546.1226562727069,530805.4344140182,539.6748714330531,514242.19324140024,533.714236546748,499646.37275522,528.1754386767597,487337.3104164051,522.9499797208963,477336.2011618711,518.2696842602327,469462.27548761305,690.0,220.0,30.0,30.0
walk 1 model assembled,162.48921855270973,84049.45866479368,162.36598531158302,65762.22008158462,158.9701717700521,66081.5879453564,161.4614790989497,60587.03850672405,163.4170981946197,60026.92051214238,163.03049099766184,58690.811778200805,160.66975329341835,59861.10051149694,167.4092141994531,58476.676023671265,173.2156811593728,60717.80476794527,169.327468344094,60661.31606384485,188.93647694992467,65821.09223718486,183.33406258221726,64869.432252462,194.8004879598044,70837.61158551792,218.83122359960973,84181.46710158899,227.1775085887555,90334.65479560487,228.55699255135752,91932.1023591112,237.11518281379855,99179.41063191058,250.63981500234652,110009.13363492423,281.79152201658445,140353.3995623616,275.7713116975551,134928.38469387597,690.0,220.0,30.0,30.0
walk 2 model 1,55.1857380345741,6980.052888218444,59.425716532634155,7695.058436729725,83.37397519816527,16534.163917264985,84.83044102572016,16529.25438639176,94.71658376512076,19894.239834299075,103.99148770030241,23245.638227275474,111.2936183469389,25952.667313209906,125.64056650402625,32231.53991314131,103.9817114375886,20268.899308517983,118.06685865838578,26019.422808383664,128.44811217039515,30318.319086377236,171.70154995118605,55351.38509014965,194.3833461207632,68749.19710478185,180.28630306409755,57772.647008546395,204.12697544088013,72805.61554710087,213.5152144150703,78270.92623197974,272.99868365074525,125348.12798279869,260.4411074070702,111158.3282174916,279.9642907902814,126208.08084462627,304.76269250952674,147879.43517047784,690.0,250.0,30.0,30.0
walk 2 model 2,817.0686886388571,1149785.722988804,821.0440997500723,1161138.876531193,830.0242764424403,1193862.0855818295,830.1717136214194,1197320.769427828,826.793011035787,1188390.3115924257,823.4762393844037,1179138.4104469717,821.3816364831804,1173566.337763448,820.7544535697367,1172241.1942714895,821.3631890506106,1174719.8824297576,822.9554954282305,1180254.7791811666,825.2599585566724,1187965.321004357,828.1537709147725,1197402.2599907818,831.5254772276368,1208127.5719820834,835.339059405797,1219866.713279904,839.4965330447222,1232432.5064006716,843.971772418765,1245680.1428015884,848.756411881674,1259588.2850549314,853.7441763729289,1274108.0874579097,858.926687100906,1289161.4513158426,864.3269371165497,1304911.2778356487,690.0,250.0,30.0,30.0
walk 2 model assembled,55.1857380345741,6980.052888218444,59.425716532634155,7695.058436729725,83.37397519816527,16534.163917264985,84.83044102572016,16529.25438639176,94.71658376512076,19894.239834299075,111.14827547626217,26432.796504896247,140.64132260022438,40696.655881527666,180.89940723563325,64779.421819258634,203.53368299567674,76828.41006302455,244.93916476631753,107629.08325630012,256.5717798325832,115366.63371060396,297.8186936381441,154586.13150493123,318.43443607997705,173467.02571735473,306.5904525441906,157550.75215289544,327.6716893782527,178115.60881788295,337.3019316448189,186441.07790712555,386.84663507834756,244315.37175957975,377.5380995960834,227121.54153957005,394.54856460178405,246129.5314321014,415.4998193037437,270976.44125846034,690.0,250.0,30.0,30.0
walk 3 model 1,29.763510300061693,1843.7853425701703,34.60087113074387,2419.3474113995408,24.75528195580587,1440.754828168289,46.88898932652445,4477.015675503443,38.819803839341915,3713.215115801576,46.43526793849147,5302.982784609071,54.54412916471745,7355.184230717049,86.47554192039536,15203.039207914862,97.28195633187309,19232.405138509464,82.53748400078055,15989.985980018579,96.74176440308061,21274.761284977925,110.8623152707181,26854.053603187145,141.8644161899639,38981.87839505258,140.1635942423567,40133.515610889175,169.17239597233683,53736.67562579373,159.69927267307577,50086.36022193768,194.10871158663042,69775.1668018449,186.99635634372945,66111.0531573883,216.44104271093013,85797.52436406858,205.57341350215816,77888.99887703135,690.0,280.0,30.0,30.0
walk 3 model 2,752.9493887325739,1016663.8811213606,748.7717945047534,1014287.5311742083,745.0677294202959,1023018.828382718,743.1209260947455,1035719.6177566986,743.0311457321999,1052432.8139246006,743.8362582815847,1070918.7264394984,744.3169787078165,1088384.8651886727,743.5351205085371,1102681.9346790994,741.1212264306794,1112432.795674998,737.2308266083892,1117356.7534662962,731.9316215129124,1117685.6588391606,725.3057748360663,1113827.2146220212,717.6869555489617,1106639.049608217,709.3984382562758,1096859.3337639864,700.5750512299331,1085089.998287608,691.4512752872566,1072067.9618956076,682.1180680260153,1058219.624534269,672.6962917024795,1043973.2670954601,663.3569557480188,1029518.2951637978,653.9995637802847,1014971.1903976157,690.0,280.0,30.0,30.0
walk 3 model assembled,29.763510300061693,1843.7853425701703,38.212362825302854,2918.1630235750486,35.60871379252054,2512.0947779702387,60.62783378774828,7279.286138392174,67.41959802181329,8758.867140162612,94.6330634340242,17135.665308687345,118.30897622276294,26864.99916840639,175.4043083945169,58787.70477677402,208.0121110600219,83382.5638849121,191.5630641893817,71284.26115777405,201.91931606395397,79605.75121417486,209.47751818078396,86593.97821272086,239.76088774426393,112445.83890071913,232.19804753250213,105872.84733148919,257.66530457451245,128941.0979483285,241.0652592167352,114137.89305323301,273.8447247519011,145401.08764946266,260.5284218075361,132758.17226560993,288.4142447252454,160260.63990666822,270.74656926465093,142019.9267308416,690.0,280.0,30.0,30.0
walk 4 model 1,28.690125322835556,2120.7179463865423,30.737912830013183,2483.119282126979,36.68019654094309,3631.7454393967178,27.51823497558975,2514.7944884227563,43.8646942320324,5060.508139558098,53.182319027444535,7416.84612010722,56.140494283040304,8062.4245369722685,63.03986593526835,10133.196042416666,46.61231534732794,6047.709729719622,75.65172779722981,13817.5732758741,81.15869023735726,15628.493401619635,86.26440867864322,17367.15321576629,94.65834851709214,20931.373690883396,100.66852870333024,23430.904960119024,111.51342788443553,29634.224799970478,118.30149701278403,33158.31497640922,127.02331969377654,38168.64512876935,136.89140408754844,43761.33226953634,144.32796062998645,48411.03400349619,134.5035647966847,41650.37017944318,690.0,310.0,30.0,30.0
