walk,MAE(t+1),MSE(t+1),MAE(t+2),MSE(t+2),MAE(t+3),MSE(t+3),MAE(t+4),MSE(t+4),MAE(t+5),MSE(t+5),MAE(t+6),MSE(t+6),MAE(t+7),MSE(t+7),MAE(t+8),MSE(t+8),MAE(t+9),MSE(t+9),MAE(t+10),MSE(t+10),MAE(t+11),MSE(t+11),MAE(t+12),MSE(t+12),MAE(t+13),MSE(t+13),MAE(t+14),MSE(t+14),MAE(t+15),MSE(t+15),MAE(t+16),MSE(t+16),MAE(t+17),MSE(t+17),MAE(t+18),MSE(t+18),MAE(t+19),MSE(t+19),MAE(t+20),MSE(t+20),nb_test_datapoints,days_train,days_valid,days_test
walk 1,4.23167701863354,47.935137533274194,7.547412008281561,139.72688553682337,10.679710144927524,288.7987873410232,13.966252587991715,520.4562851227442,17.469358178053824,834.2887015675832,20.779503105590063,1179.0872818692687,25.47246376811596,1762.4340136054411,28.826915113871635,2267.6094055013295,32.21387163561076,2887.9390417036366,35.55900621118011,3516.6317657497752,38.9946169772257,4266.278379177754,42.608074534161446,5073.71881100266,46.292132505176006,5983.5199349304885,49.9269151138716,6955.8538598047835,53.95921325051756,8116.3638272700355,58.04886128364389,9302.299378881975,61.987577639751564,10668.175569358167,65.81987577639755,12030.149304939358,69.84824016563141,13589.785773439795,73.76356107660457,15126.436734693867,690.0,220.0,30.0,30.0
walk 2,3.4461697722567264,27.85007394262052,6.250103519668734,87.57326234841763,8.903933747412001,178.9659272404614,11.718012422360259,292.89730848861245,14.116563146997933,424.9182786157942,16.61428571428571,576.5241940254353,20.10020703933748,859.1995859213239,22.71014492753621,1115.6035492457856,25.221118012422334,1394.7481810115328,27.703726708074527,1684.6635019225062,29.87080745341616,1974.6908606921022,32.43064182194615,2343.388642413484,34.94244306418219,2753.502691511386,37.57784679089028,3221.9911564625854,39.931469979296004,3643.2737355811873,42.34182194616977,4087.461668145519,44.60621118012426,4549.927003845012,47.24906832298139,5104.372049689438,49.93043478260867,5708.261165335691,52.23995859213248,6293.00257320319,690.0,250.0,30.0,30.0
walk 3,3.9207039337474128,29.21487725524989,6.409109730848863,79.03868677905938,9.166666666666671,165.2084294587398,11.908074534161502,280.22886719905335,14.619668737060051,417.8247559893517,17.222567287784678,579.0426205264718,21.116770186335405,872.111978704525,23.6790890269151,1113.565690624075,26.551966873706043,1412.7526767228628,29.19296066252594,1708.8703342206431,31.97660455486538,2058.6838509316744,34.69523809523808,2447.3388938183934,37.56169772256731,2885.381573498965,40.44202898550727,3350.9002957704815,43.212836438923375,3820.2240165631442,46.10517598343689,4313.614611061813,49.00641821946174,4883.395297249324,51.86107660455483,5441.619491274768,54.60993788819875,6030.029458740009,57.372256728778524,6622.446140195207,690.0,280.0,30.0,30.0
walk 4,3.2457556935817777,21.1204081632653,5.530020703933746,56.865779355220305,8.1064182194617,131.10044365572313,10.350103519668739,215.75507246376796,12.97267080745343,353.15711328009456,15.361490683229807,497.83152913339194,18.79068322981365,754.1025436261456,21.224430641821947,969.3547471162374,23.431677018633543,1218.4610766045537,25.7813664596273,1466.7920141969835,28.185093167701897,1765.622596864832,30.593167701863354,2078.1456669624354,33.04016563146996,2409.040224785567,35.35610766045548,2750.1230405205565,37.560455486542445,3122.301892931084,39.878881987577635,3513.9877846790896,42.0503105590062,3915.9314699792944,44.54223602484474,4375.817598343687,46.96480331262937,4860.501390121263,49.37267080745343,5411.6955930198155,690.0,310.0,30.0,30.0
walk 5,3.468322981366458,24.93889381839692,6.160455486542441,85.49952676722859,8.841200828157348,172.1620526471457,11.476811594202902,282.49130434782586,14.045341614906842,409.00079858030176,16.77867494824014,588.8728482697421,20.793788819875793,908.9724341910678,23.31387163561076,1153.182490387459,25.629399585921334,1401.1317361727286,28.101035196687377,1687.9071280686185,30.67204968944101,2032.3144040224777,33.320082815734985,2411.4950014788487,35.88343685300207,2801.1338361431476,38.23457556935815,3187.21617864537,40.935196687370635,3642.6078970718695,43.79772256728778,4183.779917184263,46.627329192546625,4772.379473528539,48.94120082815735,5294.63714877255,51.37412008281572,5868.428719313812,54.05776397515528,6530.478645371184,690.0,340.0,30.0,30.0
walk 6,4.019323671497585,33.75086266390614,7.114906832298132,109.52839396628208,10.032091097308498,217.68544809228015,12.92408557625949,375.4245292319824,15.848861283643886,561.1243221926446,18.66735679779157,773.1020408163259,22.66390614216702,1124.5441190969127,25.25776397515526,1397.4474514443455,27.87577639751553,1695.1675046830312,30.40821256038647,2006.0968648328892,33.16011042097997,2374.4318249038724,36.005521048999285,2793.172532781226,38.73464458247068,3210.9239376910164,41.43650793650792,3680.7913339248703,44.37888198757761,4231.552992211373,47.18599033816423,4828.085526964408,50.082125603864746,5459.942226165825,52.996549344375445,6115.903381642514,56.11318150448584,6850.798876072162,59.023464458247076,7612.444543034599,414.0,370.0,30.0,18.0
mean,3.7219921785139167,30.801708896118825,6.5020013802622465,93.0387557921719,9.288336783988958,192.3201814058956,12.057223372440767,327.87556114233104,14.845410628019328,500.0523283709617,17.570646422820328,699.0767524401059,21.489636530940885,1046.894112524236,24.16870255348515,1336.1272223865385,26.82063492063492,1668.366702816391,29.45771796641362,2011.8269348319027,32.14321371060502,2412.003652765452,34.942121002990554,2857.876591409508,37.74242005981137,3340.583699760095,40.49566367609845,3857.812644188108,43.32967563837127,4429.387393604782,46.226409017713365,5038.204814486177,49.05999539912585,5708.291840021028,51.90166781688523,6393.749829110385,54.80678628939497,7151.300897170455,57.6382792730619,7932.750704919643,644.0,295.0,30.0,28.0
