FR-A, Virus, '/m/0g9pc', 2020-11-07T06 2020-11-15T05
FR-A, Température corporelle humaine, /g/1213j0cz, 2020-11-07T06 2020-11-15T05
FR-A, Épidémie, /m/0hn9s, 2020-11-07T06 2020-11-15T05
FR-A, Symptôme, /m/01b_06, 2020-11-07T06 2020-11-15T05
FR-A, Thermomètre, /m/07mf1, 2020-11-07T06 2020-11-15T05
FR-A, Grippe espagnole, /m/01c751, 2020-11-07T06 2020-11-15T05
FR-A, Paracétamol, /m/0lbt3, 2020-11-07T06 2020-11-15T05
FR-A, Respiration, /m/02gy9_, 2020-11-07T06 2020-11-15T05
FR-A, Toux, /m/01b_21, 2020-11-07T06 2020-11-15T05
FR-A, Coronavirus, /m/01cpyy, 2020-03-23T15 2020-03-31T14
FR-A, Coronavirus, /m/01cpyy, 2020-03-31T00 2020-04-07T23
FR-A, Coronavirus, /m/01cpyy, 2020-04-29T12 2020-05-07T11
FR-A, Coronavirus, /m/01cpyy, 2020-07-19T15 2020-07-27T14
FR-A, Coronavirus, /m/01cpyy, 2020-11-07T06 2020-11-15T05
