date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0_20,/m/0cjf0_21,/m/0cjf0_22,/m/0cjf0_23,/m/0cjf0_24,/m/0cjf0_25,/m/0cjf0_26,/m/0cjf0_27,/m/0cjf0_28,/m/0cjf0_29,/m/0cjf0_30,/m/0cjf0_31,/m/0cjf0_32,/m/0cjf0_33,/m/0cjf0_34,/m/0cjf0_35,/m/0cjf0_36,/m/0cjf0_37,/m/0cjf0_38,/m/0cjf0_39,/m/0cjf0_40,/m/0cjf0_41,/m/0cjf0_42,/m/0cjf0_43,/m/0cjf0_44,/m/0cjf0_45,/m/0cjf0_46,/m/0cjf0_47,/m/0cjf0_48,/m/0cjf0_49,/m/0cjf0_50,/m/0cjf0_51,/m/0cjf0_52,/m/0cjf0_53,/m/0cjf0_54,/m/0cjf0_55,/m/0cjf0_56,/m/0cjf0_57,/m/0cjf0_58,/m/0cjf0_59,/m/0cjf0_60,/m/0cjf0_61,/m/0cjf0_62,/m/0cjf0_63,/m/0cjf0_64,/m/0cjf0_65,/m/0cjf0_66,/m/0cjf0_67,/m/0cjf0_68,/m/0cjf0_69,/m/0cjf0_70,/m/0cjf0_71,/m/0cjf0_72,/m/0cjf0_73,/m/0cjf0_74,/m/0cjf0_75,/m/0cjf0_76,/m/0cjf0_77,/m/0cjf0_78,/m/0cjf0_79,/m/0cjf0_80,/m/0cjf0_81,/m/0cjf0_82,/m/0cjf0_83,/m/0cjf0_84,/m/0cjf0_85,/m/0cjf0_86,/m/0cjf0_87,/m/0cjf0_88,/m/0cjf0_89,/m/0cjf0_90,/m/0cjf0_91,/m/0cjf0_92,/m/0cjf0_93,/m/0cjf0_94,/m/0cjf0_95,/m/0cjf0_96,/m/0cjf0_97,/m/0cjf0_98,/m/0cjf0_99,/m/0cjf0,batch_id
2020-03-30,35.0,41.0,37.0,29.0,29.0,26.0,42.0,24.0,24.0,45.0,34.0,38.0,42.0,41.0,40.0,43.0,36.0,45.0,52.0,38.0,30.0,26.0,44.0,31.0,44.0,28.0,54.0,45.0,41.0,42.0,35.0,36.0,60.0,26.0,37.0,34.0,28.0,44.0,24.0,31.0,42.0,50.0,44.0,33.0,33.0,49.0,42.0,34.0,34.0,29.0,34.0,37.0,50.0,40.0,47.0,41.0,43.0,50.0,39.0,33.0,51.0,31.0,36.0,39.0,30.0,37.0,40.0,36.0,38.0,27.0,46.0,45.0,27.0,36.0,37.0,44.0,39.0,43.0,32.0,29.0,22.0,41.0,39.0,33.0,35.0,50.0,39.0,33.0,43.0,39.0,35.0,40.0,37.0,32.0,33.0,24.0,39.0,27.0,43.0,42.0,38.25147748114938,1
2020-03-31,38.0,21.0,29.0,32.0,28.0,30.0,27.0,32.0,29.0,38.0,31.0,25.0,27.0,29.0,28.0,50.0,24.0,35.0,37.0,23.0,29.0,35.0,33.0,27.0,29.0,30.0,37.0,39.0,40.0,42.0,32.0,34.0,36.0,30.0,38.0,33.0,41.0,34.0,24.0,31.0,34.0,32.0,45.0,30.0,31.0,38.0,32.0,33.0,23.0,36.0,29.0,35.0,48.0,37.0,39.0,43.0,37.0,30.0,34.0,35.0,56.0,32.0,44.0,33.0,34.0,41.0,32.0,24.0,30.0,26.0,39.0,37.0,24.0,41.0,35.0,37.0,52.0,40.0,31.0,33.0,34.0,43.0,49.0,23.0,42.0,37.0,35.0,31.0,38.0,25.0,40.0,41.0,41.0,40.0,42.0,34.0,37.0,26.0,28.0,26.0,34.85836560016303,1
2020-04-01,31.0,21.0,34.0,41.0,36.0,27.0,23.0,33.0,41.0,35.0,30.0,29.0,39.0,32.0,35.0,43.0,29.0,31.0,33.0,33.0,27.0,27.0,32.0,28.0,33.0,21.0,32.0,25.0,42.0,26.0,31.0,30.0,33.0,26.0,31.0,46.0,34.0,31.0,24.0,31.0,40.0,39.0,29.0,32.0,31.0,32.0,35.0,27.0,29.0,31.0,42.0,25.0,39.0,33.0,42.0,46.0,42.0,44.0,37.0,32.0,31.0,21.0,30.0,26.0,34.0,36.0,28.0,29.0,38.0,30.0,40.0,50.0,33.0,39.0,28.0,43.0,35.0,34.0,28.0,33.0,32.0,37.0,33.0,30.0,29.0,30.0,33.0,31.0,48.0,34.0,29.0,26.0,34.0,32.0,38.0,39.0,34.0,33.0,32.0,33.0,33.68657020582841,1
2020-04-02,35.0,35.0,36.0,41.0,38.0,30.0,33.0,38.0,37.0,38.0,35.0,35.0,25.0,32.0,34.0,33.0,32.0,23.0,45.0,36.0,40.0,36.0,32.0,31.0,40.0,33.0,39.0,42.0,43.0,36.0,33.0,32.0,39.0,31.0,24.0,31.0,41.0,27.0,26.0,44.0,38.0,46.0,38.0,27.0,31.0,32.0,41.0,37.0,26.0,32.0,30.0,39.0,40.0,26.0,40.0,41.0,37.0,32.0,43.0,33.0,34.0,34.0,33.0,31.0,34.0,33.0,37.0,36.0,40.0,37.0,29.0,29.0,33.0,34.0,25.0,35.0,39.0,33.0,40.0,23.0,28.0,38.0,36.0,20.0,27.0,49.0,26.0,26.0,36.0,24.0,32.0,32.0,32.0,29.0,31.0,45.0,37.0,25.0,35.0,40.0,34.81760749949052,1
2020-04-03,31.0,32.0,26.0,40.0,32.0,28.0,35.0,26.0,26.0,28.0,27.0,16.0,29.0,35.0,25.0,32.0,34.0,34.0,24.0,20.0,47.0,32.0,30.0,19.0,36.0,29.0,38.0,35.0,32.0,30.0,29.0,21.0,35.0,23.0,24.0,34.0,31.0,44.0,28.0,33.0,31.0,35.0,31.0,25.0,33.0,25.0,25.0,28.0,27.0,28.0,36.0,20.0,26.0,23.0,36.0,47.0,27.0,42.0,30.0,29.0,35.0,31.0,37.0,20.0,16.0,37.0,34.0,31.0,23.0,34.0,33.0,33.0,21.0,25.0,25.0,46.0,27.0,39.0,19.0,18.0,32.0,29.0,37.0,24.0,34.0,41.0,30.0,32.0,42.0,31.0,33.0,28.0,38.0,20.0,30.0,24.0,33.0,24.0,31.0,36.0,30.843692683920928,1
2020-04-04,37.0,23.0,34.0,31.0,45.0,25.0,33.0,31.0,25.0,29.0,20.0,22.0,39.0,31.0,32.0,36.0,29.0,25.0,25.0,34.0,31.0,31.0,32.0,33.0,36.0,25.0,41.0,25.0,45.0,36.0,25.0,44.0,31.0,20.0,27.0,37.0,25.0,43.0,20.0,33.0,21.0,25.0,33.0,30.0,30.0,30.0,24.0,31.0,30.0,32.0,17.0,28.0,35.0,17.0,35.0,38.0,34.0,38.0,36.0,37.0,38.0,39.0,34.0,22.0,32.0,24.0,37.0,21.0,21.0,34.0,32.0,48.0,26.0,22.0,37.0,41.0,28.0,36.0,33.0,34.0,38.0,47.0,38.0,32.0,37.0,36.0,29.0,27.0,30.0,29.0,28.0,36.0,30.0,34.0,35.0,39.0,25.0,29.0,38.0,39.0,32.2192785816181,1
2020-04-05,36.0,27.0,27.0,36.0,56.0,30.0,27.0,34.0,26.0,42.0,32.0,32.0,20.0,36.0,35.0,44.0,29.0,34.0,26.0,39.0,28.0,32.0,28.0,31.0,26.0,37.0,36.0,26.0,33.0,34.0,31.0,36.0,28.0,17.0,32.0,21.0,41.0,30.0,31.0,23.0,48.0,37.0,38.0,30.0,30.0,40.0,35.0,45.0,31.0,39.0,36.0,29.0,30.0,35.0,41.0,38.0,22.0,49.0,46.0,46.0,35.0,32.0,38.0,29.0,38.0,43.0,37.0,30.0,42.0,33.0,33.0,27.0,24.0,39.0,28.0,41.0,34.0,44.0,33.0,25.0,15.0,27.0,38.0,28.0,28.0,36.0,26.0,28.0,35.0,25.0,22.0,30.0,35.0,39.0,40.0,24.0,44.0,25.0,24.0,28.0,33.58467495414714,1
2020-04-06,38.0,24.0,17.0,22.0,19.0,26.0,20.0,19.0,22.0,26.0,27.0,27.0,23.0,26.0,17.0,45.0,25.0,21.0,22.0,25.0,24.0,22.0,26.0,26.0,28.0,22.0,21.0,33.0,26.0,16.0,22.0,23.0,26.0,25.0,23.0,29.0,31.0,27.0,23.0,24.0,26.0,23.0,20.0,14.0,22.0,26.0,23.0,27.0,18.0,26.0,27.0,34.0,29.0,22.0,20.0,23.0,32.0,33.0,29.0,30.0,33.0,21.0,27.0,20.0,26.0,27.0,32.0,25.0,25.0,26.0,31.0,28.0,22.0,24.0,22.0,21.0,23.0,32.0,22.0,20.0,22.0,25.0,30.0,17.0,24.0,30.0,27.0,22.0,21.0,25.0,16.0,26.0,25.0,17.0,23.0,27.0,22.0,19.0,27.0,23.0,25.137558589769718,1
2020-04-07,29.0,12.0,18.0,25.0,26.0,27.0,19.0,18.0,32.0,23.0,19.0,17.0,22.0,18.0,28.0,36.0,24.0,18.0,19.0,16.0,24.0,28.0,29.0,19.0,23.0,22.0,23.0,27.0,24.0,19.0,27.0,24.0,29.0,23.0,12.0,30.0,24.0,25.0,20.0,29.0,30.0,28.0,25.0,26.0,22.0,23.0,11.0,17.0,19.0,21.0,22.0,18.0,32.0,24.0,22.0,33.0,15.0,34.0,22.0,27.0,23.0,20.0,30.0,27.0,22.0,23.0,28.0,22.0,23.0,22.0,29.0,33.0,26.0,29.0,25.0,32.0,23.0,9.0,23.0,24.0,17.0,23.0,28.0,19.0,22.0,19.0,13.0,24.0,22.0,19.0,20.0,16.0,29.0,18.0,27.0,27.0,22.0,13.0,25.0,22.0,23.598940289382515,1
2020-04-08,25.0,16.0,17.0,25.0,19.0,31.0,28.0,21.0,22.0,27.0,14.0,25.0,26.0,16.0,28.0,32.0,20.0,27.0,18.0,19.0,20.0,17.0,26.0,20.0,25.0,27.0,25.0,20.0,22.0,20.0,17.0,18.0,27.0,25.0,28.0,29.0,24.0,24.0,25.0,24.0,27.0,18.0,32.0,21.0,18.0,21.0,28.0,22.0,14.0,16.0,23.0,26.0,24.0,27.0,16.0,26.0,20.0,20.0,13.0,29.0,25.0,21.0,35.0,26.0,22.0,38.0,26.0,12.0,23.0,22.0,40.0,35.0,20.0,29.0,25.0,28.0,23.0,28.0,19.0,25.0,21.0,27.0,23.0,21.0,34.0,23.0,22.0,28.0,41.0,19.0,14.0,31.0,21.0,21.0,26.0,25.0,22.0,17.0,22.0,22.0,24.067658447116365,1
2020-04-09,23.0,11.0,10.0,18.0,17.0,16.0,20.0,18.0,11.0,20.0,17.0,19.0,17.0,21.0,16.0,30.0,18.0,24.0,19.0,10.0,13.0,16.0,12.0,15.0,22.0,13.0,23.0,25.0,20.0,19.0,16.0,13.0,24.0,12.0,15.0,12.0,17.0,21.0,16.0,13.0,26.0,10.0,22.0,10.0,14.0,21.0,18.0,22.0,16.0,22.0,17.0,18.0,14.0,18.0,16.0,30.0,23.0,24.0,19.0,23.0,29.0,18.0,20.0,14.0,14.0,25.0,19.0,12.0,20.0,19.0,20.0,12.0,12.0,13.0,21.0,21.0,14.0,28.0,25.0,15.0,19.0,30.0,21.0,21.0,29.0,19.0,14.0,18.0,18.0,21.0,20.0,20.0,20.0,12.0,14.0,18.0,17.0,19.0,19.0,17.0,18.667210108008966,1
2020-04-10,26.0,18.0,13.0,15.0,25.0,11.0,20.0,16.0,19.0,17.0,11.0,18.0,20.0,20.0,22.0,10.0,20.0,23.0,10.0,17.0,25.0,23.0,15.0,10.0,20.0,14.0,10.0,19.0,21.0,15.0,19.0,20.0,23.0,15.0,18.0,20.0,21.0,30.0,21.0,20.0,24.0,20.0,30.0,20.0,20.0,15.0,24.0,21.0,20.0,24.0,26.0,17.0,21.0,20.0,28.0,17.0,22.0,15.0,25.0,18.0,26.0,24.0,17.0,26.0,16.0,23.0,19.0,18.0,19.0,24.0,17.0,22.0,21.0,20.0,19.0,23.0,27.0,21.0,18.0,15.0,18.0,29.0,20.0,19.0,19.0,22.0,18.0,20.0,21.0,19.0,21.0,19.0,17.0,19.0,16.0,16.0,18.0,16.0,36.0,15.0,20.073364581210516,1
2020-04-11,22.0,13.0,16.0,6.0,19.0,22.0,15.0,9.0,18.0,16.0,11.0,20.0,20.0,6.0,12.0,21.0,14.0,8.0,14.0,17.0,14.0,15.0,22.0,15.0,17.0,10.0,20.0,17.0,30.0,12.0,13.0,18.0,10.0,15.0,14.0,16.0,14.0,12.0,18.0,11.0,17.0,13.0,12.0,10.0,10.0,15.0,13.0,15.0,19.0,8.0,27.0,19.0,24.0,14.0,14.0,23.0,10.0,27.0,17.0,22.0,13.0,17.0,16.0,18.0,13.0,20.0,26.0,14.0,14.0,10.0,17.0,20.0,12.0,20.0,28.0,16.0,8.0,13.0,15.0,22.0,13.0,14.0,22.0,13.0,19.0,10.0,15.0,17.0,19.0,14.0,18.0,14.0,13.0,10.0,26.0,16.0,20.0,26.0,17.0,10.0,16.293050743835337,1
2020-04-12,23.0,12.0,17.0,25.0,16.0,19.0,18.0,12.0,14.0,20.0,17.0,15.0,23.0,21.0,23.0,26.0,26.0,22.0,16.0,18.0,19.0,17.0,16.0,14.0,15.0,22.0,12.0,24.0,18.0,18.0,22.0,12.0,24.0,13.0,17.0,27.0,21.0,22.0,24.0,16.0,10.0,15.0,22.0,24.0,14.0,16.0,16.0,14.0,13.0,19.0,26.0,14.0,15.0,13.0,14.0,20.0,24.0,24.0,14.0,12.0,19.0,21.0,16.0,18.0,14.0,17.0,26.0,20.0,17.0,24.0,24.0,15.0,21.0,12.0,13.0,25.0,23.0,16.0,21.0,10.0,10.0,18.0,29.0,20.0,19.0,18.0,24.0,16.0,22.0,23.0,22.0,12.0,18.0,13.0,19.0,15.0,19.0,20.0,13.0,28.0,18.79967393519462,1
2020-04-13,13.0,13.0,14.0,20.0,13.0,23.0,24.0,17.0,28.0,17.0,24.0,20.0,14.0,17.0,26.0,24.0,20.0,25.0,17.0,27.0,23.0,27.0,17.0,19.0,26.0,25.0,23.0,22.0,28.0,11.0,21.0,24.0,31.0,16.0,23.0,28.0,29.0,15.0,20.0,20.0,23.0,18.0,16.0,19.0,17.0,19.0,15.0,24.0,14.0,18.0,22.0,15.0,22.0,16.0,23.0,15.0,23.0,29.0,20.0,28.0,25.0,21.0,16.0,18.0,25.0,19.0,26.0,21.0,15.0,16.0,39.0,19.0,20.0,21.0,22.0,24.0,26.0,22.0,19.0,18.0,11.0,25.0,25.0,13.0,17.0,17.0,22.0,18.0,30.0,18.0,27.0,20.0,16.0,15.0,17.0,14.0,22.0,15.0,22.0,13.0,20.878337069492563,1
2020-04-14,25.0,13.0,13.0,18.0,30.0,17.0,17.0,14.0,14.0,25.0,21.0,19.0,29.0,21.0,21.0,27.0,18.0,17.0,22.0,21.0,10.0,19.0,21.0,19.0,20.0,19.0,25.0,23.0,31.0,17.0,23.0,16.0,15.0,21.0,28.0,22.0,18.0,24.0,16.0,19.0,18.0,20.0,15.0,19.0,22.0,14.0,21.0,19.0,13.0,7.0,25.0,20.0,25.0,13.0,30.0,26.0,19.0,31.0,24.0,18.0,27.0,14.0,18.0,20.0,17.0,30.0,30.0,16.0,19.0,22.0,26.0,16.0,15.0,20.0,21.0,35.0,18.0,26.0,20.0,17.0,15.0,28.0,23.0,19.0,16.0,16.0,16.0,10.0,22.0,11.0,23.0,20.0,18.0,10.0,16.0,17.0,20.0,15.0,13.0,28.0,20.277155084573057,1
2020-04-15,22.0,16.0,14.0,17.0,18.0,20.0,19.0,22.0,10.0,18.0,17.0,26.0,15.0,29.0,15.0,21.0,15.0,21.0,23.0,11.0,20.0,21.0,10.0,15.0,11.0,23.0,24.0,18.0,14.0,10.0,11.0,15.0,21.0,17.0,14.0,36.0,12.0,15.0,20.0,15.0,19.0,17.0,15.0,6.0,11.0,17.0,14.0,17.0,11.0,18.0,21.0,13.0,16.0,17.0,16.0,13.0,18.0,23.0,30.0,15.0,15.0,17.0,17.0,12.0,12.0,18.0,13.0,16.0,16.0,20.0,18.0,10.0,20.0,17.0,11.0,18.0,20.0,20.0,17.0,11.0,17.0,14.0,10.0,15.0,15.0,17.0,20.0,13.0,22.0,13.0,16.0,19.0,19.0,20.0,14.0,21.0,17.0,14.0,16.0,15.0,17.148970857958016,1
2020-04-16,27.0,16.0,13.0,21.0,28.0,18.0,18.0,17.0,20.0,19.0,19.0,19.0,26.0,20.0,26.0,26.0,15.0,15.0,20.0,13.0,14.0,20.0,17.0,16.0,25.0,16.0,19.0,22.0,33.0,26.0,11.0,17.0,27.0,21.0,22.0,25.0,19.0,15.0,12.0,19.0,18.0,26.0,20.0,19.0,18.0,21.0,18.0,24.0,18.0,18.0,15.0,20.0,14.0,25.0,22.0,32.0,20.0,18.0,18.0,14.0,27.0,15.0,23.0,23.0,15.0,11.0,21.0,16.0,23.0,16.0,24.0,23.0,19.0,19.0,22.0,26.0,18.0,9.0,23.0,19.0,27.0,21.0,21.0,26.0,22.0,28.0,25.0,21.0,19.0,15.0,21.0,23.0,28.0,21.0,24.0,17.0,19.0,15.0,22.0,21.0,20.56246178928062,1
2020-04-17,25.0,15.0,14.0,21.0,24.0,13.0,27.0,21.0,21.0,22.0,19.0,20.0,22.0,29.0,23.0,30.0,24.0,13.0,13.0,28.0,20.0,17.0,19.0,22.0,12.0,20.0,23.0,18.0,13.0,24.0,19.0,21.0,38.0,10.0,8.0,12.0,29.0,17.0,22.0,8.0,16.0,12.0,25.0,15.0,10.0,13.0,13.0,14.0,20.0,16.0,32.0,16.0,21.0,19.0,22.0,28.0,17.0,29.0,24.0,21.0,23.0,12.0,18.0,18.0,8.0,27.0,15.0,9.0,20.0,12.0,18.0,18.0,19.0,13.0,13.0,21.0,19.0,28.0,20.0,20.0,17.0,14.0,24.0,19.0,17.0,32.0,19.0,22.0,24.0,20.0,20.0,14.0,18.0,10.0,16.0,17.0,20.0,12.0,22.0,17.0,19.40085592011412,1
2020-04-18,15.0,8.0,18.0,13.0,13.0,7.0,13.0,12.0,12.0,17.0,13.0,14.0,15.0,8.0,14.0,10.0,12.0,5.0,12.0,10.0,17.0,16.0,15.0,12.0,10.0,13.0,10.0,27.0,20.0,16.0,13.0,9.0,18.0,17.0,15.0,18.0,15.0,22.0,12.0,16.0,18.0,18.0,18.0,21.0,7.0,13.0,15.0,11.0,20.0,16.0,8.0,21.0,25.0,21.0,15.0,9.0,15.0,20.0,26.0,7.0,29.0,18.0,23.0,22.0,13.0,19.0,17.0,18.0,17.0,15.0,9.0,19.0,19.0,15.0,17.0,17.0,19.0,18.0,18.0,10.0,14.0,27.0,12.0,11.0,19.0,21.0,21.0,22.0,17.0,12.0,18.0,12.0,18.0,18.0,13.0,14.0,12.0,13.0,15.0,13.0,15.793764010597107,1
2020-04-19,10.0,13.0,10.0,11.0,6.0,9.0,14.0,13.0,10.0,9.0,20.0,15.0,12.0,7.0,14.0,23.0,13.0,14.0,7.0,8.0,11.0,7.0,11.0,9.0,14.0,12.0,8.0,5.0,17.0,9.0,9.0,18.0,6.0,17.0,13.0,2.0,14.0,14.0,10.0,20.0,13.0,20.0,15.0,8.0,12.0,12.0,14.0,15.0,10.0,9.0,7.0,12.0,12.0,8.0,11.0,11.0,12.0,21.0,19.0,11.0,16.0,12.0,13.0,12.0,14.0,20.0,16.0,9.0,8.0,14.0,8.0,5.0,16.0,17.0,6.0,13.0,13.0,14.0,11.0,8.0,16.0,20.0,16.0,12.0,19.0,14.0,10.0,14.0,13.0,15.0,11.0,11.0,10.0,17.0,17.0,9.0,8.0,11.0,14.0,10.0,12.512736906460159,1
2020-04-20,9.0,16.0,17.0,19.0,14.0,15.0,22.0,20.0,16.0,20.0,11.0,10.0,17.0,13.0,19.0,20.0,12.0,14.0,14.0,20.0,23.0,5.0,13.0,9.0,27.0,19.0,22.0,12.0,20.0,23.0,16.0,16.0,16.0,16.0,16.0,20.0,22.0,22.0,17.0,12.0,20.0,24.0,16.0,12.0,10.0,13.0,14.0,16.0,9.0,16.0,15.0,22.0,17.0,19.0,21.0,19.0,17.0,15.0,19.0,13.0,18.0,20.0,18.0,22.0,14.0,23.0,14.0,17.0,13.0,21.0,23.0,14.0,12.0,13.0,20.0,11.0,11.0,27.0,13.0,14.0,22.0,22.0,21.0,9.0,22.0,21.0,13.0,19.0,20.0,18.0,14.0,13.0,24.0,15.0,17.0,14.0,16.0,11.0,18.0,9.0,16.985938455267988,1
2020-04-21,27.0,9.0,21.0,23.0,21.0,23.0,11.0,20.0,24.0,17.0,26.0,18.0,19.0,15.0,20.0,30.0,20.0,24.0,18.0,17.0,12.0,18.0,20.0,15.0,17.0,23.0,23.0,28.0,23.0,15.0,15.0,19.0,22.0,25.0,19.0,25.0,21.0,25.0,17.0,30.0,19.0,29.0,25.0,19.0,9.0,18.0,18.0,16.0,11.0,18.0,28.0,21.0,19.0,12.0,24.0,36.0,16.0,24.0,31.0,20.0,29.0,16.0,21.0,24.0,20.0,32.0,30.0,21.0,10.0,23.0,31.0,21.0,13.0,17.0,26.0,26.0,24.0,40.0,18.0,18.0,21.0,20.0,24.0,17.0,30.0,23.0,24.0,21.0,24.0,24.0,20.0,23.0,25.0,18.0,19.0,14.0,13.0,19.0,24.0,28.0,21.591603831261462,1
2020-04-22,13.0,14.0,17.0,19.0,18.0,14.0,14.0,16.0,16.0,14.0,18.0,18.0,16.0,20.0,22.0,17.0,13.0,11.0,14.0,20.0,10.0,9.0,15.0,15.0,6.0,10.0,18.0,16.0,21.0,14.0,16.0,5.0,16.0,8.0,16.0,14.0,18.0,11.0,15.0,17.0,22.0,17.0,16.0,11.0,11.0,14.0,20.0,14.0,12.0,16.0,14.0,20.0,20.0,11.0,17.0,21.0,14.0,21.0,16.0,15.0,22.0,8.0,14.0,6.0,9.0,24.0,15.0,14.0,13.0,14.0,11.0,15.0,11.0,12.0,15.0,20.0,18.0,18.0,10.0,13.0,12.0,9.0,18.0,20.0,15.0,22.0,15.0,13.0,21.0,14.0,18.0,19.0,16.0,10.0,17.0,12.0,18.0,10.0,15.0,16.0,15.365803953535766,1
2020-04-23,25.0,15.0,17.0,18.0,21.0,14.0,18.0,10.0,16.0,13.0,15.0,23.0,19.0,22.0,15.0,18.0,10.0,21.0,16.0,17.0,16.0,15.0,18.0,11.0,22.0,19.0,16.0,16.0,21.0,19.0,20.0,19.0,22.0,15.0,16.0,18.0,21.0,21.0,20.0,12.0,22.0,17.0,13.0,22.0,13.0,11.0,16.0,10.0,17.0,15.0,17.0,15.0,21.0,15.0,29.0,31.0,14.0,19.0,19.0,25.0,18.0,19.0,15.0,15.0,16.0,27.0,18.0,21.0,10.0,16.0,14.0,16.0,22.0,15.0,5.0,19.0,21.0,14.0,7.0,19.0,19.0,15.0,13.0,27.0,16.0,18.0,15.0,12.0,18.0,16.0,16.0,20.0,23.0,8.0,12.0,18.0,16.0,14.0,25.0,20.0,17.61768901569187,1
2020-04-24,14.0,11.0,13.0,15.0,12.0,12.0,15.0,14.0,16.0,16.0,13.0,16.0,19.0,21.0,15.0,17.0,14.0,11.0,10.0,18.0,15.0,13.0,22.0,7.0,20.0,11.0,16.0,13.0,17.0,15.0,13.0,15.0,7.0,15.0,12.0,18.0,26.0,8.0,22.0,15.0,20.0,12.0,19.0,14.0,16.0,17.0,15.0,10.0,12.0,18.0,16.0,21.0,19.0,15.0,20.0,17.0,22.0,20.0,14.0,20.0,22.0,3.0,13.0,18.0,14.0,27.0,13.0,18.0,20.0,14.0,19.0,28.0,18.0,7.0,18.0,16.0,21.0,9.0,15.0,10.0,18.0,18.0,20.0,16.0,19.0,13.0,18.0,15.0,21.0,17.0,13.0,16.0,14.0,20.0,12.0,9.0,10.0,12.0,18.0,17.0,15.977175463623395,1
2020-04-25,23.0,14.0,9.0,13.0,24.0,10.0,16.0,18.0,20.0,13.0,10.0,14.0,22.0,22.0,23.0,15.0,11.0,11.0,19.0,16.0,17.0,15.0,14.0,9.0,18.0,8.0,18.0,14.0,16.0,11.0,17.0,14.0,18.0,5.0,20.0,21.0,13.0,17.0,13.0,15.0,12.0,14.0,23.0,6.0,14.0,16.0,11.0,14.0,16.0,13.0,20.0,16.0,19.0,13.0,25.0,22.0,18.0,20.0,20.0,13.0,21.0,19.0,23.0,17.0,12.0,18.0,11.0,10.0,13.0,11.0,16.0,11.0,22.0,19.0,13.0,13.0,13.0,16.0,21.0,19.0,9.0,19.0,19.0,9.0,11.0,11.0,15.0,13.0,22.0,11.0,17.0,10.0,18.0,19.0,9.0,8.0,19.0,10.0,22.0,18.0,15.773384960260852,1
2020-04-26,17.0,12.0,17.0,20.0,25.0,15.0,18.0,19.0,16.0,21.0,14.0,11.0,21.0,9.0,14.0,15.0,18.0,9.0,9.0,18.0,9.0,14.0,15.0,10.0,18.0,13.0,19.0,15.0,21.0,11.0,11.0,19.0,16.0,16.0,14.0,18.0,19.0,19.0,24.0,18.0,16.0,18.0,20.0,11.0,14.0,9.0,13.0,14.0,16.0,15.0,19.0,18.0,23.0,10.0,16.0,23.0,28.0,16.0,25.0,14.0,21.0,11.0,26.0,16.0,9.0,25.0,10.0,18.0,10.0,16.0,12.0,23.0,11.0,23.0,18.0,27.0,21.0,14.0,16.0,15.0,16.0,14.0,15.0,15.0,9.0,15.0,17.0,10.0,20.0,22.0,13.0,16.0,9.0,15.0,18.0,17.0,17.0,15.0,11.0,13.0,16.445893621357246,1
2020-04-27,13.0,11.0,14.0,18.0,19.0,12.0,12.0,7.0,15.0,16.0,15.0,18.0,18.0,12.0,17.0,20.0,15.0,11.0,18.0,11.0,13.0,8.0,15.0,18.0,17.0,12.0,25.0,20.0,17.0,8.0,5.0,12.0,14.0,5.0,17.0,12.0,15.0,8.0,13.0,15.0,27.0,18.0,10.0,11.0,5.0,17.0,23.0,21.0,14.0,12.0,16.0,12.0,18.0,17.0,19.0,21.0,14.0,15.0,10.0,27.0,18.0,11.0,12.0,17.0,9.0,12.0,11.0,24.0,14.0,5.0,12.0,13.0,7.0,17.0,12.0,21.0,15.0,21.0,9.0,7.0,12.0,25.0,13.0,9.0,16.0,12.0,13.0,17.0,17.0,20.0,10.0,13.0,15.0,17.0,22.0,11.0,9.0,6.0,16.0,19.0,14.744242918280008,1
2020-04-28,12.0,8.0,13.0,11.0,7.0,9.0,6.0,8.0,8.0,3.0,13.0,12.0,6.0,7.0,8.0,14.0,8.0,9.0,11.0,7.0,10.0,5.0,8.0,10.0,3.0,7.0,10.0,7.0,11.0,6.0,9.0,4.0,10.0,8.0,10.0,6.0,11.0,8.0,12.0,13.0,5.0,9.0,14.0,9.0,2.0,7.0,4.0,11.0,6.0,5.0,9.0,9.0,8.0,7.0,10.0,7.0,3.0,8.0,8.0,9.0,10.0,9.0,9.0,13.0,6.0,8.0,12.0,9.0,8.0,8.0,5.0,5.0,8.0,13.0,8.0,6.0,8.0,12.0,4.0,1.0,8.0,12.0,6.0,9.0,7.0,8.0,7.0,7.0,10.0,7.0,7.0,11.0,16.0,7.0,10.0,8.0,6.0,8.0,7.0,4.0,8.406358263704911,1
