date,/m/0fd23_0,/m/0fd23_1,/m/0fd23_2,/m/0fd23_3,/m/0fd23_4,/m/0fd23_5,/m/0fd23_6,/m/0fd23_7,/m/0fd23_8,/m/0fd23_9,/m/0fd23
2021-04-18,0.0,16.0,48.0,68.0,100.0,60.0,29.0,38.0,83.0,46.0,63.790849673202615
2021-04-19,17.0,29.0,43.0,38.0,15.0,41.0,13.0,34.0,25.0,56.0,40.65359477124183
2021-04-20,17.0,28.0,11.0,12.0,45.0,27.0,13.0,11.0,24.0,14.0,26.405228758169933
2021-04-21,0.0,14.0,0.0,24.0,15.0,26.0,26.0,11.0,35.0,0.0,19.73856209150327
2021-04-22,52.0,30.0,33.0,0.0,45.0,14.0,55.0,23.0,50.0,28.0,43.13725490196079
2021-04-23,36.0,46.0,11.0,26.0,48.0,43.0,0.0,12.0,39.0,0.0,34.11764705882353
2021-04-24,77.0,49.0,37.0,42.0,67.0,60.0,30.0,65.0,28.0,31.0,63.529411764705884
2021-04-25,54.0,31.0,57.0,66.0,64.0,57.0,56.0,48.0,65.0,29.0,68.88888888888889
2021-04-26,47.0,68.0,39.0,46.0,41.0,49.0,36.0,52.0,34.0,52.0,60.65359477124183
2021-04-27,49.0,55.0,30.0,12.0,14.0,63.0,37.0,21.0,46.0,26.0,46.143790849673195
2021-04-28,16.0,13.0,0.0,11.0,27.0,0.0,0.0,31.0,0.0,26.0,16.209150326797385
2021-04-29,0.0,27.0,0.0,0.0,28.0,13.0,0.0,21.0,12.0,0.0,13.202614379084967
2021-04-30,0.0,0.0,20.0,12.0,0.0,12.0,12.0,20.0,22.0,13.0,14.509803921568627
2021-05-01,32.0,68.0,30.0,0.0,28.0,25.0,24.0,0.0,22.0,51.0,36.60130718954248
2021-05-02,56.0,16.0,46.0,0.0,64.0,29.0,29.0,12.0,13.0,15.0,36.60130718954248
2021-05-03,18.0,75.0,55.0,64.0,62.0,96.0,95.0,47.0,50.0,28.0,77.12418300653594
2021-05-04,35.0,15.0,21.0,12.0,60.0,27.0,53.0,11.0,36.0,28.0,38.95424836601307
2021-05-05,85.0,28.0,31.0,24.0,59.0,26.0,26.0,56.0,49.0,28.0,53.8562091503268
2021-05-06,17.0,15.0,11.0,25.0,61.0,27.0,27.0,23.0,12.0,0.0,28.49673202614379
2021-05-07,36.0,30.0,0.0,13.0,31.0,14.0,14.0,12.0,13.0,58.0,28.88888888888889
2021-05-08,20.0,34.0,25.0,14.0,17.0,32.0,15.0,13.0,14.0,63.0,32.287581699346404
2021-05-09,36.0,90.0,45.0,26.0,47.0,0.0,14.0,47.0,51.0,44.0,52.287581699346404
2021-05-10,93.0,26.0,49.0,45.0,27.0,25.0,61.0,41.0,78.0,38.0,63.13725490196079
2021-05-11,65.0,41.0,10.0,35.0,28.0,37.0,37.0,11.0,23.0,52.0,44.31372549019608
2021-05-12,17.0,14.0,21.0,12.0,29.0,26.0,39.0,22.0,12.0,14.0,26.9281045751634
2021-05-13,18.0,15.0,0.0,0.0,16.0,14.0,28.0,36.0,13.0,44.0,24.052287581699343
2021-05-14,68.0,14.0,32.0,25.0,45.0,53.0,26.0,22.0,48.0,28.0,47.189542483660134
2021-05-15,52.0,59.0,76.0,100.0,90.0,68.0,67.0,46.0,37.0,100.0,90.84967320261438
2021-05-16,66.0,42.0,51.0,36.0,14.0,13.0,38.0,33.0,12.0,40.0,45.09803921568628
2021-05-17,16.0,14.0,10.0,0.0,29.0,13.0,0.0,21.0,24.0,0.0,16.601307189542485
2021-05-18,66.0,28.0,30.0,36.0,14.0,78.0,64.0,32.0,0.0,54.0,52.54901960784314
2021-05-19,34.0,28.0,21.0,12.0,0.0,39.0,39.0,11.0,12.0,41.0,30.980392156862745
2021-05-20,17.0,88.0,11.0,39.0,15.0,55.0,14.0,59.0,37.0,29.0,47.58169934640523
2021-05-21,66.0,41.0,30.0,24.0,28.0,51.0,52.0,22.0,12.0,13.0,44.31372549019608
2021-05-22,0.0,15.0,44.0,26.0,0.0,42.0,14.0,35.0,13.0,57.0,32.15686274509804
2021-05-23,35.0,0.0,0.0,13.0,0.0,14.0,13.0,11.0,12.0,0.0,12.81045751633987
2021-05-24,16.0,42.0,41.0,24.0,29.0,65.0,25.0,22.0,24.0,53.0,44.57516339869281
2021-05-25,65.0,27.0,20.0,47.0,84.0,64.0,0.0,53.0,35.0,26.0,55.032679738562095
2021-05-26,99.0,100.0,74.0,0.0,88.0,80.0,39.0,100.0,72.0,54.0,92.28758169934639
2021-05-27,57.0,64.0,0.0,14.0,34.0,30.0,45.0,63.0,0.0,62.0,48.23529411764706
2021-05-28,100.0,50.0,100.0,72.0,86.0,47.0,77.0,52.0,100.0,81.0,100.0
2021-05-29,64.0,54.0,13.0,31.0,18.0,17.0,17.0,28.0,0.0,17.0,33.8562091503268
2021-05-30,87.0,35.0,53.0,47.0,18.0,100.0,100.0,28.0,75.0,68.0,79.86928104575163
2021-05-31,55.0,46.0,34.0,26.0,47.0,43.0,28.0,0.0,26.0,30.0,43.790849673202615
