date,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-01-29,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,5.0,7.0,6.0,5.0,5.0,5.75
2020-01-30,5.0,9.0,6.0,7.0,8.0,7.0,6.0,6.0,8.0,8.0,5.0,8.0,8.0,7.0,6.0,8.0,6.0,8.0,8.0,8.0,7.1
2020-01-31,6.0,8.0,7.0,7.0,9.0,8.0,9.0,8.0,9.0,9.0,7.0,7.0,5.0,8.0,8.0,9.0,7.0,8.0,8.0,9.0,7.8
2020-02-01,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.75
2020-02-02,5.0,5.0,7.0,4.0,5.0,4.0,6.0,4.0,6.0,6.0,5.0,7.0,7.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.3
2020-02-03,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.6
2020-02-04,3.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,3.45
2020-02-05,4.0,2.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,3.45
2020-02-06,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.6
2020-02-07,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,6.0,3.0,3.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,4.2
2020-02-08,4.0,6.0,5.0,6.0,5.0,4.0,3.0,4.0,5.0,6.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.6
2020-02-09,4.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0,4.0,4.0,5.0,4.7
2020-02-10,5.0,5.0,5.0,4.0,6.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.1
2020-02-11,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.9
2020-02-12,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,6.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.4
2020-02-13,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.55
2020-02-14,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.8
2020-02-15,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.95
2020-02-16,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.2
2020-02-17,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.3
2020-02-18,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.15
2020-02-19,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.75
2020-02-20,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.5
2020-02-21,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.85
2020-02-22,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,3.85
2020-02-23,8.0,8.0,10.0,8.0,10.0,8.0,8.0,10.0,9.0,7.0,9.0,11.0,7.0,9.0,11.0,9.0,10.0,10.0,9.0,9.0,9.0
2020-02-24,12.0,14.0,15.0,16.0,17.0,12.0,15.0,13.0,15.0,14.0,13.0,12.0,12.0,12.0,13.0,15.0,14.0,15.0,13.0,15.0,13.85
2020-02-25,20.0,15.0,18.0,17.0,15.0,15.0,18.0,17.0,19.0,19.0,17.0,16.0,19.0,17.0,15.0,17.0,17.0,18.0,17.0,16.0,17.1
