date,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-01-29,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.8
2020-01-30,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0
2020-01-31,6.0,5.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,8.0,3.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,5.1
2020-02-01,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,3.85
2020-02-02,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.6
2020-02-03,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.35
2020-02-04,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.55
2020-02-05,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,2.9
2020-02-06,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.45
2020-02-07,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.4
