date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-01-25,8.0,9.0,13.0,12.0,11.0,12.0,9.0,14.0,9.0,11.0,12.0,10.0,12.0,12.0,8.0,9.0,11.0,12.0,10.0,11.0,11.04830421377184
2020-01-26,11.0,16.0,12.0,11.0,12.0,11.0,13.0,12.0,15.0,13.0,12.0,13.0,11.0,15.0,10.0,6.0,14.0,13.0,10.0,12.0,12.435765673175746
2020-01-27,11.0,8.0,11.0,11.0,11.0,11.0,12.0,11.0,8.0,13.0,13.0,10.0,9.0,9.0,9.0,10.0,10.0,11.0,9.0,10.0,10.637204522096608
2020-01-28,22.0,15.0,14.0,19.0,20.0,18.0,20.0,17.0,13.0,17.0,16.0,19.0,17.0,16.0,18.0,17.0,20.0,20.0,17.0,12.0,17.83144912641316
2020-01-29,16.0,19.0,20.0,17.0,28.0,18.0,18.0,17.0,19.0,19.0,25.0,22.0,19.0,18.0,24.0,15.0,18.0,16.0,21.0,18.0,19.886947584789315
2020-01-30,22.0,22.0,19.0,20.0,24.0,20.0,23.0,20.0,16.0,20.0,24.0,18.0,17.0,21.0,24.0,19.0,21.0,17.0,21.0,15.0,20.709146968139773
2020-01-31,15.0,13.0,12.0,10.0,14.0,14.0,12.0,12.0,13.0,14.0,12.0,13.0,11.0,15.0,13.0,13.0,14.0,10.0,11.0,12.0,13.001027749229188
2020-02-01,10.0,8.0,8.0,10.0,7.0,6.0,7.0,9.0,9.0,9.0,11.0,9.0,8.0,8.0,7.0,5.0,10.0,6.0,7.0,9.0,8.376156217882837
2020-02-02,11.0,10.0,11.0,10.0,12.0,10.0,12.0,8.0,9.0,10.0,10.0,8.0,12.0,9.0,7.0,9.0,9.0,11.0,11.0,11.0,10.277492291880781
2020-02-03,14.0,13.0,14.0,12.0,15.0,12.0,14.0,12.0,14.0,13.0,15.0,12.0,12.0,14.0,12.0,16.0,12.0,17.0,16.0,13.0,13.977389516957862
2020-02-04,8.0,8.0,6.0,9.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0,10.0,9.0,9.0,8.0,7.0,7.0,8.376156217882837
2020-02-05,6.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0,9.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,7.0,7.0,8.0,7.142857142857143
2020-02-06,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,7.0,6.0,5.0,4.0,3.0,3.0,6.0,5.0,5.0,4.830421377183967
2020-02-07,4.0,7.0,6.0,6.0,9.0,7.0,6.0,4.0,6.0,5.0,8.0,8.0,5.0,6.0,5.0,5.0,7.0,4.0,6.0,5.0,6.115107913669065
2020-02-08,4.0,6.0,5.0,6.0,4.0,4.0,6.0,5.0,6.0,3.0,6.0,5.0,6.0,3.0,6.0,6.0,2.0,5.0,5.0,5.0,5.035971223021583
2020-02-09,7.0,7.0,8.0,9.0,7.0,8.0,5.0,5.0,8.0,7.0,9.0,11.0,6.0,9.0,10.0,7.0,7.0,7.0,5.0,9.0,7.75950668036999
2020-02-10,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.055498458376156
2020-02-11,5.0,4.0,5.0,5.0,4.0,6.0,6.0,4.0,4.0,6.0,3.0,6.0,5.0,4.0,3.0,5.0,4.0,4.0,6.0,4.0,4.779033915724564
2020-02-12,3.0,7.0,4.0,6.0,6.0,4.0,3.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,4.881808838643371
