date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-27,51.0,86.0,0.0,0.0,0.0,0.0,55.0,87.0,0.0,0.0,41.891891891891895
2021-02-28,51.0,0.0,98.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,30.480480480480484
2021-03-01,0.0,0.0,0.0,81.0,50.0,0.0,52.0,0.0,92.0,0.0,41.291291291291294
2021-03-02,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.357357357357359
2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-08,50.0,0.0,0.0,0.0,50.0,0.0,52.0,87.0,0.0,0.0,35.88588588588589
2021-03-09,100.0,87.0,97.0,0.0,100.0,100.0,0.0,86.0,96.0,0.0,100.0
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-11,0.0,0.0,91.0,82.0,0.0,46.0,0.0,81.0,0.0,0.0,45.04504504504505
2021-03-12,0.0,0.0,0.0,84.0,51.0,98.0,54.0,0.0,0.0,100.0,58.10810810810812
2021-03-13,0.0,0.0,90.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,21.171171171171174
2021-03-14,0.0,77.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,47.0,25.375375375375373
2021-03-15,39.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,38.0,21.171171171171174
2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,48.0,19.96996996996997
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-20,0.0,90.0,99.0,0.0,0.0,53.0,0.0,0.0,0.0,52.0,44.14414414414415
2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-22,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,7.357357357357359
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
