date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2021-04-18,61.0,81.0,62.0,70.0,76.0,58.0,55.0,58.0,68.42105263157895,49.45054945054945,66.37313946718054
2021-04-19,79.0,92.0,82.0,92.0,89.0,75.0,73.0,60.0,87.36842105263158,76.92307692307692,83.76659390076316
2021-04-20,66.0,86.0,51.0,78.0,70.0,67.0,83.0,55.0,65.26315789473684,85.71428571428571,73.44873729225515
2021-04-21,100.0,80.0,100.0,82.0,100.0,82.0,71.0,74.0,86.3157894736842,75.82417582417582,88.42595513510362
2021-04-22,88.0,100.0,95.0,90.0,96.0,100.0,100.0,100.0,96.84210526315789,96.7032967032967,100.0
2021-04-23,78.0,84.0,68.0,92.0,100.0,74.0,84.0,56.0,95.78947368421052,93.4065934065934,85.73061233318973
2021-04-24,66.0,96.0,75.0,78.0,63.0,61.0,50.0,41.0,51.578947368421055,78.02197802197803,68.52673380838472
2021-04-25,53.0,68.0,61.0,57.0,78.0,44.0,59.0,49.0,77.89473684210526,50.54945054945055,62.06919550714108
2021-04-26,80.0,67.0,65.0,64.0,60.0,66.0,47.0,42.0,80.0,67.03296703296704,66.28601266282948
2021-04-27,75.0,70.0,60.0,48.0,56.0,58.0,61.0,48.0,49.473684210526315,60.43956043956044,60.87123199103976
2021-04-28,61.0,57.0,50.0,67.0,66.0,56.0,60.0,49.0,69.47368421052632,63.73626373626374,62.25264249588851
2021-04-29,80.0,99.0,70.0,81.0,79.0,69.0,82.0,55.0,73.6842105263158,81.31868131868131,79.99652694531622
2021-04-30,84.0,70.0,87.0,76.0,99.0,67.0,64.0,61.0,93.6842105263158,70.32967032967034,80.2054510134049
2021-05-01,71.0,89.0,80.0,79.0,72.0,61.0,71.0,51.0,68.42105263157895,74.72527472527473,74.50519486060011
2021-05-02,75.0,76.0,94.0,69.0,89.0,75.0,78.0,50.0,72.63157894736842,68.13186813186813,77.58215306557163
2021-05-03,79.0,66.0,72.0,58.0,60.0,52.0,66.0,49.0,68.42105263157895,65.93406593406593,66.1116989666761
2021-05-04,50.0,47.0,39.0,42.0,42.0,29.0,51.0,30.0,54.73684210526316,58.24175824175824,46.02157980725148
2021-05-05,60.0,52.0,75.0,54.0,56.0,57.0,49.0,41.0,62.10526315789474,47.252747252747255,57.48902953358318
2021-05-06,56.0,77.0,62.0,61.0,58.0,58.0,58.0,44.0,69.47368421052632,67.03296703296704,63.42627059422283
2021-05-07,79.0,59.0,63.0,86.0,67.0,51.0,54.0,46.0,62.10526315789474,54.94505494505494,64.62555603425226
2021-05-08,55.0,65.0,52.0,51.0,52.0,39.0,52.0,47.0,48.421052631578945,62.637362637362635,54.44505933936251
2021-05-09,48.0,39.0,41.0,68.0,56.0,58.0,53.0,29.0,53.68421052631579,45.05494505494506,50.983481358769545
2021-05-10,57.0,76.0,69.0,79.0,79.0,52.0,55.0,57.0,92.63157894736842,65.93406593406593,70.91256614877291
2021-05-11,74.0,67.0,58.0,58.0,58.0,78.0,73.0,70.0,67.36842105263158,67.03296703296704,69.64880687352372
2021-05-12,74.0,70.0,69.0,66.0,73.0,62.0,55.0,56.0,62.10526315789474,73.62637362637362,68.64420477563044
2021-05-13,71.0,49.0,47.0,58.0,62.0,48.0,57.0,44.0,66.3157894736842,60.43956043956044,58.465330441925175
2021-05-14,50.0,73.0,61.0,70.0,64.0,43.0,49.0,41.0,74.73684210526316,49.45054945054945,59.75691020711543
2021-05-15,42.0,61.0,44.0,58.0,46.0,47.0,49.0,42.0,47.36842105263158,48.35164835164835,50.3581512533341
2021-05-16,54.0,59.0,68.0,53.0,55.0,50.0,71.0,53.0,54.73684210526316,52.747252747252745,59.26827905333422
2021-05-17,89.0,84.0,72.0,85.0,81.0,72.0,69.0,70.0,88.42105263157895,90.10989010989012,83.16812288604834
2021-05-18,45.0,41.0,49.0,49.0,45.0,35.0,45.0,37.0,43.1578947368421,45.05494505494506,45.1108943957035
2021-05-19,50.0,59.0,65.0,49.0,66.0,54.0,46.0,41.0,61.05263157894737,46.15384615384615,55.81102736923319
2021-05-20,81.0,52.0,63.0,58.0,70.0,53.0,74.0,42.0,88.42105263157895,54.94505494505494,66.11284062825035
2021-05-21,49.0,42.0,40.0,44.0,66.0,38.0,57.0,36.0,55.78947368421053,47.252747252747255,49.35270793112296
2021-05-22,27.0,41.0,46.0,58.0,49.0,51.0,40.0,32.0,41.05263157894737,32.967032967032964,43.4285659348616
2021-05-23,53.0,40.0,41.0,31.0,54.0,45.0,27.0,36.0,40.0,37.362637362637365,42.00972094786753
