date,/g/1213j0cz_0,/g/1213j0cz_1,/g/1213j0cz_2,/g/1213j0cz_3,/g/1213j0cz_4,/g/1213j0cz_5,/g/1213j0cz_6,/g/1213j0cz_7,/g/1213j0cz_8,/g/1213j0cz_9,/g/1213j0cz_10,/g/1213j0cz_11,/g/1213j0cz_12,/g/1213j0cz_13,/g/1213j0cz_14,/g/1213j0cz_15,/g/1213j0cz_16,/g/1213j0cz_17,/g/1213j0cz_18,/g/1213j0cz_19,/g/1213j0cz
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5238095238095235
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,0.0,0.0,20.0,20.0,17.0,0.0,19.0,0.0,0.0,0.0,7.111111111111112
2020-02-01,0.0,0.0,0.0,51.0,0.0,0.0,22.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3015873015873005
2020-02-02,0.0,20.0,22.0,25.0,0.0,25.0,21.0,21.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,16.0,13.333333333333336
2020-02-03,0.0,0.0,0.0,21.0,18.0,0.0,18.0,0.0,18.0,13.0,14.0,13.0,17.0,17.0,0.0,15.0,16.0,12.0,0.0,0.0,12.190476190476188
2020-02-04,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,14.0,19.0,19.0,0.0,17.0,18.0,0.0,0.0,29.0,10.476190476190476
2020-02-05,0.0,0.0,20.0,23.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,0.0,12.0,0.0,6.984126984126984
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5396825396825395
2020-02-07,0.0,0.0,0.0,25.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9206349206349205
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333
2020-02-09,22.0,0.0,22.0,0.0,0.0,25.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,17.0,19.0,14.0,0.0,0.0,9.460317460317462
2020-02-10,0.0,0.0,0.0,0.0,0.0,23.0,39.0,0.0,19.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,7.682539682539683
2020-02-11,20.0,0.0,20.0,0.0,19.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,0.0,11.0,14.0,8.317460317460318
2020-02-12,20.0,18.0,0.0,22.0,0.0,22.0,19.0,0.0,18.0,0.0,16.0,13.0,0.0,18.0,0.0,32.0,34.0,0.0,23.0,0.0,16.19047619047619
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,0.0,20.0,0.0,0.0,0.0,24.0,0.0,0.0,20.0,0.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,15.0,7.238095238095237
2020-02-15,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,19.0,0.0,15.0,13.0,16.0,6.412698412698412
2020-02-16,0.0,20.0,0.0,0.0,21.0,24.0,0.0,20.0,0.0,15.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,9.968253968253967
