date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06
2021-02-26,47.0,48.0,41.0,36.0,31.0,44.0,32.0,28.0,36.0,35.0,46.551724137931025
2021-02-27,50.0,52.0,30.0,15.0,43.0,95.0,34.0,40.0,57.0,30.0,54.926108374384235
2021-02-28,42.0,34.0,44.0,45.0,25.0,28.0,52.0,39.0,46.0,29.0,47.29064039408867
2021-03-01,47.0,33.0,14.0,21.0,40.0,18.0,16.0,38.0,26.0,21.0,33.74384236453202
2021-03-02,84.0,33.0,28.0,48.0,53.0,61.0,62.0,56.0,44.0,48.0,63.669950738916256
2021-03-03,93.0,56.0,61.0,56.0,46.0,52.0,55.0,64.0,86.0,54.0,76.72413793103448
2021-03-04,55.0,56.0,42.0,43.0,23.0,45.0,48.0,37.0,61.0,34.0,54.679802955665025
2021-03-05,38.0,24.0,27.0,27.0,55.0,9.0,31.0,27.0,17.0,13.0,33.004926108374384
2021-03-06,60.0,71.0,23.0,54.0,70.0,78.0,36.0,83.0,58.0,62.0,73.27586206896551
2021-03-07,51.0,44.0,37.0,8.0,67.0,38.0,52.0,91.0,84.0,45.0,63.669950738916256
2021-03-08,40.0,49.0,57.0,57.0,47.0,89.0,57.0,74.0,61.0,62.0,73.0295566502463
2021-03-09,40.0,25.0,7.0,28.0,56.0,54.0,65.0,19.0,62.0,28.0,47.29064039408867
2021-03-10,61.0,55.0,100.0,67.0,38.0,75.0,100.0,79.0,76.0,100.0,92.48768472906403
2021-03-11,31.0,72.0,54.0,48.0,78.0,60.0,48.0,81.0,94.0,46.0,75.36945812807882
2021-03-12,48.0,50.0,76.0,35.0,81.0,63.0,41.0,85.0,89.0,63.0,77.70935960591133
2021-03-13,78.0,98.0,90.0,100.0,81.0,62.0,66.0,85.0,88.0,64.0,100.0
2021-03-14,32.0,17.0,29.0,36.0,24.0,38.0,57.0,48.0,46.0,22.0,42.98029556650246
2021-03-15,54.0,44.0,42.0,65.0,43.0,41.0,31.0,71.0,54.0,43.0,60.09852216748768
2021-03-16,49.0,57.0,37.0,62.0,56.0,55.0,43.0,33.0,77.0,31.0,61.576354679802954
2021-03-17,71.0,57.0,28.0,28.0,55.0,18.0,73.0,46.0,79.0,75.0,65.27093596059113
2021-03-18,55.0,91.0,64.0,78.0,47.0,90.0,64.0,75.0,79.0,50.0,85.34482758620689
2021-03-19,31.0,41.0,14.0,42.0,32.0,35.0,16.0,56.0,71.0,21.0,44.21182266009852
2021-03-20,18.0,73.0,23.0,55.0,27.0,90.0,71.0,95.0,70.0,24.0,67.24137931034483
2021-03-21,42.0,43.0,30.0,30.0,43.0,29.0,43.0,70.0,29.0,45.0,49.75369458128078
2021-03-22,32.0,58.0,21.0,36.0,71.0,71.0,48.0,48.0,81.0,35.0,61.69950738916256
2021-03-23,64.0,82.0,57.0,36.0,64.0,64.0,73.0,66.0,71.0,71.0,79.80295566502463
2021-03-24,39.0,97.0,35.0,64.0,64.0,73.0,73.0,94.0,71.0,56.0,82.01970443349752
2021-03-25,32.0,25.0,42.0,43.0,57.0,53.0,16.0,76.0,45.0,28.0,51.354679802955665
2021-03-26,41.0,51.0,44.0,22.0,0.0,18.0,34.0,19.0,63.0,36.0,40.39408866995073
2021-03-27,100.0,57.0,71.0,74.0,82.0,91.0,83.0,74.0,100.0,80.0,100.0
2021-03-28,68.0,100.0,85.0,52.0,88.0,32.0,79.0,68.0,65.0,76.0,87.80788177339902
2021-03-29,32.0,17.0,35.0,15.0,33.0,55.0,33.0,9.0,55.0,36.0,39.40886699507389
2021-03-30,85.0,61.0,30.0,68.0,84.0,67.0,26.0,59.0,75.0,46.0,74.01477832512315
2021-03-31,63.0,56.0,35.0,41.0,40.0,71.0,56.0,82.0,94.0,54.0,72.90640394088669
2021-04-01,48.0,49.0,43.0,28.0,24.0,44.0,73.0,37.0,44.0,42.0,53.20197044334975
2021-04-02,25.0,42.0,45.0,45.0,51.0,38.0,17.0,30.0,47.0,15.0,43.7192118226601
2021-04-03,34.0,62.0,8.0,38.0,52.0,49.0,52.0,90.0,38.0,23.0,54.926108374384235
2021-04-04,26.0,45.0,39.0,23.0,51.0,58.0,35.0,62.0,48.0,32.0,51.600985221674875
2021-04-05,65.0,57.0,64.0,58.0,48.0,46.0,81.0,85.0,36.0,44.0,71.92118226600985
2021-04-06,72.0,72.0,35.0,59.0,59.0,22.0,46.0,83.0,50.0,57.0,68.34975369458128
2021-04-07,41.0,58.0,62.0,38.0,28.0,39.0,50.0,74.0,55.0,43.0,60.09852216748768
2021-04-08,65.0,72.0,44.0,52.0,56.0,56.0,44.0,59.0,48.0,44.0,66.50246305418719
2021-04-09,7.0,29.0,25.0,19.0,35.0,24.0,43.0,32.0,31.0,44.0,35.59113300492611
2021-04-10,37.0,31.0,46.0,40.0,15.0,58.0,38.0,35.0,42.0,40.0,47.04433497536946
2021-04-11,69.0,55.0,54.0,62.0,100.0,94.0,78.0,63.0,76.0,67.0,88.42364532019704
2021-04-12,59.0,68.0,57.0,60.0,60.0,25.0,22.0,52.0,33.0,45.0,59.23645320197044
2021-04-13,44.0,54.0,65.0,26.0,66.0,76.0,53.0,78.0,75.0,26.0,69.33497536945812
2021-04-14,44.0,45.0,39.0,40.0,59.0,67.0,67.0,78.0,67.0,46.0,67.98029556650246
2021-04-15,46.0,16.0,20.0,42.0,85.0,51.0,47.0,45.0,69.0,53.0,58.3743842364532
2021-04-16,38.0,47.0,41.0,13.0,46.0,51.0,39.0,36.0,42.0,47.0,49.26108374384236
2021-04-17,48.0,49.0,36.0,43.0,73.0,73.0,42.0,93.0,82.0,50.0,72.53694581280789
