date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-01-29,0.0,10.0,0.0,3.0,13.0,0.0,3.0,6.0,3.0,3.0,8.0,3.0,3.0,12.0,3.0,3.0,8.0,13.0,6.0,3.0,5.4267650158061125
2020-01-30,6.0,14.0,16.0,9.0,34.0,18.0,20.0,13.0,6.0,13.0,26.0,20.0,11.0,16.0,9.0,24.0,17.0,21.0,15.0,14.0,16.965226554267648
2020-01-31,22.0,14.0,10.0,9.0,3.0,7.0,4.0,13.0,16.0,10.0,9.0,11.0,11.0,17.0,13.0,15.0,15.0,4.0,6.0,10.0,11.538461538461537
2020-02-01,13.0,11.0,17.0,20.0,11.0,19.0,22.0,7.0,24.0,27.0,3.0,18.0,19.0,18.0,17.0,13.0,3.0,4.0,20.0,22.0,16.227608008429925
2020-02-02,12.0,9.0,16.0,3.0,0.0,15.0,14.0,3.0,10.0,13.0,6.0,11.0,4.0,17.0,13.0,3.0,9.0,11.0,6.0,14.0,9.957850368809273
2020-02-03,10.0,15.0,6.0,8.0,9.0,6.0,12.0,14.0,6.0,9.0,13.0,3.0,15.0,7.0,8.0,5.0,15.0,6.0,5.0,6.0,9.378292939936776
2020-02-04,6.0,10.0,15.0,3.0,3.0,21.0,7.0,6.0,6.0,13.0,8.0,20.0,14.0,0.0,6.0,9.0,0.0,3.0,12.0,13.0,9.220231822971547
2020-02-05,14.0,8.0,6.0,12.0,13.0,3.0,13.0,6.0,9.0,13.0,6.0,7.0,14.0,12.0,3.0,12.0,6.0,10.0,3.0,10.0,9.483667017913591
2020-02-06,6.0,12.0,6.0,3.0,3.0,4.0,0.0,3.0,3.0,10.0,3.0,3.0,7.0,4.0,6.0,3.0,9.0,14.0,6.0,3.0,5.690200210748157
2020-02-07,9.0,12.0,3.0,3.0,7.0,7.0,3.0,13.0,10.0,10.0,9.0,7.0,4.0,13.0,7.0,6.0,9.0,7.0,3.0,11.0,8.061116965226553
2020-02-08,3.0,5.0,3.0,0.0,11.0,8.0,7.0,3.0,10.0,7.0,3.0,4.0,7.0,4.0,0.0,6.0,9.0,4.0,0.0,11.0,5.532139093782929
2020-02-09,6.0,14.0,16.0,13.0,17.0,11.0,24.0,10.0,10.0,13.0,18.0,10.0,21.0,17.0,10.0,12.0,9.0,11.0,13.0,14.0,14.17281348788198
2020-02-10,11.0,10.0,6.0,12.0,0.0,13.0,10.0,12.0,9.0,3.0,0.0,3.0,13.0,12.0,3.0,3.0,8.0,13.0,6.0,6.0,8.061116965226553
