date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0
2021-02-26,0.0,0.0,0.0,21.0,0.0,22.0,28.0,0.0,0.0,0.0,9.504685408299865
2021-02-27,0.0,26.0,17.0,0.0,31.0,25.0,31.0,0.0,0.0,30.0,21.4190093708166
2021-02-28,45.0,25.0,16.0,0.0,60.0,23.0,29.0,55.0,53.0,28.0,44.712182061579654
2021-03-01,0.0,0.0,15.0,20.0,0.0,0.0,28.0,0.0,0.0,27.0,12.048192771084336
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-03,22.0,23.0,15.0,21.0,0.0,46.0,28.0,26.0,25.0,27.0,31.19143239625167
2021-03-04,20.0,22.0,29.0,40.0,27.0,22.0,26.0,50.0,24.0,26.0,38.28647925033467
2021-03-05,21.0,23.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,9.504685408299865
2021-03-06,46.0,51.0,32.0,22.0,60.0,24.0,60.0,0.0,54.0,89.0,58.63453815261044
2021-03-07,22.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,28.0,10.575635876840696
2021-03-08,20.0,67.0,29.0,100.0,53.0,22.0,81.0,100.0,24.0,51.0,73.22623828647924
2021-03-09,41.0,23.0,0.0,20.0,0.0,22.0,27.0,26.0,24.0,0.0,24.497991967871485
2021-03-10,38.0,64.0,40.0,37.0,50.0,40.0,50.0,47.0,68.0,0.0,58.099062918340024
2021-03-11,21.0,0.0,15.0,20.0,27.0,0.0,54.0,51.0,0.0,51.0,31.994645247657296
2021-03-12,0.0,23.0,15.0,40.0,53.0,0.0,0.0,25.0,49.0,76.0,37.61713520749665
2021-03-13,0.0,22.0,15.0,20.0,0.0,22.0,27.0,52.0,24.0,26.0,27.844712182061578
2021-03-14,61.0,44.0,14.0,58.0,52.0,21.0,0.0,25.0,24.0,50.0,46.72021419009371
2021-03-15,64.0,52.0,11.0,0.0,20.0,34.0,61.0,19.0,37.0,58.0,47.65729585006693
2021-03-16,18.0,19.0,49.0,35.0,92.0,56.0,45.0,22.0,21.0,22.0,50.73627844712182
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,46.0,0.0,13.119143239625169
2021-03-18,20.0,21.0,14.0,0.0,25.0,21.0,0.0,24.0,0.0,0.0,16.733601070950467
2021-03-19,0.0,0.0,14.0,39.0,25.0,21.0,52.0,74.0,46.0,0.0,36.27844712182061
2021-03-20,38.0,21.0,13.0,37.0,0.0,40.0,0.0,47.0,44.0,23.0,35.20749665327978
2021-03-21,39.0,0.0,14.0,39.0,26.0,21.0,26.0,49.0,47.0,50.0,41.633199464524765
2021-03-22,38.0,21.0,27.0,37.0,24.0,20.0,51.0,24.0,46.0,24.0,41.76706827309237
2021-03-23,20.0,43.0,0.0,19.0,26.0,42.0,78.0,25.0,24.0,25.0,40.42838018741633
2021-03-24,59.0,22.0,83.0,57.0,76.0,64.0,79.0,72.0,70.0,98.0,91.03078982597054
2021-03-25,41.0,87.0,100.0,98.0,79.0,43.0,79.0,49.0,71.0,100.0,100.0
2021-03-26,60.0,0.0,42.0,39.0,52.0,21.0,53.0,50.0,95.0,50.0,61.847389558232926
2021-03-27,39.0,0.0,28.0,39.0,0.0,43.0,27.0,76.0,24.0,25.0,40.294511378848725
2021-03-28,44.0,48.0,31.0,21.0,28.0,47.0,0.0,0.0,0.0,27.0,32.93172690763052
2021-03-29,0.0,0.0,15.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,5.622489959839357
2021-03-30,42.0,0.0,15.0,20.0,0.0,22.0,0.0,0.0,0.0,26.0,16.733601070950467
2021-03-31,40.0,22.0,71.0,20.0,53.0,42.0,80.0,50.0,97.0,26.0,67.06827309236948
2021-04-01,42.0,46.0,29.0,20.0,27.0,22.0,55.0,52.0,74.0,77.0,59.437751004016064
2021-04-02,21.0,0.0,0.0,20.0,26.0,43.0,0.0,0.0,48.0,25.0,24.497991967871485
2021-04-03,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.685408299866131
2021-04-04,0.0,24.0,31.0,43.0,28.0,23.0,28.0,27.0,0.0,0.0,27.30923694779116
2021-04-05,78.0,21.0,0.0,38.0,25.0,0.0,100.0,72.0,93.0,0.0,57.1619812583668
2021-04-06,83.0,56.0,12.0,16.0,0.0,18.0,66.0,64.0,100.0,64.0,64.12315930388219
2021-04-07,18.0,58.0,25.0,35.0,47.0,57.0,23.0,44.0,0.0,65.0,49.799196787148595
2021-04-08,18.0,41.0,0.0,36.0,71.0,19.0,24.0,0.0,0.0,23.0,31.05756358768407
2021-04-09,18.0,39.0,13.0,0.0,0.0,19.0,24.0,23.0,22.0,22.0,24.096385542168672
2021-04-10,0.0,21.0,13.0,56.0,100.0,100.0,0.0,24.0,23.0,72.0,54.75234270414993
2021-04-11,20.0,22.0,29.0,0.0,0.0,21.0,0.0,0.0,24.0,0.0,15.528781793842034
2021-04-12,0.0,21.0,0.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,8.56760374832664
