date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06
2021-02-26,82.0,39.0,65.0,63.0,80.0,54.0,21.0,72.0,50.0,82.0,72.20902612826603
2021-02-27,44.0,62.0,54.0,63.0,60.0,52.0,63.0,56.0,48.0,55.0,66.1520190023753
2021-02-28,43.0,51.0,48.0,37.0,43.0,45.0,33.0,55.0,36.0,73.0,55.10688836104513
2021-03-01,65.0,28.0,60.0,26.0,36.0,55.0,87.0,64.0,40.0,57.0,61.52019002375297
2021-03-02,40.0,39.0,41.0,56.0,66.0,68.0,100.0,29.0,30.0,58.0,62.589073634204276
2021-03-03,47.0,51.0,48.0,48.0,71.0,51.0,61.0,68.0,43.0,41.0,62.826603325415675
2021-03-04,78.0,98.0,95.0,81.0,73.0,78.0,67.0,83.0,48.0,82.0,92.99287410926365
2021-03-05,11.0,48.0,45.0,27.0,27.0,26.0,44.0,30.0,34.0,38.0,39.19239904988123
2021-03-06,58.0,39.0,61.0,45.0,29.0,79.0,48.0,64.0,65.0,66.0,65.7957244655582
2021-03-07,31.0,81.0,55.0,56.0,67.0,68.0,74.0,60.0,64.0,65.0,73.75296912114014
2021-03-08,42.0,47.0,63.0,55.0,64.0,37.0,64.0,66.0,26.0,41.0,59.97624703087886
2021-03-09,40.0,44.0,57.0,50.0,41.0,85.0,75.0,56.0,57.0,54.0,66.38954869358669
2021-03-10,50.0,59.0,69.0,68.0,76.0,67.0,39.0,77.0,47.0,45.0,70.90261282660332
2021-03-11,58.0,40.0,20.0,49.0,53.0,56.0,57.0,68.0,24.0,30.0,54.03800475059382
2021-03-12,46.0,29.0,43.0,32.0,42.0,58.0,55.0,40.0,32.0,52.0,50.950118764845605
2021-03-13,35.0,56.0,53.0,25.0,44.0,82.0,77.0,42.0,33.0,62.0,60.45130641330166
2021-03-14,50.0,38.0,66.0,61.0,82.0,50.0,43.0,78.0,33.0,45.0,64.84560570071258
2021-03-15,66.0,63.0,82.0,76.0,90.0,53.0,93.0,75.0,62.0,74.0,87.17339667458432
2021-03-16,45.0,95.0,82.0,64.0,69.0,77.0,79.0,83.0,48.0,65.0,83.9667458432304
2021-03-17,61.0,88.0,39.0,59.0,91.0,77.0,61.0,54.0,64.0,53.0,76.84085510688836
2021-03-18,53.0,92.0,98.0,70.0,74.0,93.0,50.0,62.0,49.0,59.0,83.1353919239905
2021-03-19,48.0,61.0,50.0,55.0,80.0,57.0,74.0,48.0,59.0,68.0,71.25890736342042
2021-03-20,63.0,46.0,52.0,35.0,78.0,54.0,50.0,78.0,43.0,70.0,67.57719714964371
2021-03-21,46.0,32.0,80.0,57.0,46.0,68.0,85.0,68.0,49.0,78.0,72.32779097387173
2021-03-22,100.0,72.0,78.0,80.0,86.0,98.0,87.0,67.0,60.0,80.0,95.96199524940617
2021-03-23,46.0,71.0,56.0,52.0,57.0,73.0,60.0,73.0,39.0,49.0,68.40855106888361
2021-03-24,79.0,100.0,69.0,72.0,87.0,76.0,65.0,90.0,60.0,73.0,91.56769596199524
2021-03-25,53.0,59.0,68.0,60.0,61.0,40.0,74.0,58.0,56.0,40.0,67.57719714964371
2021-03-26,46.0,59.0,69.0,100.0,43.0,73.0,65.0,72.0,32.0,64.0,73.99049881235155
2021-03-27,42.0,47.0,38.0,36.0,48.0,60.0,26.0,45.0,36.0,31.0,48.57482185273159
2021-03-28,54.0,90.0,97.0,75.0,50.0,59.0,50.0,70.0,50.0,81.0,80.28503562945367
2021-03-29,73.0,80.0,73.0,57.0,67.0,68.0,56.0,36.0,50.0,62.0,73.87173396674584
2021-03-30,58.0,97.0,83.0,72.0,100.0,95.0,93.0,95.0,50.0,66.0,96.08076009501188
2021-03-31,48.0,62.0,100.0,77.0,74.0,44.0,86.0,70.0,48.0,47.0,77.90973871733965
2021-04-01,57.0,76.0,73.0,72.0,94.0,44.0,73.0,68.0,60.0,61.0,80.52256532066508
2021-04-02,71.0,62.0,67.0,66.0,54.0,47.0,68.0,66.0,52.0,46.0,71.14014251781472
2021-04-03,34.0,46.0,53.0,58.0,62.0,41.0,63.0,50.0,16.0,50.0,56.17577197149644
2021-04-04,60.0,90.0,87.0,36.0,71.0,51.0,64.0,77.0,52.0,64.0,77.43467933491686
2021-04-05,89.0,80.0,81.0,37.0,59.0,100.0,79.0,71.0,48.0,51.0,82.54156769596199
2021-04-06,58.0,44.0,66.0,73.0,77.0,58.0,85.0,77.0,77.0,49.0,78.85985748218528
2021-04-07,48.0,49.0,55.0,51.0,69.0,77.0,89.0,61.0,48.0,77.0,74.10926365795724
2021-04-08,81.0,66.0,83.0,71.0,93.0,95.0,56.0,75.0,55.0,63.0,87.64845605700712
2021-04-09,51.0,65.0,73.0,72.0,86.0,52.0,71.0,82.0,41.0,61.0,77.67220902612827
2021-04-10,50.0,47.0,43.0,48.0,33.0,49.0,47.0,59.0,43.0,49.0,55.58194774346793
2021-04-11,48.0,58.0,76.0,67.0,61.0,70.0,82.0,66.0,42.0,56.0,74.34679334916865
2021-04-12,82.0,79.0,45.0,61.0,53.0,47.0,35.0,65.0,33.0,45.0,64.72684085510689
2021-04-13,50.0,56.0,53.0,30.0,50.0,42.0,53.0,47.0,33.0,57.0,55.93824228028503
2021-04-14,30.0,49.0,37.0,35.0,37.0,31.0,54.0,61.0,45.0,63.0,52.49406175771971
2021-04-15,80.0,71.0,85.0,68.0,94.0,80.0,88.0,98.0,78.0,100.0,100.0
2021-04-16,46.0,76.0,48.0,48.0,96.0,77.0,84.0,91.0,53.0,66.0,81.35391923990498
2021-04-17,36.0,48.0,36.0,33.0,55.0,23.0,19.0,61.0,26.0,38.0,44.53681710213777
2021-04-18,98.0,70.0,80.0,84.0,83.0,73.0,87.0,73.0,62.0,71.0,92.75534441805225
2021-04-19,30.0,77.0,42.0,51.0,65.0,61.0,31.0,27.0,38.0,24.0,52.96912114014252
2021-04-20,66.0,48.0,49.0,54.0,62.0,64.0,40.0,56.0,57.0,46.0,64.37054631828978
2021-04-21,92.0,53.0,50.0,50.0,64.0,72.0,53.0,82.0,55.0,70.0,76.12826603325415
2021-04-22,53.0,45.0,55.0,64.0,90.0,71.0,65.0,40.0,67.0,48.0,71.02137767220903
2021-04-23,43.0,43.0,35.0,66.0,72.0,55.0,28.0,69.0,47.0,53.0,60.688836104513065
2021-04-24,45.0,23.0,47.0,44.0,46.0,49.0,41.0,54.0,61.0,39.0,53.325415676959615
2021-04-25,28.0,39.0,31.0,37.0,49.0,55.0,53.0,47.0,40.0,25.0,47.980997624703086
2021-04-26,46.0,70.0,52.0,53.0,37.0,63.0,69.0,56.0,31.0,53.0,62.94536817102138
2021-04-27,41.0,56.0,46.0,60.0,55.0,56.0,62.0,84.0,45.0,40.0,64.72684085510689
2021-04-28,78.0,80.0,80.0,78.0,72.0,76.0,100.0,77.0,70.0,79.0,93.82422802850355
2021-04-29,52.0,77.0,78.0,69.0,74.0,75.0,71.0,70.0,52.0,44.0,78.62232779097387
2021-04-30,34.0,42.0,54.0,69.0,51.0,61.0,75.0,45.0,67.0,51.0,65.20190023752969
2021-05-01,33.0,60.0,77.0,65.0,82.0,51.0,75.0,85.0,54.0,50.0,75.05938242280284
2021-05-02,39.0,61.0,26.0,46.0,53.0,64.0,52.0,64.0,40.0,63.0,60.33254156769596
2021-05-03,83.0,61.0,70.0,66.0,74.0,74.0,68.0,61.0,100.0,79.0,87.41092636579572
2021-05-04,52.0,38.0,59.0,67.0,78.0,66.0,86.0,100.0,58.0,75.0,80.64133016627079
2021-05-05,49.0,50.0,40.0,75.0,71.0,55.0,52.0,38.0,66.0,26.0,61.99524940617577
2021-05-06,39.0,27.0,32.0,33.0,45.0,58.0,82.0,38.0,26.0,41.0,50.0
2021-05-07,59.0,70.0,67.0,59.0,88.0,61.0,77.0,35.0,69.0,67.0,77.43467933491686
2021-05-08,34.0,33.0,43.0,53.0,47.0,70.0,51.0,50.0,43.0,49.0,56.17577197149644
2021-05-09,56.0,53.0,46.0,47.0,51.0,74.0,64.0,79.0,38.0,63.0,67.8147268408551
2021-05-10,84.0,93.0,82.0,77.0,96.0,66.0,65.0,83.0,60.0,59.0,90.85510688836104
2021-05-11,37.0,55.0,34.0,32.0,59.0,55.0,33.0,44.0,44.0,36.0,50.950118764845605
2021-05-12,48.0,42.0,35.0,43.0,55.0,48.0,50.0,28.0,35.0,40.0,50.3562945368171
2021-05-13,43.0,48.0,61.0,46.0,27.0,34.0,26.0,56.0,44.0,46.0,51.187648456057005
2021-05-14,60.0,46.0,38.0,51.0,57.0,40.0,73.0,44.0,39.0,28.0,56.532066508313534
2021-05-15,40.0,44.0,53.0,34.0,63.0,30.0,62.0,48.0,30.0,30.0,51.54394299287411
2021-05-16,57.0,40.0,61.0,53.0,63.0,55.0,44.0,69.0,27.0,53.0,61.99524940617577
2021-05-17,39.0,38.0,59.0,63.0,52.0,54.0,61.0,46.0,26.0,48.0,57.719714964370546
2021-05-18,35.0,73.0,40.0,29.0,47.0,33.0,38.0,53.0,26.0,37.0,48.81235154394299
2021-05-19,57.0,27.0,44.0,41.0,57.0,55.0,53.0,54.0,40.0,19.0,53.087885985748215
2021-05-20,56.0,37.0,43.0,60.0,62.0,62.0,51.0,54.0,56.0,44.0,62.35154394299287
2021-05-21,31.0,23.0,43.0,44.0,53.0,41.0,43.0,62.0,36.0,51.0,50.712589073634206
2021-05-22,30.0,45.0,25.0,31.0,19.0,39.0,32.0,48.0,38.0,44.0,41.68646080760095
2021-05-23,32.0,57.0,53.0,58.0,73.0,42.0,77.0,47.0,59.0,46.0,64.60807600950119
2021-05-24,38.0,60.0,35.0,36.0,47.0,45.0,38.0,53.0,29.0,44.0,50.4750593824228
2021-05-25,32.0,47.0,40.0,37.0,79.0,58.0,86.0,63.0,43.0,49.0,63.42042755344418
