date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2021-04-18,76.0,57.0,62.0,61.0,65.3061224489796,54.0,69.79166666666667,60.869565217391305,76.84210526315789,64.04494382022472,67.20378907231395
2021-04-19,100.0,88.0,99.0,100.0,100.0,100.0,96.875,100.0,100.0,78.65168539325843,100.0
2021-04-20,84.0,89.0,85.0,65.0,100.0,71.0,100.0,91.30434782608695,87.36842105263158,76.40449438202248,88.21337383636636
2021-04-21,88.0,91.0,100.0,79.0,98.9795918367347,94.0,93.75,78.26086956521739,87.36842105263158,100.0,94.58011879251322
2021-04-22,74.0,100.0,67.0,76.0,93.87755102040816,72.0,84.375,68.47826086956522,71.57894736842105,73.03370786516854,81.07239819587328
2021-04-23,64.0,57.0,62.0,58.0,66.3265306122449,68.0,66.66666666666667,63.04347826086956,58.94736842105263,57.30337078651685,64.54755220563177
2021-04-24,75.0,91.0,73.0,60.0,62.244897959183675,63.0,45.833333333333336,54.34782608695652,56.8421052631579,65.1685393258427,67.16039272244802
2021-04-25,64.0,52.0,70.0,56.0,54.08163265306123,68.0,64.58333333333333,58.69565217391305,69.47368421052632,60.674157303370784,64.15494438181835
2021-04-26,76.0,71.0,71.0,75.0,83.6734693877551,86.0,67.70833333333333,73.91304347826087,51.578947368421055,82.02247191011236,76.66242159056623
2021-04-27,68.0,73.0,89.0,78.0,66.3265306122449,73.0,72.91666666666667,65.21739130434783,69.47368421052632,75.28089887640449,75.86440799528037
2021-04-28,78.0,82.0,72.0,64.0,75.51020408163265,68.0,64.58333333333333,67.3913043478261,75.78947368421052,73.03370786516854,74.83512241719052
2021-04-29,77.0,70.0,90.0,74.0,65.3061224489796,68.0,76.04166666666667,82.6086956521739,76.84210526315789,66.29213483146067,77.51377039043955
2021-04-30,74.0,79.0,86.0,67.0,76.53061224489795,57.0,70.83333333333333,57.608695652173914,74.73684210526316,68.53932584269663,73.89393145892582
2021-05-01,65.0,68.0,69.0,61.0,45.91836734693877,59.0,52.083333333333336,60.869565217391305,68.42105263157895,55.056179775280896,62.787713574674065
2021-05-02,80.0,78.0,68.0,63.0,69.38775510204081,84.0,83.33333333333333,61.95652173913044,81.05263157894737,74.15730337078652,77.18098172215537
2021-05-03,65.0,70.0,70.0,70.0,68.36734693877551,78.0,72.91666666666667,58.69565217391305,67.36842105263158,66.29213483146067,71.33726597750459
2021-05-04,56.0,68.0,66.0,68.0,58.16326530612245,56.0,69.79166666666667,61.95652173913044,60.0,66.29213483146067,65.47388224212182
2021-05-05,68.0,78.0,65.0,40.0,69.38775510204081,57.0,68.75,68.47826086956522,65.26315789473684,60.674157303370784,66.54915036542634
2021-05-06,46.0,66.0,57.0,57.0,53.06122448979592,48.0,48.958333333333336,52.17391304347826,63.1578947368421,60.674157303370784,57.35171100022852
2021-05-07,66.0,66.0,71.0,56.0,71.42857142857143,68.0,59.375,48.91304347826087,54.73684210526316,74.15730337078652,66.03565075426363
2021-05-08,71.0,51.0,59.0,56.0,50.0,63.0,53.125,46.73913043478261,48.421052631578945,48.31460674157304,56.78801409901804
2021-05-09,43.0,41.0,52.0,45.0,54.08163265306123,43.0,41.666666666666664,36.95652173913044,47.36842105263158,48.31460674157304,47.00003186594575
2021-05-10,72.0,69.0,89.0,57.0,76.53061224489795,71.0,69.79166666666667,72.82608695652173,74.73684210526316,76.40449438202248,75.66436478151412
2021-05-11,84.0,95.0,74.0,57.0,91.83673469387755,73.0,84.375,61.95652173913044,74.73684210526316,80.89887640449439,80.70466894384207
2021-05-12,64.0,80.0,75.0,60.0,78.57142857142857,66.0,61.458333333333336,58.69565217391305,71.57894736842105,65.1685393258427,70.69652313015287
2021-05-13,72.0,67.0,60.0,51.0,54.08163265306123,67.0,64.58333333333333,55.43478260869565,56.8421052631579,51.68539325842696,62.297207570061914
2021-05-14,64.0,72.0,71.0,60.0,73.46938775510205,74.0,52.083333333333336,69.56521739130434,56.8421052631579,64.04494382022472,68.25836597919262
2021-05-15,63.0,65.0,66.0,34.0,52.04081632653061,49.0,58.333333333333336,42.391304347826086,46.31578947368421,62.92134831460674,55.99871670838522
