date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2020-02-01,0.0,0.0,0.0,24.0,0.0,0.0,0.0,28.0,0.0,32.0,13.063763608087092
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,0.0,0.0,25.0,0.0,29.0,0.0,41.0,28.0,40.0,0.0,25.349922239502334
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,0.0,31.0,0.0,0.0,0.0,0.0,0.0,27.0,38.0,0.0,14.930015552099533
2020-02-26,34.0,29.0,22.0,23.0,0.0,37.0,0.0,26.0,72.0,0.0,37.791601866251945
2020-02-27,0.0,28.0,22.0,0.0,27.0,0.0,36.0,0.0,36.0,0.0,23.172628304821153
2020-02-28,35.0,0.0,23.0,24.0,56.0,0.0,76.0,54.0,38.0,61.0,57.076205287713854
2020-02-29,0.0,31.0,0.0,0.0,28.0,0.0,0.0,0.0,39.0,0.0,15.241057542768276
2020-03-01,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,10.26438569206843
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,5.443234836702955
2020-03-03,0.0,30.0,23.0,0.0,28.0,0.0,38.0,0.0,37.0,30.0,28.92690513219285
2020-03-04,0.0,0.0,0.0,0.0,0.0,36.0,37.0,25.0,36.0,0.0,20.8398133748056
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,6.2208398133748055
2020-03-08,0.0,30.0,0.0,23.0,27.0,0.0,0.0,0.0,37.0,0.0,18.19595645412131
2020-03-09,33.0,0.0,0.0,23.0,27.0,0.0,0.0,24.0,36.0,30.0,26.905132192846036
2020-03-10,34.0,0.0,0.0,0.0,0.0,36.0,37.0,25.0,0.0,29.0,25.038880248833596
2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-12,0.0,0.0,22.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,9.17573872472784
2020-03-13,38.0,32.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,32.0,20.21772939346812
2020-03-14,36.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,15.085536547433902
2020-03-15,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,5.598755832037325
2020-03-16,0.0,53.0,61.0,41.0,50.0,34.0,66.0,0.0,33.0,0.0,52.5660964230171
2020-03-17,87.0,51.0,38.0,59.0,0.0,32.0,62.0,44.0,31.0,77.0,74.80559875583204
2020-03-18,0.0,53.0,20.0,62.0,100.0,33.0,100.0,0.0,100.0,80.0,85.22550544323484
2020-03-19,31.0,55.0,42.0,0.0,50.0,100.0,0.0,47.0,34.0,28.0,60.18662519440125
2020-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,100.0,57.0,21.0,22.0,0.0,35.0,72.0,100.0,72.0,59.0,83.67029548989115
2020-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-23,0.0,23.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,23.0,11.508553654743391
2020-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,5.132192846034215
2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-26,0.0,0.0,0.0,20.0,0.0,0.0,32.0,0.0,32.0,27.0,17.262830482115085
2020-03-27,58.0,25.0,19.0,19.0,69.0,30.0,61.0,64.0,0.0,25.0,57.54276827371695
2020-03-28,68.0,29.0,44.0,47.0,80.0,0.0,72.0,51.0,73.0,0.0,72.16174183514775
2020-03-29,0.0,55.0,42.0,22.0,51.0,67.0,34.0,48.0,0.0,29.0,54.121306376360806
2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-31,28.0,24.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,11.508553654743391
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-04,33.0,0.0,0.0,0.0,0.0,35.0,0.0,25.0,0.0,29.0,18.973561430793158
2020-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
