date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc
2020-11-15,15.0,13.0,43.0,24.0,33.0,8.0,48.0,17.0,62.0,17.0,29.81895633652822
2020-11-16,29.0,33.0,51.0,31.0,33.0,16.0,40.0,48.0,61.0,41.0,40.78807241746538
2020-11-17,44.0,20.0,34.0,32.0,39.0,32.0,20.0,49.0,71.0,33.0,39.829605963791266
2020-11-18,7.0,13.0,17.0,24.0,7.0,0.0,7.0,8.0,0.0,25.0,11.501597444089457
2020-11-19,22.0,13.0,17.0,40.0,13.0,39.0,20.0,8.0,20.0,42.0,24.920127795527154
2020-11-20,23.0,27.0,18.0,16.0,20.0,33.0,28.0,25.0,42.0,26.0,27.476038338658146
2020-11-21,15.0,40.0,69.0,24.0,54.0,16.0,34.0,25.0,21.0,43.0,36.315228966986155
2020-11-22,7.0,13.0,9.0,16.0,0.0,8.0,7.0,8.0,10.0,17.0,10.117145899893503
2020-11-23,30.0,20.0,52.0,49.0,20.0,32.0,41.0,59.0,64.0,35.0,42.81150159744409
2020-11-24,30.0,20.0,34.0,24.0,13.0,33.0,13.0,25.0,10.0,26.0,24.281150159744406
2020-11-25,15.0,26.0,43.0,31.0,20.0,16.0,13.0,16.0,20.0,17.0,23.10969116080937
2020-11-26,39.0,42.0,36.0,51.0,43.0,68.0,35.0,35.0,44.0,53.0,47.497337593184234
2020-11-27,32.0,0.0,37.0,17.0,28.0,34.0,35.0,18.0,44.0,44.0,30.77742279020234
2020-11-28,24.0,7.0,19.0,44.0,43.0,43.0,15.0,18.0,45.0,9.0,28.434504792332266
2020-11-29,16.0,14.0,18.0,8.0,14.0,8.0,21.0,17.0,33.0,9.0,16.826411075612352
2020-11-30,23.0,21.0,35.0,33.0,28.0,17.0,14.0,34.0,32.0,17.0,27.050053248136315
2020-12-01,7.0,0.0,26.0,8.0,20.0,8.0,27.0,25.0,21.0,17.0,16.93290734824281
2020-12-02,15.0,33.0,34.0,24.0,27.0,24.0,0.0,25.0,41.0,42.0,28.221512247071352
2020-12-03,30.0,27.0,17.0,24.0,20.0,16.0,7.0,8.0,52.0,9.0,22.364217252396166
2020-12-04,22.0,7.0,17.0,8.0,27.0,16.0,34.0,8.0,31.0,17.0,19.914802981895633
2020-12-05,23.0,21.0,36.0,16.0,27.0,25.0,21.0,26.0,21.0,35.0,26.73056443024494
2020-12-06,31.0,14.0,36.0,17.0,14.0,33.0,14.0,9.0,43.0,18.0,24.387646432374865
2020-12-07,47.0,0.0,64.0,42.0,50.0,51.0,29.0,35.0,11.0,36.0,38.871139510117146
2020-12-08,34.0,23.0,19.0,9.0,38.0,36.0,15.0,9.0,35.0,20.0,25.346112886048985
2020-12-09,25.0,45.0,48.0,27.0,30.0,27.0,31.0,47.0,47.0,19.0,36.84771033013844
2020-12-10,26.0,24.0,50.0,47.0,23.0,65.0,31.0,28.0,48.0,49.0,41.64004259850905
2020-12-11,24.0,21.0,55.0,52.0,14.0,9.0,22.0,44.0,44.0,27.0,33.22683706070287
2020-12-12,24.0,21.0,28.0,34.0,14.0,25.0,0.0,36.0,11.0,46.0,25.452609158679444
2020-12-13,16.0,14.0,55.0,34.0,14.0,17.0,28.0,44.0,22.0,36.0,29.81895633652822
2020-12-14,23.0,21.0,27.0,33.0,21.0,17.0,14.0,26.0,53.0,9.0,25.985090521831733
2020-12-15,41.0,44.0,48.0,53.0,37.0,61.0,22.0,55.0,90.0,47.0,53.035143769968045
2020-12-16,16.0,14.0,37.0,25.0,21.0,0.0,14.0,53.0,11.0,27.0,23.216187433439828
2020-12-17,16.0,22.0,19.0,0.0,22.0,26.0,22.0,27.0,45.0,37.0,25.13312034078807
2020-12-18,34.0,15.0,39.0,27.0,0.0,0.0,16.0,9.0,35.0,19.0,20.660276890308836
2020-12-19,33.0,23.0,48.0,63.0,68.0,45.0,31.0,48.0,58.0,10.0,45.473908413205535
2020-12-20,76.0,46.0,39.0,27.0,61.0,36.0,38.0,47.0,70.0,48.0,51.970181043663466
2020-12-21,63.0,100.0,100.0,85.0,100.0,94.0,100.0,97.0,100.0,100.0,100.0
2020-12-22,66.0,37.0,75.0,61.0,29.0,62.0,67.0,100.0,11.0,37.0,58.04046858359957
2020-12-23,34.0,15.0,39.0,45.0,38.0,36.0,31.0,66.0,35.0,19.0,38.125665601703936
2020-12-24,20.0,18.0,12.0,0.0,0.0,21.0,9.0,22.0,41.0,11.0,16.40042598509052
2020-12-25,70.0,27.0,81.0,22.0,73.0,65.0,82.0,79.0,83.0,47.0,66.98615548455804
2020-12-26,18.0,33.0,42.0,59.0,33.0,59.0,33.0,51.0,64.0,32.0,45.15441959531416
2020-12-27,43.0,30.0,39.0,36.0,30.0,37.0,46.0,47.0,23.0,39.0,39.40362087326943
2020-12-28,17.0,15.0,48.0,18.0,38.0,27.0,30.0,19.0,12.0,38.0,27.902023429179977
2020-12-29,26.0,23.0,30.0,19.0,15.0,28.0,16.0,10.0,24.0,20.0,22.47071352502662
2020-12-30,9.0,16.0,31.0,29.0,0.0,10.0,24.0,30.0,13.0,41.0,21.61874334398296
2020-12-31,29.0,26.0,45.0,31.0,9.0,31.0,9.0,11.0,40.0,22.0,26.943556975505857
2021-01-01,20.0,27.0,35.0,54.0,27.0,33.0,19.0,23.0,55.0,23.0,33.652822151224704
2021-01-02,9.0,25.0,42.0,30.0,41.0,40.0,41.0,20.0,64.0,10.0,34.291799787007456
2021-01-03,27.0,24.0,10.0,10.0,16.0,10.0,8.0,10.0,50.0,20.0,19.701810436634716
2021-01-04,24.0,21.0,28.0,42.0,42.0,34.0,21.0,18.0,44.0,27.0,32.05537806176783
2021-01-05,49.0,59.0,38.0,62.0,30.0,62.0,52.0,37.0,57.0,66.0,54.52609158679446
2021-01-06,16.0,7.0,28.0,26.0,14.0,9.0,7.0,27.0,33.0,46.0,22.68370607028754
