date,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21
2020-12-22,0.0,26.0,19.0,0.0,0.0,0.0,0.0,23.0,20.0,25.0,17.79527559055118
2020-12-23,48.0,77.0,38.0,42.0,22.0,19.0,95.0,45.0,40.0,51.0,75.11811023622047
2020-12-24,0.0,0.0,22.0,0.0,0.0,21.0,0.0,51.0,23.0,57.0,27.401574803149604
2020-12-25,28.0,30.0,0.0,0.0,25.0,23.0,56.0,0.0,47.0,0.0,32.91338582677165
2020-12-26,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409448818897638
2020-12-27,71.0,26.0,56.0,21.0,0.0,0.0,23.0,0.0,40.0,24.0,41.10236220472441
2020-12-28,23.0,0.0,18.0,0.0,21.0,36.0,0.0,65.0,0.0,0.0,25.669291338582678
2020-12-29,0.0,24.0,18.0,38.0,0.0,18.0,22.0,63.0,37.0,23.0,38.267716535433074
2020-12-30,45.0,25.0,18.0,20.0,42.0,18.0,0.0,0.0,38.0,49.0,40.15748031496063
2020-12-31,0.0,27.0,19.0,43.0,23.0,0.0,24.0,23.0,20.0,26.0,32.28346456692913
2021-01-01,0.0,27.0,61.0,22.0,23.0,20.0,51.0,24.0,0.0,27.0,40.15748031496063
2021-01-02,46.0,0.0,75.0,21.0,64.0,18.0,71.0,0.0,39.0,25.0,56.53543307086614
2021-01-03,23.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,6.9291338582677175
2021-01-04,0.0,22.0,33.0,18.0,19.0,16.0,0.0,20.0,0.0,0.0,20.15748031496063
2021-01-05,42.0,22.0,34.0,36.0,57.0,0.0,0.0,59.0,52.0,22.0,51.023622047244096
2021-01-06,21.0,0.0,16.0,18.0,37.0,49.0,41.0,0.0,17.0,21.0,34.645669291338585
2021-01-07,21.0,22.0,33.0,37.0,19.0,17.0,42.0,60.0,34.0,0.0,44.881889763779526
2021-01-08,23.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,0.0,0.0,10.866141732283465
2021-01-09,48.0,27.0,0.0,22.0,22.0,0.0,0.0,0.0,41.0,0.0,25.19685039370079
2021-01-10,0.0,81.0,20.0,43.0,45.0,20.0,25.0,47.0,41.0,53.0,59.05511811023622
2021-01-11,22.0,0.0,0.0,0.0,0.0,18.0,23.0,21.0,0.0,0.0,13.228346456692913
2021-01-12,22.0,48.0,0.0,20.0,83.0,18.0,46.0,22.0,57.0,72.0,61.1023622047244
2021-01-13,0.0,24.0,18.0,0.0,20.0,0.0,0.0,0.0,19.0,24.0,16.53543307086614
2021-01-14,0.0,0.0,18.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,6.299212598425197
2021-01-15,25.0,27.0,20.0,0.0,23.0,0.0,50.0,24.0,0.0,26.0,30.708661417322833
2021-01-16,0.0,28.0,21.0,23.0,23.0,41.0,26.0,48.0,21.0,81.0,49.13385826771653
2021-01-17,25.0,0.0,39.0,0.0,23.0,19.0,48.0,46.0,0.0,0.0,31.496062992125985
2021-01-18,23.0,49.0,55.0,100.0,83.0,36.0,45.0,64.0,75.0,48.0,91.02362204724409
2021-01-19,0.0,24.0,19.0,20.0,0.0,0.0,0.0,0.0,19.0,0.0,12.913385826771652
2021-01-20,65.0,48.0,70.0,19.0,40.0,53.0,44.0,41.0,36.0,46.0,72.75590551181102
2021-01-21,46.0,50.0,18.0,41.0,42.0,55.0,23.0,22.0,58.0,48.0,63.46456692913385
2021-01-22,47.0,25.0,38.0,20.0,21.0,37.0,24.0,0.0,0.0,0.0,33.38582677165354
2021-01-23,25.0,0.0,0.0,22.0,0.0,20.0,0.0,24.0,0.0,0.0,14.330708661417322
2021-01-24,48.0,52.0,38.0,0.0,22.0,38.0,25.0,69.0,20.0,26.0,53.228346456692904
2021-01-25,0.0,72.0,35.0,20.0,41.0,71.0,23.0,42.0,36.0,23.0,57.16535433070865
2021-01-26,0.0,24.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,23.0,10.236220472440944
2021-01-27,0.0,24.0,0.0,0.0,40.0,52.0,45.0,0.0,18.0,23.0,31.811023622047244
2021-01-28,22.0,98.0,0.0,0.0,41.0,0.0,0.0,0.0,18.0,95.0,43.1496062992126
2021-01-29,45.0,0.0,36.0,20.0,42.0,0.0,69.0,0.0,18.0,24.0,40.0
2021-01-30,69.0,51.0,19.0,20.0,42.0,19.0,24.0,44.0,20.0,74.0,60.15748031496064
2021-01-31,22.0,0.0,19.0,21.0,0.0,0.0,47.0,22.0,20.0,0.0,23.77952755905512
2021-02-01,64.0,0.0,34.0,37.0,20.0,0.0,44.0,82.0,53.0,0.0,52.59842519685039
2021-02-02,0.0,0.0,18.0,20.0,0.0,0.0,45.0,64.0,18.0,47.0,33.38582677165354
2021-02-03,0.0,24.0,0.0,0.0,0.0,17.0,22.0,20.0,0.0,0.0,13.070866141732285
2021-02-04,90.0,50.0,0.0,41.0,0.0,18.0,91.0,43.0,19.0,24.0,59.21259842519685
2021-02-05,0.0,49.0,0.0,20.0,0.0,36.0,0.0,43.0,19.0,24.0,30.07874015748032
2021-02-06,0.0,25.0,0.0,0.0,0.0,38.0,24.0,45.0,20.0,0.0,23.937007874015748
2021-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-08,43.0,0.0,0.0,0.0,20.0,0.0,0.0,40.0,18.0,22.0,22.519685039370078
2021-02-09,66.0,24.0,18.0,0.0,62.0,0.0,45.0,43.0,19.0,47.0,51.023622047244096
2021-02-10,43.0,0.0,36.0,19.0,40.0,34.0,22.0,0.0,0.0,23.0,34.173228346456696
2021-02-11,47.0,0.0,37.0,41.0,63.0,55.0,23.0,44.0,19.0,25.0,55.74803149606299
2021-02-12,47.0,26.0,19.0,84.0,65.0,19.0,24.0,45.0,100.0,50.0,75.43307086614173
2021-02-13,25.0,27.0,20.0,22.0,23.0,40.0,25.0,46.0,21.0,51.0,47.24409448818898
2021-02-14,49.0,27.0,59.0,21.0,44.0,0.0,49.0,23.0,41.0,0.0,49.29133858267716
2021-02-15,22.0,49.0,0.0,20.0,41.0,0.0,45.0,0.0,38.0,71.0,45.039370078740156
2021-02-16,45.0,49.0,0.0,40.0,0.0,18.0,0.0,42.0,38.0,24.0,40.31496062992126
2021-02-17,90.0,49.0,18.0,20.0,21.0,36.0,23.0,0.0,19.0,0.0,43.46456692913386
2021-02-18,0.0,25.0,19.0,20.0,22.0,0.0,23.0,0.0,39.0,25.0,27.244094488188978
2021-02-19,23.0,0.0,0.0,42.0,22.0,0.0,48.0,45.0,0.0,50.0,36.22047244094488
2021-02-20,77.0,57.0,82.0,23.0,72.0,21.0,53.0,100.0,21.0,55.0,88.34645669291339
2021-02-21,53.0,29.0,21.0,47.0,24.0,43.0,53.0,25.0,45.0,28.0,57.9527559055118
2021-02-22,22.0,24.0,54.0,0.0,20.0,18.0,89.0,0.0,56.0,0.0,44.56692913385827
2021-02-23,71.0,53.0,19.0,62.0,43.0,38.0,0.0,45.0,20.0,25.0,59.21259842519685
2021-02-24,70.0,26.0,18.0,21.0,42.0,37.0,47.0,0.0,0.0,25.0,45.039370078740156
2021-02-25,0.0,27.0,0.0,0.0,0.0,38.0,0.0,0.0,20.0,51.0,21.41732283464567
2021-02-26,45.0,0.0,19.0,20.0,21.0,18.0,0.0,0.0,19.0,73.0,33.85826771653543
2021-02-27,76.0,55.0,20.0,44.0,47.0,40.0,51.0,24.0,21.0,26.0,63.62204724409449
2021-02-28,25.0,81.0,100.0,22.0,91.0,100.0,51.0,24.0,63.0,52.0,95.90551181102362
2021-03-01,0.0,100.0,37.0,20.0,0.0,18.0,46.0,22.0,0.0,24.0,42.04724409448819
2021-03-02,23.0,0.0,55.0,20.0,21.0,18.0,23.0,44.0,0.0,0.0,32.125984251968504
2021-03-03,22.0,24.0,18.0,0.0,40.0,18.0,0.0,21.0,37.0,23.0,31.968503937007874
2021-03-04,43.0,46.0,69.0,38.0,20.0,17.0,0.0,40.0,36.0,23.0,52.28346456692914
2021-03-05,21.0,24.0,35.0,19.0,79.0,34.0,44.0,20.0,0.0,23.0,47.08661417322835
2021-03-06,24.0,26.0,19.0,43.0,66.0,38.0,24.0,0.0,40.0,50.0,51.968503937007874
2021-03-07,47.0,78.0,38.0,42.0,22.0,38.0,24.0,0.0,20.0,50.0,56.53543307086614
2021-03-08,21.0,23.0,17.0,19.0,78.0,51.0,43.0,41.0,35.0,68.0,62.36220472440945
2021-03-09,21.0,71.0,35.0,19.0,20.0,34.0,65.0,0.0,36.0,68.0,58.110236220472444
2021-03-10,0.0,22.0,17.0,18.0,58.0,33.0,0.0,20.0,0.0,22.0,29.921259842519685
2021-03-11,64.0,46.0,34.0,37.0,39.0,35.0,43.0,40.0,18.0,45.0,63.1496062992126
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-13,43.0,47.0,52.0,0.0,20.0,53.0,44.0,0.0,55.0,23.0,53.07086614173229
2021-03-14,21.0,23.0,0.0,19.0,39.0,0.0,0.0,20.0,36.0,45.0,31.968503937007874
2021-03-15,51.0,37.0,28.0,30.0,32.0,14.0,34.0,16.0,28.0,37.0,48.346456692913385
2021-03-16,21.0,22.0,17.0,18.0,19.0,17.0,21.0,0.0,34.0,22.0,30.07874015748032
2021-03-17,46.0,25.0,19.0,20.0,42.0,36.0,23.0,0.0,0.0,48.0,40.78740157480315
2021-03-18,23.0,25.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,13.858267716535435
2021-03-19,0.0,0.0,0.0,0.0,22.0,19.0,24.0,0.0,0.0,0.0,10.236220472440944
2021-03-20,26.0,57.0,21.0,0.0,48.0,21.0,52.0,0.0,21.0,0.0,38.74015748031496
2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-22,46.0,0.0,0.0,20.0,63.0,37.0,70.0,44.0,58.0,48.0,60.78740157480315
2021-03-23,70.0,100.0,56.0,81.0,85.0,18.0,47.0,22.0,57.0,73.0,95.90551181102362
2021-03-24,48.0,27.0,59.0,85.0,67.0,37.0,49.0,68.0,81.0,77.0,94.1732283464567
2021-03-25,24.0,52.0,0.0,0.0,45.0,58.0,49.0,46.0,0.0,26.0,47.24409448818898
2021-03-26,24.0,54.0,0.0,87.0,23.0,39.0,100.0,48.0,82.0,26.0,76.06299212598425
2021-03-27,26.0,57.0,42.0,23.0,48.0,41.0,0.0,50.0,22.0,27.0,52.91338582677165
2021-03-28,27.0,0.0,0.0,23.0,25.0,22.0,27.0,25.0,0.0,0.0,23.46456692913386
2021-03-29,95.0,51.0,20.0,42.0,43.0,19.0,72.0,45.0,40.0,100.0,82.99212598425197
2021-03-30,24.0,0.0,20.0,21.0,22.0,58.0,24.0,46.0,61.0,0.0,43.46456692913386
2021-03-31,23.0,25.0,37.0,21.0,21.0,0.0,0.0,44.0,39.0,49.0,40.78740157480315
2021-04-01,100.0,79.0,20.0,0.0,23.0,19.0,25.0,47.0,21.0,52.0,60.78740157480315
2021-04-02,26.0,56.0,41.0,23.0,0.0,0.0,0.0,0.0,0.0,54.0,31.496062992125985
2021-04-03,0.0,0.0,22.0,48.0,74.0,44.0,0.0,26.0,68.0,57.0,53.38582677165354
2021-04-04,54.0,29.0,21.0,24.0,25.0,0.0,55.0,51.0,45.0,57.0,56.8503937007874
2021-04-05,47.0,26.0,58.0,62.0,44.0,55.0,72.0,23.0,59.0,75.0,82.04724409448819
2021-04-06,0.0,43.0,16.0,52.0,55.0,32.0,20.0,95.0,67.0,86.0,73.38582677165354
2021-04-07,0.0,45.0,50.0,0.0,0.0,66.0,21.0,59.0,69.0,65.0,59.05511811023622
2021-04-08,22.0,24.0,0.0,20.0,0.0,34.0,22.0,42.0,18.0,47.0,36.06299212598425
2021-04-09,43.0,47.0,17.0,39.0,0.0,17.0,44.0,21.0,36.0,69.0,52.440944881889756
2021-04-10,25.0,54.0,59.0,0.0,22.0,58.0,74.0,0.0,41.0,52.0,60.62992125984252
2021-04-11,24.0,0.0,0.0,21.0,22.0,19.0,24.0,23.0,0.0,25.0,24.881889763779526
2021-04-12,44.0,48.0,89.0,99.0,100.0,35.0,67.0,41.0,19.0,93.0,100.0
