date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-01-29,49.0,48.0,33.0,97.0,52.0,0.0,100.0,0.0,36.0,0.0,0.0,0.0,38.0,37.0,34.0,25.0,0.0,41.0,0.0,43.0,55.139372822299656
2020-01-30,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,6.7073170731707314
2020-01-31,0.0,51.0,0.0,52.0,0.0,45.0,0.0,43.0,39.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.34494773519164
2020-02-01,53.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,48.0,0.0,0.0,0.0,15.679442508710801
2020-02-02,0.0,0.0,64.0,48.0,53.0,0.0,49.0,0.0,0.0,42.0,53.0,72.0,38.0,73.0,34.0,25.0,0.0,0.0,43.0,42.0,55.4006968641115
2020-02-03,0.0,0.0,29.0,44.0,0.0,38.0,0.0,0.0,33.0,0.0,48.0,33.0,0.0,33.0,30.0,22.0,41.0,0.0,39.0,77.0,40.6794425087108
2020-02-04,0.0,0.0,34.0,50.0,54.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,35.0,26.0,47.0,44.0,45.0,0.0,33.01393728222997
2020-02-05,100.0,100.0,0.0,100.0,0.0,44.0,0.0,0.0,0.0,44.0,55.0,0.0,0.0,0.0,35.0,51.0,47.0,0.0,44.0,89.0,61.75958188153311
2020-02-06,53.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,36.0,0.0,48.0,0.0,45.0,45.0,27.874564459930316
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,50.0,35.0,51.0,55.0,45.0,0.0,43.0,0.0,45.0,0.0,0.0,0.0,39.0,36.0,0.0,48.0,0.0,0.0,0.0,38.937282229965156
2020-02-09,48.0,0.0,32.0,48.0,51.0,41.0,0.0,0.0,36.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,29.61672473867596
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,4.006968641114982
2020-02-11,0.0,0.0,33.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,42.0,0.0,0.0,14.198606271777004
2020-02-12,50.0,0.0,0.0,0.0,51.0,0.0,99.0,41.0,37.0,0.0,53.0,73.0,38.0,36.0,33.0,0.0,92.0,0.0,0.0,0.0,52.52613240418118
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,52.0,50.0,35.0,0.0,0.0,0.0,52.0,43.0,0.0,0.0,57.0,0.0,41.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,32.92682926829268
2020-02-15,55.0,0.0,36.0,0.0,58.0,96.0,54.0,90.0,40.0,47.0,59.0,0.0,0.0,82.0,0.0,28.0,50.0,46.0,0.0,94.0,72.73519163763066
2020-02-16,51.0,50.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,44.0,0.0,0.0,19.860627177700348
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,93.0,0.0,0.0,0.0,13.153310104529616
2020-02-20,0.0,0.0,0.0,0.0,0.0,45.0,51.0,43.0,39.0,0.0,55.0,0.0,0.0,0.0,0.0,26.0,0.0,43.0,45.0,45.0,34.146341463414636
