date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-10-05,49.0,37.0,26.74418604651163,23.0,52.0,23.0,49.0,20.0,61.0,20.0,58.0,46.875,21.0,30.0,0.0,52.63157894736842,23.0,48.0,60.97560975609756,53.0,66.06075412115189
2020-10-06,26.0,37.0,56.97674418604651,48.0,27.0,0.0,26.0,21.0,32.0,21.0,21.0,23.958333333333332,68.0,0.0,53.84615384615385,55.26315789473684,0.0,51.0,31.70731707317073,27.0,54.89557479454492
2020-10-07,50.0,18.0,55.81395348837209,47.0,80.0,47.0,99.0,82.0,31.0,60.0,0.0,48.958333333333336,22.0,30.0,78.46153846153847,53.94736842105263,47.0,25.0,92.6829268292683,54.0,89.50245797778229
2020-10-08,0.0,58.0,29.069767441860463,25.0,28.0,73.0,53.0,45.0,0.0,64.0,21.0,0.0,23.0,94.0,27.692307692307693,82.89473684210526,74.0,26.0,65.85365853658537,57.0,74.14368142730112
2020-10-09,0.0,20.0,30.232558139534884,0.0,29.0,26.0,28.0,0.0,34.0,0.0,45.0,0.0,24.0,0.0,29.23076923076923,28.94736842105263,77.0,55.0,34.146341463414636,30.0,42.96663297041398
2020-10-10,58.0,21.0,0.0,27.0,30.0,27.0,0.0,24.0,37.0,23.0,24.0,55.208333333333336,0.0,35.0,30.76923076923077,0.0,0.0,58.0,0.0,0.0,39.41238097390631
2020-10-11,27.0,0.0,29.069767441860463,0.0,57.0,51.0,27.0,22.0,33.0,22.0,43.0,0.0,0.0,32.0,27.692307692307693,88.15789473684211,25.0,0.0,34.146341463414636,0.0,45.37609974573033
2020-10-12,0.0,40.0,90.69767441860465,77.0,29.0,50.0,27.0,45.0,34.0,21.0,0.0,0.0,24.0,32.0,55.38461538461539,28.94736842105263,100.0,54.0,0.0,59.0,67.18216088953652
2020-10-13,26.0,0.0,58.13953488372093,0.0,56.0,25.0,54.0,22.0,33.0,0.0,21.0,0.0,24.0,64.0,27.692307692307693,0.0,25.0,27.0,0.0,28.0,42.99070246382673
2020-10-14,78.0,19.0,27.906976744186046,24.0,55.0,0.0,0.0,22.0,63.0,41.0,0.0,76.04166666666667,0.0,31.0,27.692307692307693,55.26315789473684,0.0,52.0,63.41463414634146,55.0,60.463248545493165
2020-10-15,27.0,100.0,59.30232558139535,100.0,86.0,75.0,27.0,22.0,67.0,65.0,22.0,26.041666666666668,47.0,100.0,56.92307692307692,57.89473684210526,50.0,55.0,34.146341463414636,29.0,96.89869376009219
2020-10-16,0.0,0.0,0.0,26.0,58.0,0.0,0.0,48.0,0.0,22.0,23.0,54.166666666666664,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,23.31285580902948
2020-10-17,29.0,21.0,62.7906976744186,0.0,31.0,0.0,59.0,73.0,0.0,70.0,47.0,0.0,25.0,0.0,30.76923076923077,30.263157894736842,53.0,29.0,36.58536585365854,64.0,57.93107029490235
2020-10-18,0.0,0.0,0.0,28.0,31.0,28.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,30.76923076923077,0.0,0.0,0.0,0.0,32.0,17.32209978855011
2020-10-19,27.0,39.0,0.0,25.0,0.0,0.0,27.0,45.0,66.0,0.0,22.0,51.041666666666664,0.0,0.0,27.692307692307693,56.578947368421055,49.0,27.0,65.85365853658537,28.0,48.71320460173528
2020-10-20,52.0,19.0,58.13953488372093,24.0,54.0,0.0,78.0,43.0,64.0,21.0,42.0,0.0,67.0,31.0,27.692307692307693,55.26315789473684,48.0,51.0,63.41463414634146,83.0,77.2091684637403
2020-10-21,53.0,59.0,29.069767441860463,25.0,85.0,50.0,80.0,44.0,66.0,86.0,0.0,25.0,0.0,32.0,27.692307692307693,0.0,49.0,54.0,31.70731707317073,58.0,74.84078296966342
