date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc
2020-11-15,17.0,11.0,23.0,18.0,15.0,16.0,15.0,12.0,34.0,36.0,25.159642401021713
2020-11-16,26.0,11.0,0.0,9.0,0.0,16.0,0.0,12.0,36.0,19.0,16.475095785440615
2020-11-17,9.0,34.0,12.0,18.0,76.0,31.0,76.0,12.0,53.0,0.0,40.99616858237548
2020-11-18,8.0,23.0,12.0,0.0,15.0,0.0,15.0,24.0,0.0,18.0,14.687100893997446
2020-11-19,9.0,0.0,12.0,19.0,16.0,31.0,15.0,25.0,53.0,0.0,22.98850574712644
2020-11-20,27.0,12.0,49.0,58.0,16.0,80.0,31.0,50.0,18.0,92.0,55.30012771392082
2020-11-21,9.0,12.0,0.0,0.0,15.0,15.0,30.0,13.0,18.0,18.0,16.602809706257982
2020-11-22,9.0,33.0,23.0,18.0,30.0,0.0,30.0,37.0,17.0,53.0,31.928480204342275
2020-11-23,26.0,45.0,36.0,28.0,31.0,63.0,46.0,50.0,71.0,73.0,59.897828863346106
2020-11-24,43.0,66.0,57.0,36.0,45.0,76.0,29.0,49.0,52.0,53.0,64.62324393358877
2020-11-25,17.0,33.0,35.0,0.0,15.0,30.0,44.0,24.0,35.0,0.0,29.757343550447
2020-11-26,0.0,0.0,12.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,5.74712643678161
2020-11-27,18.0,22.0,24.0,9.0,46.0,47.0,45.0,12.0,54.0,36.0,39.97445721583653
2020-11-28,17.0,33.0,23.0,9.0,45.0,0.0,29.0,36.0,34.0,18.0,31.16219667943806
2020-11-29,16.0,22.0,34.0,35.0,15.0,60.0,100.0,36.0,51.0,52.0,53.76756066411239
2020-11-30,9.0,33.0,46.0,36.0,15.0,61.0,14.0,48.0,35.0,35.0,42.401021711366546
2020-12-01,17.0,22.0,0.0,18.0,30.0,15.0,45.0,12.0,35.0,0.0,24.7765006385696
2020-12-02,17.0,0.0,0.0,0.0,30.0,0.0,15.0,24.0,17.0,0.0,13.154533844189016
2020-12-03,18.0,11.0,36.0,0.0,16.0,31.0,15.0,25.0,18.0,18.0,24.01021711366539
