date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2021-03-12,58.0,65.0,81.0,58.0,71.0,47.0,67.0,76.0,61.0,78.0,57.0,66.0,74.0,70.0,53.0,65.59139784946237,86.0,58.0,56.0,55.0,71.26066930592893
2021-03-13,95.0,54.0,74.0,74.0,72.0,80.0,52.0,58.0,45.0,69.0,73.0,50.0,68.0,80.0,70.0,61.29032258064516,56.0,66.0,61.0,77.0,73.04952440337182
2021-03-14,59.0,63.0,62.0,82.0,97.0,92.0,55.0,58.0,28.0,57.0,73.0,67.0,61.0,79.0,100.0,76.34408602150538,79.0,76.0,85.0,67.0,77.48372030094647
2021-03-15,63.0,83.0,54.0,77.0,74.0,70.0,68.0,62.0,58.0,64.0,65.0,58.0,39.0,52.0,61.0,62.365591397849464,66.0,52.0,68.0,67.0,69.11474908380735
2021-03-16,74.0,77.0,53.0,70.0,66.0,79.0,47.0,69.0,52.0,75.0,76.0,49.0,68.0,68.0,79.0,68.81720430107526,60.0,72.0,80.0,51.0,72.96893474590728
2021-03-17,85.0,67.0,45.0,48.0,69.0,92.0,53.0,49.0,38.0,44.0,48.0,52.0,69.0,46.0,68.0,60.215053763440864,67.0,56.0,55.0,57.0,63.90936310640775
2021-03-18,38.0,34.0,49.0,45.0,50.0,58.0,41.0,42.0,36.0,44.0,33.0,46.0,29.0,57.0,48.0,65.59139784946237,48.0,40.0,55.0,61.0,50.30794661082254
2021-03-19,65.0,54.0,66.0,92.0,48.0,63.0,54.0,47.0,31.0,64.0,50.0,50.0,53.0,66.0,41.0,58.064516129032256,45.0,67.0,56.0,45.0,61.00166473526002
2021-03-20,65.0,75.0,57.0,56.0,76.0,54.0,54.0,86.0,55.0,77.0,69.0,60.0,85.0,66.0,60.0,54.83870967741935,79.0,75.0,63.0,70.0,73.13423178056082
2021-03-21,100.0,100.0,70.0,90.0,86.0,85.0,100.0,100.0,88.0,100.0,69.0,100.0,88.0,100.0,88.0,98.9247311827957,78.0,98.0,89.0,100.0,100.0
2021-03-22,54.0,40.0,54.0,39.0,67.0,41.0,54.0,40.0,45.0,71.0,61.0,53.0,31.0,58.0,66.0,66.66666666666667,57.0,43.0,60.0,35.0,56.6580586716236
2021-03-23,50.0,56.0,68.0,46.0,48.0,33.0,39.0,46.0,53.0,59.0,63.0,34.0,41.0,36.0,61.0,65.59139784946237,45.0,69.0,37.0,41.0,54.192132802343565
2021-03-24,50.0,77.0,57.0,72.0,59.0,59.0,44.0,40.0,40.0,60.0,57.0,31.0,56.0,59.0,50.0,48.38709677419355,45.0,54.0,52.0,44.0,57.68219439166574
2021-03-25,39.0,54.0,55.0,46.0,53.0,51.0,45.0,69.0,40.0,65.0,61.0,28.0,49.0,83.0,54.0,53.763440860215056,77.0,41.0,65.0,52.0,59.12516103225351
2021-03-26,70.0,54.0,79.0,70.0,56.0,72.0,58.0,58.0,52.0,72.0,45.0,54.0,56.0,58.0,62.0,66.66666666666667,61.0,58.0,73.0,48.0,66.88823920422124
2021-03-27,39.0,64.0,60.0,77.0,62.0,89.0,46.0,48.0,44.0,46.0,76.0,35.0,58.0,66.0,61.0,74.19354838709677,91.0,46.0,76.0,54.0,66.31528791684559
2021-03-28,61.0,79.0,79.0,43.0,41.0,100.0,48.0,57.0,55.0,89.0,65.0,42.0,47.0,44.0,61.0,45.16129032258065,70.0,88.0,50.0,55.0,66.69647111419611
2021-03-29,72.0,60.0,40.0,48.0,53.0,66.0,49.0,71.0,59.0,58.0,51.0,38.0,69.0,53.0,69.0,63.44086021505376,42.0,51.0,46.0,43.0,60.25635746513174
2021-03-30,38.0,17.0,29.0,33.0,30.0,30.0,28.0,31.0,23.0,16.0,33.0,20.0,40.0,38.0,44.0,47.31182795698925,26.0,13.0,26.0,33.0,32.56763354647434
2021-03-31,51.0,60.0,51.0,59.0,35.0,61.0,21.0,36.0,40.0,29.0,46.0,24.0,29.0,73.0,41.0,58.064516129032256,31.0,37.0,67.0,46.0,48.96615822632163
2021-04-01,47.0,26.0,39.0,34.0,26.0,57.0,35.0,32.0,34.0,50.0,13.0,42.0,37.0,35.0,64.0,49.46236559139785,36.0,32.0,49.0,50.0,43.079583757360425
2021-04-02,49.0,58.0,72.0,58.0,51.0,82.0,45.0,75.0,53.0,71.0,93.0,59.0,78.0,72.0,92.0,88.17204301075269,80.0,93.0,80.0,76.0,77.96667000005883
2021-04-03,33.0,42.0,56.0,37.0,48.0,58.0,39.0,48.0,52.0,32.0,55.0,34.0,54.0,43.0,45.0,21.50537634408602,59.0,55.0,29.0,33.0,47.78672564809966
2021-04-04,80.0,80.0,62.0,62.0,84.0,78.0,74.0,84.0,60.0,69.0,80.0,65.0,42.0,81.0,56.0,80.64516129032258,100.0,91.0,89.0,59.0,80.78260204591845
2021-04-05,59.0,71.0,63.0,88.0,79.0,75.0,64.0,55.0,40.0,62.0,63.0,62.0,49.0,60.0,73.0,82.79569892473118,58.0,73.0,48.0,72.0,70.94360488714506
2021-04-06,51.0,40.0,47.0,62.0,49.0,45.0,57.0,48.0,43.0,50.0,65.0,53.0,43.0,41.0,63.0,50.53763440860215,50.0,51.0,50.0,39.0,54.57213950834425
2021-04-07,56.0,41.0,37.0,66.0,27.0,53.0,43.0,24.0,35.0,58.0,44.0,24.0,40.0,53.0,39.0,30.107526881720432,55.0,36.0,39.0,27.0,45.248445560804015
2021-04-08,54.0,39.0,50.0,38.0,32.0,51.0,52.0,43.0,21.0,38.0,53.0,32.0,49.0,51.0,70.0,52.68817204301075,44.0,62.0,44.0,17.0,48.83615593216351
2021-04-09,51.0,51.0,43.0,70.0,57.0,78.0,53.0,51.0,56.0,42.0,66.0,38.0,42.0,64.0,72.0,62.365591397849464,54.0,50.0,54.0,42.0,59.97870550656777
2021-04-10,52.0,60.0,60.0,73.0,80.0,79.0,68.0,88.0,71.0,59.0,77.0,59.0,100.0,69.0,59.0,79.56989247311827,72.0,88.0,54.0,62.0,77.11312552574455
2021-04-11,59.0,68.0,55.0,71.0,74.0,56.0,80.0,75.0,57.0,58.0,87.0,58.0,65.0,55.0,90.0,63.44086021505376,80.0,95.0,75.0,72.0,76.23075701335905
2021-04-12,67.0,49.0,53.0,74.0,77.0,59.0,32.0,66.0,58.0,85.0,42.0,61.0,68.0,75.0,57.0,79.56989247311827,63.0,72.0,69.0,69.0,69.78240792484571
2021-04-13,47.0,55.0,58.0,50.0,83.0,85.0,60.0,41.0,60.0,71.0,100.0,44.0,53.0,73.0,81.0,94.6236559139785,57.0,50.0,57.0,29.0,68.30826426348699
2021-04-14,44.0,41.0,44.0,33.0,69.0,57.0,43.0,45.0,53.0,36.0,66.0,54.0,40.0,41.0,55.0,59.13978494623656,35.0,36.0,58.0,53.0,52.635634746495526
2021-04-15,75.0,50.0,71.0,52.0,47.0,77.0,63.0,60.0,36.0,59.0,63.0,43.0,52.0,76.0,69.0,44.086021505376344,55.0,57.0,51.0,67.0,63.84759731054076
2021-04-16,46.0,43.0,50.0,62.0,36.0,48.0,42.0,62.0,21.0,42.0,50.0,67.0,53.0,51.0,74.0,39.784946236559136,57.0,46.0,48.0,49.0,53.98389383342059
2021-04-17,53.0,31.0,52.0,56.0,32.0,40.0,43.0,41.0,34.0,43.0,43.0,25.0,51.0,62.0,47.0,30.107526881720432,60.0,47.0,73.0,28.0,48.749683817949716
2021-04-18,84.0,54.0,100.0,37.0,69.0,64.0,72.0,63.0,46.0,44.0,45.0,51.0,40.0,79.0,80.0,77.41935483870968,44.0,67.0,100.0,59.0,69.77417248539679
2021-04-19,42.0,57.0,43.0,46.0,44.0,76.0,35.0,47.0,36.0,35.0,63.0,38.0,41.0,47.0,57.0,61.29032258064516,57.0,54.0,63.0,44.0,53.95683453237409
2021-04-20,66.0,44.0,44.0,62.0,38.0,56.0,46.0,58.0,46.0,54.0,47.0,42.0,53.0,60.0,55.0,70.96774193548387,50.0,59.0,58.0,59.0,58.425148679094335
2021-04-21,63.0,41.0,37.0,45.0,50.0,49.0,46.0,49.0,38.0,51.0,51.0,30.0,58.0,34.0,56.0,64.51612903225806,59.0,64.0,50.0,33.0,52.98446443172526
2021-04-22,60.0,71.0,74.0,78.0,70.0,53.0,59.0,59.0,32.0,48.0,77.0,48.0,40.0,38.0,60.0,67.74193548387096,67.0,64.0,58.0,50.0,64.21172138331852
2021-04-23,56.0,36.0,60.0,52.0,70.0,37.0,46.0,56.0,72.0,51.0,43.0,39.0,43.0,52.0,60.0,77.41935483870968,42.0,77.0,74.0,54.0,60.036353582710284
2021-04-24,32.0,56.0,55.0,23.0,52.0,29.0,50.0,65.0,36.0,54.0,36.0,34.0,36.0,37.0,44.0,41.935483870967744,44.0,40.0,63.0,37.0,47.3178938451855
2021-04-25,88.0,74.0,83.0,100.0,100.0,68.0,66.0,74.0,100.0,68.0,86.0,71.0,93.0,89.0,89.0,100.0,84.0,100.0,91.0,82.0,93.32988229204044
2021-04-26,62.0,62.0,58.0,66.0,53.0,53.0,49.0,62.0,43.0,61.0,64.0,45.0,71.0,60.0,71.0,62.365591397849464,50.0,55.0,77.0,68.0,65.23056289228633
