date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-10-05,27.0,19.0,30.0,33.0,0.0,23.0,51.08695652173913,0.0,15.0,0.0,30.0,30.0,42.0,0.0,0.0,23.0,30.0,0.0,35.0,46.0,37.182972701202935
2020-10-06,27.0,0.0,0.0,33.0,0.0,46.0,0.0,62.0,31.0,26.0,30.0,31.0,0.0,30.0,18.0,23.0,30.0,50.0,35.0,46.0,44.370786935309674
2020-10-07,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.2828944918252585
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,16.0,27.0,30.0,31.0,42.0,0.0,0.0,23.0,31.0,0.0,0.0,0.0,19.786972552232694
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.3984209154221445
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,0.0,22.0,36.0,39.0,34.0,0.0,0.0,36.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,27.0,23.384603925365912
2020-10-12,31.0,21.0,0.0,0.0,100.0,27.0,0.0,36.0,18.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,25.269077501769022
2020-10-13,0.0,21.0,35.0,38.0,0.0,27.0,58.69565217391305,35.0,18.0,31.0,34.0,71.0,0.0,34.0,0.0,0.0,34.0,57.29166666666666,41.0,26.0,48.05298995692279
2020-10-14,29.0,0.0,0.0,36.0,0.0,25.0,55.43478260869565,66.0,17.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,53.125,38.0,0.0,29.08597445160329
2020-10-15,29.0,0.0,33.0,36.0,0.0,26.0,56.52173913043478,34.0,34.0,0.0,0.0,34.0,46.0,0.0,0.0,50.0,65.0,0.0,0.0,25.0,40.132583516442594
2020-10-16,0.0,21.0,35.0,0.0,0.0,0.0,59.78260869565217,0.0,18.0,0.0,0.0,35.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,26.0,18.48348292428588
2020-10-17,33.0,0.0,37.0,0.0,0.0,28.0,61.95652173913044,0.0,19.0,0.0,0.0,0.0,100.0,0.0,23.0,28.0,36.0,0.0,0.0,28.0,33.745484339503186
2020-10-18,0.0,0.0,36.0,0.0,0.0,0.0,0.0,36.0,18.0,0.0,35.0,0.0,0.0,35.0,0.0,27.0,0.0,0.0,41.0,0.0,19.529998882723177
2020-10-19,30.0,21.0,34.0,37.0,32.0,52.0,57.60869565217392,34.0,17.0,29.0,33.0,34.0,47.0,34.0,41.0,26.0,0.0,55.20833333333334,0.0,51.0,56.946823830273246
2020-10-20,29.0,0.0,33.0,0.0,91.0,25.0,0.0,0.0,17.0,0.0,0.0,0.0,46.0,0.0,20.0,50.0,33.0,54.16666666666666,0.0,25.0,36.24756371581444
2020-10-21,29.0,20.0,0.0,0.0,0.0,0.0,55.43478260869565,66.0,0.0,29.0,65.0,0.0,89.0,0.0,20.0,0.0,32.0,54.16666666666666,38.0,25.0,44.76493737042692
2020-10-22,30.0,20.0,34.0,0.0,0.0,0.0,56.52173913043478,0.0,0.0,0.0,33.0,34.0,46.0,0.0,20.0,25.0,0.0,55.20833333333334,39.0,25.0,35.781876528496774
2020-10-23,30.0,20.0,34.0,73.0,0.0,26.0,56.52173913043478,68.0,68.0,0.0,100.0,68.0,46.0,100.0,21.0,0.0,100.0,55.20833333333334,79.0,100.0,89.48937345598551
2020-10-24,0.0,0.0,34.0,0.0,0.0,26.0,57.60869565217392,0.0,17.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,55.20833333333334,39.0,25.0,25.681694039948848
2020-10-25,29.0,100.0,100.0,36.0,0.0,100.0,55.43478260869565,100.0,100.0,0.0,98.0,100.0,91.0,33.0,100.0,100.0,0.0,0.0,0.0,25.0,100.0
