date,/m/0405g08_0,/m/0405g08_1,/m/0405g08_2,/m/0405g08_3,/m/0405g08_4,/m/0405g08_5,/m/0405g08_6,/m/0405g08_7,/m/0405g08_8,/m/0405g08_9,/m/0405g08
2020-02-01,35.0,38.0,48.0,66.0,58.0,49.0,49.0,39.0,43.0,40.0,50.93099671412924
2020-02-02,45.0,31.0,28.0,54.0,49.0,40.0,37.0,27.0,39.0,47.0,43.4830230010953
2020-02-03,22.0,27.0,35.0,28.0,39.0,38.0,32.0,24.0,31.0,16.0,31.98247535596933
2020-02-04,21.0,18.0,14.0,20.0,17.0,31.0,17.0,16.0,30.0,20.0,22.34392113910186
2020-02-05,38.0,21.0,38.0,27.0,49.0,50.0,39.0,50.0,30.0,46.0,42.4972617743702
2020-02-06,25.0,40.0,50.0,45.0,37.0,12.0,40.0,38.0,35.0,27.0,38.22562979189485
2020-02-07,16.0,22.0,30.0,21.0,15.0,41.0,33.0,35.0,18.0,25.0,28.039430449069005
2020-02-08,54.0,37.0,30.0,53.0,57.0,33.0,43.0,49.0,46.0,28.0,47.097480832420594
2020-02-09,25.0,36.0,38.0,28.0,48.0,37.0,34.0,33.0,20.0,24.0,35.37787513691128
2020-02-10,27.0,27.0,35.0,27.0,43.0,35.0,25.0,37.0,17.0,29.0,33.07776560788609
2020-02-11,24.0,24.0,49.0,34.0,36.0,50.0,57.0,27.0,31.0,26.0,39.21139101861993
2020-02-12,34.0,31.0,42.0,44.0,43.0,54.0,49.0,34.0,38.0,32.0,43.921139101861996
2020-02-13,41.0,35.0,44.0,32.0,44.0,48.0,37.0,16.0,30.0,36.0,39.75903614457831
2020-02-14,38.0,31.0,37.0,25.0,30.0,24.0,52.0,32.0,50.0,37.0,38.99233296823658
2020-02-15,34.0,30.0,22.0,30.0,32.0,48.0,36.0,47.0,43.0,29.0,38.444687842278206
2020-02-16,29.0,33.0,26.0,46.0,35.0,62.0,44.0,46.0,42.0,25.0,42.4972617743702
2020-02-17,18.0,18.0,46.0,31.0,47.0,39.0,29.0,37.0,35.0,33.0,36.473165388828036
2020-02-18,42.0,33.0,39.0,50.0,43.0,46.0,32.0,41.0,34.0,38.0,43.59255202628696
2020-02-19,24.0,28.0,32.0,34.0,22.0,36.0,25.0,24.0,17.0,29.0,29.682365826944142
2020-02-20,18.0,31.0,32.0,31.0,22.0,48.0,32.0,31.0,42.0,18.0,33.406352683461115
2020-02-21,35.0,26.0,37.0,40.0,50.0,41.0,34.0,39.0,37.0,25.0,39.86856516976999
2020-02-22,43.0,39.0,34.0,40.0,39.0,28.0,30.0,48.0,33.0,35.0,40.41621029572837
2020-02-23,45.0,55.0,81.0,70.0,75.0,58.0,61.0,43.0,51.0,50.0,64.51259583789704
2020-02-24,29.0,23.0,34.0,26.0,38.0,30.0,23.0,36.0,30.0,14.0,30.99671412924425
