date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2021-04-18,61.0,40.0,40.0,45.0,48.0,63.0,55.0,63.0,55.0,32.0,54.270270270270274
2021-04-19,83.0,65.0,83.0,83.0,100.0,85.0,74.0,90.0,82.0,78.0,88.97297297297297
2021-04-20,70.0,57.0,78.0,72.0,66.0,70.0,60.0,80.0,68.0,72.0,74.91891891891892
2021-04-21,60.0,55.0,46.0,71.0,68.0,65.0,63.0,61.0,61.0,61.0,66.05405405405405
2021-04-22,83.0,57.0,56.0,92.0,75.0,91.0,60.0,100.0,93.0,84.0,85.5135135135135
2021-04-23,52.0,40.0,43.0,58.0,45.0,59.0,46.0,50.0,58.0,40.0,53.08108108108108
2021-04-24,32.0,35.0,39.0,39.0,39.0,41.0,40.0,47.0,50.0,46.0,44.108108108108105
2021-04-25,32.0,25.0,34.0,27.0,41.0,35.0,41.0,35.0,40.0,39.0,37.729729729729726
2021-04-26,53.0,43.0,45.0,54.0,50.0,48.0,49.0,49.0,48.0,40.0,51.78378378378378
2021-04-27,48.0,37.0,58.0,63.0,52.0,58.0,54.0,63.0,63.0,62.0,60.32432432432432
2021-04-28,58.0,51.0,49.0,63.0,57.0,53.0,47.0,56.0,57.0,52.0,58.7027027027027
2021-04-29,75.0,63.0,52.0,71.0,60.0,59.0,50.0,72.0,73.0,69.0,69.62162162162163
2021-04-30,73.0,64.0,77.0,77.0,90.0,75.0,76.0,90.0,81.0,81.0,84.75675675675677
2021-05-01,63.0,55.0,62.0,62.0,68.0,65.0,60.0,69.0,66.0,56.0,67.67567567567568
2021-05-02,50.0,43.0,56.0,58.0,41.0,54.0,44.0,40.0,47.0,54.0,52.648648648648646
2021-05-03,92.0,68.0,85.0,61.0,74.0,90.0,73.0,91.0,76.0,80.0,85.4054054054054
2021-05-04,58.0,56.0,63.0,69.0,67.0,74.0,52.0,56.0,73.0,70.0,68.97297297297297
2021-05-05,69.0,44.0,61.0,53.0,67.0,64.0,63.0,51.0,71.0,61.0,65.29729729729729
2021-05-06,59.0,51.0,54.0,72.0,74.0,62.0,63.0,81.0,89.0,71.0,73.08108108108107
2021-05-07,96.0,70.0,79.0,85.0,72.0,73.0,87.0,72.0,81.0,92.0,87.24324324324324
2021-05-08,63.0,45.0,65.0,56.0,60.0,63.0,59.0,69.0,66.0,49.0,64.32432432432432
2021-05-09,63.0,44.0,34.0,69.0,46.0,57.0,57.0,55.0,59.0,43.0,56.972972972972975
2021-05-10,87.0,71.0,100.0,75.0,85.0,82.0,80.0,83.0,95.0,80.0,90.5945945945946
2021-05-11,76.0,100.0,75.0,94.0,93.0,100.0,88.0,77.0,98.0,100.0,97.4054054054054
2021-05-12,100.0,72.0,83.0,100.0,96.0,100.0,100.0,90.0,100.0,84.0,100.0
2021-05-13,86.0,61.0,75.0,83.0,78.0,81.0,68.0,89.0,86.0,94.0,86.59459459459458
2021-05-14,90.0,77.0,89.0,90.0,74.0,86.0,90.0,88.0,73.0,85.0,91.02702702702703
2021-05-15,70.0,53.0,71.0,57.0,43.0,74.0,62.0,79.0,54.0,56.0,66.91891891891892
2021-05-16,58.0,44.0,52.0,50.0,43.0,49.0,52.0,62.0,54.0,50.0,55.567567567567565
2021-05-17,78.0,76.0,79.0,71.0,87.0,76.0,72.0,78.0,79.0,84.0,84.32432432432432
2021-05-18,90.0,52.0,88.0,84.0,74.0,92.0,82.0,100.0,77.0,67.0,87.13513513513513
2021-05-19,77.0,62.0,51.0,79.0,73.0,62.0,56.0,74.0,78.0,59.0,72.54054054054053
2021-05-20,83.0,57.0,85.0,69.0,100.0,69.0,77.0,80.0,73.0,73.0,82.8108108108108
2021-05-21,71.0,56.0,48.0,68.0,76.0,73.0,56.0,69.0,74.0,70.0,71.45945945945945
2021-05-22,43.0,32.0,55.0,55.0,59.0,53.0,46.0,47.0,46.0,37.0,51.13513513513514
2021-05-23,40.0,36.0,40.0,45.0,46.0,24.0,35.0,55.0,54.0,35.0,44.32432432432432
2021-05-24,44.0,49.0,49.0,44.0,47.0,40.0,44.0,54.0,45.0,39.0,49.189189189189186
2021-05-25,64.0,46.0,57.0,75.0,65.0,68.0,71.0,69.0,61.0,75.0,70.37837837837837
2021-05-26,61.0,56.0,65.0,58.0,56.0,57.0,55.0,68.0,57.0,62.0,64.32432432432432
2021-05-27,88.0,62.0,62.0,75.0,73.0,72.0,75.0,70.0,67.0,48.0,74.8108108108108
2021-05-28,92.0,80.0,87.0,66.0,63.0,91.0,77.0,77.0,85.0,68.0,84.97297297297297
2021-05-29,47.0,48.0,52.0,45.0,50.0,47.0,39.0,47.0,51.0,52.0,51.67567567567568
2021-05-30,25.0,24.0,29.0,24.0,33.0,31.0,18.0,13.0,24.0,23.0,26.37837837837838
2021-05-31,76.0,49.0,67.0,50.0,71.0,74.0,67.0,76.0,67.0,85.0,73.72972972972973
