date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2021-04-18,34.0,40.0,30.0,33.0,19.0,19.0,15.0,29.0,22.0,37.0,27.8
2021-04-19,46.0,47.0,50.0,37.0,28.0,57.0,63.0,39.0,34.0,53.0,45.4
2021-04-20,50.0,41.0,50.0,38.0,31.0,51.0,55.0,34.0,39.0,60.0,44.9
2021-04-21,51.0,64.0,52.0,45.0,34.0,46.0,45.0,38.0,41.0,35.0,45.1
2021-04-22,34.0,41.0,44.0,35.0,33.0,47.0,37.0,37.0,37.0,72.0,41.7
2021-04-23,17.0,25.0,25.0,16.0,24.0,27.0,23.0,15.0,17.0,25.0,21.4
2021-04-24,21.0,19.0,19.0,15.0,19.0,16.0,26.0,13.0,23.0,22.0,19.3
2021-04-25,23.0,18.0,20.0,25.0,22.0,22.0,24.0,8.0,15.0,17.0,19.4
2021-04-26,27.0,47.0,37.0,28.0,31.0,50.0,28.0,24.0,37.0,50.0,35.9
2021-04-27,31.0,31.0,36.0,18.0,35.0,35.0,39.0,22.0,21.0,48.0,31.6
2021-04-28,23.0,48.0,45.0,21.0,32.0,42.0,43.0,25.0,25.0,42.0,34.6
2021-04-29,36.0,29.0,39.0,26.0,21.0,38.0,42.0,26.0,42.0,34.0,33.3
2021-04-30,43.0,53.0,48.0,39.0,34.0,68.0,41.0,41.0,39.0,57.0,46.3
2021-05-01,37.0,25.0,30.0,27.0,20.0,56.0,35.0,32.0,31.0,32.0,32.5
2021-05-02,30.0,22.0,25.0,20.0,14.0,30.0,20.0,17.0,19.0,26.0,22.3
2021-05-03,43.0,49.0,45.0,44.0,36.0,71.0,59.0,35.0,39.0,50.0,47.1
2021-05-04,27.0,32.0,30.0,24.0,29.0,25.0,40.0,29.0,24.0,42.0,30.2
2021-05-05,34.0,38.0,37.0,22.0,16.0,39.0,40.0,26.0,38.0,39.0,32.9
2021-05-06,42.0,35.0,54.0,43.0,46.0,70.0,48.0,48.0,39.0,69.0,49.4
2021-05-07,44.0,36.0,52.0,42.0,52.0,60.0,55.0,36.0,35.0,38.0,45.0
2021-05-08,34.0,32.0,42.0,17.0,19.0,36.0,25.0,16.0,22.0,36.0,27.9
2021-05-09,17.0,14.0,20.0,16.0,11.0,29.0,31.0,15.0,24.0,13.0,19.0
2021-05-10,57.0,64.0,61.0,36.0,38.0,57.0,50.0,36.0,44.0,61.0,50.4
2021-05-11,53.0,80.0,73.0,42.0,40.0,65.0,68.0,35.0,36.0,75.0,56.7
2021-05-12,46.0,52.0,72.0,44.0,39.0,64.0,59.0,44.0,64.0,66.0,55.0
2021-05-13,26.0,33.0,34.0,25.0,32.0,40.0,50.0,31.0,34.0,32.0,33.7
2021-05-14,28.0,30.0,38.0,37.0,22.0,49.0,36.0,35.0,26.0,40.0,34.1
2021-05-15,16.0,18.0,25.0,13.0,24.0,31.0,43.0,18.0,23.0,26.0,23.7
2021-05-16,33.0,23.0,35.0,15.0,22.0,34.0,38.0,19.0,27.0,34.0,28.0
2021-05-17,19.0,37.0,25.0,25.0,37.0,41.0,28.0,34.0,22.0,42.0,31.0
2021-05-18,38.0,40.0,23.0,39.0,30.0,47.0,48.0,45.0,15.0,44.0,36.9
2021-05-19,30.0,51.0,40.0,30.0,43.0,48.0,57.0,26.0,38.0,61.0,42.4
2021-05-20,54.0,52.0,33.0,35.0,31.0,36.0,62.0,40.0,23.0,59.0,42.5
2021-05-21,31.0,40.0,37.0,37.0,28.0,35.0,42.0,31.0,28.0,48.0,35.7
2021-05-22,22.0,17.0,27.0,20.0,18.0,27.0,31.0,17.0,23.0,14.0,21.6
2021-05-23,23.0,21.0,34.0,23.0,23.0,34.0,34.0,20.0,16.0,47.0,27.5
2021-05-24,11.0,15.0,23.0,9.0,14.0,27.0,18.0,15.0,9.0,23.0,16.4
2021-05-25,32.0,21.0,31.0,23.0,18.0,37.0,29.0,29.0,31.0,21.0,27.2
2021-05-26,34.0,37.0,41.0,31.0,24.0,52.0,33.0,18.0,34.0,35.0,33.9
2021-05-27,30.0,20.0,36.0,18.0,27.0,30.0,41.0,25.0,28.0,34.0,28.9
2021-05-28,18.0,54.0,43.0,30.0,21.0,46.0,43.0,22.0,27.0,45.0,34.9
2021-05-29,25.0,14.0,17.0,25.0,26.0,41.0,33.0,19.0,14.0,23.0,23.7
2021-05-30,22.0,19.0,25.0,20.0,26.0,27.0,19.0,24.0,26.0,19.0,22.7
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
