date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2021-04-18,41.0,34.0,37.0,56.0,47.0,41.0,40.0,27.0,49.0,38.0,41.372351160444
2021-04-19,69.0,39.0,52.0,45.0,58.0,61.0,57.0,61.0,54.0,56.0,55.70131180625631
2021-04-20,59.0,52.0,50.0,66.0,57.0,56.0,62.0,48.0,53.0,47.0,55.49949545913219
2021-04-21,57.0,43.0,55.0,63.0,63.0,62.0,55.0,57.0,54.0,53.0,56.7103935418769
2021-04-22,40.0,37.0,47.0,52.0,51.0,42.0,52.0,44.0,51.0,46.0,46.61957618567104
2021-04-23,47.0,27.0,30.0,42.0,36.0,51.0,36.0,35.0,39.0,39.0,38.54692230070636
2021-04-24,37.0,33.0,31.0,31.0,41.0,29.0,28.0,31.0,28.0,19.0,31.07971745711403
2021-04-25,41.0,30.0,31.0,40.0,34.0,43.0,31.0,32.0,33.0,35.0,35.317860746720484
2021-04-26,39.0,32.0,23.0,35.0,42.0,39.0,38.0,41.0,31.0,31.0,35.418768920282545
2021-04-27,55.0,37.0,32.0,37.0,49.0,51.0,45.0,35.0,38.0,42.0,42.48234106962664
2021-04-28,55.0,39.0,30.0,40.0,51.0,56.0,45.0,45.0,52.0,46.0,46.31685166498487
2021-04-29,41.0,37.0,41.0,39.0,42.0,52.0,41.0,34.0,39.0,40.0,40.96871846619577
2021-04-30,35.0,46.0,47.0,46.0,57.0,55.0,51.0,47.0,40.0,48.0,47.62865792129163
2021-05-01,54.0,47.0,58.0,57.0,57.0,42.0,53.0,45.0,54.0,46.0,51.76589303733603
2021-05-02,38.0,35.0,35.0,38.0,29.0,38.0,39.0,30.0,31.0,28.0,34.40968718466196
2021-05-03,83.0,70.0,70.0,77.0,85.0,67.0,69.0,72.0,81.0,68.0,74.87386478304744
2021-05-04,54.0,41.0,40.0,50.0,63.0,69.0,36.0,54.0,47.0,53.0,51.160443995963675
2021-05-05,58.0,54.0,49.0,43.0,71.0,56.0,55.0,43.0,46.0,48.0,52.77497477295661
2021-05-06,80.0,71.0,68.0,75.0,83.0,93.0,76.0,63.0,88.0,71.0,77.49747729566096
2021-05-07,67.0,61.0,65.0,76.0,70.0,87.0,56.0,63.0,60.0,70.0,68.11301715438951
2021-05-08,53.0,39.0,38.0,49.0,53.0,56.0,46.0,44.0,62.0,49.0,49.344096871846624
2021-05-09,49.0,29.0,41.0,42.0,53.0,49.0,44.0,36.0,44.0,42.0,43.28960645812311
2021-05-10,81.0,65.0,73.0,93.0,87.0,86.0,87.0,81.0,74.0,80.0,81.43289606458123
2021-05-11,100.0,100.0,100.0,100.0,92.0,100.0,100.0,100.0,99.0,100.0,100.0
2021-05-12,93.0,66.0,96.0,85.0,95.0,78.0,83.0,69.0,100.0,73.0,84.56104944500505
2021-05-13,84.0,73.0,79.0,91.0,90.0,75.0,75.0,70.0,94.0,80.0,81.83652875882946
2021-05-14,80.0,56.0,54.0,64.0,86.0,83.0,76.0,67.0,81.0,86.0,73.9656912209889
2021-05-15,68.0,59.0,60.0,59.0,80.0,63.0,63.0,67.0,62.0,58.0,64.48032290615541
2021-05-16,61.0,39.0,64.0,70.0,54.0,68.0,52.0,57.0,57.0,55.0,58.22401614530777
2021-05-17,92.0,76.0,79.0,74.0,100.0,100.0,92.0,87.0,78.0,79.0,86.47830474268416
2021-05-18,99.0,61.0,68.0,69.0,78.0,79.0,100.0,76.0,84.0,61.0,78.20383451059536
2021-05-19,85.0,69.0,74.0,78.0,79.0,84.0,69.0,60.0,74.0,80.0,75.88294651866802
2021-05-20,73.0,77.0,70.0,88.0,90.0,85.0,76.0,67.0,98.0,65.0,79.61654894046418
2021-05-21,79.0,76.0,75.0,86.0,90.0,82.0,75.0,69.0,67.0,81.0,78.70837537840565
2021-05-22,49.0,48.0,44.0,40.0,40.0,45.0,41.0,40.0,40.0,46.0,43.69323915237135
2021-05-23,45.0,35.0,36.0,47.0,55.0,43.0,45.0,39.0,44.0,41.0,43.39051463168517
2021-05-24,49.0,45.0,61.0,50.0,56.0,68.0,57.0,52.0,50.0,48.0,54.08678102926337
2021-05-25,66.0,67.0,60.0,85.0,79.0,63.0,82.0,60.0,79.0,66.0,71.34207870837538
2021-05-26,67.0,54.0,52.0,62.0,71.0,68.0,53.0,60.0,68.0,61.0,62.15943491422806
2021-05-27,72.0,64.0,58.0,70.0,69.0,69.0,73.0,64.0,63.0,78.0,68.6175580221998
2021-05-28,75.0,53.0,51.0,75.0,71.0,74.0,63.0,70.0,63.0,58.0,65.89303733602422
2021-05-29,44.0,40.0,48.0,51.0,49.0,54.0,46.0,45.0,49.0,42.0,47.225025227043396
2021-05-30,44.0,39.0,38.0,43.0,41.0,43.0,48.0,26.0,44.0,45.0,41.47325933400606
2021-05-31,74.0,55.0,53.0,54.0,66.0,49.0,54.0,50.0,65.0,57.0,58.22401614530777
