date,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-01-29,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.15
2020-01-30,9.0,8.0,11.0,8.0,9.0,7.0,9.0,8.0,9.0,9.0,10.0,9.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,8.65
2020-01-31,9.0,9.0,8.0,8.0,6.0,9.0,8.0,9.0,8.0,9.0,8.0,10.0,10.0,7.0,9.0,8.0,9.0,8.0,8.0,9.0,8.45
2020-02-01,5.0,7.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,5.0,7.0,6.0,5.0,5.0,7.0,6.0,5.0,6.0,6.0,5.0,5.7
2020-02-02,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,3.0,5.0,6.0,4.75
2020-02-03,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,3.95
2020-02-04,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,3.65
2020-02-05,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.9
2020-02-06,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.45
2020-02-07,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.75
