date,/m/0fd23_0,/m/0fd23_1,/m/0fd23_2,/m/0fd23_3,/m/0fd23_4,/m/0fd23_5,/m/0fd23_6,/m/0fd23_7,/m/0fd23_8,/m/0fd23_9,/m/0fd23
2021-04-18,57.0,56.0,0.0,36.0,41.86046511627907,48.0,59.0,28.94736842105263,57.0,61.0,59.592275804166455
2021-04-19,25.0,0.0,0.0,32.0,0.0,22.0,0.0,0.0,0.0,0.0,10.58387337986042
2021-04-20,49.0,48.0,0.0,61.0,37.2093023255814,43.0,0.0,25.0,0.0,26.0,38.74626121635095
2021-04-21,100.0,100.0,100.0,96.0,74.4186046511628,22.0,54.0,100.0,100.0,0.0,100.0
2021-04-22,26.0,0.0,0.0,63.0,37.2093023255814,44.0,0.0,26.31578947368421,26.0,56.0,37.31486461667629
2021-04-23,53.0,0.0,54.0,0.0,39.53488372093023,69.0,28.0,52.63157894736842,0.0,28.0,43.42957968200661
2021-04-24,0.0,0.0,29.0,0.0,41.86046511627907,25.0,0.0,0.0,58.0,31.0,24.766326021934198
2021-04-25,54.0,27.0,53.0,100.0,39.53488372093023,23.0,29.0,55.26315789473684,55.0,0.0,58.385206223434956
2021-04-26,45.0,23.0,69.0,84.0,34.883720930232556,20.0,48.0,93.42105263157895,71.0,75.0,75.46767591960959
2021-04-27,0.0,47.0,24.0,30.0,0.0,21.0,25.0,23.68421052631579,24.0,26.0,29.56574355879729
2021-04-28,23.0,69.0,68.0,58.0,100.0,100.0,48.0,23.68421052631579,46.0,98.0,84.89662591173847
2021-04-29,24.0,24.0,24.0,0.0,34.883720930232556,0.0,25.0,23.68421052631579,24.0,26.0,27.540569082227
2021-04-30,0.0,22.0,23.0,0.0,67.44186046511628,40.0,24.0,22.36842105263158,23.0,24.0,32.931960696856805
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,0.0,26.0,0.0,33.0,39.53488372093023,0.0,0.0,26.31578947368421,0.0,0.0,16.726629322558637
2021-05-03,25.0,0.0,25.0,31.0,37.2093023255814,21.0,0.0,0.0,0.0,26.0,22.13359920239282
2021-05-04,45.0,67.0,0.0,0.0,65.11627906976744,19.0,47.0,43.421052631578945,67.0,0.0,47.36448549089573
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,0.0,23.0,23.0,0.0,0.0,39.0,0.0,22.36842105263158,24.0,0.0,17.59983208269927
2021-05-07,0.0,25.0,0.0,0.0,0.0,0.0,28.0,26.31578947368421,0.0,27.0,14.243453848979376
2021-05-08,0.0,28.0,29.0,35.0,41.86046511627907,25.0,0.0,0.0,28.0,30.0,29.053464606181453
2021-05-09,51.0,74.0,52.0,64.0,74.4186046511628,22.0,27.0,76.3157894736842,51.0,0.0,65.87917169544
2021-05-10,71.0,70.0,95.0,58.0,0.0,21.0,100.0,71.05263157894737,69.0,25.0,77.71143805425828
2021-05-11,71.0,23.0,46.0,28.0,0.0,0.0,72.0,0.0,46.0,100.0,51.71360917248255
2021-05-12,0.0,0.0,24.0,0.0,0.0,20.0,25.0,23.68421052631579,24.0,0.0,15.632543159993704
2021-05-13,0.0,0.0,26.0,0.0,0.0,65.0,53.0,50.0,76.0,27.0,39.79000498504487
2021-05-14,0.0,0.0,25.0,0.0,0.0,22.0,0.0,25.0,25.0,0.0,12.995388833499499
2021-05-15,24.0,24.0,49.0,30.0,37.2093023255814,43.0,52.0,48.68421052631579,25.0,0.0,44.598769481030594
2021-05-16,0.0,0.0,25.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,6.162761714855433
2021-05-17,23.0,0.0,24.0,29.0,0.0,0.0,0.0,0.0,0.0,25.0,13.531281156530408
2021-05-18,0.0,0.0,25.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,6.162761714855433
2021-05-19,25.0,24.0,50.0,31.0,37.2093023255814,21.0,52.0,0.0,24.0,26.0,38.88023429710867
2021-05-20,26.0,26.0,27.0,0.0,39.53488372093023,0.0,28.0,26.31578947368421,0.0,28.0,26.90858346014588
2021-05-21,0.0,0.0,0.0,0.0,37.2093023255814,0.0,27.0,25.0,0.0,27.0,15.568918245264209
2021-05-22,0.0,52.0,0.0,66.0,39.53488372093023,0.0,82.0,26.31578947368421,26.0,57.0,46.73659941228944
2021-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-25,25.0,48.0,25.0,31.0,74.4186046511628,21.0,26.0,50.0,25.0,27.0,47.214606181455636
2021-05-26,25.0,25.0,0.0,62.0,0.0,44.0,27.0,25.0,25.0,27.0,34.83300099700897
2021-05-27,27.0,27.0,0.0,0.0,0.0,23.0,28.0,26.31578947368421,0.0,0.0,17.592780867922546
2021-05-28,0.0,27.0,0.0,0.0,83.72093023255815,0.0,29.0,0.0,0.0,0.0,18.718843469591224
2021-05-29,30.0,0.0,30.0,37.0,44.18604651162791,26.0,32.0,28.94736842105263,29.0,65.0,43.15720601353834
2021-05-30,30.0,29.0,30.0,36.0,88.37209302325581,26.0,31.0,0.0,0.0,32.0,40.50972083748754
2021-05-31,77.0,50.0,26.0,32.0,74.4186046511628,22.0,55.0,0.0,26.0,0.0,48.554336989032905
