date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2021-02-26,79.0,48.0,72.0,71.0,73.0,56.0,69.0,62.0,79.0,63.0,50.0,59.0,64.0,55.0,60.0,70.0,85.0,65.0,68.0,67.0,70.09594882729212
2021-02-27,63.0,63.0,74.0,71.0,63.0,57.0,66.0,57.0,69.0,41.0,61.0,65.0,52.0,65.0,52.0,73.0,66.0,65.0,58.0,64.0,66.36460554371003
2021-02-28,92.0,71.0,93.0,93.0,92.0,78.0,98.0,80.0,91.0,72.0,74.0,91.0,81.0,84.0,82.0,63.0,81.0,83.0,73.0,95.0,88.85927505330491
2021-03-01,98.0,77.0,90.0,97.0,89.0,66.0,77.0,94.0,81.0,72.0,85.0,90.0,83.0,95.0,93.0,94.0,87.0,88.0,87.0,93.0,92.53731343283583
2021-03-02,70.0,69.0,63.0,75.0,66.0,50.0,68.0,60.0,84.0,78.0,55.0,58.0,66.0,62.0,65.0,59.0,76.0,66.0,75.0,86.0,72.01492537313433
2021-03-03,69.0,65.0,65.0,73.0,72.0,54.0,62.0,68.0,77.0,65.0,50.0,72.0,66.0,81.0,66.0,69.0,79.0,67.0,73.0,62.0,72.22814498933901
2021-03-04,83.0,86.0,85.0,82.0,76.0,65.0,67.0,88.0,85.0,72.0,66.0,74.0,61.0,78.0,73.0,81.0,86.0,83.0,98.0,94.0,84.38166311300641
2021-03-05,57.0,55.0,52.0,43.0,44.0,48.0,42.0,63.0,64.0,55.0,58.0,57.0,47.0,62.0,57.0,49.0,70.0,57.0,57.0,59.0,58.42217484008529
2021-03-06,65.0,67.0,84.0,53.0,61.0,56.0,58.0,70.0,76.0,60.0,54.0,71.0,66.0,76.0,61.0,63.0,58.0,69.0,66.0,76.0,69.82942430703625
2021-03-07,76.0,72.0,59.0,60.0,65.0,48.0,75.0,72.0,73.0,72.0,63.0,61.0,78.0,71.0,63.0,58.0,69.0,78.0,61.0,92.0,72.81449893390192
2021-03-08,86.0,68.0,89.0,73.0,84.0,70.0,81.0,80.0,68.0,83.0,61.0,75.0,74.0,93.0,91.0,93.0,95.0,70.0,80.0,84.0,85.181236673774
2021-03-09,86.0,76.0,64.0,83.0,81.0,68.0,70.0,59.0,81.0,79.0,74.0,58.0,78.0,75.0,73.0,59.0,73.0,84.0,79.0,85.0,79.15778251599147
2021-03-10,76.0,72.0,66.0,72.0,78.0,60.0,55.0,60.0,73.0,56.0,59.0,53.0,62.0,90.0,67.0,69.0,76.0,73.0,72.0,78.0,72.86780383795309
2021-03-11,67.0,58.0,82.0,60.0,68.0,74.0,68.0,66.0,80.0,67.0,68.0,81.0,68.0,63.0,82.0,85.0,71.0,64.0,80.0,87.0,76.70575692963753
2021-03-12,88.0,78.0,76.0,83.0,80.0,58.0,66.0,77.0,84.0,74.0,65.0,75.0,78.0,87.0,73.0,76.0,82.0,78.0,92.0,76.0,82.40938166311301
2021-03-13,68.0,74.0,74.0,69.0,77.0,53.0,74.0,77.0,68.0,83.0,66.0,65.0,55.0,77.0,67.0,71.0,84.0,80.0,74.0,77.0,76.3859275053305
2021-03-14,85.0,77.0,78.0,70.0,78.0,64.0,70.0,91.0,86.0,64.0,72.0,71.0,66.0,98.0,82.0,67.0,91.0,77.0,100.0,88.0,83.95522388059702
2021-03-15,82.0,70.0,77.0,81.0,86.0,66.0,74.0,72.0,77.0,73.0,64.0,75.0,69.0,81.0,82.0,86.0,74.0,79.0,78.0,86.0,81.66311300639659
2021-03-16,72.0,73.0,79.0,67.0,84.0,77.0,77.0,73.0,79.0,80.0,67.0,78.0,78.0,90.0,78.0,84.0,85.0,80.0,81.0,97.0,84.16844349680171
2021-03-17,99.0,90.0,100.0,100.0,93.0,80.0,67.0,95.0,100.0,88.0,69.0,100.0,100.0,98.0,96.0,100.0,94.0,100.0,92.0,100.0,99.20042643923242
2021-03-18,100.0,100.0,84.0,82.0,100.0,100.0,100.0,94.0,97.0,93.0,100.0,82.0,90.0,100.0,100.0,78.0,97.0,97.0,95.0,87.0,100.0
2021-03-19,88.0,76.0,92.0,66.0,84.0,77.0,59.0,82.0,98.0,82.0,58.0,89.0,84.0,82.0,73.0,76.0,97.0,97.0,85.0,94.0,87.36673773987206
2021-03-20,76.0,75.0,74.0,90.0,75.0,74.0,72.0,100.0,92.0,88.0,56.0,70.0,75.0,97.0,76.0,79.0,100.0,87.0,81.0,83.0,86.35394456289978
2021-03-21,63.0,64.0,75.0,69.0,60.0,51.0,73.0,71.0,80.0,64.0,73.0,62.0,64.0,89.0,81.0,76.0,84.0,86.0,74.0,86.0,77.02558635394456
2021-03-22,96.0,78.0,86.0,81.0,81.0,65.0,79.0,86.0,87.0,80.0,74.0,79.0,78.0,82.0,89.0,93.0,97.0,97.0,91.0,98.0,90.4584221748401
2021-03-23,88.0,86.0,76.0,88.0,80.0,55.0,87.0,76.0,81.0,86.0,66.0,73.0,72.0,69.0,84.0,72.0,86.0,85.0,89.0,89.0,84.64818763326227
2021-03-24,80.0,65.0,62.0,81.0,72.0,67.0,83.0,75.0,86.0,79.0,73.0,60.0,71.0,76.0,77.0,63.0,76.0,66.0,76.0,70.0,77.71855010660983
2021-03-25,96.0,75.0,84.0,77.0,81.0,76.0,83.0,87.0,98.0,100.0,74.0,79.0,90.0,94.0,92.0,72.0,91.0,96.0,94.0,98.0,92.59061833688699
2021-03-26,91.0,73.0,84.0,76.0,76.0,71.0,76.0,85.0,76.0,79.0,63.0,63.0,73.0,78.0,65.0,76.0,72.0,78.0,87.0,92.0,81.76972281449893
2021-03-27,68.0,63.0,61.0,64.0,69.0,47.0,60.0,60.0,75.0,62.0,47.0,58.0,52.0,61.0,58.0,66.0,69.0,65.0,57.0,78.0,66.09808102345416
2021-03-28,86.0,78.0,64.0,66.0,59.0,67.0,71.0,76.0,68.0,72.0,60.0,74.0,64.0,77.0,68.0,78.0,79.0,75.0,68.0,70.0,75.69296375266525
2021-03-29,71.0,61.0,59.0,57.0,77.0,43.0,65.0,61.0,73.0,72.0,63.0,78.0,60.0,98.0,76.0,73.0,71.0,65.0,74.0,74.0,73.08102345415779
2021-03-30,69.0,81.0,89.0,83.0,76.0,65.0,72.0,77.0,93.0,62.0,58.0,62.0,86.0,81.0,79.0,77.0,78.0,98.0,71.0,76.0,81.71641791044777
