date,/m/0fd23_0,/m/0fd23_1,/m/0fd23_2,/m/0fd23_3,/m/0fd23_4,/m/0fd23_5,/m/0fd23_6,/m/0fd23_7,/m/0fd23_8,/m/0fd23_9,/m/0fd23
2021-04-18,27.0,0.0,0.0,48.0,0.0,28.0,46.0,0.0,42.0,0.0,27.246790299572044
2021-04-19,24.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.988587731811698
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21,26.0,33.0,0.0,44.0,46.0,51.0,40.0,0.0,37.0,35.0,44.50784593437946
2021-04-22,100.0,100.0,100.0,90.0,46.0,26.0,89.0,0.0,77.0,73.0,100.0
2021-04-23,26.0,34.0,70.0,0.0,47.0,81.0,42.0,0.0,41.0,36.0,53.78031383737519
2021-04-24,29.0,39.0,37.0,100.0,0.0,30.0,100.0,42.0,84.0,84.0,77.74607703281028
2021-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,23.0,60.0,58.0,38.0,81.0,23.0,38.0,64.0,100.0,64.0,78.3166904422254
2021-04-27,47.0,63.0,60.0,83.0,41.0,100.0,40.0,33.0,36.0,100.0,86.01997146932953
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,23.0,0.0,30.0,0.0,0.0,24.0,38.0,32.0,36.0,33.0,30.81312410841655
2021-04-30,23.0,61.0,60.0,80.0,42.0,47.0,38.0,65.0,68.0,63.0,78.03138373751784
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,26.0,33.0,0.0,43.0,0.0,0.0,43.0,0.0,0.0,37.0,25.962910128388017
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,0.0,31.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,9.4151212553495
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,71.0,62.0,0.0,0.0,42.0,24.0,78.0,32.0,36.0,67.0,58.77318116975749
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-09,26.0,33.0,0.0,44.0,0.0,26.0,42.0,36.0,0.0,36.0,34.66476462196862
2021-05-10,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,5.848787446504993
2021-05-11,23.0,59.0,0.0,41.0,41.0,0.0,76.0,100.0,68.0,65.0,67.47503566333809
2021-05-12,25.0,65.0,63.0,44.0,0.0,25.0,41.0,69.0,0.0,35.0,52.35378031383738
2021-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-14,51.0,33.0,34.0,46.0,0.0,0.0,86.0,74.0,0.0,75.0,56.91868758915835
2021-05-15,0.0,33.0,0.0,44.0,0.0,0.0,0.0,36.0,38.0,0.0,21.54065620542083
2021-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-17,24.0,0.0,0.0,41.0,43.0,0.0,0.0,0.0,0.0,34.0,20.256776034236808
2021-05-18,0.0,0.0,0.0,43.0,44.0,25.0,0.0,35.0,37.0,0.0,26.248216833095576
2021-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-20,0.0,35.0,0.0,0.0,0.0,28.0,45.0,0.0,41.0,0.0,21.25534950071327
2021-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-25,0.0,0.0,33.0,0.0,43.0,0.0,42.0,0.0,36.0,0.0,21.96861626248217
2021-05-26,25.0,33.0,0.0,45.0,0.0,26.0,43.0,0.0,38.0,37.0,35.23537803138374
2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-29,0.0,0.0,81.0,55.0,57.0,0.0,0.0,0.0,47.0,43.0,40.37089871611983
2021-05-30,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,44.0,0.0,27.67475035663338
2021-05-31,26.0,33.0,32.0,46.0,0.0,0.0,43.0,0.0,0.0,0.0,25.67760342368046
