date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc
2020-12-15,62.0,32.0,49.0,77.0,25.0,75.0,65.0,0.0,13.0,61.0,55.434782608695656
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-17,50.0,50.0,0.0,21.0,26.0,21.0,0.0,71.0,14.0,44.0,35.869565217391305
2020-12-18,34.0,34.0,0.0,63.0,26.0,41.0,18.0,18.0,29.0,22.0,34.42028985507247
2020-12-19,16.0,0.0,26.0,21.0,0.0,20.0,35.0,0.0,28.0,22.0,20.28985507246377
2020-12-20,100.0,100.0,79.0,84.0,77.0,100.0,51.0,71.0,100.0,66.0,100.0
2020-12-21,16.0,32.0,99.0,79.0,50.0,56.0,48.0,0.0,53.0,41.0,57.2463768115942
2020-12-22,32.0,48.0,74.0,98.0,49.0,19.0,50.0,100.0,40.0,41.0,66.54589371980677
2020-12-23,77.0,16.0,75.0,80.0,100.0,39.0,100.0,17.0,41.0,62.0,73.30917874396135
2020-12-24,18.0,0.0,0.0,23.0,0.0,22.0,0.0,0.0,0.0,0.0,7.608695652173913
2020-12-25,0.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.5893719806763285
2020-12-26,17.0,36.0,53.0,21.0,26.0,20.0,17.0,0.0,28.0,22.0,28.985507246376812
2020-12-27,30.0,16.0,0.0,57.0,99.0,37.0,48.0,48.0,13.0,20.0,44.44444444444444
2020-12-28,60.0,61.0,94.0,95.0,24.0,54.0,62.0,64.0,25.0,100.0,77.17391304347827
2020-12-29,0.0,0.0,0.0,0.0,25.0,19.0,0.0,0.0,0.0,0.0,5.314009661835749
2020-12-30,16.0,16.0,51.0,0.0,0.0,19.0,51.0,0.0,27.0,21.0,24.275362318840582
2020-12-31,51.0,17.0,27.0,22.0,55.0,63.0,54.0,37.0,0.0,0.0,39.371980676328505
2021-01-01,0.0,37.0,29.0,23.0,57.0,44.0,19.0,0.0,15.0,0.0,27.053140096618357
2021-01-02,0.0,0.0,51.0,21.0,78.0,20.0,52.0,0.0,0.0,43.0,32.0048309178744
2021-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,4.1062801932367154
2021-01-04,30.0,0.0,49.0,39.0,0.0,19.0,31.0,16.0,0.0,40.0,27.053140096618357
2021-01-05,16.0,48.0,24.0,39.0,74.0,38.0,32.0,49.0,27.0,0.0,41.90821256038648
2021-01-06,15.0,31.0,71.0,19.0,49.0,91.0,16.0,16.0,13.0,40.0,43.59903381642512
2021-01-07,31.0,47.0,48.0,19.0,0.0,38.0,32.0,16.0,27.0,61.0,38.52657004830918
2021-01-08,16.0,16.0,0.0,20.0,0.0,20.0,0.0,0.0,13.0,21.0,12.801932367149758
2021-01-09,0.0,0.0,25.0,21.0,0.0,20.0,17.0,0.0,0.0,21.0,12.560386473429952
2021-01-10,0.0,0.0,25.0,42.0,26.0,0.0,17.0,17.0,0.0,22.0,17.995169082125603
2021-01-11,0.0,32.0,49.0,0.0,25.0,38.0,0.0,0.0,14.0,0.0,19.082125603864736
2021-01-12,31.0,31.0,50.0,19.0,49.0,77.0,32.0,33.0,26.0,80.0,51.690821256038646
2021-01-13,0.0,15.0,74.0,0.0,49.0,0.0,16.0,16.0,39.0,61.0,32.608695652173914
2021-01-14,16.0,48.0,0.0,20.0,25.0,20.0,0.0,0.0,27.0,61.0,26.207729468599034
2021-01-15,15.0,31.0,0.0,20.0,0.0,19.0,0.0,33.0,13.0,0.0,15.821256038647343
2021-01-16,32.0,0.0,0.0,21.0,25.0,20.0,17.0,18.0,14.0,21.0,20.28985507246377
2021-01-17,16.0,16.0,0.0,0.0,0.0,0.0,16.0,17.0,0.0,0.0,7.85024154589372
2021-01-18,15.0,0.0,0.0,0.0,0.0,19.0,0.0,16.0,0.0,0.0,6.038647342995169
2021-01-19,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,5.434782608695652
2021-01-20,29.0,15.0,68.0,37.0,23.0,18.0,60.0,15.0,51.0,19.0,40.45893719806764
2021-01-21,15.0,47.0,24.0,19.0,48.0,19.0,63.0,32.0,13.0,40.0,38.64734299516908
2021-01-22,0.0,15.0,0.0,0.0,24.0,19.0,0.0,16.0,0.0,0.0,8.93719806763285
2021-01-23,0.0,0.0,0.0,0.0,25.0,0.0,16.0,16.0,0.0,20.0,9.29951690821256
2021-01-24,82.0,64.0,100.0,61.0,25.0,58.0,16.0,51.0,41.0,85.0,70.41062801932367
2021-01-25,16.0,0.0,24.0,20.0,49.0,0.0,31.0,16.0,26.0,63.0,29.58937198067633
2021-01-26,62.0,96.0,98.0,100.0,73.0,58.0,48.0,33.0,53.0,20.0,77.41545893719805
2021-01-27,16.0,0.0,23.0,19.0,48.0,0.0,32.0,0.0,0.0,20.0,19.082125603864736
2021-01-28,63.0,49.0,25.0,62.0,50.0,58.0,16.0,34.0,54.0,82.0,59.54106280193237
2021-01-29,33.0,16.0,75.0,20.0,26.0,20.0,0.0,17.0,27.0,20.0,30.67632850241546
2021-01-30,32.0,32.0,0.0,40.0,51.0,20.0,16.0,17.0,14.0,0.0,26.81159420289855
2021-01-31,16.0,17.0,0.0,0.0,26.0,20.0,0.0,17.0,0.0,0.0,11.594202898550725
2021-02-01,29.0,15.0,0.0,19.0,0.0,19.0,31.0,32.0,13.0,39.0,23.792270531400966
2021-02-02,0.0,0.0,24.0,39.0,25.0,18.0,0.0,16.0,27.0,40.0,22.82608695652174
2021-02-03,30.0,31.0,24.0,0.0,48.0,18.0,16.0,32.0,13.0,40.0,30.434782608695652
2021-02-04,32.0,32.0,50.0,60.0,51.0,0.0,16.0,17.0,27.0,62.0,41.90821256038648
2021-02-05,0.0,17.0,0.0,62.0,26.0,0.0,17.0,17.0,14.0,43.0,23.671497584541065
2021-02-06,16.0,0.0,52.0,21.0,0.0,20.0,17.0,0.0,14.0,42.0,21.980676328502415
2021-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-08,0.0,16.0,24.0,0.0,24.0,18.0,0.0,16.0,13.0,0.0,13.405797101449275
2021-02-09,15.0,31.0,24.0,19.0,48.0,58.0,49.0,50.0,40.0,20.0,42.7536231884058
2021-02-10,15.0,16.0,0.0,20.0,0.0,0.0,16.0,16.0,0.0,20.0,12.43961352657005
2021-02-11,16.0,16.0,24.0,20.0,50.0,0.0,33.0,0.0,27.0,42.0,27.536231884057973
2021-02-12,15.0,32.0,48.0,38.0,0.0,19.0,32.0,16.0,26.0,20.0,29.710144927536234
2021-02-13,17.0,17.0,27.0,21.0,0.0,0.0,0.0,0.0,14.0,0.0,11.594202898550725
2021-02-14,0.0,0.0,0.0,0.0,0.0,20.0,0.0,18.0,0.0,0.0,4.5893719806763285
2021-02-15,0.0,32.0,25.0,39.0,25.0,19.0,0.0,17.0,13.0,20.0,22.946859903381643
2021-02-16,45.0,15.0,24.0,0.0,24.0,19.0,32.0,16.0,13.0,20.0,25.120772946859905
2021-02-17,0.0,0.0,25.0,0.0,0.0,20.0,17.0,0.0,0.0,0.0,7.48792270531401
2021-02-18,48.0,32.0,0.0,0.0,0.0,58.0,16.0,33.0,14.0,21.0,26.81159420289855
2021-02-19,0.0,31.0,25.0,0.0,49.0,0.0,0.0,16.0,27.0,20.0,20.28985507246377
2021-02-20,33.0,32.0,52.0,42.0,26.0,20.0,35.0,17.0,14.0,0.0,32.729468599033815
2021-02-21,0.0,33.0,51.0,21.0,52.0,0.0,17.0,17.0,0.0,0.0,23.067632850241548
2021-02-22,42.0,14.0,44.0,17.0,44.0,34.0,0.0,43.0,0.0,0.0,28.743961352657006
2021-02-23,0.0,16.0,0.0,0.0,24.0,19.0,16.0,0.0,13.0,0.0,10.628019323671499
