date,/m/0fd23_0,/m/0fd23_1,/m/0fd23_2,/m/0fd23_3,/m/0fd23_4,/m/0fd23_5,/m/0fd23_6,/m/0fd23_7,/m/0fd23_8,/m/0fd23_9,/m/0fd23
2020-02-01,25.0,31.0,36.0,28.0,20.0,22.0,28.0,11.0,33.0,24.0,27.861771058315338
2020-02-02,18.0,34.0,35.0,34.0,38.0,25.0,21.0,24.0,40.0,40.0,33.36933045356372
2020-02-03,49.0,37.0,43.0,52.0,46.0,50.0,46.0,30.0,29.0,40.0,45.57235421166307
2020-02-04,24.0,34.0,47.0,15.0,53.0,25.0,38.0,30.0,40.0,35.0,36.82505399568035
2020-02-05,32.0,29.0,17.0,35.0,27.0,43.0,20.0,37.0,38.0,32.0,33.477321814254864
2020-02-06,25.0,30.0,31.0,28.0,15.0,42.0,39.0,26.0,36.0,27.0,32.28941684665227
2020-02-07,25.0,46.0,21.0,26.0,53.0,29.0,47.0,32.0,31.0,25.0,36.17710583153348
2020-02-08,26.0,43.0,31.0,25.0,51.0,23.0,36.0,50.0,32.0,36.0,38.12095032397408
2020-02-09,29.0,19.0,27.0,18.0,21.0,23.0,25.0,22.0,21.0,29.0,25.26997840172786
2020-02-10,32.0,32.0,34.0,27.0,30.0,33.0,36.0,19.0,35.0,33.0,33.58531317494601
2020-02-11,35.0,22.0,17.0,12.0,3.0,22.0,30.0,19.0,18.0,21.0,21.490280777537794
2020-02-12,23.0,15.0,13.0,33.0,19.0,26.0,22.0,15.0,30.0,27.0,24.08207343412527
2020-02-13,31.0,26.0,43.0,31.0,31.0,35.0,29.0,20.0,25.0,26.0,32.07343412526998
2020-02-14,20.0,11.0,39.0,38.0,41.0,29.0,41.0,17.0,19.0,34.0,31.209503239740823
2020-02-15,55.0,44.0,36.0,38.0,53.0,42.0,45.0,44.0,59.0,30.0,48.16414686825054
2020-02-16,33.0,13.0,38.0,44.0,37.0,27.0,48.0,11.0,39.0,14.0,32.829373650107996
2020-02-17,22.0,33.0,29.0,31.0,30.0,34.0,39.0,21.0,21.0,30.0,31.317494600431967
2020-02-18,27.0,19.0,34.0,30.0,30.0,36.0,30.0,33.0,18.0,27.0,30.6695464362851
2020-02-19,33.0,38.0,31.0,18.0,27.0,42.0,45.0,45.0,24.0,39.0,36.933045356371494
2020-02-20,47.0,44.0,43.0,55.0,64.0,48.0,52.0,41.0,51.0,51.0,53.56371490280778
2020-02-21,26.0,31.0,18.0,26.0,32.0,30.0,16.0,12.0,22.0,35.0,26.78185745140389
2020-02-22,29.0,26.0,23.0,35.0,32.0,33.0,36.0,17.0,35.0,36.0,32.61339092872571
2020-02-23,44.0,37.0,36.0,21.0,45.0,45.0,58.0,37.0,71.0,41.0,46.97624190064795
2020-02-24,26.0,42.0,57.0,52.0,46.0,53.0,32.0,31.0,28.0,29.0,42.76457883369331
2020-02-25,33.0,38.0,35.0,40.0,31.0,29.0,34.0,22.0,28.0,31.0,34.665226781857456
2020-02-26,25.0,30.0,39.0,22.0,30.0,28.0,50.0,20.0,38.0,30.0,33.693304535637154
2020-02-27,28.0,28.0,24.0,26.0,20.0,24.0,31.0,16.0,44.0,36.0,29.913606911447086
2020-02-28,45.0,47.0,44.0,41.0,50.0,33.0,29.0,34.0,37.0,46.0,43.84449244060475
2020-02-29,42.0,36.0,37.0,46.0,53.0,25.0,37.0,28.0,32.0,43.0,40.92872570194385
2020-03-01,26.0,9.0,37.0,39.0,39.0,45.0,39.0,35.0,35.0,29.0,35.961123110151185
2020-03-02,20.0,13.0,16.0,20.0,33.0,26.0,28.0,13.0,19.0,28.0,23.326133909287257
2020-03-03,18.0,26.0,22.0,20.0,31.0,29.0,26.0,20.0,31.0,37.0,28.077753779697627
2020-03-04,25.0,41.0,29.0,28.0,36.0,23.0,25.0,15.0,33.0,39.0,31.749460043196546
2020-03-05,30.0,28.0,45.0,37.0,31.0,34.0,45.0,31.0,38.0,37.0,38.44492440604752
2020-03-06,28.0,23.0,29.0,14.0,45.0,34.0,14.0,20.0,22.0,19.0,26.78185745140389
2020-03-07,33.0,15.0,28.0,29.0,26.0,33.0,40.0,26.0,29.0,16.0,29.697624190064797
2020-03-08,26.0,29.0,36.0,22.0,19.0,18.0,16.0,25.0,28.0,39.0,27.861771058315338
2020-03-09,31.0,35.0,44.0,47.0,44.0,31.0,36.0,28.0,28.0,39.0,39.200863930885525
2020-03-10,23.0,33.0,29.0,25.0,31.0,21.0,42.0,24.0,19.0,30.0,29.913606911447086
2020-03-11,42.0,22.0,21.0,33.0,57.0,31.0,44.0,30.0,35.0,41.0,38.44492440604752
2020-03-12,32.0,42.0,44.0,44.0,35.0,33.0,35.0,17.0,41.0,22.0,37.25701943844493
2020-03-13,33.0,43.0,34.0,42.0,33.0,39.0,50.0,35.0,38.0,48.0,42.65658747300216
2020-03-14,36.0,42.0,28.0,47.0,36.0,54.0,30.0,31.0,33.0,27.0,39.30885529157668
2020-03-15,54.0,54.0,54.0,60.0,41.0,30.0,58.0,45.0,56.0,38.0,52.91576673866091
2020-03-16,35.0,37.0,39.0,48.0,58.0,49.0,47.0,35.0,52.0,44.0,47.94816414686825
2020-03-17,53.0,45.0,28.0,47.0,50.0,30.0,53.0,32.0,43.0,40.0,45.46436285097192
2020-03-18,41.0,50.0,43.0,41.0,67.0,32.0,52.0,44.0,33.0,25.0,46.220302375809936
2020-03-19,46.0,72.0,45.0,68.0,55.0,45.0,67.0,43.0,60.0,70.0,61.66306695464363
2020-03-20,61.0,47.0,41.0,49.0,52.0,52.0,71.0,54.0,58.0,62.0,59.07127429805616
2020-03-21,38.0,54.0,56.0,71.0,60.0,46.0,60.0,50.0,62.0,56.0,59.71922246220303
2020-03-22,38.0,47.0,60.0,71.0,56.0,49.0,38.0,36.0,79.0,49.0,56.47948164146869
2020-03-23,59.0,47.0,40.0,55.0,57.0,78.0,60.0,36.0,76.0,68.0,62.203023758099356
2020-03-24,42.0,36.0,67.0,49.0,49.0,63.0,61.0,45.0,62.0,56.0,57.2354211663067
2020-03-25,25.0,47.0,20.0,55.0,27.0,29.0,27.0,33.0,39.0,68.0,39.956803455723545
2020-03-26,53.0,59.0,65.0,62.0,87.0,84.0,56.0,60.0,67.0,81.0,72.78617710583154
2020-03-27,48.0,51.0,57.0,63.0,62.0,50.0,60.0,53.0,79.0,61.0,63.06695464362851
2020-03-28,74.0,67.0,73.0,75.0,88.0,88.0,74.0,61.0,100.0,94.0,85.74514038876892
2020-03-29,62.0,44.0,90.0,83.0,85.0,80.0,82.0,89.0,67.0,71.0,81.31749460043197
2020-03-30,51.0,65.0,56.0,65.0,86.0,63.0,60.0,58.0,52.0,51.0,65.55075593952485
2020-03-31,32.0,43.0,50.0,48.0,50.0,55.0,44.0,39.0,58.0,47.0,50.323974082073434
2020-04-01,46.0,35.0,40.0,64.0,54.0,56.0,66.0,47.0,45.0,54.0,54.75161987041037
2020-04-02,43.0,60.0,62.0,48.0,53.0,53.0,72.0,33.0,44.0,71.0,58.207343412527
2020-04-03,36.0,47.0,41.0,49.0,61.0,35.0,58.0,34.0,66.0,52.0,51.72786177105832
2020-04-04,46.0,36.0,40.0,62.0,57.0,37.0,61.0,36.0,59.0,35.0,50.64794816414687
2020-04-05,66.0,66.0,56.0,88.0,83.0,78.0,70.0,38.0,97.0,62.0,76.0259179265659
2020-04-06,73.0,57.0,59.0,46.0,100.0,74.0,77.0,72.0,85.0,78.0,77.86177105831533
2020-04-07,55.0,52.0,42.0,56.0,61.0,49.0,52.0,59.0,66.0,66.0,60.25917926565875
2020-04-08,50.0,62.0,77.0,86.0,35.0,54.0,81.0,52.0,96.0,57.0,70.19438444924407
2020-04-09,63.0,73.0,67.0,62.0,38.0,73.0,85.0,46.0,77.0,52.0,68.68250539956804
2020-04-10,62.0,62.0,86.0,100.0,75.0,86.0,100.0,73.0,95.0,99.0,90.49676025917927
2020-04-11,78.0,81.0,100.0,59.0,55.0,86.0,65.0,73.0,64.0,75.0,79.4816414686825
2020-04-12,100.0,100.0,98.0,66.0,86.0,100.0,80.0,100.0,96.0,100.0,100.0
2020-04-13,51.0,70.0,98.0,79.0,68.0,79.0,85.0,69.0,64.0,88.0,81.10151187904967
2020-04-14,49.0,49.0,83.0,67.0,55.0,77.0,67.0,42.0,71.0,48.0,65.65874730021599
2020-04-15,84.0,45.0,58.0,71.0,65.0,75.0,84.0,70.0,52.0,55.0,71.16630669546437
2020-04-16,67.0,67.0,69.0,68.0,65.0,63.0,46.0,37.0,69.0,55.0,65.4427645788337
