date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2021-04-18,60.0,53.0,51.0,70.0,76.0,63.0,67.0,66.0,62.0,72.0,64.0
2021-04-19,70.0,67.0,59.0,63.0,62.0,69.0,67.0,59.0,64.0,82.0,66.2
2021-04-20,74.0,68.0,62.0,62.0,58.0,61.0,68.0,69.0,61.0,70.0,65.3
2021-04-21,61.0,65.0,58.0,65.0,63.0,61.0,59.0,70.0,63.0,76.0,64.1
2021-04-22,85.0,62.0,65.0,72.0,76.0,67.0,72.0,77.0,68.0,67.0,71.1
2021-04-23,58.0,54.0,56.0,57.0,63.0,57.0,66.0,54.0,63.0,60.0,58.8
2021-04-24,50.0,60.0,49.0,63.0,51.0,60.0,56.0,57.0,61.0,66.0,57.3
2021-04-25,47.0,48.0,40.0,52.0,47.0,59.0,45.0,46.0,49.0,50.0,48.3
2021-04-26,62.0,53.0,51.0,59.0,59.0,56.0,54.0,57.0,66.0,65.0,58.2
2021-04-27,53.0,54.0,53.0,57.0,57.0,51.0,50.0,53.0,42.0,51.0,52.1
2021-04-28,57.0,59.0,52.0,77.0,62.0,64.0,69.0,69.0,59.0,71.0,63.9
2021-04-29,64.0,68.0,65.0,69.0,66.0,67.0,58.0,57.0,58.0,71.0,64.3
2021-04-30,65.0,50.0,62.0,56.0,58.0,63.0,59.0,51.0,61.0,66.0,59.1
2021-05-01,60.0,59.0,55.0,58.0,62.0,61.0,53.0,56.0,58.0,58.0,58.0
2021-05-02,54.0,51.0,46.0,49.0,62.0,58.0,49.0,50.0,54.0,53.0,52.6
2021-05-03,65.0,56.0,56.0,76.0,54.0,55.0,62.0,66.0,68.0,61.0,61.9
2021-05-04,53.0,39.0,47.0,43.0,57.0,47.0,46.0,53.0,46.0,61.0,49.2
2021-05-05,46.0,54.0,45.0,47.0,50.0,55.0,55.0,51.0,59.0,56.0,51.8
2021-05-06,55.0,44.0,58.0,52.0,54.0,51.0,48.0,45.0,63.0,57.0,52.7
2021-05-07,64.0,54.0,52.0,55.0,49.0,62.0,49.0,57.0,51.0,64.0,55.7
2021-05-08,51.0,47.0,41.0,44.0,49.0,43.0,41.0,50.0,58.0,48.0,47.2
2021-05-09,50.0,46.0,43.0,55.0,38.0,34.0,53.0,52.0,48.0,45.0,46.4
2021-05-10,52.0,62.0,61.0,56.0,59.0,61.0,62.0,61.0,61.0,66.0,60.1
2021-05-11,62.0,66.0,49.0,62.0,56.0,60.0,59.0,54.0,69.0,66.0,60.3
2021-05-12,68.0,50.0,54.0,58.0,47.0,56.0,49.0,71.0,48.0,59.0,56.0
2021-05-13,67.0,75.0,57.0,73.0,68.0,67.0,63.0,61.0,71.0,68.0,67.0
2021-05-14,67.0,65.0,43.0,77.0,60.0,56.0,54.0,61.0,75.0,60.0,61.8
2021-05-15,56.0,53.0,51.0,47.0,41.0,51.0,52.0,44.0,48.0,56.0,49.9
2021-05-16,47.0,49.0,40.0,43.0,41.0,49.0,41.0,40.0,48.0,55.0,45.3
2021-05-17,68.0,57.0,59.0,55.0,57.0,49.0,59.0,58.0,63.0,64.0,58.9
2021-05-18,53.0,49.0,50.0,50.0,48.0,59.0,58.0,48.0,59.0,62.0,53.6
2021-05-19,64.0,52.0,51.0,57.0,52.0,54.0,57.0,50.0,53.0,56.0,54.6
2021-05-20,59.0,53.0,53.0,66.0,71.0,65.0,57.0,61.0,71.0,58.0,61.4
2021-05-21,49.0,45.0,37.0,40.0,41.0,41.0,47.0,47.0,47.0,39.0,43.3
2021-05-22,43.0,43.0,42.0,42.0,33.0,32.0,41.0,46.0,36.0,44.0,40.2
2021-05-23,46.0,43.0,34.0,43.0,42.0,40.0,35.0,34.0,44.0,52.0,41.3
2021-05-24,46.0,43.0,35.0,38.0,35.0,37.0,41.0,37.0,39.0,38.0,38.9
2021-05-25,51.0,46.0,41.0,50.0,44.0,49.0,44.0,39.0,59.0,56.0,47.9
2021-05-26,40.0,32.0,36.0,42.0,39.0,45.0,41.0,41.0,48.0,46.0,41.0
2021-05-27,46.0,44.0,40.0,45.0,36.0,36.0,43.0,35.0,46.0,43.0,41.4
2021-05-28,49.0,46.0,43.0,55.0,55.0,40.0,44.0,50.0,48.0,48.0,47.8
2021-05-29,41.0,40.0,35.0,50.0,46.0,44.0,46.0,41.0,50.0,46.0,43.9
2021-05-30,33.0,44.0,40.0,40.0,33.0,44.0,34.0,53.0,34.0,34.0,38.9
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
