date,/m/0405g08_0,/m/0405g08_1,/m/0405g08_2,/m/0405g08_3,/m/0405g08_4,/m/0405g08_5,/m/0405g08_6,/m/0405g08_7,/m/0405g08_8,/m/0405g08_9,/m/0405g08
2020-02-01,33.0,17.0,34.0,13.0,43.0,45.0,66.0,77.0,44.0,20.0,53.33333333333334
2020-02-02,30.0,16.0,32.0,12.0,0.0,14.0,47.0,55.0,41.0,95.0,46.530612244897966
2020-02-03,53.0,0.0,56.0,11.0,12.0,12.0,41.0,47.0,12.0,67.0,42.31292517006803
2020-02-04,15.0,16.0,16.0,0.0,0.0,14.0,77.0,36.0,41.0,38.0,34.42176870748299
2020-02-05,15.0,16.0,16.0,12.0,27.0,0.0,15.0,0.0,27.0,19.0,20.0
2020-02-06,47.0,34.0,33.0,39.0,42.0,15.0,32.0,0.0,0.0,20.0,35.64625850340136
2020-02-07,32.0,51.0,17.0,25.0,28.0,58.0,32.0,0.0,14.0,20.0,37.68707482993197
2020-02-08,47.0,34.0,33.0,25.0,14.0,15.0,48.0,19.0,29.0,79.0,46.66666666666666
2020-02-09,0.0,16.0,46.0,35.0,39.0,27.0,60.0,0.0,13.0,55.0,39.59183673469388
2020-02-10,44.0,16.0,31.0,23.0,25.0,40.0,59.0,69.0,39.0,72.0,56.87074829931973
2020-02-11,15.0,0.0,78.0,12.0,26.0,69.0,0.0,17.0,27.0,18.0,35.64625850340136
2020-02-12,0.0,16.0,15.0,0.0,13.0,14.0,45.0,53.0,0.0,18.0,23.673469387755098
2020-02-13,45.0,48.0,79.0,72.0,13.0,68.0,0.0,35.0,27.0,19.0,55.23809523809524
2020-02-14,0.0,49.0,16.0,24.0,27.0,14.0,16.0,54.0,28.0,0.0,31.020408163265305
2020-02-15,33.0,0.0,35.0,26.0,29.0,0.0,33.0,19.0,0.0,81.0,34.82993197278912
2020-02-16,0.0,66.0,33.0,25.0,27.0,28.0,0.0,0.0,0.0,0.0,24.353741496598637
2020-02-17,30.0,16.0,47.0,48.0,13.0,42.0,60.0,35.0,40.0,37.0,50.068027210884345
2020-02-18,43.0,79.0,16.0,71.0,52.0,41.0,0.0,17.0,66.0,55.0,59.863945578231295
2020-02-19,15.0,63.0,32.0,24.0,26.0,27.0,0.0,35.0,41.0,19.0,38.36734693877551
2020-02-20,30.0,33.0,16.0,12.0,13.0,28.0,16.0,0.0,42.0,19.0,28.435374149659864
2020-02-21,0.0,34.0,0.0,13.0,14.0,15.0,0.0,19.0,29.0,40.0,22.312925170068024
2020-02-22,17.0,0.0,18.0,14.0,15.0,0.0,53.0,62.0,32.0,43.0,34.5578231292517
2020-02-23,16.0,34.0,0.0,13.0,14.0,15.0,33.0,56.0,43.0,0.0,30.476190476190474
2020-02-24,15.0,48.0,16.0,24.0,27.0,27.0,30.0,34.0,13.0,18.0,34.285714285714285
2020-02-25,30.0,32.0,16.0,0.0,13.0,14.0,46.0,35.0,27.0,37.0,34.01360544217687
2020-02-26,15.0,31.0,46.0,24.0,26.0,54.0,45.0,52.0,27.0,55.0,51.02040816326531
2020-02-27,15.0,16.0,16.0,0.0,0.0,0.0,44.0,85.0,40.0,73.0,39.31972789115646
2020-02-28,30.0,64.0,47.0,12.0,79.0,41.0,30.0,35.0,13.0,19.0,50.34013605442177
2020-02-29,31.0,16.0,33.0,0.0,55.0,0.0,0.0,0.0,14.0,19.0,22.857142857142858
2020-03-01,57.0,15.0,30.0,23.0,38.0,13.0,29.0,86.0,39.0,36.0,49.795918367346935
2020-03-02,42.0,45.0,45.0,11.0,62.0,13.0,43.0,33.0,25.0,35.0,48.16326530612245
2020-03-03,57.0,30.0,60.0,46.0,13.0,39.0,29.0,17.0,13.0,18.0,43.80952380952382
2020-03-04,27.0,30.0,43.0,22.0,36.0,39.0,43.0,0.0,25.0,35.0,40.816326530612244
2020-03-05,14.0,31.0,30.0,11.0,25.0,26.0,29.0,0.0,52.0,35.0,34.42176870748299
2020-03-06,29.0,62.0,61.0,23.0,39.0,40.0,29.0,17.0,39.0,36.0,51.02040816326531
2020-03-07,16.0,17.0,34.0,0.0,0.0,0.0,0.0,56.0,0.0,19.0,19.31972789115646
2020-03-08,100.0,62.0,61.0,34.0,64.0,53.0,59.0,17.0,52.0,54.0,75.64625850340136
2020-03-09,41.0,45.0,44.0,34.0,62.0,13.0,14.0,33.0,13.0,35.0,45.4421768707483
2020-03-10,28.0,15.0,44.0,23.0,50.0,26.0,29.0,34.0,26.0,0.0,37.414965986394556
2020-03-11,41.0,15.0,15.0,11.0,25.0,39.0,29.0,0.0,13.0,35.0,30.34013605442177
2020-03-12,27.0,45.0,44.0,34.0,49.0,65.0,43.0,17.0,13.0,70.0,55.37414965986395
2020-03-13,45.0,33.0,0.0,12.0,54.0,14.0,15.0,18.0,14.0,19.0,30.476190476190474
2020-03-14,15.0,33.0,16.0,25.0,27.0,28.0,63.0,54.0,28.0,19.0,41.904761904761905
2020-03-15,27.0,58.0,29.0,54.0,47.0,38.0,69.0,16.0,12.0,51.0,54.5578231292517
2020-03-16,35.0,64.0,12.0,29.0,32.0,33.0,37.0,83.0,43.0,30.0,54.14965986394557
2020-03-17,36.0,39.0,50.0,10.0,21.0,33.0,0.0,14.0,0.0,15.0,29.65986394557823
2020-03-18,76.0,55.0,54.0,51.0,79.0,12.0,39.0,0.0,0.0,48.0,56.326530612244895
2020-03-19,27.0,72.0,42.0,43.0,12.0,24.0,0.0,16.0,47.0,67.0,47.61904761904762
2020-03-20,13.0,14.0,13.0,21.0,23.0,0.0,65.0,15.0,34.0,47.0,33.333333333333336
2020-03-21,69.0,75.0,74.0,100.0,37.0,38.0,71.0,83.0,100.0,88.0,100.0
2020-03-22,53.0,87.0,100.0,77.0,60.0,100.0,55.0,79.0,24.0,67.0,95.51020408163265
2020-03-23,34.0,12.0,36.0,9.0,20.0,21.0,35.0,27.0,41.0,28.0,35.78231292517007
2020-03-24,12.0,13.0,26.0,0.0,0.0,23.0,25.0,58.0,11.0,15.0,24.897959183673468
2020-03-25,36.0,65.0,38.0,59.0,64.0,11.0,49.0,100.0,33.0,91.0,74.28571428571429
2020-03-26,24.0,13.0,52.0,30.0,33.0,23.0,50.0,73.0,34.0,77.0,55.64625850340136
2020-03-27,35.0,38.0,50.0,48.0,52.0,77.0,24.0,55.0,42.0,43.0,63.12925170068027
2020-03-28,28.0,44.0,59.0,56.0,61.0,51.0,56.0,50.0,38.0,52.0,67.34693877551021
2020-03-29,40.0,100.0,70.0,43.0,23.0,24.0,41.0,0.0,12.0,100.0,61.63265306122449
2020-03-30,11.0,38.0,37.0,28.0,0.0,32.0,36.0,27.0,21.0,0.0,31.292517006802722
2020-03-31,35.0,25.0,12.0,9.0,30.0,21.0,23.0,27.0,31.0,42.0,34.69387755102041
2020-04-01,48.0,51.0,38.0,20.0,64.0,33.0,25.0,29.0,55.0,30.0,53.469387755102034
2020-04-02,36.0,0.0,38.0,19.0,21.0,11.0,61.0,56.0,22.0,90.0,48.16326530612245
2020-04-03,12.0,39.0,0.0,20.0,0.0,23.0,50.0,0.0,11.0,45.0,27.210884353741495
2020-04-04,43.0,61.0,46.0,35.0,38.0,26.0,15.0,68.0,39.0,18.0,52.925170068027214
2020-04-05,14.0,61.0,60.0,23.0,100.0,79.0,14.0,34.0,52.0,54.0,66.80272108843538
2020-04-06,11.0,23.0,12.0,0.0,19.0,10.0,45.0,26.0,0.0,14.0,21.768707482993197
2020-04-07,0.0,24.0,12.0,18.0,30.0,10.0,47.0,14.0,10.0,57.0,30.20408163265306
2020-04-08,84.0,13.0,65.0,30.0,53.0,22.0,0.0,71.0,33.0,30.0,54.5578231292517
2020-04-09,12.0,26.0,13.0,10.0,11.0,11.0,61.0,29.0,11.0,15.0,27.074829931972786
2020-04-10,12.0,13.0,13.0,10.0,22.0,11.0,26.0,59.0,34.0,78.0,37.82312925170068
2020-04-11,41.0,30.0,59.0,33.0,0.0,25.0,42.0,32.0,37.0,52.0,47.755102040816325
2020-04-12,28.0,60.0,44.0,23.0,24.0,26.0,100.0,49.0,51.0,71.0,64.76190476190476
2020-04-13,39.0,42.0,56.0,21.0,11.0,24.0,66.0,61.0,35.0,32.0,52.653061224489804
2020-04-14,84.0,52.0,52.0,58.0,32.0,33.0,0.0,14.0,22.0,15.0,49.251700680272116
2020-04-15,50.0,54.0,54.0,41.0,11.0,58.0,0.0,15.0,0.0,16.0,40.68027210884354
2020-04-16,0.0,41.0,55.0,21.0,22.0,35.0,13.0,15.0,57.0,47.0,41.63265306122449
