date,/m/0fd23_0,/m/0fd23_1,/m/0fd23_2,/m/0fd23_3,/m/0fd23_4,/m/0fd23_5,/m/0fd23_6,/m/0fd23_7,/m/0fd23_8,/m/0fd23_9,/m/0fd23
2020-02-01,33.0,21.0,24.0,41.0,39.0,33.0,46.0,16.0,25.0,43.0,34.11264612114772
2020-02-02,47.0,39.0,17.0,25.0,16.0,21.0,37.0,29.0,17.0,40.0,30.605738575982997
2020-02-03,19.0,45.0,51.0,41.0,38.0,53.0,51.0,59.0,27.0,48.0,45.908607863974495
2020-02-04,10.0,10.0,11.0,25.0,15.0,15.0,12.0,19.0,12.0,17.0,15.515409139213604
2020-02-05,20.0,5.0,22.0,25.0,21.0,10.0,30.0,20.0,29.0,35.0,23.0605738575983
2020-02-06,21.0,10.0,17.0,20.0,5.0,11.0,19.0,5.0,12.0,18.0,14.665249734325187
2020-02-07,45.0,32.0,18.0,21.0,17.0,11.0,13.0,21.0,31.0,31.0,25.5047821466525
2020-02-08,11.0,17.0,31.0,42.0,23.0,29.0,20.0,6.0,26.0,19.0,23.804463336875667
2020-02-09,27.0,16.0,36.0,27.0,27.0,16.0,32.0,31.0,31.0,24.0,28.374070138150906
2020-02-10,34.0,33.0,43.0,56.0,30.0,40.0,41.0,33.0,39.0,33.0,40.5951115834219
2020-02-11,30.0,24.0,32.0,30.0,20.0,35.0,18.0,28.0,23.0,22.0,27.842720510095646
2020-02-12,15.0,19.0,43.0,43.0,35.0,35.0,24.0,28.0,28.0,33.0,32.19978746014878
2020-02-13,40.0,33.0,43.0,49.0,25.0,46.0,47.0,38.0,33.0,33.0,41.12646121147716
2020-02-14,26.0,25.0,11.0,13.0,31.0,11.0,12.0,20.0,29.0,18.0,20.82890541976621
2020-02-15,33.0,16.0,36.0,41.0,28.0,40.0,20.0,27.0,32.0,50.0,34.325185972369816
2020-02-16,21.0,25.0,28.0,32.0,21.0,21.0,31.0,25.0,24.0,47.0,29.22422954303932
2020-02-17,14.0,23.0,10.0,30.0,38.0,24.0,34.0,27.0,38.0,21.0,27.52391073326249
2020-02-18,39.0,23.0,21.0,42.0,49.0,49.0,46.0,37.0,44.0,38.0,41.2327311370882
2020-02-19,52.0,36.0,35.0,29.0,23.0,19.0,39.0,31.0,43.0,42.0,37.088204038257174
2020-02-20,26.0,35.0,28.0,64.0,47.0,26.0,18.0,15.0,35.0,29.0,34.325185972369816
2020-02-21,37.0,35.0,51.0,45.0,27.0,27.0,56.0,45.0,36.0,18.0,40.06376195536664
2020-02-22,17.0,27.0,18.0,28.0,40.0,17.0,7.0,11.0,19.0,44.0,24.229543039319875
2020-02-23,34.0,38.0,74.0,63.0,34.0,17.0,41.0,27.0,64.0,57.0,47.715196599362386
2020-02-24,15.0,34.0,33.0,44.0,26.0,15.0,31.0,39.0,46.0,34.0,33.68756641870351
2020-02-25,19.0,9.0,15.0,42.0,19.0,34.0,23.0,32.0,11.0,21.0,23.91073326248672
2020-02-26,27.0,18.0,59.0,46.0,18.0,47.0,33.0,26.0,10.0,31.0,33.47502656748141
2020-02-27,57.0,23.0,61.0,53.0,34.0,24.0,57.0,55.0,65.0,64.0,52.39107332624867
2020-02-28,52.0,25.0,50.0,51.0,42.0,31.0,25.0,45.0,23.0,41.0,40.91392136025505
2020-02-29,11.0,15.0,23.0,27.0,11.0,22.0,26.0,16.0,18.0,18.0,19.87247608926674
2020-03-01,16.0,11.0,12.0,27.0,22.0,22.0,33.0,26.0,19.0,30.0,23.16684378320935
2020-03-02,34.0,18.0,31.0,24.0,20.0,29.0,23.0,18.0,22.0,32.0,26.67375132837407
2020-03-03,5.0,15.0,22.0,0.0,26.0,16.0,24.0,34.0,18.0,40.0,21.253985122210416
2020-03-04,31.0,15.0,22.0,38.0,15.0,26.0,24.0,24.0,18.0,11.0,23.804463336875667
2020-03-05,19.0,23.0,5.0,24.0,44.0,24.0,40.0,14.0,27.0,33.0,26.886291179596174
2020-03-06,15.0,20.0,22.0,19.0,10.0,26.0,12.0,29.0,35.0,17.0,21.785334750265676
2020-03-07,61.0,27.0,66.0,68.0,55.0,51.0,79.0,64.0,38.0,73.0,61.84909670563231
2020-03-08,27.0,41.0,35.0,20.0,27.0,16.0,26.0,21.0,37.0,48.0,31.66843783209352
2020-03-09,14.0,18.0,15.0,12.0,14.0,14.0,17.0,14.0,16.0,27.0,17.109458023379386
2020-03-10,34.0,28.0,21.0,42.0,20.0,34.0,58.0,23.0,55.0,38.0,37.51328374070138
2020-03-11,10.0,5.0,5.0,12.0,35.0,10.0,18.0,9.0,11.0,11.0,13.390010626992561
2020-03-12,10.0,18.0,20.0,35.0,29.0,15.0,29.0,18.0,11.0,27.0,22.52922422954304
2020-03-13,35.0,43.0,33.0,25.0,41.0,26.0,36.0,24.0,34.0,45.0,36.34431455897982
2020-03-14,5.0,37.0,59.0,53.0,43.0,22.0,52.0,37.0,24.0,31.0,38.5759829968119
2020-03-15,24.0,28.0,37.0,36.0,24.0,10.0,35.0,14.0,38.0,33.0,29.64930924548353
2020-03-16,31.0,39.0,39.0,39.0,36.0,36.0,43.0,26.0,36.0,30.0,37.725823591923486
2020-03-17,54.0,26.0,54.0,39.0,50.0,60.0,44.0,57.0,36.0,76.0,52.70988310308183
2020-03-18,48.0,51.0,47.0,54.0,48.0,29.0,46.0,65.0,28.0,49.0,49.41551540913922
2020-03-19,69.0,33.0,59.0,68.0,55.0,55.0,59.0,52.0,67.0,33.0,58.44845908607864
2020-03-20,92.0,79.0,100.0,85.0,69.0,84.0,76.0,60.0,71.0,76.0,84.16578108395325
2020-03-21,61.0,59.0,85.0,82.0,72.0,34.0,79.0,32.0,100.0,99.0,74.70775770456962
2020-03-22,52.0,35.0,39.0,32.0,42.0,37.0,61.0,54.0,35.0,58.0,47.29011689691818
2020-03-23,76.0,45.0,41.0,73.0,34.0,39.0,51.0,69.0,58.0,67.0,58.7672688629118
2020-03-24,23.0,57.0,40.0,45.0,41.0,42.0,49.0,31.0,41.0,56.0,45.16471838469713
2020-03-25,41.0,30.0,34.0,39.0,37.0,37.0,43.0,53.0,42.0,50.0,43.145589798087144
2020-03-26,33.0,35.0,61.0,40.0,37.0,33.0,50.0,44.0,43.0,58.0,46.1211477151966
2020-03-27,22.0,26.0,33.0,50.0,32.0,27.0,27.0,38.0,31.0,20.0,32.51859723698194
2020-03-28,31.0,50.0,45.0,39.0,37.0,37.0,38.0,45.0,60.0,35.0,44.314558979808716
2020-03-29,25.0,68.0,77.0,100.0,51.0,56.0,42.0,39.0,57.0,57.0,60.786397449521786
2020-03-30,53.0,43.0,48.0,27.0,45.0,45.0,43.0,38.0,35.0,25.0,42.72051009564294
2020-03-31,32.0,55.0,58.0,72.0,72.0,45.0,48.0,39.0,45.0,65.0,56.429330499468655
2020-04-01,28.0,22.0,25.0,17.0,28.0,19.0,49.0,27.0,16.0,36.0,28.374070138150906
2020-04-02,19.0,22.0,20.0,34.0,23.0,24.0,17.0,22.0,37.0,26.0,25.929861849096707
2020-04-03,42.0,32.0,40.0,58.0,38.0,24.0,62.0,49.0,59.0,42.0,47.39638682252923
2020-04-04,60.0,57.0,64.0,88.0,71.0,55.0,45.0,57.0,67.0,42.0,64.39957492029755
2020-04-05,54.0,26.0,64.0,46.0,54.0,44.0,13.0,41.0,43.0,66.0,47.92773645058449
2020-04-06,35.0,29.0,33.0,49.0,48.0,44.0,63.0,42.0,54.0,68.0,49.41551540913922
2020-04-07,45.0,34.0,59.0,55.0,50.0,41.0,27.0,39.0,20.0,56.0,45.270988310308184
2020-04-08,64.0,40.0,34.0,34.0,51.0,42.0,38.0,44.0,42.0,31.0,44.63336875664187
2020-04-09,56.0,58.0,45.0,57.0,56.0,47.0,33.0,35.0,52.0,46.0,51.54091392136026
2020-04-10,47.0,54.0,62.0,76.0,52.0,48.0,68.0,67.0,48.0,58.0,61.63655685441021
2020-04-11,68.0,30.0,28.0,64.0,52.0,74.0,81.0,60.0,89.0,59.0,64.29330499468651
2020-04-12,100.0,100.0,74.0,84.0,100.0,100.0,100.0,100.0,83.0,100.0,100.0
2020-04-13,55.0,38.0,43.0,48.0,30.0,25.0,64.0,33.0,28.0,33.0,42.18916046758768
2020-04-14,71.0,47.0,43.0,38.0,45.0,45.0,42.0,34.0,40.0,55.0,48.88416578108396
2020-04-15,70.0,31.0,60.0,69.0,51.0,42.0,66.0,44.0,89.0,58.0,61.63655685441021
2020-04-16,27.0,57.0,74.0,39.0,56.0,51.0,55.0,71.0,62.0,41.0,56.64187035069076
