date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2020-02-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.20366598778004072
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.40733197556008144
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.40733197556008144
2020-02-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10183299389002036
2020-02-10,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.6109979633401221
2020-02-11,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.30549898167006106
2020-02-12,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.3238289205702647
2020-02-13,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.6109979633401221
2020-02-14,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.120162932790224
2020-02-15,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.120162932790224
2020-02-16,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.7128309572301426
2020-02-17,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8146639511201629
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9164969450101833
2020-02-20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30549898167006106
2020-02-21,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.4256619144602851
2020-02-22,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.3238289205702647
2020-02-23,1.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,5.0,2.4439918533604885
2020-02-24,3.0,5.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.156822810590631
