date,/m/0405g08_0,/m/0405g08_1,/m/0405g08_2,/m/0405g08_3,/m/0405g08_4,/m/0405g08_5,/m/0405g08_6,/m/0405g08_7,/m/0405g08_8,/m/0405g08_9,/m/0405g08
2021-04-18,0.0,49.0,0.0,50.0,14.0,39.0,13.0,40.298507462686565,15.0,26.0,33.094015722765924
2021-04-19,24.0,70.0,75.0,69.0,34.0,98.0,44.0,32.83582089552239,50.0,54.0,74.01331622011874
2021-04-20,13.0,73.0,47.0,57.0,71.0,34.0,56.0,70.14925373134328,66.0,45.0,71.50248676399809
2021-04-21,13.0,0.0,16.0,15.0,12.0,11.0,11.0,17.91044776119403,26.0,11.0,17.858575324883684
2021-04-22,52.0,30.0,48.0,44.0,49.0,35.0,23.0,35.82089552238806,54.0,23.0,52.91593133322639
2021-04-23,28.0,31.0,66.0,31.0,25.0,24.0,60.0,76.11940298507463,42.0,12.0,53.09040590405906
2021-04-24,0.0,69.0,18.0,35.0,0.0,54.0,27.0,83.58208955223881,16.0,26.0,44.15008824001284
2021-04-25,43.0,83.0,35.0,33.0,27.0,26.0,51.0,40.298507462686565,74.0,51.0,62.251323600192535
2021-04-26,38.0,43.0,61.0,56.0,35.0,56.0,55.0,34.32835820895522,78.0,55.0,68.70487726616398
2021-04-27,13.0,59.0,47.0,59.0,24.0,12.0,23.0,17.91044776119403,40.0,23.0,42.71618803144554
2021-04-28,39.0,74.0,94.0,44.0,36.0,70.0,69.0,89.55223880597015,27.0,57.0,80.5591208085994
2021-04-29,50.0,28.0,61.0,28.0,47.0,65.0,33.0,17.91044776119403,77.0,33.0,59.10877587036741
2021-04-30,38.0,0.0,31.0,29.0,36.0,11.0,11.0,35.82089552238806,52.0,11.0,34.239130434782616
2021-05-01,14.0,48.0,51.0,47.0,53.0,37.0,25.0,58.208955223880594,29.0,12.0,50.280763677201996
2021-05-02,14.0,31.0,50.0,0.0,51.0,36.0,24.0,76.11940298507463,42.0,24.0,46.77522862185145
2021-05-03,37.0,42.0,15.0,42.0,46.0,22.0,43.0,67.16417910447761,76.0,43.0,58.202310283972416
2021-05-04,81.0,66.0,100.0,40.0,65.0,73.0,83.0,47.76119402985075,60.0,51.0,89.58968394031768
2021-05-05,24.0,27.0,15.0,0.0,11.0,21.0,21.0,32.83582089552239,12.0,21.0,24.83555270335312
2021-05-06,49.0,42.0,45.0,28.0,11.0,44.0,11.0,50.74626865671642,25.0,44.0,46.99382319910156
2021-05-07,39.0,74.0,63.0,30.0,12.0,46.0,57.0,17.91044776119403,13.0,34.0,51.85304026953314
2021-05-08,14.0,80.0,34.0,16.0,39.0,37.0,12.0,0.0,43.0,25.0,40.30964222685706
2021-05-09,30.0,52.0,55.0,34.0,42.0,0.0,27.0,20.895522388059703,61.0,13.0,44.99839563613028
2021-05-10,37.0,28.0,30.0,42.0,11.0,33.0,66.0,50.74626865671642,13.0,0.0,41.75356970961015
2021-05-11,73.0,69.0,89.0,41.0,57.0,33.0,32.0,32.83582089552239,100.0,21.0,73.61021979785016
2021-05-12,0.0,14.0,0.0,0.0,23.0,11.0,11.0,34.32835820895522,26.0,11.0,17.511631638055515
2021-05-13,13.0,15.0,16.0,30.0,12.0,35.0,59.0,35.82089552238806,42.0,35.0,39.34501845018451
2021-05-14,27.0,31.0,50.0,46.0,13.0,12.0,36.0,56.71641791044776,42.0,36.0,46.98981228942725
2021-05-15,55.0,31.0,50.0,31.0,64.0,24.0,36.0,19.402985074626866,0.0,36.0,46.54460131557838
2021-05-16,53.0,91.0,33.0,46.0,100.0,47.0,24.0,37.3134328358209,68.0,35.0,71.79327771538587
2021-05-17,12.0,41.0,29.0,41.0,11.0,43.0,54.0,100.0,25.0,32.0,52.13380394673512
2021-05-18,100.0,43.0,31.0,43.0,12.0,34.0,22.0,68.65671641791045,26.0,33.0,55.4468153377186
2021-05-19,49.0,56.0,15.0,14.0,57.0,43.0,21.0,67.16417910447761,63.0,43.0,57.5304829135248
2021-05-20,51.0,44.0,0.0,44.0,59.0,23.0,34.0,52.23880597014925,66.0,22.0,53.1064495427563
2021-05-21,13.0,29.0,47.0,44.0,24.0,34.0,45.0,35.82089552238806,26.0,11.0,41.49486603561689
2021-05-22,39.0,59.0,48.0,44.0,24.0,35.0,35.0,89.55223880597015,54.0,11.0,58.92627948018611
2021-05-23,14.0,16.0,17.0,32.0,0.0,12.0,25.0,38.80597014925373,14.0,24.0,25.906465586394997
2021-05-24,50.0,100.0,91.0,100.0,46.0,100.0,66.0,52.23880597014925,51.0,88.0,100.0
2021-05-25,61.0,14.0,45.0,14.0,68.0,22.0,22.0,100.0,50.0,32.0,57.50842291031607
2021-05-26,12.0,14.0,15.0,28.0,0.0,33.0,22.0,0.0,0.0,0.0,16.661318787100917
2021-05-27,26.0,15.0,0.0,0.0,24.0,34.0,23.0,53.73134328358209,13.0,0.0,25.358976415851117
2021-05-28,42.0,32.0,34.0,79.0,40.0,62.0,37.0,19.402985074626866,44.0,12.0,53.934702390502174
2021-05-29,49.0,18.0,40.0,73.0,76.0,58.0,100.0,44.776119402985074,50.0,100.0,81.79849189796248
2021-05-30,65.0,55.0,59.0,73.0,60.0,29.0,28.0,44.776119402985074,100.0,56.0,76.55823840847104
2021-05-31,26.0,45.0,64.0,30.0,25.0,58.0,12.0,35.82089552238806,27.0,58.0,51.169180170062575
