date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty
2021-02-26,100.0,0.0,46.0,100.0,33.0,72.0,0.0,51.0,0.0,100.0,76.99386503067484
2021-02-27,0.0,0.0,0.0,37.0,36.0,81.0,0.0,0.0,49.0,0.0,31.134969325153374
2021-02-28,35.0,27.0,48.0,35.0,34.0,0.0,53.0,54.0,47.0,52.0,59.04907975460122
2021-03-01,0.0,0.0,0.0,34.0,0.0,0.0,51.0,52.0,0.0,0.0,21.012269938650306
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-03,0.0,27.0,45.0,0.0,33.0,0.0,0.0,0.0,45.0,50.0,30.674846625766868
2021-03-04,33.0,100.0,0.0,96.0,63.0,34.0,96.0,49.0,86.0,95.0,100.0
2021-03-05,34.0,26.0,0.0,0.0,33.0,36.0,50.0,0.0,0.0,0.0,27.453987730061346
2021-03-06,35.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,15.797546012269938
2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-08,0.0,0.0,0.0,0.0,32.0,0.0,49.0,0.0,0.0,0.0,12.423312883435582
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-10,0.0,0.0,42.0,0.0,0.0,33.0,47.0,0.0,0.0,0.0,18.71165644171779
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,7.668711656441717
2021-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-17,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,46.0,11.809815950920244
2021-03-18,32.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.503067484662576
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-21,0.0,0.0,42.0,31.0,30.0,0.0,0.0,47.0,41.0,0.0,29.294478527607364
2021-03-22,31.0,0.0,42.0,31.0,0.0,0.0,92.0,96.0,0.0,0.0,44.78527607361963
2021-03-23,32.0,0.0,43.0,31.0,31.0,34.0,48.0,0.0,42.0,0.0,40.030674846625764
2021-03-24,0.0,26.0,0.0,32.0,0.0,35.0,49.0,50.0,0.0,0.0,29.447852760736193
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-26,0.0,52.0,89.0,0.0,0.0,0.0,48.0,100.0,0.0,96.0,59.04907975460122
2021-03-27,0.0,25.0,86.0,32.0,63.0,0.0,48.0,49.0,43.0,93.0,67.33128834355828
2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30,34.0,0.0,45.0,34.0,32.0,0.0,51.0,52.0,0.0,50.0,45.70552147239263
2021-03-31,0.0,26.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,14.723926380368097
2021-04-01,66.0,0.0,88.0,0.0,0.0,68.0,49.0,0.0,43.0,0.0,48.15950920245398
2021-04-02,34.0,26.0,45.0,0.0,0.0,35.0,50.0,52.0,89.0,50.0,58.435582822085884
2021-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04,34.0,0.0,0.0,0.0,66.0,0.0,51.0,0.0,45.0,0.0,30.061349693251536
2021-04-05,30.0,46.0,0.0,0.0,29.0,0.0,44.0,93.0,0.0,89.0,50.76687116564417
2021-04-06,27.0,0.0,0.0,27.0,0.0,0.0,40.0,0.0,0.0,0.0,14.417177914110429
2021-04-07,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,11.503067484662576
2021-04-08,30.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,43.0,17.94478527607362
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10,0.0,24.0,0.0,0.0,0.0,0.0,0.0,46.0,40.0,0.0,16.87116564417178
2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-12,0.0,25.0,0.0,30.0,30.0,33.0,0.0,46.0,40.0,0.0,31.288343558282204
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14,0.0,25.0,0.0,31.0,0.0,34.0,47.0,0.0,42.0,94.0,41.871165644171775
2021-04-15,32.0,25.0,43.0,0.0,31.0,0.0,48.0,0.0,0.0,0.0,27.453987730061346
2021-04-16,0.0,0.0,44.0,0.0,32.0,35.0,49.0,0.0,0.0,48.0,31.901840490797543
2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18,0.0,27.0,0.0,34.0,34.0,36.0,51.0,53.0,0.0,0.0,36.04294478527607
2021-04-19,32.0,0.0,86.0,32.0,0.0,0.0,0.0,50.0,86.0,48.0,51.22699386503067
2021-04-20,0.0,0.0,0.0,0.0,31.0,34.0,0.0,49.0,42.0,47.0,31.134969325153374
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,0.0,27.0,46.0,0.0,0.0,36.0,0.0,0.0,46.0,0.0,23.773006134969325
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,67.0,0.0,46.0,0.0,33.0,35.0,100.0,0.0,44.0,0.0,49.84662576687116
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,31.0,0.0,0.0,30.0,0.0,0.0,46.0,0.0,40.0,45.0,29.447852760736193
