date,/m/0fd23_0,/m/0fd23_1,/m/0fd23_2,/m/0fd23_3,/m/0fd23_4,/m/0fd23_5,/m/0fd23_6,/m/0fd23_7,/m/0fd23_8,/m/0fd23_9,/m/0fd23
2021-04-18,19.0,28.0,26.0,0.0,0.0,28.0,28.37837837837838,34.61538461538461,0.0,0.0,27.018949075652582
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,37.0,0.0,0.0,48.0,27.0,51.0,27.027027027027028,32.05128205128205,72.0,52.083333333333336,57.03219206342704
2021-04-21,34.0,100.0,24.0,46.0,0.0,100.0,78.37837837837837,0.0,90.0,78.125,90.69870996829188
2021-04-22,18.0,79.0,49.0,0.0,54.0,52.0,0.0,0.0,48.0,0.0,49.426786572389645
2021-04-23,0.0,27.0,25.0,50.0,0.0,0.0,0.0,100.0,0.0,55.208333333333336,42.376604654355724
2021-04-24,40.0,57.0,0.0,0.0,29.0,29.0,29.72972972972973,0.0,26.0,0.0,34.71897791936235
2021-04-25,19.0,0.0,25.0,100.0,28.0,54.0,86.48648648648648,67.94871794871794,100.0,83.33333333333333,92.88422397504567
2021-04-26,33.0,23.0,22.0,0.0,25.0,23.0,24.324324324324323,28.205128205128204,0.0,23.958333333333332,33.36106858451885
2021-04-27,68.0,49.0,89.0,44.0,100.0,71.0,50.0,0.0,87.0,48.958333333333336,100.0
2021-04-28,33.0,91.0,44.0,0.0,72.0,23.0,48.648648648648646,29.487179487179485,42.0,46.875,70.84684475362035
2021-04-29,33.0,71.0,45.0,0.0,49.0,24.0,100.0,29.487179487179485,44.0,47.916666666666664,73.05342423074282
2021-04-30,0.0,23.0,0.0,0.0,47.0,22.0,24.324324324324323,28.205128205128204,0.0,22.916666666666668,27.587745319605002
2021-05-01,50.0,47.0,67.0,66.0,49.0,24.0,24.324324324324323,29.487179487179485,66.0,25.0,73.77961207850683
2021-05-02,35.0,25.0,70.0,46.0,26.0,74.0,25.675675675675677,93.58974358974359,23.0,52.083333333333336,77.4927580309608
2021-05-03,17.0,0.0,46.0,0.0,26.0,24.0,25.675675675675677,30.76923076923077,0.0,25.0,32.03595630313554
2021-05-04,48.0,47.0,44.0,44.0,24.0,23.0,48.648648648648646,29.487179487179485,21.0,23.958333333333332,58.174365862977105
2021-05-05,48.0,93.0,44.0,22.0,73.0,70.0,48.648648648648646,87.17948717948718,86.0,23.958333333333332,98.15936884653848
2021-05-06,33.0,0.0,45.0,67.0,73.0,24.0,0.0,29.487179487179485,43.0,48.958333333333336,59.879812642907304
2021-05-07,0.0,26.0,0.0,0.0,54.0,0.0,0.0,32.05128205128205,24.0,0.0,22.415258936162346
2021-05-08,18.0,53.0,100.0,25.0,54.0,0.0,55.4054054054054,98.71794871794872,25.0,82.29166666666667,84.25867027500857
2021-05-09,37.0,52.0,25.0,24.0,27.0,0.0,0.0,96.15384615384616,49.0,27.083333333333332,55.5618336492916
2021-05-10,16.0,0.0,22.0,0.0,0.0,48.0,0.0,29.487179487179485,0.0,23.958333333333332,22.974478668856367
2021-05-11,0.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.743529896341044
2021-05-12,0.0,0.0,0.0,45.0,0.0,0.0,27.027027027027028,0.0,0.0,26.041666666666668,16.15740130877084
2021-05-13,0.0,0.0,24.0,0.0,0.0,26.0,54.054054054054056,32.05128205128205,48.0,80.20833333333333,43.547251091700865
2021-05-14,18.0,26.0,50.0,0.0,53.0,26.0,27.027027027027028,64.1025641025641,71.0,53.125,63.96725603837568
2021-05-15,18.0,0.0,0.0,25.0,0.0,0.0,28.37837837837838,0.0,0.0,0.0,11.7600129133046
2021-05-16,18.0,0.0,24.0,23.0,0.0,25.0,27.027027027027028,0.0,23.0,26.041666666666668,27.36080626517916
2021-05-17,100.0,24.0,23.0,23.0,51.0,0.0,77.02702702702703,60.256410256410255,67.0,100.0,86.54357448206558
2021-05-18,35.0,0.0,46.0,23.0,50.0,49.0,25.675675675675677,30.76923076923077,0.0,25.0,46.863992274852436
2021-05-19,34.0,50.0,47.0,45.0,0.0,25.0,25.675675675675677,60.256410256410255,46.0,76.04166666666667,67.3808612780261
2021-05-20,55.0,52.0,25.0,24.0,52.0,26.0,82.43243243243244,32.05128205128205,24.0,53.125,70.1215703137856
2021-05-21,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9656071943433786
2021-05-22,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11889888103247
2021-05-23,0.0,0.0,26.0,0.0,0.0,54.0,0.0,0.0,25.0,82.29166666666667,30.85741745040159
2021-05-24,17.0,75.0,24.0,0.0,26.0,25.0,77.02702702702703,30.76923076923077,23.0,26.041666666666668,53.354226588248686
2021-05-25,17.0,25.0,24.0,0.0,52.0,26.0,25.675675675675677,30.76923076923077,0.0,26.041666666666668,37.31501170232549
2021-05-26,0.0,52.0,47.0,0.0,26.0,0.0,27.027027027027028,30.76923076923077,46.0,0.0,37.695546008856915
2021-05-27,0.0,27.0,0.0,0.0,0.0,0.0,28.37837837837838,33.333333333333336,25.0,0.0,18.73468168518625
