date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2021-04-18,20.0,41.0,20.0,17.0,0.0,22.0,0.0,0.0,0.0,19.0,20.471281296023562
2021-04-19,36.0,18.0,52.0,47.0,35.0,20.0,60.0,59.0,15.0,34.0,55.37555228276877
2021-04-20,19.0,0.0,17.0,16.0,34.0,20.0,20.0,0.0,15.0,17.0,23.269513991163475
2021-04-21,55.0,94.0,69.0,31.0,52.0,60.0,39.0,80.0,30.0,67.0,84.97790868924889
2021-04-22,0.0,58.0,18.0,16.0,0.0,0.0,21.0,21.0,32.0,18.0,27.09867452135493
2021-04-23,19.0,20.0,18.0,16.0,0.0,21.0,21.0,21.0,0.0,18.0,22.680412371134018
2021-04-24,21.0,21.0,19.0,17.0,19.0,0.0,22.0,44.0,52.0,57.0,40.058910162002945
2021-04-25,0.0,0.0,0.0,0.0,18.0,0.0,0.0,21.0,0.0,0.0,5.743740795287186
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,36.0,55.0,34.0,0.0,33.0,38.0,57.0,0.0,0.0,33.0,42.12076583210604
2021-04-28,0.0,18.0,16.0,0.0,34.0,38.0,19.0,19.0,15.0,32.0,28.12960235640648
2021-04-29,0.0,18.0,0.0,29.0,16.0,0.0,0.0,0.0,0.0,0.0,9.278350515463917
2021-04-30,35.0,0.0,16.0,14.0,16.0,37.0,0.0,19.0,28.0,16.0,26.656848306332844
2021-05-01,37.0,37.0,34.0,15.0,53.0,0.0,20.0,79.0,46.0,35.0,52.4300441826215
2021-05-02,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,7.5110456553755505
2021-05-03,72.0,18.0,100.0,31.0,51.0,58.0,98.0,99.0,30.0,51.0,89.54344624447717
2021-05-04,18.0,0.0,16.0,0.0,0.0,38.0,0.0,19.0,29.0,0.0,17.67304860088365
2021-05-05,18.0,55.0,17.0,62.0,17.0,19.0,58.0,0.0,46.0,17.0,45.5081001472754
2021-05-06,54.0,55.0,83.0,15.0,0.0,76.0,57.0,57.0,59.0,66.0,76.87776141384388
2021-05-07,0.0,100.0,18.0,16.0,18.0,21.0,63.0,22.0,33.0,18.0,45.5081001472754
2021-05-08,38.0,39.0,18.0,16.0,54.0,21.0,42.0,43.0,0.0,70.0,50.220913107511045
2021-05-09,60.0,0.0,0.0,34.0,55.0,42.0,64.0,21.0,49.0,36.0,53.16642120765832
2021-05-10,36.0,36.0,50.0,30.0,17.0,57.0,96.0,39.0,44.0,32.0,64.35935198821797
2021-05-11,53.0,37.0,99.0,45.0,68.0,98.0,77.0,59.0,60.0,83.0,100.0
2021-05-12,53.0,37.0,68.0,45.0,33.0,19.0,39.0,19.0,30.0,66.0,60.235640648011774
2021-05-13,71.0,18.0,33.0,29.0,100.0,94.0,38.0,95.0,58.0,48.0,86.00883652430043
2021-05-14,17.0,53.0,0.0,30.0,33.0,19.0,18.0,19.0,14.0,32.0,34.609720176730484
2021-05-15,72.0,18.0,50.0,45.0,69.0,77.0,39.0,97.0,89.0,100.0,96.61266568483062
2021-05-16,18.0,0.0,17.0,30.0,34.0,19.0,19.0,19.0,0.0,0.0,22.974963181148745
2021-05-17,90.0,90.0,83.0,60.0,84.0,38.0,57.0,38.0,88.0,33.0,97.34904270986743
2021-05-18,37.0,0.0,34.0,16.0,0.0,20.0,40.0,41.0,16.0,0.0,30.044182621502202
2021-05-19,19.0,19.0,18.0,16.0,18.0,20.0,0.0,61.0,16.0,18.0,30.19145802650957
2021-05-20,78.0,38.0,53.0,0.0,55.0,21.0,82.0,61.0,32.0,18.0,64.50662739322533
2021-05-21,39.0,93.0,36.0,31.0,0.0,0.0,61.0,63.0,31.0,18.0,54.78645066273933
2021-05-22,39.0,40.0,37.0,33.0,56.0,21.0,21.0,21.0,49.0,0.0,46.68630338733431
2021-05-23,0.0,19.0,35.0,31.0,35.0,40.0,40.0,40.0,15.0,0.0,37.555228276877756
2021-05-24,35.0,18.0,16.0,0.0,0.0,38.0,0.0,19.0,0.0,0.0,18.556701030927833
2021-05-25,75.0,57.0,51.0,95.0,53.0,100.0,100.0,61.0,31.0,53.0,99.55817378497788
2021-05-26,19.0,76.0,70.0,48.0,53.0,79.0,20.0,100.0,32.0,88.0,86.1561119293078
2021-05-27,100.0,41.0,56.0,100.0,56.0,64.0,43.0,43.0,100.0,37.0,94.2562592047128
2021-05-28,41.0,43.0,58.0,17.0,40.0,44.0,22.0,0.0,53.0,39.0,52.57731958762887
2021-05-29,44.0,0.0,0.0,0.0,41.0,23.0,0.0,24.0,0.0,0.0,19.440353460972016
2021-05-30,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,3.092783505154639
2021-05-31,58.0,20.0,72.0,16.0,19.0,21.0,82.0,84.0,66.0,18.0,67.15758468335787
